species_portuguese,species_english,species_sci,year,month,price_rs,production_kg,value_rs,origin
Galo,American John Dory,Zenopsis conchifer,2016,5,2.85,4969,14162,extraction
Galo,American John Dory,Zenopsis conchifer,2016,6,2.85,1594,4543,extraction
Galo,American John Dory,Zenopsis conchifer,2016,7,2.5,954,2385,extraction
Galo,American John Dory,Zenopsis conchifer,2016,8,2.76,491,1355,extraction
Galo,American John Dory,Zenopsis conchifer,2016,9,2.76,169,466,extraction
Galo,American John Dory,Zenopsis conchifer,2016,10,2.76,487,1344,extraction
Galo,American John Dory,Zenopsis conchifer,2016,11,2.76,665,1835,extraction
Galo,American John Dory,Zenopsis conchifer,2016,12,2.76,1184,3268,extraction
Galo,American John Dory,Zenopsis conchifer,2017,1,3.25,2950,9588,extraction
Galo,American John Dory,Zenopsis conchifer,2017,2,3.25,8547,27778,extraction
Galo,American John Dory,Zenopsis conchifer,2017,3,3.25,4313,14017,extraction
Galo,American John Dory,Zenopsis conchifer,2017,4,3.25,1600,5200,extraction
Galo,American John Dory,Zenopsis conchifer,2017,5,3.25,4767,15493,extraction
Galo,American John Dory,Zenopsis conchifer,2017,6,3.25,2318,7534,extraction
Galo,American John Dory,Zenopsis conchifer,2017,7,3.2,643,2058,extraction
Galo,American John Dory,Zenopsis conchifer,2017,8,3.2,1518,4858,extraction
Galo,American John Dory,Zenopsis conchifer,2017,9,3.2,3573,11434,extraction
Galo,American John Dory,Zenopsis conchifer,2017,10,3.2,3854,12333,extraction
Galo,American John Dory,Zenopsis conchifer,2017,11,3.2,1854,5933,extraction
Galo,American John Dory,Zenopsis conchifer,2017,12,2.33,2600,6058,extraction
Garoupa,Deady,Epinephelus spp.,2016,1,26.41,2539,67055,extraction
Garoupa,Deady,Epinephelus spp.,2016,2,21.05,2867,60350,extraction
Garoupa,Deady,Epinephelus spp.,2016,3,22.71,1414,32112,extraction
Garoupa,Deady,Epinephelus spp.,2016,4,21.73,1176,25554,extraction
Garoupa,Deady,Epinephelus spp.,2016,5,22.25,1323,29437,extraction
Garoupa,Deady,Epinephelus spp.,2016,6,23.75,3229,76689,extraction
Garoupa,Deady,Epinephelus spp.,2016,7,25.89,1561,40414,extraction
Garoupa,Deady,Epinephelus spp.,2016,8,25.89,761,19702,extraction
Garoupa,Deady,Epinephelus spp.,2016,9,26.26,806,21166,extraction
Garoupa,Deady,Epinephelus spp.,2016,10,25.86,2024,52341,extraction
Garoupa,Deady,Epinephelus spp.,2016,11,23.52,1494,35139,extraction
Garoupa,Deady,Epinephelus spp.,2016,12,19.64,3635,71391,extraction
Garoupa,Deady,Epinephelus spp.,2017,1,19.64,523,10272,extraction
Garoupa,Deady,Epinephelus spp.,2017,2,19,614,11666,extraction
Garoupa,Deady,Epinephelus spp.,2017,3,19,204,3876,extraction
Garoupa,Deady,Epinephelus spp.,2017,5,19,609,11571,extraction
Garoupa,Deady,Epinephelus spp.,2017,6,19,1393,26467,extraction
Garoupa,Deady,Epinephelus spp.,2017,7,19,552,10488,extraction
Garoupa,Deady,Epinephelus spp.,2017,8,19,1806,34314,extraction
Garoupa,Deady,Epinephelus spp.,2017,9,19,1320,25080,extraction
Garoupa,Deady,Epinephelus spp.,2017,10,23.46,1091,25595,extraction
Garoupa,Deady,Epinephelus spp.,2017,11,23.73,1520,36070,extraction
Garoupa,Deady,Epinephelus spp.,2017,12,23.08,1575,36351,extraction
Guaivira,Jack,Oligoplites spp.,2016,1,1.77,4100,7257,extraction
Guaivira,Jack,Oligoplites spp.,2016,2,1.39,7211,10023,extraction
Guaivira,Jack,Oligoplites spp.,2016,3,1.39,3280,4559,extraction
Guaivira,Jack,Oligoplites spp.,2016,4,1.39,8460,11759,extraction
Guaivira,Jack,Oligoplites spp.,2016,5,1.39,3014,4189,extraction
Guaivira,Jack,Oligoplites spp.,2016,6,1.39,7775,10807,extraction
Guaivira,Jack,Oligoplites spp.,2016,7,1.18,3310,3906,extraction
Guaivira,Jack,Oligoplites spp.,2016,8,1.18,1620,1912,extraction
Guaivira,Jack,Oligoplites spp.,2016,9,1.18,6820,8048,extraction
Guaivira,Jack,Oligoplites spp.,2016,10,1.18,3580,4224,extraction
Guaivira,Jack,Oligoplites spp.,2016,11,1.18,6340,7481,extraction
Guaivira,Jack,Oligoplites spp.,2016,12,1.39,2360,3280,extraction
Guaivira,Jack,Oligoplites spp.,2017,1,1.39,8080,11231,extraction
Guaivira,Jack,Oligoplites spp.,2017,2,1.43,2380,3403,extraction
Guaivira,Jack,Oligoplites spp.,2017,3,1.52,5670,8618,extraction
Guaivira,Jack,Oligoplites spp.,2017,4,1.52,720,1094,extraction
Guaivira,Jack,Oligoplites spp.,2017,5,1.52,2200,3344,extraction
Guaivira,Jack,Oligoplites spp.,2017,6,1.77,2648,4687,extraction
Guaivira,Jack,Oligoplites spp.,2017,7,1.51,13120,19811,extraction
Guaivira,Jack,Oligoplites spp.,2017,8,1.51,5180,7822,extraction
Guaivira,Jack,Oligoplites spp.,2017,9,1.51,1440,2174,extraction
Guaivira,Jack,Oligoplites spp.,2017,10,1.51,4300,6493,extraction
Guaivira,Jack,Oligoplites spp.,2017,11,1.51,4700,7097,extraction
Guaivira,Jack,Oligoplites spp.,2017,12,1.07,3800,4066,extraction
Lambari,Lambari,NA,2016,1,4.1,460,1886,extraction
Lambari,Lambari,NA,2016,3,4.1,1050,4305,extraction
Lambari,Lambari,NA,2016,4,4.1,3140,12874,extraction
Lambari,Lambari,NA,2016,5,4.1,1100,4510,extraction
Lambari,Lambari,NA,2016,6,4.1,3100,12710,extraction
Lambari,Lambari,NA,2016,7,5,4680,23400,extraction
Lambari,Lambari,NA,2016,8,5,4800,24000,extraction
Lambari,Lambari,NA,2016,9,5,2104,10520,extraction
Lambari,Lambari,NA,2016,10,5,1100,5500,extraction
Lambari,Lambari,NA,2016,11,5,1503,7515,extraction
Lambari,Lambari,NA,2016,12,5,4500,22500,extraction
Lambari,Lambari,NA,2017,2,5,550,2750,extraction
Lambari,Lambari,NA,2017,3,5,3300,16500,extraction
Lambari,Lambari,NA,2017,4,5,5670,28350,extraction
Lambari,Lambari,NA,2017,5,5,2795,13975,extraction
Lambari,Lambari,NA,2017,6,5.5,3959,21775,extraction
Lambari,Lambari,NA,2017,7,6.25,950,5938,extraction
Lambari,Lambari,NA,2017,8,6.25,1740,10875,extraction
Lambari,Lambari,NA,2017,9,6.25,3810,23813,extraction
Lambari,Lambari,NA,2017,10,6.25,4880,30500,extraction
Lambari,Lambari,NA,2017,11,6.25,340,2125,extraction
Lambari,Lambari,NA,2017,12,6.25,350,2188,extraction
Linguado,Flatfish,Paralichthys spp.,2016,1,12.14,21644,262758,extraction
Linguado,Flatfish,Paralichthys spp.,2016,2,10.83,31236,338286,extraction
Linguado,Flatfish,Paralichthys spp.,2016,3,10.94,24706,270284,extraction
Linguado,Flatfish,Paralichthys spp.,2016,4,10.35,25403,262921,extraction
Linguado,Flatfish,Paralichthys spp.,2016,5,10.62,21240,225569,extraction
Linguado,Flatfish,Paralichthys spp.,2016,6,10.89,14111,153669,extraction
Linguado,Flatfish,Paralichthys spp.,2016,7,10.74,16296,175019,extraction
Linguado,Flatfish,Paralichthys spp.,2016,8,10.8,23689,255841,extraction
Linguado,Flatfish,Paralichthys spp.,2016,9,11.28,14983,169008,extraction
Linguado,Flatfish,Paralichthys spp.,2016,10,12.67,16155,204684,extraction
Linguado,Flatfish,Paralichthys spp.,2016,11,11.37,27740,315404,extraction
Linguado,Flatfish,Paralichthys spp.,2016,12,11.13,25245,280977,extraction
Linguado,Flatfish,Paralichthys spp.,2017,1,13.7,12819,175620,extraction
Linguado,Flatfish,Paralichthys spp.,2017,2,12.64,15999,202227,extraction
Linguado,Flatfish,Paralichthys spp.,2017,3,14.66,19748,289506,extraction
Linguado,Flatfish,Paralichthys spp.,2017,4,14.74,24163,356163,extraction
Linguado,Flatfish,Paralichthys spp.,2017,5,11.45,22460,257167,extraction
Linguado,Flatfish,Paralichthys spp.,2017,6,12.33,21012,259078,extraction
Linguado,Flatfish,Paralichthys spp.,2017,7,12.1,14458,174942,extraction
Linguado,Flatfish,Paralichthys spp.,2017,8,12.56,23300,292648,extraction
Linguado,Flatfish,Paralichthys spp.,2017,9,13.16,23580,310313,extraction
Linguado,Flatfish,Paralichthys spp.,2017,10,11.28,31391,354090,extraction
Linguado,Flatfish,Paralichthys spp.,2017,11,12.07,25045,302293,extraction
Linguado,Flatfish,Paralichthys spp.,2017,12,11.57,14713,170229,extraction
Lula,Squid,Loligo sanpaulensis,2016,1,22.03,20939,461286,extraction
Lula,Squid,Loligo sanpaulensis,2016,2,14.37,38050,546779,extraction
Lula,Squid,Loligo sanpaulensis,2016,3,16.55,42326,700495,extraction
Lula,Squid,Loligo sanpaulensis,2016,4,11.44,67081,767407,extraction
Lula,Squid,Loligo sanpaulensis,2016,5,21.33,12245,261186,extraction
Lula,Squid,Loligo sanpaulensis,2016,6,24,7772,186528,extraction
Lula,Squid,Loligo sanpaulensis,2016,7,26.53,26712,708669,extraction
Lula,Squid,Loligo sanpaulensis,2016,8,20.47,11187,228998,extraction
Lula,Squid,Loligo sanpaulensis,2016,9,27.67,9151,253208,extraction
Lula,Squid,Loligo sanpaulensis,2016,10,21.5,23283,500585,extraction
Lula,Squid,Loligo sanpaulensis,2016,11,27.57,6161,169859,extraction
Lula,Squid,Loligo sanpaulensis,2016,12,28.91,12267,354639,extraction
Lula,Squid,Loligo sanpaulensis,2017,1,32.67,10052,328399,extraction
Lula,Squid,Loligo sanpaulensis,2017,2,33.76,10814,365081,extraction
Lula,Squid,Loligo sanpaulensis,2017,3,32.83,26207,860376,extraction
Lula,Squid,Loligo sanpaulensis,2017,4,35.07,31613,1108668,extraction
Lula,Squid,Loligo sanpaulensis,2017,5,36.42,26366,960250,extraction
Lula,Squid,Loligo sanpaulensis,2017,6,37.35,11635,434567,extraction
Lula,Squid,Loligo sanpaulensis,2017,7,37.55,34300,1287965,extraction
Lula,Squid,Loligo sanpaulensis,2017,8,35.78,9996,357657,extraction
Lula,Squid,Loligo sanpaulensis,2017,9,38.67,24207,936085,extraction
Lula,Squid,Loligo sanpaulensis,2017,10,34.58,20447,707057,extraction
Lula,Squid,Loligo sanpaulensis,2017,11,18.38,24361,447755,extraction
Lula,Squid,Loligo sanpaulensis,2017,12,16.56,27535,455980,extraction
Mandi,catfish,NA,2016,1,5.17,300,1551,extraction
Mandi,catfish,NA,2016,2,5.17,1347,6964,extraction
Mandi,catfish,NA,2016,3,5.17,7190,37172,extraction
Mandi,catfish,NA,2016,4,5.17,7403,38274,extraction
Mandi,catfish,NA,2016,5,5.17,4480,23162,extraction
Mandi,catfish,NA,2016,6,5.82,8030,46735,extraction
Mandi,catfish,NA,2016,7,6,5830,34980,extraction
Mandi,catfish,NA,2016,8,6,9298,55788,extraction
Mandi,catfish,NA,2016,9,6,3620,21720,extraction
Mandi,catfish,NA,2016,10,6,3765,22590,extraction
Mandi,catfish,NA,2016,11,6,1860,11160,extraction
Mandi,catfish,NA,2016,12,6,3200,19200,extraction
Mandi,catfish,NA,2017,3,6,9840,59040,extraction
Mandi,catfish,NA,2017,4,6,9655,57930,extraction
Mandi,catfish,NA,2017,5,6,8680,52080,extraction
Mandi,catfish,NA,2017,6,6,5713,34278,extraction
Mandi,catfish,NA,2017,7,6,5180,31080,extraction
Mandi,catfish,NA,2017,8,6,9500,57000,extraction
Mandi,catfish,NA,2017,9,5.68,6220,35330,extraction
Mandi,catfish,NA,2017,10,5.83,4720,27518,extraction
Manjuba,Anchovy,Anchoa spp.,2016,1,2.94,34310,100871,extraction
Manjuba,Anchovy,Anchoa spp.,2016,2,3.98,77340,307813,extraction
Manjuba,Anchovy,Anchoa spp.,2016,3,5.81,64116,372514,extraction
Manjuba,Anchovy,Anchoa spp.,2016,4,7.56,18302,138363,extraction
Manjuba,Anchovy,Anchoa spp.,2016,5,10.66,9425,100471,extraction
Manjuba,Anchovy,Anchoa spp.,2016,6,10.91,6043,65929,extraction
Manjuba,Anchovy,Anchoa spp.,2016,7,9.76,3851,37586,extraction
Manjuba,Anchovy,Anchoa spp.,2016,8,10.75,6840,73530,extraction
Manjuba,Anchovy,Anchoa spp.,2016,9,9.44,21264,200732,extraction
Manjuba,Anchovy,Anchoa spp.,2016,10,7.65,39276,300461,extraction
Manjuba,Anchovy,Anchoa spp.,2016,11,7.47,41488,309915,extraction
Manjuba,Anchovy,Anchoa spp.,2016,12,8.48,20430,173246,extraction
Manjuba,Anchovy,Anchoa spp.,2017,1,7.5,9220,69150,extraction
Manjuba,Anchovy,Anchoa spp.,2017,2,8.91,11680,104069,extraction
Manjuba,Anchovy,Anchoa spp.,2017,3,10.75,13432,144394,extraction
Manjuba,Anchovy,Anchoa spp.,2017,4,11.71,8000,93680,extraction
Manjuba,Anchovy,Anchoa spp.,2017,5,12.72,2665,33899,extraction
Manjuba,Anchovy,Anchoa spp.,2017,6,12.8,2038,26086,extraction
Manjuba,Anchovy,Anchoa spp.,2017,7,13.72,1958,26864,extraction
Manjuba,Anchovy,Anchoa spp.,2017,8,13.75,10386,142808,extraction
Manjuba,Anchovy,Anchoa spp.,2017,9,12.03,12874,154874,extraction
Manjuba,Anchovy,Anchoa spp.,2017,10,8.8,27613,242994,extraction
Manjuba,Anchovy,Anchoa spp.,2017,11,7.71,28613,220606,extraction
Manjuba,Anchovy,Anchoa spp.,2017,12,8.06,12960,104458,extraction
Mexilhao_com_casca,Mussel,NA,2016,1,22.67,120,2720,extraction
Mexilhao_com_casca,Mussel,NA,2016,2,22.67,2760,62569,extraction
Mexilhao_com_casca,Mussel,NA,2016,3,22.67,360,8161,extraction
Mexilhao_com_casca,Mussel,NA,2016,4,22.67,240,5441,extraction
Mexilhao_com_casca,Mussel,NA,2016,5,22.67,100,2267,extraction
Mexilhao_com_casca,Mussel,NA,2016,6,22.67,150,3401,extraction
Mexilhao_com_casca,Mussel,NA,2016,7,22.67,50,1134,extraction
Mexilhao_com_casca,Mussel,NA,2017,7,22.96,500,11480,extraction
Mexilhao_com_casca,Mussel,NA,2017,8,22.96,80,1837,extraction
Mexilhao_com_casca,Mussel,NA,2017,9,23.67,580,13729,extraction
Mexilhao_com_casca,Mussel,NA,2017,10,24.6,950,23370,extraction
Mexilhao_com_casca,Mussel,NA,2017,11,24.6,1860,45756,extraction
Mexilhao_com_casca,Mussel,NA,2017,12,24.6,1280,31488,extraction
Mexilhao_limpo,Mussel,NA,2016,1,22.58,980,22128,extraction
Mexilhao_limpo,Mussel,NA,2016,2,23.32,330,7696,extraction
Mexilhao_limpo,Mussel,NA,2016,3,22.53,310,6984,extraction
Mexilhao_limpo,Mussel,NA,2016,4,22.77,270,6148,extraction
Mexilhao_limpo,Mussel,NA,2016,5,22.76,630,14339,extraction
Mexilhao_limpo,Mussel,NA,2016,6,22.84,100,2284,extraction
Mexilhao_limpo,Mussel,NA,2016,7,22.5,867,19508,extraction
Mexilhao_limpo,Mussel,NA,2016,8,22.67,210,4761,extraction
Mexilhao_limpo,Mussel,NA,2016,9,22.67,980,22217,extraction
Mexilhao_limpo,Mussel,NA,2016,10,22.67,800,18136,extraction
Mexilhao_limpo,Mussel,NA,2016,11,22.67,1200,27204,extraction
Mexilhao_limpo,Mussel,NA,2016,12,22.67,1705,38652,extraction
Mexilhao_limpo,Mussel,NA,2017,1,22.67,1740,39446,extraction
Mexilhao_limpo,Mussel,NA,2017,2,22.67,1750,39673,extraction
Mexilhao_limpo,Mussel,NA,2017,3,24,3025,72600,extraction
Mexilhao_limpo,Mussel,NA,2017,4,24,2130,51120,extraction
Mexilhao_limpo,Mussel,NA,2017,5,24,5480,131520,extraction
Mexilhao_limpo,Mussel,NA,2017,6,23.58,8454,199345,extraction
Mexilhao_limpo,Mussel,NA,2017,7,23.91,3995,95520,extraction
Mexilhao_limpo,Mussel,NA,2017,8,23.68,4920,116506,extraction
Mexilhao_limpo,Mussel,NA,2017,9,24.72,2171,53667,extraction
Mexilhao_limpo,Mussel,NA,2017,10,24.72,1312,32433,extraction
Mexilhao_limpo,Mussel,NA,2017,11,24.72,1547,38242,extraction
Mexilhao_limpo,Mussel,NA,2017,12,23.17,1920,44486,extraction
Mistura_agua_salgada,Other small fish,NA,2016,1,1.12,183717,205763,extraction
Mistura_agua_salgada,Other small fish,NA,2016,2,1.26,121737,153389,extraction
Mistura_agua_salgada,Other small fish,NA,2016,3,1.54,138957,213994,extraction
Mistura_agua_salgada,Other small fish,NA,2016,4,1.02,164059,167340,extraction
Mistura_agua_salgada,Other small fish,NA,2016,5,0.87,92812,80746,extraction
Mistura_agua_salgada,Other small fish,NA,2016,6,1.27,147086,186799,extraction
Mistura_agua_salgada,Other small fish,NA,2016,7,0.87,101784,88552,extraction
Mistura_agua_salgada,Other small fish,NA,2016,8,0.97,97758,94825,extraction
Mistura_agua_salgada,Other small fish,NA,2016,9,0.94,94340,88680,extraction
Mistura_agua_salgada,Other small fish,NA,2016,10,1.29,87683,113111,extraction
Mistura_agua_salgada,Other small fish,NA,2016,11,1.2,65431,78517,extraction
Mistura_agua_salgada,Other small fish,NA,2016,12,1.15,76037,87443,extraction
Mistura_agua_salgada,Other small fish,NA,2017,1,1.26,43538,54858,extraction
Mistura_agua_salgada,Other small fish,NA,2017,2,1.24,48636,60309,extraction
Mistura_agua_salgada,Other small fish,NA,2017,3,1.31,91314,119621,extraction
Mistura_agua_salgada,Other small fish,NA,2017,4,1.56,53359,83240,extraction
Mistura_agua_salgada,Other small fish,NA,2017,5,1.1,84139,92553,extraction
Mistura_agua_salgada,Other small fish,NA,2017,6,1.44,104609,150637,extraction
Mistura_agua_salgada,Other small fish,NA,2017,7,1.61,74916,120615,extraction
Mistura_agua_salgada,Other small fish,NA,2017,8,1.46,69572,101575,extraction
Mistura_agua_salgada,Other small fish,NA,2017,9,1.47,96197,141410,extraction
Mistura_agua_salgada,Other small fish,NA,2017,10,1.1,122021,134223,extraction
Mistura_agua_salgada,Other small fish,NA,2017,11,1.22,83945,102413,extraction
Mistura_agua_salgada,Other small fish,NA,2017,12,1.01,80977,81787,extraction
Namorado,Namorado,Pseudopercis spp.,2016,1,19.56,6616,129409,extraction
Namorado,Namorado,Pseudopercis spp.,2016,2,15.68,10823,169705,extraction
Namorado,Namorado,Pseudopercis spp.,2016,3,18.37,15479,284349,extraction
Namorado,Namorado,Pseudopercis spp.,2016,4,16.95,11884,201434,extraction
Namorado,Namorado,Pseudopercis spp.,2016,5,15.12,10080,152410,extraction
Namorado,Namorado,Pseudopercis spp.,2016,6,15.37,7574,116412,extraction
Namorado,Namorado,Pseudopercis spp.,2016,7,13.84,12021,166371,extraction
Namorado,Namorado,Pseudopercis spp.,2016,8,16.84,6371,107288,extraction
Namorado,Namorado,Pseudopercis spp.,2016,9,16.6,9502,157733,extraction
Namorado,Namorado,Pseudopercis spp.,2016,10,17.44,6685,116586,extraction
Namorado,Namorado,Pseudopercis spp.,2016,11,16.84,6753,113721,extraction
Namorado,Namorado,Pseudopercis spp.,2016,12,15.92,8973,142850,extraction
Namorado,Namorado,Pseudopercis spp.,2017,1,22.65,3574,80951,extraction
Namorado,Namorado,Pseudopercis spp.,2017,2,17.42,5350,93197,extraction
Namorado,Namorado,Pseudopercis spp.,2017,3,19.43,4712,91554,extraction
Namorado,Namorado,Pseudopercis spp.,2017,4,20.15,5710,115057,extraction
Namorado,Namorado,Pseudopercis spp.,2017,5,17.34,6291,109086,extraction
Namorado,Namorado,Pseudopercis spp.,2017,6,17.33,6082,105401,extraction
Namorado,Namorado,Pseudopercis spp.,2017,7,14.22,5635,80130,extraction
Namorado,Namorado,Pseudopercis spp.,2017,8,16.56,11182,185174,extraction
Namorado,Namorado,Pseudopercis spp.,2017,9,19.11,4579,87505,extraction
Namorado,Namorado,Pseudopercis spp.,2017,10,20.31,8363,169853,extraction
Namorado,Namorado,Pseudopercis spp.,2017,11,15.98,8092,129310,extraction
Namorado,Namorado,Pseudopercis spp.,2017,12,14.01,11851,166033,extraction
Olhete,Amberjack,Seriola lalandi,2016,1,15.22,3773,57425,extraction
Olhete,Amberjack,Seriola lalandi,2016,2,16.69,6892,115027,extraction
Olhete,Amberjack,Seriola lalandi,2016,3,15.32,9499,145525,extraction
Olhete,Amberjack,Seriola lalandi,2016,4,15.6,6323,98639,extraction
Olhete,Amberjack,Seriola lalandi,2016,5,13.31,19549,260197,extraction
Olhete,Amberjack,Seriola lalandi,2016,6,11.14,7187,80063,extraction
Olhete,Amberjack,Seriola lalandi,2016,7,8.26,24173,199669,extraction
Olhete,Amberjack,Seriola lalandi,2016,8,10.57,27621,291954,extraction
Olhete,Amberjack,Seriola lalandi,2016,9,8.78,26544,233056,extraction
Olhete,Amberjack,Seriola lalandi,2016,10,10.62,14225,151070,extraction
Olhete,Amberjack,Seriola lalandi,2016,11,14.74,8626,127147,extraction
Olhete,Amberjack,Seriola lalandi,2016,12,11.56,7023,81186,extraction
Olhete,Amberjack,Seriola lalandi,2017,1,22.56,6092,137436,extraction
Olhete,Amberjack,Seriola lalandi,2017,2,19.83,1670,33116,extraction
Olhete,Amberjack,Seriola lalandi,2017,3,18.27,7120,130082,extraction
Olhete,Amberjack,Seriola lalandi,2017,4,18.48,3026,55920,extraction
Olhete,Amberjack,Seriola lalandi,2017,5,15.4,5986,92184,extraction
Olhete,Amberjack,Seriola lalandi,2017,6,8.93,28463,254175,extraction
Olhete,Amberjack,Seriola lalandi,2017,7,6.71,26312,176554,extraction
Olhete,Amberjack,Seriola lalandi,2017,8,15.5,3476,53878,extraction
Olhete,Amberjack,Seriola lalandi,2017,9,20.83,12800,266624,extraction
Olhete,Amberjack,Seriola lalandi,2017,10,14.14,18290,258621,extraction
Olhete,Amberjack,Seriola lalandi,2017,11,11.75,7496,88078,extraction
Olhete,Amberjack,Seriola lalandi,2017,12,11.25,14733,165746,extraction
Olho de Boi,Amberjack,NA,2016,1,24.53,960,23549,extraction
Olho de Boi,Amberjack,NA,2016,2,23.37,1868,43655,extraction
Olho de Boi,Amberjack,NA,2016,3,22.5,6126,137835,extraction
Olho de Boi,Amberjack,NA,2016,4,25.59,4090,104663,extraction
Olho de Boi,Amberjack,NA,2016,5,22.68,1294,29348,extraction
Olho de Boi,Amberjack,NA,2016,6,22.48,1561,35091,extraction
Olho de Boi,Amberjack,NA,2016,7,18.43,3344,61630,extraction
Olho de Boi,Amberjack,NA,2016,8,19.74,4076,80460,extraction
Olho de Boi,Amberjack,NA,2016,9,21.7,1741,37780,extraction
Olho de Boi,Amberjack,NA,2016,10,23.4,2660,62244,extraction
Olho de Boi,Amberjack,NA,2016,11,21.03,3661,76991,extraction
Olho de Boi,Amberjack,NA,2016,12,18.87,2209,41684,extraction
Olho de Boi,Amberjack,NA,2017,1,25.17,3315,83439,extraction
Olho de Boi,Amberjack,NA,2017,2,22.98,7594,174510,extraction
Olho de Boi,Amberjack,NA,2017,3,24.41,3256,79479,extraction
Olho de Boi,Amberjack,NA,2017,4,25.91,4899,126933,extraction
Olho de Boi,Amberjack,NA,2017,5,23.62,3844,90795,extraction
Olho de Boi,Amberjack,NA,2017,6,20.03,4654,93220,extraction
Olho de Boi,Amberjack,NA,2017,7,15.38,1667,25638,extraction
Olho de Boi,Amberjack,NA,2017,8,21.93,4800,105264,extraction
Olho de Boi,Amberjack,NA,2017,9,26.67,5723,152632,extraction
Olho de Boi,Amberjack,NA,2017,10,19.41,5651,109686,extraction
Olho de Boi,Amberjack,NA,2017,11,18.89,5213,98474,extraction
Olho de Boi,Amberjack,NA,2017,12,15.91,3597,57228,extraction
Parati,Mullet,NA,2016,1,2.27,2988,6783,extraction
Parati,Mullet,NA,2016,2,2.27,6010,13643,extraction
Parati,Mullet,NA,2016,3,2.27,8440,19159,extraction
Parati,Mullet,NA,2016,4,2.27,9650,21906,extraction
Parati,Mullet,NA,2016,5,2.27,13064,29655,extraction
Parati,Mullet,NA,2016,6,2.02,3483,7036,extraction
Parati,Mullet,NA,2016,7,2.02,1278,2582,extraction
Parati,Mullet,NA,2016,8,2.02,5015,10130,extraction
Parati,Mullet,NA,2016,9,2.02,5133,10369,extraction
Parati,Mullet,NA,2016,10,2.02,11998,24236,extraction
Parati,Mullet,NA,2016,11,2.02,8875,17928,extraction
Parati,Mullet,NA,2016,12,2.02,1370,2767,extraction
Parati,Mullet,NA,2017,1,2.02,3160,6383,extraction
Parati,Mullet,NA,2017,2,2.02,1920,3878,extraction
Parati,Mullet,NA,2017,3,2.02,4614,9320,extraction
Parati,Mullet,NA,2017,4,2.02,2780,5616,extraction
Parati,Mullet,NA,2017,5,2.02,2253,4551,extraction
Parati,Mullet,NA,2017,6,2.02,2731,5517,extraction
Parati,Mullet,NA,2017,7,3,1080,3240,extraction
Parati,Mullet,NA,2017,8,3,1400,4200,extraction
Parati,Mullet,NA,2017,9,3,1660,4980,extraction
Parati,Mullet,NA,2017,10,3,3043,9129,extraction
Parati,Mullet,NA,2017,11,3,1940,5820,extraction
Parati,Mullet,NA,2017,12,3,726,2178,extraction
Pargo,American red,Lutjanus purpureus,2016,1,11.21,5037,56465,extraction
Pargo,American red,Lutjanus purpureus,2016,2,11.21,21302,238795,extraction
Pargo,American red,Lutjanus purpureus,2016,3,10.83,5926,64179,extraction
Pargo,American red,Lutjanus purpureus,2016,4,10,12993,129930,extraction
Pargo,American red,Lutjanus purpureus,2016,5,7.3,14770,107821,extraction
Pargo,American red,Lutjanus purpureus,2016,6,8.09,10868,87922,extraction
Pargo,American red,Lutjanus purpureus,2016,7,6.81,20070,136677,extraction
Pargo,American red,Lutjanus purpureus,2016,8,7.33,18283,134014,extraction
Pargo,American red,Lutjanus purpureus,2016,9,6.93,12783,88586,extraction
Pargo,American red,Lutjanus purpureus,2016,10,8.01,25010,200330,extraction
Pargo,American red,Lutjanus purpureus,2016,11,7.82,12440,97281,extraction
Pargo,American red,Lutjanus purpureus,2016,12,7.92,14056,111324,extraction
Pargo,American red,Lutjanus purpureus,2017,1,9.2,2418,22246,extraction
Pargo,American red,Lutjanus purpureus,2017,2,9.48,5118,48519,extraction
Pargo,American red,Lutjanus purpureus,2017,3,13.31,6285,83653,extraction
Pargo,American red,Lutjanus purpureus,2017,4,14.77,10067,148690,extraction
Pargo,American red,Lutjanus purpureus,2017,5,9.49,10680,101353,extraction
Pargo,American red,Lutjanus purpureus,2017,6,8.33,5657,47123,extraction
Pargo,American red,Lutjanus purpureus,2017,7,7.54,16094,121349,extraction
Pargo,American red,Lutjanus purpureus,2017,8,8.14,15952,129849,extraction
Pargo,American red,Lutjanus purpureus,2017,9,7.82,9137,71451,extraction
Pargo,American red,Lutjanus purpureus,2017,10,8.4,4910,41244,extraction
Pargo,American red,Lutjanus purpureus,2017,11,9.7,9811,95167,extraction
Pargo,American red,Lutjanus purpureus,2017,12,8.47,3960,33541,extraction
Peixe Castanha,Peixe Castanha,NA,2016,1,1.9,2520,4788,extraction
Peixe Castanha,Peixe Castanha,NA,2016,2,1.9,4800,9120,extraction
Peixe Castanha,Peixe Castanha,NA,2016,3,1.9,4360,8284,extraction
Peixe Castanha,Peixe Castanha,NA,2016,4,1.9,1879,3570,extraction
Peixe Castanha,Peixe Castanha,NA,2016,5,1.9,540,1026,extraction
Peixe Castanha,Peixe Castanha,NA,2016,6,1.53,3620,5539,extraction
Peixe Castanha,Peixe Castanha,NA,2016,7,1.4,1200,1680,extraction
Peixe Castanha,Peixe Castanha,NA,2016,8,1.4,3100,4340,extraction
Peixe Castanha,Peixe Castanha,NA,2016,9,1.4,3980,5572,extraction
Peixe Castanha,Peixe Castanha,NA,2016,10,1.4,8140,11396,extraction
Peixe Castanha,Peixe Castanha,NA,2016,11,1.4,3492,4889,extraction
