species_portuguese,species_english,species_sci,year,month,price_rs,production_kg,value_rs,origin
Peixe Castanha,Peixe Castanha,NA,2016,12,1.44,580,835,extraction
Peixe Castanha,Peixe Castanha,NA,2017,1,1.44,720,1037,extraction
Peixe Castanha,Peixe Castanha,NA,2017,2,1.44,18,26,extraction
Peixe Castanha,Peixe Castanha,NA,2017,3,1.44,2180,3139,extraction
Peixe Castanha,Peixe Castanha,NA,2017,4,1.44,9100,13104,extraction
Peixe Castanha,Peixe Castanha,NA,2017,5,1.44,12860,18518,extraction
Peixe Castanha,Peixe Castanha,NA,2017,6,2.01,4740,9527,extraction
Peixe Castanha,Peixe Castanha,NA,2017,7,1.41,2160,3046,extraction
Peixe Castanha,Peixe Castanha,NA,2017,8,1.41,360,508,extraction
Peixe Castanha,Peixe Castanha,NA,2017,9,1.41,2360,3328,extraction
Peixe Castanha,Peixe Castanha,NA,2017,10,1.41,1920,2707,extraction
Peixe Castanha,Peixe Castanha,NA,2017,11,1.41,3800,5358,extraction
Peixe Castanha,Peixe Castanha,NA,2017,12,1.32,940,1241,extraction
Peroa Branco,Triggerfish,NA,2016,1,4.33,192740,834564,extraction
Peroa Branco,Triggerfish,NA,2016,2,4.33,220139,953202,extraction
Peroa Branco,Triggerfish,NA,2016,3,4.33,288661,1249902,extraction
Peroa Branco,Triggerfish,NA,2016,4,4.33,264315,1144484,extraction
Peroa Branco,Triggerfish,NA,2016,5,2.8,171401,479923,extraction
Peroa Branco,Triggerfish,NA,2016,6,2.71,176900,479399,extraction
Peroa Branco,Triggerfish,NA,2016,7,2.66,147855,393294,extraction
Peroa Branco,Triggerfish,NA,2016,8,2.66,135980,361707,extraction
Peroa Branco,Triggerfish,NA,2016,9,2.66,129864,345438,extraction
Peroa Branco,Triggerfish,NA,2016,10,2.66,89540,238176,extraction
Peroa Branco,Triggerfish,NA,2016,11,2.66,27345,72738,extraction
Peroa Branco,Triggerfish,NA,2016,12,6,37841,227046,extraction
Peroa Branco,Triggerfish,NA,2017,1,8.17,101319,827776,extraction
Peroa Branco,Triggerfish,NA,2017,2,3.95,260820,1030239,extraction
Peroa Branco,Triggerfish,NA,2017,3,2.48,262859,651890,extraction
Peroa Branco,Triggerfish,NA,2017,4,2.48,182740,453195,extraction
Peroa Branco,Triggerfish,NA,2017,5,2.48,105582,261843,extraction
Peroa Branco,Triggerfish,NA,2017,6,2.81,174097,489213,extraction
Peroa Branco,Triggerfish,NA,2017,7,3.36,123886,416257,extraction
Peroa Branco,Triggerfish,NA,2017,8,4.75,151100,717725,extraction
Peroa Branco,Triggerfish,NA,2017,9,4.39,112675,494643,extraction
Peroa Branco,Triggerfish,NA,2017,10,3.12,177340,553301,extraction
Peroa Branco,Triggerfish,NA,2017,11,2.96,219123,648604,extraction
Peroa Branco,Triggerfish,NA,2017,12,3.16,149279,471722,extraction
Pescada,Weakfish,Cynoscion spp.,2016,1,6.82,26243,178977,extraction
Pescada,Weakfish,Cynoscion spp.,2016,2,6.53,9508,62087,extraction
Pescada,Weakfish,Cynoscion spp.,2016,3,8.28,23378,193570,extraction
Pescada,Weakfish,Cynoscion spp.,2016,4,8.39,33731,283003,extraction
Pescada,Weakfish,Cynoscion spp.,2016,5,7.17,36152,259210,extraction
Pescada,Weakfish,Cynoscion spp.,2016,6,6.68,5803,38764,extraction
Pescada,Weakfish,Cynoscion spp.,2016,7,4.69,31258,146600,extraction
Pescada,Weakfish,Cynoscion spp.,2016,8,5.26,37739,198507,extraction
Pescada,Weakfish,Cynoscion spp.,2016,9,6.68,63941,427126,extraction
Pescada,Weakfish,Cynoscion spp.,2016,10,7.53,63217,476024,extraction
Pescada,Weakfish,Cynoscion spp.,2016,11,7.67,30597,234679,extraction
Pescada,Weakfish,Cynoscion spp.,2016,12,6.07,17157,104143,extraction
Pescada,Weakfish,Cynoscion spp.,2017,1,5.88,20810,122363,extraction
Pescada,Weakfish,Cynoscion spp.,2017,2,7.19,45951,330388,extraction
Pescada,Weakfish,Cynoscion spp.,2017,3,7.63,75990,579804,extraction
Pescada,Weakfish,Cynoscion spp.,2017,4,10.01,47989,480370,extraction
Pescada,Weakfish,Cynoscion spp.,2017,5,8.48,37370,316898,extraction
Pescada,Weakfish,Cynoscion spp.,2017,6,8.51,32516,276711,extraction
Pescada,Weakfish,Cynoscion spp.,2017,7,7.47,43825,327373,extraction
Pescada,Weakfish,Cynoscion spp.,2017,8,6.82,17445,118975,extraction
Pescada,Weakfish,Cynoscion spp.,2017,9,7.98,54018,431064,extraction
Pescada,Weakfish,Cynoscion spp.,2017,10,7.79,32695,254694,extraction
Pescada,Weakfish,Cynoscion spp.,2017,11,5.85,20631,120691,extraction
Pescada,Weakfish,Cynoscion spp.,2017,12,4.82,12951,62424,extraction
Pescada Amarela,Acoupa weakfish,NA,2016,1,24.43,31830,777607,extraction
Pescada Amarela,Acoupa weakfish,NA,2016,2,24.44,14018,342600,extraction
Pescada Amarela,Acoupa weakfish,NA,2016,3,26.39,27000,712530,extraction
Pescada Amarela,Acoupa weakfish,NA,2016,4,26.85,39488,1060253,extraction
Pescada Amarela,Acoupa weakfish,NA,2016,5,24.31,16750,407193,extraction
Pescada Amarela,Acoupa weakfish,NA,2016,6,23.85,16274,388135,extraction
Pescada Amarela,Acoupa weakfish,NA,2016,7,22.92,33631,770823,extraction
Pescada Amarela,Acoupa weakfish,NA,2016,8,25.15,8209,206456,extraction
Pescada Amarela,Acoupa weakfish,NA,2016,9,26.73,21893,585200,extraction
Pescada Amarela,Acoupa weakfish,NA,2016,10,25.74,22863,588494,extraction
Pescada Amarela,Acoupa weakfish,NA,2016,11,25.93,32650,846615,extraction
Pescada Amarela,Acoupa weakfish,NA,2016,12,25.68,56533,1451767,extraction
Pescada Amarela,Acoupa weakfish,NA,2017,1,28.08,54401,1527580,extraction
Pescada Amarela,Acoupa weakfish,NA,2017,2,26.84,35635,956443,extraction
Pescada Amarela,Acoupa weakfish,NA,2017,3,28.21,51144,1442772,extraction
Pescada Amarela,Acoupa weakfish,NA,2017,4,30.51,55782,1701909,extraction
Pescada Amarela,Acoupa weakfish,NA,2017,5,27.58,30460,840087,extraction
Pescada Amarela,Acoupa weakfish,NA,2017,6,26.96,27867,751294,extraction
Pescada Amarela,Acoupa weakfish,NA,2017,7,23.92,34341,821437,extraction
Pescada Amarela,Acoupa weakfish,NA,2017,8,23.71,33262,788642,extraction
Pescada Amarela,Acoupa weakfish,NA,2017,9,24.82,33889,841125,extraction
Pescada Amarela,Acoupa weakfish,NA,2017,10,24.85,38182,948823,extraction
Pescada Amarela,Acoupa weakfish,NA,2017,11,25.77,12883,331995,extraction
Pescada Amarela,Acoupa weakfish,NA,2017,12,25.58,36267,927710,extraction
Pescada Cumbucu,Cumbucu weakfish,NA,2016,1,16.43,59,969,extraction
Pescada Cumbucu,Cumbucu weakfish,NA,2016,2,14.77,2048,30249,extraction
Pescada Cumbucu,Cumbucu weakfish,NA,2016,3,18.22,210,3826,extraction
Pescada Cumbucu,Cumbucu weakfish,NA,2016,4,17.3,116,2007,extraction
Pescada Cumbucu,Cumbucu weakfish,NA,2016,5,16.56,2520,41731,extraction
Pescada Cumbucu,Cumbucu weakfish,NA,2016,6,15.67,4073,63824,extraction
Pescada Cumbucu,Cumbucu weakfish,NA,2016,7,14.59,582,8491,extraction
Pescada Cumbucu,Cumbucu weakfish,NA,2016,8,15.6,1765,27534,extraction
Pescada Cumbucu,Cumbucu weakfish,NA,2016,9,16.68,7731,128953,extraction
Pescada Cumbucu,Cumbucu weakfish,NA,2016,10,16.73,15518,259616,extraction
Pescada Cumbucu,Cumbucu weakfish,NA,2016,11,15.47,5840,90345,extraction
Pescada Cumbucu,Cumbucu weakfish,NA,2016,12,15.51,19758,306447,extraction
Pescada Cumbucu,Cumbucu weakfish,NA,2017,1,15.89,14098,224017,extraction
Pescada Cumbucu,Cumbucu weakfish,NA,2017,2,16.11,10331,166432,extraction
Pescada Cumbucu,Cumbucu weakfish,NA,2017,3,17.13,13626,233413,extraction
Pescada Cumbucu,Cumbucu weakfish,NA,2017,4,18.33,6013,110218,extraction
Pescada Cumbucu,Cumbucu weakfish,NA,2017,5,14.54,15594,226737,extraction
Pescada Cumbucu,Cumbucu weakfish,NA,2017,6,16.16,1900,30704,extraction
Pescada Cumbucu,Cumbucu weakfish,NA,2017,7,15.65,11874,185828,extraction
Pescada Cumbucu,Cumbucu weakfish,NA,2017,8,15.54,16209,251888,extraction
Pescada Cumbucu,Cumbucu weakfish,NA,2017,9,16.08,7800,125424,extraction
Pescada Cumbucu,Cumbucu weakfish,NA,2017,10,16.87,23063,389073,extraction
Pescada Cumbucu,Cumbucu weakfish,NA,2017,11,17.31,900,15579,extraction
Pescada Cumbucu,Cumbucu weakfish,NA,2017,12,15.79,17761,280446,extraction
Pescada Goete,Goete weakfish,NA,2016,1,3.25,56448,183456,extraction
Pescada Goete,Goete weakfish,NA,2016,2,3.69,49406,182308,extraction
Pescada Goete,Goete weakfish,NA,2016,3,4.02,85069,341977,extraction
Pescada Goete,Goete weakfish,NA,2016,4,3.79,59233,224493,extraction
Pescada Goete,Goete weakfish,NA,2016,5,3.31,177887,588806,extraction
Pescada Goete,Goete weakfish,NA,2016,6,3.23,141276,456321,extraction
Pescada Goete,Goete weakfish,NA,2016,7,2.65,165314,438082,extraction
Pescada Goete,Goete weakfish,NA,2016,8,2.87,209640,601667,extraction
Pescada Goete,Goete weakfish,NA,2016,9,3.22,122450,394289,extraction
Pescada Goete,Goete weakfish,NA,2016,10,3.93,158283,622052,extraction
Pescada Goete,Goete weakfish,NA,2016,11,3.63,205155,744713,extraction
Pescada Goete,Goete weakfish,NA,2016,12,2.92,113133,330348,extraction
Pescada Goete,Goete weakfish,NA,2017,1,3.36,95076,319455,extraction
Pescada Goete,Goete weakfish,NA,2017,2,3.64,45800,166712,extraction
Pescada Goete,Goete weakfish,NA,2017,3,3.8,78024,296491,extraction
Pescada Goete,Goete weakfish,NA,2017,4,4.13,89904,371304,extraction
Pescada Goete,Goete weakfish,NA,2017,5,3.85,81599,314156,extraction
Pescada Goete,Goete weakfish,NA,2017,6,4.22,98820,417020,extraction
Pescada Goete,Goete weakfish,NA,2017,7,3.7,177600,657120,extraction
Pescada Goete,Goete weakfish,NA,2017,8,3.64,276339,1005874,extraction
Pescada Goete,Goete weakfish,NA,2017,9,4.15,205181,851501,extraction
Pescada Goete,Goete weakfish,NA,2017,10,3.87,212375,821891,extraction
Pescada Goete,Goete weakfish,NA,2017,11,3.76,167388,629379,extraction
Pescada Goete,Goete weakfish,NA,2017,12,2.79,99253,276916,extraction
Pescada Maria Mole,Maria mole weakfish,NA,2016,1,3.81,135503,516266,extraction
Pescada Maria Mole,Maria mole weakfish,NA,2016,2,4.37,150098,655928,extraction
Pescada Maria Mole,Maria mole weakfish,NA,2016,3,4.56,422720,1927603,extraction
Pescada Maria Mole,Maria mole weakfish,NA,2016,4,4.11,248921,1023065,extraction
Pescada Maria Mole,Maria mole weakfish,NA,2016,5,3.79,255593,968697,extraction
Pescada Maria Mole,Maria mole weakfish,NA,2016,6,3.58,248040,887983,extraction
Pescada Maria Mole,Maria mole weakfish,NA,2016,7,3.03,207848,629779,extraction
Pescada Maria Mole,Maria mole weakfish,NA,2016,8,3.41,243860,831563,extraction
Pescada Maria Mole,Maria mole weakfish,NA,2016,9,3.7,236420,874754,extraction
Pescada Maria Mole,Maria mole weakfish,NA,2016,10,3.79,272300,1032017,extraction
Pescada Maria Mole,Maria mole weakfish,NA,2016,11,3.81,212710,810425,extraction
Pescada Maria Mole,Maria mole weakfish,NA,2016,12,3.4,256523,872178,extraction
Pescada Maria Mole,Maria mole weakfish,NA,2017,1,4.31,89840,387210,extraction
Pescada Maria Mole,Maria mole weakfish,NA,2017,2,4.21,175990,740918,extraction
Pescada Maria Mole,Maria mole weakfish,NA,2017,3,4.1,263080,1078628,extraction
Pescada Maria Mole,Maria mole weakfish,NA,2017,4,4.6,264240,1215504,extraction
Pescada Maria Mole,Maria mole weakfish,NA,2017,5,4.14,199220,824771,extraction
Pescada Maria Mole,Maria mole weakfish,NA,2017,6,4.48,183393,821601,extraction
Pescada Maria Mole,Maria mole weakfish,NA,2017,7,3.66,157580,576743,extraction
Pescada Maria Mole,Maria mole weakfish,NA,2017,8,3.88,178180,691338,extraction
Pescada Maria Mole,Maria mole weakfish,NA,2017,9,4.27,225200,961604,extraction
Pescada Maria Mole,Maria mole weakfish,NA,2017,10,4.31,164591,709387,extraction
Pescada Maria Mole,Maria mole weakfish,NA,2017,11,4.21,157400,662654,extraction
Pescada Maria Mole,Maria mole weakfish,NA,2017,12,3.85,67300,259105,extraction
Pescada Tortinha,Tortinha weakfish,NA,2016,1,2.8,260,728,extraction
Pescada Tortinha,Tortinha weakfish,NA,2016,2,2.94,20,59,extraction
Pescada Tortinha,Tortinha weakfish,NA,2016,3,3.46,2220,7681,extraction
Pescada Tortinha,Tortinha weakfish,NA,2016,4,3.31,9680,32041,extraction
Pescada Tortinha,Tortinha weakfish,NA,2016,6,2.75,33000,90750,extraction
Pescada Tortinha,Tortinha weakfish,NA,2016,7,2.14,34280,73359,extraction
Pescada Tortinha,Tortinha weakfish,NA,2016,8,2.38,71100,169218,extraction
Pescada Tortinha,Tortinha weakfish,NA,2016,9,2.98,59960,178681,extraction
Pescada Tortinha,Tortinha weakfish,NA,2016,10,3.46,10000,34600,extraction
Pescada Tortinha,Tortinha weakfish,NA,2016,11,3.28,600,1968,extraction
Pescada Tortinha,Tortinha weakfish,NA,2016,12,2.77,22460,62214,extraction
Pescada Tortinha,Tortinha weakfish,NA,2017,1,2.8,400,1120,extraction
Pescada Tortinha,Tortinha weakfish,NA,2017,2,3.07,7400,22718,extraction
Pescada Tortinha,Tortinha weakfish,NA,2017,3,2.89,11040,31906,extraction
Pescada Tortinha,Tortinha weakfish,NA,2017,4,3.91,8908,34830,extraction
Pescada Tortinha,Tortinha weakfish,NA,2017,5,3.23,2260,7300,extraction
Pescada Tortinha,Tortinha weakfish,NA,2017,6,3.44,4340,14930,extraction
Pescada Tortinha,Tortinha weakfish,NA,2017,7,3.19,4000,12760,extraction
Pescada Tortinha,Tortinha weakfish,NA,2017,8,3.12,10320,32198,extraction
Pescada Tortinha,Tortinha weakfish,NA,2017,9,3.38,20,68,extraction
Pescada Tortinha,Tortinha weakfish,NA,2017,10,3.46,5000,17300,extraction
Pescada Tortinha,Tortinha weakfish,NA,2017,11,2.88,18040,51955,extraction
Pintado,Catfish,NA,2016,1,11.04,17817,196700,extraction
Pintado,Catfish,NA,2016,2,10.72,19771,211945,extraction
Pintado,Catfish,NA,2016,3,11,55580,611380,extraction
Pintado,Catfish,NA,2016,4,10.61,17830,189176,extraction
Pintado,Catfish,NA,2016,5,10.62,23560,250207,extraction
Pintado,Catfish,NA,2016,6,10.13,11338,114854,extraction
Pintado,Catfish,NA,2016,7,9.79,19270,188653,extraction
Pintado,Catfish,NA,2016,8,9.76,24123,235440,extraction
Pintado,Catfish,NA,2016,9,10.32,27820,287102,extraction
Pintado,Catfish,NA,2016,10,10.45,18410,192385,extraction
Pintado,Catfish,NA,2016,11,10.06,32876,330733,extraction
Pintado,Catfish,NA,2016,12,9.53,29940,285328,extraction
Pintado,Catfish,NA,2017,1,11.13,20051,223168,extraction
Pintado,Catfish,NA,2017,2,10.96,17860,195746,extraction
Pintado,Catfish,NA,2017,3,11.67,41900,488973,extraction
Pintado,Catfish,NA,2017,4,12.95,68218,883423,extraction
Pintado,Catfish,NA,2017,5,12.07,15400,185878,extraction
Pintado,Catfish,NA,2017,6,12.28,25464,312698,extraction
Pintado,Catfish,NA,2017,7,12.32,16900,208208,extraction
Pintado,Catfish,NA,2017,8,12.14,15120,183557,extraction
Pintado,Catfish,NA,2017,9,12.15,27568,334951,extraction
Pintado,Catfish,NA,2017,10,12.7,22972,291744,extraction
Pintado,Catfish,NA,2017,11,12.73,13325,169627,extraction
Pintado,Catfish,NA,2017,12,12.56,13310,167174,extraction
Polvo,Octopus,Octopus spp.,2016,1,17.82,9410,167686,extraction
Polvo,Octopus,Octopus spp.,2016,2,16.93,10386,175835,extraction
Polvo,Octopus,Octopus spp.,2016,3,19.38,10499,203471,extraction
Polvo,Octopus,Octopus spp.,2016,4,16.85,11255,189647,extraction
Polvo,Octopus,Octopus spp.,2016,5,18.79,15077,283297,extraction
Polvo,Octopus,Octopus spp.,2016,6,13.83,17983,248705,extraction
Polvo,Octopus,Octopus spp.,2016,7,14.08,10600,149248,extraction
Polvo,Octopus,Octopus spp.,2016,8,16.75,14321,239877,extraction
Polvo,Octopus,Octopus spp.,2016,9,16.3,13388,218224,extraction
Polvo,Octopus,Octopus spp.,2016,10,17.24,15044,259359,extraction
Polvo,Octopus,Octopus spp.,2016,11,18.8,13565,255022,extraction
Polvo,Octopus,Octopus spp.,2016,12,21.14,9944,210216,extraction
Polvo,Octopus,Octopus spp.,2017,1,26.42,7889,208427,extraction
Polvo,Octopus,Octopus spp.,2017,2,29.71,5336,158533,extraction
Polvo,Octopus,Octopus spp.,2017,3,33.33,13312,443689,extraction
Polvo,Octopus,Octopus spp.,2017,4,33.38,5605,187095,extraction
Polvo,Octopus,Octopus spp.,2017,5,37.4,4939,184719,extraction
Polvo,Octopus,Octopus spp.,2017,6,32.74,8896,291255,extraction
Polvo,Octopus,Octopus spp.,2017,7,31.17,6098,190075,extraction
Polvo,Octopus,Octopus spp.,2017,8,36.71,6342,232815,extraction
Polvo,Octopus,Octopus spp.,2017,9,40.97,3788,155194,extraction
Polvo,Octopus,Octopus spp.,2017,10,37.23,8881,330640,extraction
Polvo,Octopus,Octopus spp.,2017,11,47.48,11379,540275,extraction
Polvo,Octopus,Octopus spp.,2017,12,43.25,6140,265555,extraction
Robalo,Snook,Centropomus spp.,2016,1,36.15,15332,554252,extraction
Robalo,Snook,Centropomus spp.,2016,2,28.47,13155,374523,extraction
Robalo,Snook,Centropomus spp.,2016,3,32.74,12771,418123,extraction
Robalo,Snook,Centropomus spp.,2016,4,34.52,16631,574102,extraction
Robalo,Snook,Centropomus spp.,2016,5,28.28,13382,378443,extraction
Robalo,Snook,Centropomus spp.,2016,6,27.83,16811,467850,extraction
Robalo,Snook,Centropomus spp.,2016,7,29.7,11682,346955,extraction
Robalo,Snook,Centropomus spp.,2016,8,34.04,11456,389962,extraction
Robalo,Snook,Centropomus spp.,2016,9,36.82,11546,425124,extraction
Robalo,Snook,Centropomus spp.,2016,10,38.86,13203,513069,extraction
Robalo,Snook,Centropomus spp.,2016,11,33.28,17107,569321,extraction
Robalo,Snook,Centropomus spp.,2016,12,32.67,13051,426376,extraction
Robalo,Snook,Centropomus spp.,2017,1,34.5,15463,533474,extraction
Robalo,Snook,Centropomus spp.,2017,2,29.17,15522,452777,extraction
Robalo,Snook,Centropomus spp.,2017,3,28.67,20502,587792,extraction
Robalo,Snook,Centropomus spp.,2017,4,32.43,10184,330267,extraction
Robalo,Snook,Centropomus spp.,2017,5,30.44,20538,625177,extraction
Robalo,Snook,Centropomus spp.,2017,6,29.29,16163,473414,extraction
Robalo,Snook,Centropomus spp.,2017,7,32.64,7016,229002,extraction
Robalo,Snook,Centropomus spp.,2017,8,34.49,7329,252777,extraction
Robalo,Snook,Centropomus spp.,2017,9,36.11,6445,232729,extraction
Robalo,Snook,Centropomus spp.,2017,10,36.51,15508,566197,extraction
Robalo,Snook,Centropomus spp.,2017,11,33.64,13335,448589,extraction
Robalo,Snook,Centropomus spp.,2017,12,34.37,12356,424676,extraction
Salmão,Salmon,NA,2016,1,23.89,185742,4437376,aquaculture
Salmão,Salmon,NA,2016,2,26.12,227478,5941725,aquaculture
Salmão,Salmon,NA,2016,3,28.06,186910,5244695,aquaculture
Salmão,Salmon,NA,2016,4,38.75,176481,6838639,aquaculture
Salmão,Salmon,NA,2016,5,37.04,152235,5638784,aquaculture
Salmão,Salmon,NA,2016,6,35.15,164433,5779820,aquaculture
Salmão,Salmon,NA,2016,7,29.88,144130,4306604,aquaculture
Salmão,Salmon,NA,2016,8,30.61,181250,5548063,aquaculture
Salmão,Salmon,NA,2016,9,30.12,177695,5352173,aquaculture
Salmão,Salmon,NA,2016,10,29.77,165335,4922023,aquaculture
Salmão,Salmon,NA,2016,11,30.37,141456,4296019,aquaculture
Salmão,Salmon,NA,2016,12,31.37,171558,5381774,aquaculture
Salmão,Salmon,NA,2017,1,33.83,128718,4354530,aquaculture
Salmão,Salmon,NA,2017,2,33.82,132931,4495726,aquaculture
Salmão,Salmon,NA,2017,3,34.1,215703,7355472,aquaculture
Salmão,Salmon,NA,2017,4,34.24,148153,5072759,aquaculture
Salmão,Salmon,NA,2017,5,33.44,219467,7338976,aquaculture
Salmão,Salmon,NA,2017,6,33.24,169471,5633216,aquaculture
Salmão,Salmon,NA,2017,7,32.6,181764,5925506,aquaculture
Salmão,Salmon,NA,2017,8,28.94,232804,6737348,aquaculture
Salmão,Salmon,NA,2017,9,28.63,238535,6829257,aquaculture
Salmão,Salmon,NA,2017,10,28.41,274464,7797522,aquaculture
Salmão,Salmon,NA,2017,11,28.06,294188,8254915,aquaculture
Salmão,Salmon,NA,2017,12,26.23,213018,5587462,aquaculture
Sardinha Congelada,Sardine,NA,2016,1,5.07,258590,1311051,extraction
Sardinha Congelada,Sardine,NA,2016,2,5.31,90135,478617,extraction
Sardinha Congelada,Sardine,NA,2016,3,5.31,3020,16036,extraction
Sardinha Congelada,Sardine,NA,2016,6,4.74,85057,403170,extraction
Sardinha Congelada,Sardine,NA,2016,7,4.24,257659,1092474,extraction
Sardinha Congelada,Sardine,NA,2016,9,4.24,1000,4240,extraction
Sardinha Congelada,Sardine,NA,2016,10,4.24,37865,160548,extraction
Sardinha Congelada,Sardine,NA,2016,11,6.79,231348,1570853,extraction
Sardinha Congelada,Sardine,NA,2016,12,6.4,131620,842368,extraction
Sardinha Congelada,Sardine,NA,2017,1,7.01,155579,1090609,extraction
Sardinha Congelada,Sardine,NA,2017,2,6.49,7350,47702,extraction
Sardinha Congelada,Sardine,NA,2017,3,6.49,7220,46858,extraction
Sardinha Congelada,Sardine,NA,2017,4,6.49,7040,45690,extraction
Sardinha Congelada,Sardine,NA,2017,5,6.49,60,389,extraction
Sardinha Congelada,Sardine,NA,2017,6,5.92,67667,400589,extraction
Sardinha Congelada,Sardine,NA,2017,7,5.5,214021,1177116,extraction
Sardinha Congelada,Sardine,NA,2017,8,5.5,50008,275044,extraction
Sardinha Congelada,Sardine,NA,2017,9,5.5,11660,64130,extraction
Sardinha Congelada,Sardine,NA,2017,10,5,47005,235025,extraction
Sardinha Congelada,Sardine,NA,2017,11,6.7,157175,1053073,extraction
Sardinha Congelada,Sardine,NA,2017,12,6.73,189935,1278263,extraction
Sardinha Fresca,Sardine,NA,2016,1,3.54,47230,167194,extraction
Sardinha Fresca,Sardine,NA,2016,2,3.54,449768,1592179,extraction
Sardinha Fresca,Sardine,NA,2016,3,3.84,1203520,4621517,extraction
Sardinha Fresca,Sardine,NA,2016,4,2.89,1043000,3014270,extraction
Sardinha Fresca,Sardine,NA,2016,5,2.54,1121738,2849215,extraction
Sardinha Fresca,Sardine,NA,2016,6,3.68,670105,2465986,extraction
Sardinha Fresca,Sardine,NA,2016,7,3.93,52560,206561,extraction
Sardinha Fresca,Sardine,NA,2016,8,2.8,1087375,3044650,extraction
Sardinha Fresca,Sardine,NA,2016,9,3.21,789765,2535146,extraction
Sardinha Fresca,Sardine,NA,2016,10,4.24,407693,1728618,extraction
Sardinha Fresca,Sardine,NA,2016,11,4.24,37357,158394,extraction
Sardinha Fresca,Sardine,NA,2016,12,4.24,50000,212000,extraction
Sardinha Fresca,Sardine,NA,2017,1,4.24,75232,318984,extraction
Sardinha Fresca,Sardine,NA,2017,2,4.31,286904,1236556,extraction
Sardinha Fresca,Sardine,NA,2017,3,5.09,682825,3475579,extraction
Sardinha Fresca,Sardine,NA,2017,4,6.96,302378,2104551,extraction
Sardinha Fresca,Sardine,NA,2017,5,4.57,473250,2162753,extraction
Sardinha Fresca,Sardine,NA,2017,6,5.38,283606,1525800,extraction
Sardinha Fresca,Sardine,NA,2017,7,5.38,33955,182678,extraction
Sardinha Fresca,Sardine,NA,2017,8,3.53,549013,1938016,extraction
Sardinha Fresca,Sardine,NA,2017,9,4.33,410140,1775906,extraction
Sardinha Fresca,Sardine,NA,2017,10,4.47,402900,1800963,extraction
Sardinha Fresca,Sardine,NA,2017,11,4.47,7408,33114,extraction
Sardinha Fresca,Sardine,NA,2017,12,4.47,12080,53998,extraction
Sardinha Lages,Sardine,NA,2016,1,2.45,54520,133574,extraction
Sardinha Lages,Sardine,NA,2016,2,2.45,88600,217070,extraction
Sardinha Lages,Sardine,NA,2016,3,2.45,121060,296597,extraction
Sardinha Lages,Sardine,NA,2016,4,2.45,96553,236555,extraction
Sardinha Lages,Sardine,NA,2016,5,2.45,101200,247940,extraction
Sardinha Lages,Sardine,NA,2016,6,2.45,233290,571561,extraction
Sardinha Lages,Sardine,NA,2016,7,2.45,238778,585006,extraction
Sardinha Lages,Sardine,NA,2016,8,2.45,208420,510629,extraction
Sardinha Lages,Sardine,NA,2016,9,2.45,222480,545076,extraction
Sardinha Lages,Sardine,NA,2016,10,2.45,155176,380181,extraction
Sardinha Lages,Sardine,NA,2016,11,2.45,103580,253771,extraction
Sardinha Lages,Sardine,NA,2016,12,2.45,25032,61328,extraction
Sardinha Lages,Sardine,NA,2017,1,2.45,69270,169712,extraction
Sardinha Lages,Sardine,NA,2017,2,2.45,86678,212361,extraction
Sardinha Lages,Sardine,NA,2017,3,2.45,156767,384079,extraction
Sardinha Lages,Sardine,NA,2017,4,2.45,134450,329403,extraction
Sardinha Lages,Sardine,NA,2017,5,2.45,188304,461345,extraction
Sardinha Lages,Sardine,NA,2017,6,2.45,166449,407800,extraction
Sardinha Lages,Sardine,NA,2017,7,2.45,177360,434532,extraction
Sardinha Lages,Sardine,NA,2017,8,2.45,193075,473034,extraction
Sardinha Lages,Sardine,NA,2017,9,2.45,113420,277879,extraction
Sardinha Lages,Sardine,NA,2017,10,2.45,80380,196931,extraction
Sardinha Lages,Sardine,NA,2017,11,2.45,136759,335060,extraction
Sardinha Lages,Sardine,NA,2017,12,2.45,118381,290033,extraction
Savelha,Twaite shad,Brevoortia spp.,2016,2,1.27,1000,1270,extraction
Savelha,Twaite shad,Brevoortia spp.,2016,3,1.27,3700,4699,extraction
Savelha,Twaite shad,Brevoortia spp.,2016,5,1.27,7680,9754,extraction
Savelha,Twaite shad,Brevoortia spp.,2016,7,1.27,10600,13462,extraction
Savelha,Twaite shad,Brevoortia spp.,2016,8,1.27,29440,37389,extraction
Savelha,Twaite shad,Brevoortia spp.,2016,9,1.27,1600,2032,extraction
Savelha,Twaite shad,Brevoortia spp.,2016,11,1.27,31110,39510,extraction
Savelha,Twaite shad,Brevoortia spp.,2016,12,1.27,31568,40091,extraction
Savelha,Twaite shad,Brevoortia spp.,2017,1,1.27,17820,22631,extraction
Savelha,Twaite shad,Brevoortia spp.,2017,2,1.27,32060,40716,extraction
Savelha,Twaite shad,Brevoortia spp.,2017,3,1.27,13000,16510,extraction
Savelha,Twaite shad,Brevoortia spp.,2017,4,1.27,40,51,extraction
Savelha,Twaite shad,Brevoortia spp.,2017,6,1.27,12300,15621,extraction
Savelha,Twaite shad,Brevoortia spp.,2017,7,1.27,5360,6807,extraction
Savelha,Twaite shad,Brevoortia spp.,2017,8,1.27,600,762,extraction
Savelha,Twaite shad,Brevoortia spp.,2017,9,1.27,5700,7239,extraction
Savelha,Twaite shad,Brevoortia spp.,2017,11,1.27,20000,25400,extraction
Savelha,Twaite shad,Brevoortia spp.,2017,12,1.27,19800,25146,extraction
