year,month,taxa,species_portuguese,species_english,species_sci,production_kg,value_rs
2000,10,Peixe Ósseo,Cabrinha,East Atlantic Red Gurnard,Prionotus spp.,9656,0
2000,10,Peixe Ósseo,Carapau,Jack mackerel,Trachurus lathami,2,0
2000,10,Peixe Ósseo,Carapeba,Broad shad,Diapterus auratus,575,335.2
2000,10,Peixe Ósseo,Carpa,Common carp,Cyprinus carpio,27,0
2000,10,Peixe Ósseo,Cascudo,Atlantic searobin,Prionotus punctatus,235,0
2000,10,Peixe Ósseo,Castanha,Argentine croaker,Umbrina canosai,7300,0
2000,10,Peixe Ósseo,Cavala,Chub mackerel,Scomberomorus cavalla,45,0
2000,10,Peixe Ósseo,Cavala-empinge,Cavala-empinge,NA,10,0
2000,10,Peixe Ósseo,Cavalinha,American mackerel,Scomber japonicus,8400,0
2000,10,Peixe Ósseo,Chernes agrupados,Chernes agrupados,NA,7,0
2000,10,Peixe Ósseo,Cherne-verdadeiro,Cherne-verdadeiro,NA,30,0
2000,10,Peixe Ósseo,Cioba,Dog Snapper,Lutjanus analis,8485,0
2000,10,Peixe Ósseo,Congro-rosa,Australian Rockling,Genypterus brasiliensis,321,0
2000,10,Peixe Ósseo,Corvina,Bashaw,Micropogonias furnieri,433071,52072.17
2000,10,Peixe Ósseo,Curimbatá,Curimbatá,NA,62,0
2000,10,Peixe Ósseo,Dourado,Common dolphifish,Coryphaena hippurus,15,0
2000,10,Peixe Ósseo,Enchova,Ancho,Pomatomus saltatrix,2056,177.25
2000,10,Peixe Ósseo,Espada,Broadbill,Xiphias gladius,13155,134.5
2000,10,Peixe Ósseo,Espadarte,Swordfish,Xiphias gladius,46192,0
2000,10,Peixe Ósseo,Galo,American John Dory,Zenopsis conchifer,730,0
2000,10,Peixe Ósseo,Garoupa,Deady,Epinephelus spp.,661,0
2000,10,Peixe Ósseo,Goete,Jamaica weakfish,Cynoscion jamaicensis,88054,0
2000,10,Peixe Ósseo,Gordinho,Angelfish,Pomacanthus arcuatus,181,0
2000,10,Peixe Ósseo,Guaivira,Jack,Oligoplites spp.,4420,268.1
2000,10,Peixe Ósseo,Linguado,Flatfish,Paralichthys spp.,10253,9452
2000,10,Peixe Ósseo,Lua,Lua,NA,35,0
2000,10,Peixe Ósseo,Mandi,catfish,NA,125,0
2000,10,Peixe Ósseo,Manjuba-de-iguape,anchovy,NA,24156.1,0
2000,10,Peixe Ósseo,Manjubão,Manjubão,NA,1560,0
2000,10,Peixe Ósseo,Maria-mole,Maria-mole,Cynoscion guatucupa,4578,0
2000,10,Peixe Ósseo,Miraguaia,Miraguaia,NA,38,34
2000,10,Peixe Ósseo,Mistura,Mistura,NA,134260,11086.05
2000,10,Peixe Ósseo,Mossorongo,Mossorongo,NA,10,0
2000,10,Peixe Ósseo,Namorado,Namorado,Pseudopercis spp.,379,0
2000,10,Peixe Ósseo,Nundiá,Nundiá,NA,57,0
2000,10,Peixe Ósseo,Olhete,Amberjack,Seriola lalandi,617,0
2000,10,Peixe Ósseo,Olho-de-boi,Amberjack,NA,1149,0
2000,10,Peixe Ósseo,Oveva,Cabezon,Larimus breviceps,1076,25
2000,10,Peixe Ósseo,Pacu,Pacu,NA,43,0
2000,10,Peixe Ósseo,Parati,Mullet,NA,3925,3670
2000,10,Peixe Ósseo,Pargo-rosa,Common sea bream,Pagrus pagrus,144,0
2000,10,Peixe Ósseo,Paru,Paru,NA,12,0
2000,10,Peixe Ósseo,Peixe-prego,Peixe-prego,Macrourus spp.,4,0
2000,10,Peixe Ósseo,Peixes agrupados,Peixes agrupados,NA,11500,0
2000,10,Peixe Ósseo,Pescada-amarela,Acoupa weakfish,Cynoscion acoupa,1086,2476
2000,10,Peixe Ósseo,Pescada-banana,Weakfish,NA,32,0
2000,10,Peixe Ósseo,Pescada-branca,Weakfish,Cynoscion leiarchus,649,862.5
2000,10,Peixe Ósseo,Pescada-cambucu,Weakfish,NA,1231,0
2000,10,Peixe Ósseo,Pescada-dentão,Weakfish,NA,388.4,515.2
2000,10,Peixe Ósseo,Pescada-foguete,Weakfish,NA,92266,68884.88
2000,10,Peixe Ósseo,Pescadas agrupadas,Weakfish,NA,552,0
2000,10,Peixe Ósseo,Pirajica,Pirajica,Kyphosus spp.,262,0
2000,10,Peixe Ósseo,Porco,Porco,NA,41741,0
2000,10,Peixe Ósseo,Prejereba,Atlantic tripletail,Lobotes surinamensis,644.5,0
2000,10,Peixe Ósseo,Robalo,Snook,Centropomus spp.,395,0
2000,10,Peixe Ósseo,Robalo-flecha,Robalo-flecha,NA,215,378
2000,10,Peixe Ósseo,Robalo-peva,Robalo-peva,NA,945.5,203.63
2000,10,Peixe Ósseo,Saguá,Saguá,NA,10,0
2000,10,Peixe Ósseo,Saguaru,Saguaru,NA,490,0
2000,10,Peixe Ósseo,Sapo,Sapo,NA,2701,0
2000,10,Peixe Ósseo,Sardinha-bandeira,Brazilian sardinella,NA,7409,0
2000,10,Peixe Ósseo,Sardinha-verdadeira,Brazilian sardinella,Sardinella brasiliensis,124972,0
2000,10,Peixe Ósseo,Sari-sari,Sari-sari,NA,1770,58
2000,10,Peixe Ósseo,Sarrão,Sarrão,NA,60,0
2000,10,Peixe Ósseo,Savelha,Twaite shad,Brevoortia spp.,3600,0
2000,10,Peixe Ósseo,Sororoca,Sororoca,Scomberomorus,1747,187.6
2000,10,Peixe Ósseo,Tainha,Mullet,Mugil spp.,10822,9470.77
2000,10,Peixe Ósseo,Tilápia,Tilapia,NA,26,0
2000,10,Peixe Ósseo,Tira-vira,Brazilian flathead,Percophis brasiliensis,19760,0
2000,10,Peixe Ósseo,Tortinha,Bigtooth corvina,Isopisthus parvipinnis,465,900
2000,10,Peixe Ósseo,Traíra,Traíra,NA,563,0
2000,10,Peixe Ósseo,Trilha,Argentine goatfish,Mullus argentinae,6075,0
2000,10,Peixe Ósseo,Xaréu,Black cavalli,Caranx hippos,4,0
2000,11,Crustáceo,Camarão-estuarino,Shrimp,NA,54.22,38
2000,11,Crustáceo,Camarão-legítimo,Shrimp,Litopenaeus schimitti,1489,0
2000,11,Crustáceo,Camarão-rosa,Shrimp,Farfantepenaeus paulensis,32705,0
2000,11,Crustáceo,Camarão-sete-barbas,Shrimp,Xiphopenaeus kroyeri,50969,48399.24
2000,11,Crustáceo,Lagostim-de-iguape,Crayfish,NA,4,0
2000,11,Crustáceo,Sapateira,Edible crab,Cancer pagurus,25,0
2000,11,Crustáceo,Siri-azul,Crab,NA,13670,0
2000,11,Molusco,Búzios,Búzios,NA,678,0
2000,11,Molusco,Lula,Squid,Loligo sanpaulensis,1770,0
2000,11,Molusco,Mexilhão,Mussel,Perna perna,1365,0
2000,11,Molusco,Ostra,Oyster,Crassostrea spp.,25497.6,0
2000,11,Molusco,Polvo,Octopus,Octopus spp.,43484,0
2000,11,Molusco,Vieira,Vieira,NA,24,0
2000,11,Peixe Cartilaginoso,Anequim,Beaumaris shark,Lamna nasus,1228,0
2000,11,Peixe Cartilaginoso,Cação-anjo,Shark,NA,30486,0
2000,11,Peixe Cartilaginoso,Cação-azul,Blue dog,Prionace glauca,781,0
2000,11,Peixe Cartilaginoso,Cação-fidalgo,Cação-fidalgo,NA,4070,0
2000,11,Peixe Cartilaginoso,Cação-raposa,Cação-raposa,NA,1,0
2000,11,Peixe Cartilaginoso,Cação-rola-rola,Shark,NA,289,0
2000,11,Peixe Cartilaginoso,Cações agrupados,Shark,NA,71726,10592
2000,11,Peixe Cartilaginoso,Cambeva,Bronze hammerhead shark,Sphyrna lewini,9444,0
2000,11,Peixe Cartilaginoso,Machote,Spinner Shark,NA,648,0
2000,11,Peixe Cartilaginoso,Mangona,Mangona,NA,1171,0
2000,11,Peixe Cartilaginoso,Raias agrupadas,Ray,NA,5748,55.4
2000,11,Peixe Cartilaginoso,Viola,Common guitarfish,Rhinobatos rhinobatos,1970,186
2000,11,Peixe Ósseo,Abrótea,Brazilian codling,Urophycis brasiliensis,6616,0
2000,11,Peixe Ósseo,Agulhão-branco,Agulhão-branco,Tetrapturus albidus,1579,0
2000,11,Peixe Ósseo,Agulhão-negro,Atlantic blue marlin,Makaira nigricans,99,0
2000,11,Peixe Ósseo,Agulhão-vela platypterus,Agulhão-vela platypterus,NA,2382,0
2000,11,Peixe Ósseo,Albacora-bandolim,Albacore,Thunnus obesus,2,0
2000,11,Peixe Ósseo,Albacora-branca,Albacora-branca,Thunnus alalunga,312,0
2000,11,Peixe Ósseo,Albacora-de-laje,Albacore,Thunnus albacares,176,0
2000,11,Peixe Ósseo,Atuns agrupados,Tuna,NA,6102,0
2000,11,Peixe Ósseo,Bagre,Couma sea catfish,Sciades couma,48542,16564.68
2000,11,Peixe Ósseo,Bagre-africano,African catfish,Clarias gariepinus,164,0
2000,11,Peixe Ósseo,Bagre-amarelo,Gillbacker sea catfish,Sciades parkeri,2,0
2000,11,Peixe Ósseo,Batata,Atlantic goldeneye tilefish,Caulolatilus chrysops,3650,0
2000,11,Peixe Ósseo,Betara,Carolina Whiting,Menticirrhus spp.,42568,12794.1
2000,11,Peixe Ósseo,Bicuda,European barracuda,Sphyraena tome,811,0
2000,11,Peixe Ósseo,Bonito-gaiado,Bonito-gaiado,NA,7400,0
2000,11,Peixe Ósseo,Bonitos agrupados,skipjack tuna,NA,26520,0
2000,11,Peixe Ósseo,Cabrinha,East Atlantic Red Gurnard,Prionotus spp.,10174,0
2000,11,Peixe Ósseo,Caranha,Dog Snapper,Lutjanus spp.,32,0
2000,11,Peixe Ósseo,Carapau,Jack mackerel,Trachurus lathami,150,0
2000,11,Peixe Ósseo,Carapeba,Broad shad,Diapterus auratus,4141,4408.9
2000,11,Peixe Ósseo,Carpa,Common carp,Cyprinus carpio,50,0
2000,11,Peixe Ósseo,Cascudo,Atlantic searobin,Prionotus punctatus,8,0
2000,11,Peixe Ósseo,Castanha,Argentine croaker,Umbrina canosai,1588,0
2000,11,Peixe Ósseo,Cavala,Chub mackerel,Scomberomorus cavalla,683,0
2000,11,Peixe Ósseo,Cherne-poveiro,Cherne-poveiro,NA,180,0
2000,11,Peixe Ósseo,Chernes agrupados,Chernes agrupados,NA,96,0
2000,11,Peixe Ósseo,Cioba,Dog Snapper,Lutjanus analis,5,0
2000,11,Peixe Ósseo,Congro-rosa,Australian Rockling,Genypterus brasiliensis,200,0
2000,11,Peixe Ósseo,Corvina,Bashaw,Micropogonias furnieri,251603,26395.6
2000,11,Peixe Ósseo,Dourado,Common dolphifish,Coryphaena hippurus,58529,0
2000,11,Peixe Ósseo,Enchova,Ancho,Pomatomus saltatrix,1038,0
2000,11,Peixe Ósseo,Espada,Broadbill,Xiphias gladius,15233,337.1
2000,11,Peixe Ósseo,Espadarte,Swordfish,Xiphias gladius,27512,0
2000,11,Peixe Ósseo,Galo,American John Dory,Zenopsis conchifer,303,0
2000,11,Peixe Ósseo,Garoupa,Deady,Epinephelus spp.,1067,0
2000,11,Peixe Ósseo,Goete,Jamaica weakfish,Cynoscion jamaicensis,34445,0
2000,11,Peixe Ósseo,Gordinho,Angelfish,Pomacanthus arcuatus,50,0
2000,11,Peixe Ósseo,Guaivira,Jack,Oligoplites spp.,19384,12028.23
2000,11,Peixe Ósseo,Linguado,Flatfish,Paralichthys spp.,9272,60
2000,11,Peixe Ósseo,Mandi,catfish,NA,9,0
2000,11,Peixe Ósseo,Manjuba-de-iguape,anchovy,NA,160526.9,147690.44
2000,11,Peixe Ósseo,Manjubão,Manjubão,NA,291,0
2000,11,Peixe Ósseo,Maria-luíza,Croaker,NA,1500,0
2000,11,Peixe Ósseo,Maria-mole,Maria-mole,Cynoscion guatucupa,11610,0
2000,11,Peixe Ósseo,Merluza,Hake,Merluccius hubbsi,2050,0
2000,11,Peixe Ósseo,Mistura,Mistura,NA,102438,4578.8
2000,11,Peixe Ósseo,Moréia,Moréia,Gymnothorax spp.,60,0
2000,11,Peixe Ósseo,Mossorongo,Mossorongo,NA,49.54,0
2000,11,Peixe Ósseo,Namorado,Namorado,Pseudopercis spp.,1425,0
2000,11,Peixe Ósseo,Nundiá,Nundiá,NA,6,0
2000,11,Peixe Ósseo,Outras espécies,Outras espécies,NA,29,0
2000,11,Peixe Ósseo,Oveva,Cabezon,Larimus breviceps,149,0
2000,11,Peixe Ósseo,Pacu,Pacu,NA,8,0
2000,11,Peixe Ósseo,Palombeta,Leerfish,Chloroscombrus chrysurus,350,0
2000,11,Peixe Ósseo,Pampo,Pampo,Trachinotus spp.,38,0
2000,11,Peixe Ósseo,Parati,Mullet,NA,7419,6469.59
2000,11,Peixe Ósseo,Pargo-rosa,Common sea bream,Pagrus pagrus,63,0
2000,11,Peixe Ósseo,Peixe-prego,Peixe-prego,Macrourus spp.,12,0
2000,11,Peixe Ósseo,Peixes agrupados,Peixes agrupados,NA,41300,0
2000,11,Peixe Ósseo,Pescada-amarela,Acoupa weakfish,Cynoscion acoupa,5083,2638.8
2000,11,Peixe Ósseo,Pescada-branca,Weakfish,Cynoscion leiarchus,1606,0
2000,11,Peixe Ósseo,Pescada-cambucu,Weakfish,NA,1336,0
2000,11,Peixe Ósseo,Pescada-dentão,Weakfish,NA,432,1251
2000,11,Peixe Ósseo,Pescada-foguete,Weakfish,NA,57875,64479.12
2000,11,Peixe Ósseo,Pescadas agrupadas,Weakfish,NA,152,0
2000,11,Peixe Ósseo,Pirajica,Pirajica,Kyphosus spp.,420,0
2000,11,Peixe Ósseo,Porco,Porco,NA,12880,0
2000,11,Peixe Ósseo,Prejereba,Atlantic tripletail,Lobotes surinamensis,474,833.6
2000,11,Peixe Ósseo,Robalo,Snook,Centropomus spp.,30,0
2000,11,Peixe Ósseo,Robalo-flecha,Robalo-flecha,NA,590,1274
2000,11,Peixe Ósseo,Robalo-peva,Robalo-peva,NA,952,1920.4
2000,11,Peixe Ósseo,Saguaru,Saguaru,NA,15,0
2000,11,Peixe Ósseo,Sapo,Sapo,NA,3658,0
2000,11,Peixe Ósseo,Sardinha-bandeira,Brazilian sardinella,NA,971,0
2000,11,Peixe Ósseo,Sardinha-verdadeira,Brazilian sardinella,Sardinella brasiliensis,523184,0
2000,11,Peixe Ósseo,Sari-sari,Sari-sari,NA,912,0
2000,11,Peixe Ósseo,Sarrão,Sarrão,NA,440,0
2000,11,Peixe Ósseo,Sororoca,Sororoca,Scomberomorus,728,0
2000,11,Peixe Ósseo,Tainha,Mullet,Mugil spp.,5528,2115.77
2000,11,Peixe Ósseo,Tira-vira,Brazilian flathead,Percophis brasiliensis,21825,0
2000,11,Peixe Ósseo,Tortinha,Bigtooth corvina,Isopisthus parvipinnis,252,550
2000,11,Peixe Ósseo,Traíra,Traíra,NA,77,0
2000,11,Peixe Ósseo,Trilha,Argentine goatfish,Mullus argentinae,7696,0
2000,11,Peixe Ósseo,Vermelho,Snapper,Lutjanus spp.,35,0
2000,11,Peixe Ósseo,Xarelete,Black jack,Caranx latus,340,0
2000,11,Peixe Ósseo,Xaréu,Black cavalli,Caranx hippos,1062,0
2000,12,Crustáceo,Camarão-estuarino,Shrimp,NA,72.04,1761
2000,12,Crustáceo,Camarão-legítimo,Shrimp,Litopenaeus schimitti,144,0
2000,12,Crustáceo,Camarão-rosa,Shrimp,Farfantepenaeus paulensis,15665,37582
2000,12,Crustáceo,Camarão-santana,Shrimp,Pleoticus muelleri,3000,0
2000,12,Crustáceo,Camarão-sete-barbas,Shrimp,Xiphopenaeus kroyeri,27851,26275.9
2000,12,Crustáceo,Caranguejo-uçá,Crab,NA,66.37,0
2000,12,Crustáceo,Caranguejo-vermelho,Caranguejo-vermelho,NA,191604,0
2000,12,Crustáceo,Lagostim-de-iguape,Crayfish,NA,11,0
2000,12,Crustáceo,Pitú-de-iguape,Crayfish,NA,33,0
2000,12,Crustáceo,Siri-azul,Crab,NA,12957,0
2000,12,Molusco,Búzios,Búzios,NA,225,0
2000,12,Molusco,Lula,Squid,Loligo sanpaulensis,2835,0
2000,12,Molusco,Mexilhão,Mussel,Perna perna,1159.2,0
2000,12,Molusco,Ostra,Oyster,Crassostrea spp.,22920.45,0
2000,12,Molusco,Polvo,Octopus,Octopus spp.,23365,0
2000,12,Molusco,Vieira,Vieira,NA,311,0
2000,12,Peixe Cartilaginoso,Anequim,Beaumaris shark,Lamna nasus,1885,0
2000,12,Peixe Cartilaginoso,Cação-anjo,Shark,NA,15737,0
2000,12,Peixe Cartilaginoso,Cação-azul,Blue dog,Prionace glauca,3125,0
2000,12,Peixe Cartilaginoso,Cação-fidalgo,Cação-fidalgo,NA,270,0
2000,12,Peixe Cartilaginoso,Cação-raposa,Cação-raposa,NA,100,0
2000,12,Peixe Cartilaginoso,Cação-rola-rola,Shark,NA,567,0
2000,12,Peixe Cartilaginoso,Cações agrupados,Shark,NA,113862,69498.56
2000,12,Peixe Cartilaginoso,Cambeva,Bronze hammerhead shark,Sphyrna lewini,717,278
2000,12,Peixe Cartilaginoso,Mangona,Mangona,NA,3,0
2000,12,Peixe Cartilaginoso,Raias agrupadas,Ray,NA,6565,15
2000,12,Peixe Cartilaginoso,Viola,Common guitarfish,Rhinobatos rhinobatos,2975,531.3
2000,12,Peixe Ósseo,Abrótea,Brazilian codling,Urophycis brasiliensis,1229,0
2000,12,Peixe Ósseo,Agulhão-branco,Agulhão-branco,Tetrapturus albidus,932,0
2000,12,Peixe Ósseo,Agulhão-negro,Atlantic blue marlin,Makaira nigricans,4243,0
2000,12,Peixe Ósseo,Agulhão-vela platypterus,Agulhão-vela platypterus,NA,1855,0
2000,12,Peixe Ósseo,Albacora-bandolim,Albacore,Thunnus obesus,170,0
2000,12,Peixe Ósseo,Albacora-branca,Albacora-branca,Thunnus alalunga,1535,0
2000,12,Peixe Ósseo,Albacora-de-laje,Albacore,Thunnus albacares,1590,0
2000,12,Peixe Ósseo,Albacorinha,Albacorinha,NA,10,0
2000,12,Peixe Ósseo,Atuns agrupados,Tuna,NA,13097,0
2000,12,Peixe Ósseo,Bagre,Couma sea catfish,Sciades couma,31927,26501.23
2000,12,Peixe Ósseo,Batata,Atlantic goldeneye tilefish,Caulolatilus chrysops,2380,0
2000,12,Peixe Ósseo,Betara,Carolina Whiting,Menticirrhus spp.,40035,11684.33
2000,12,Peixe Ósseo,Bicuda,European barracuda,Sphyraena tome,1218,0
2000,12,Peixe Ósseo,Bonito-gaiado,Bonito-gaiado,NA,2210,0
2000,12,Peixe Ósseo,Bonitos agrupados,skipjack tuna,NA,11156,0
2000,12,Peixe Ósseo,Cabrinha,East Atlantic Red Gurnard,Prionotus spp.,2605,0
2000,12,Peixe Ósseo,Caranha,Dog Snapper,Lutjanus spp.,41,115
2000,12,Peixe Ósseo,Carapau,Jack mackerel,Trachurus lathami,760,0
2000,12,Peixe Ósseo,Carapeba,Broad shad,Diapterus auratus,850,918.73
2000,12,Peixe Ósseo,Cascudo,Atlantic searobin,Prionotus punctatus,155,0
2000,12,Peixe Ósseo,Castanha,Argentine croaker,Umbrina canosai,11780,0
2000,12,Peixe Ósseo,Cavala,Chub mackerel,Scomberomorus cavalla,149,0
2000,12,Peixe Ósseo,Chernes agrupados,Chernes agrupados,NA,2400,0
2000,12,Peixe Ósseo,Cioba,Dog Snapper,Lutjanus analis,892,0
2000,12,Peixe Ósseo,Congro-rosa,Australian Rockling,Genypterus brasiliensis,123,0
2000,12,Peixe Ósseo,Corvina,Bashaw,Micropogonias furnieri,202665,28224.6
2000,12,Peixe Ósseo,Curimbatá,Curimbatá,NA,2,0
2000,12,Peixe Ósseo,Dourado,Common dolphifish,Coryphaena hippurus,281462,0
2000,12,Peixe Ósseo,Enchova,Ancho,Pomatomus saltatrix,1586,0
2000,12,Peixe Ósseo,Espada,Broadbill,Xiphias gladius,18267,1538.69
2000,12,Peixe Ósseo,Espadarte,Swordfish,Xiphias gladius,35683,0
2000,12,Peixe Ósseo,Galo,American John Dory,Zenopsis conchifer,1804,0
2000,12,Peixe Ósseo,Garoupa,Deady,Epinephelus spp.,1628,815
2000,12,Peixe Ósseo,Goete,Jamaica weakfish,Cynoscion jamaicensis,91298,0
2000,12,Peixe Ósseo,Gordinho,Angelfish,Pomacanthus arcuatus,90,0
2000,12,Peixe Ósseo,Guaivira,Jack,Oligoplites spp.,51416,74342.48
2000,12,Peixe Ósseo,Linguado,Flatfish,Paralichthys spp.,5435,1179
2000,12,Peixe Ósseo,Mandi,catfish,NA,31,0
2000,12,Peixe Ósseo,Manjuba-de-iguape,anchovy,NA,256169.9,226814.42
2000,12,Peixe Ósseo,Manjubão,Manjubão,NA,130,0
2000,12,Peixe Ósseo,Maria-mole,Maria-mole,Cynoscion guatucupa,600,0
2000,12,Peixe Ósseo,Merluza,Hake,Merluccius hubbsi,100,0
2000,12,Peixe Ósseo,Miraguaia,Miraguaia,NA,20,0
2000,12,Peixe Ósseo,Mistura,Mistura,NA,100477,10302.04
2000,12,Peixe Ósseo,Mistura-doce,Mistura-doce,NA,13,0
2000,12,Peixe Ósseo,Namorado,Namorado,Pseudopercis spp.,1730,0
2000,12,Peixe Ósseo,Nundiá,Nundiá,NA,14,0
2000,12,Peixe Ósseo,Olho-de-cão,Olho-de-cão,Priacanthus spp.,195,0
2000,12,Peixe Ósseo,Oveva,Cabezon,Larimus breviceps,247,0
2000,12,Peixe Ósseo,Pacu,Pacu,NA,13,0
2000,12,Peixe Ósseo,Parati,Mullet,NA,4045,3478.65
2000,12,Peixe Ósseo,Pargo-rosa,Common sea bream,Pagrus pagrus,730,0
2000,12,Peixe Ósseo,Paru,Paru,NA,181,163.2
2000,12,Peixe Ósseo,Peixe-prego,Peixe-prego,Macrourus spp.,43,0
2000,12,Peixe Ósseo,Peixes agrupados,Peixes agrupados,NA,32550,0
2000,12,Peixe Ósseo,Pescada-amarela,Acoupa weakfish,Cynoscion acoupa,535,1352
2000,12,Peixe Ósseo,Pescada-branca,Weakfish,Cynoscion leiarchus,4391,4000.5
2000,12,Peixe Ósseo,Pescada-cambucu,Weakfish,NA,4286,180
2000,12,Peixe Ósseo,Pescada-dentão,Weakfish,NA,109,7
2000,12,Peixe Ósseo,Pescada-foguete,Weakfish,NA,86522,40083.21
2000,12,Peixe Ósseo,Pescadas agrupadas,Weakfish,NA,118,0
2000,12,Peixe Ósseo,Pirajica,Pirajica,Kyphosus spp.,406,0
2000,12,Peixe Ósseo,Porco,Porco,NA,33771,0
2000,12,Peixe Ósseo,Prejereba,Atlantic tripletail,Lobotes surinamensis,1107,497.5
2000,12,Peixe Ósseo,Robalo-flecha,Robalo-flecha,NA,1532,10410.8
2000,12,Peixe Ósseo,Robalo-peva,Robalo-peva,NA,622,1498.4
2000,12,Peixe Ósseo,Saguaru,Saguaru,NA,10,0
2000,12,Peixe Ósseo,Sapo,Sapo,NA,687,0
2000,12,Peixe Ósseo,Sardinha-bandeira,Brazilian sardinella,NA,210,0
2000,12,Peixe Ósseo,Sardinha-verdadeira,Brazilian sardinella,Sardinella brasiliensis,194089,0
2000,12,Peixe Ósseo,Sari-sari,Sari-sari,NA,992,301
2000,12,Peixe Ósseo,Savelha,Twaite shad,Brevoortia spp.,9800,0
2000,12,Peixe Ósseo,Sororoca,Sororoca,Scomberomorus,519,0
2000,12,Peixe Ósseo,Tainha,Mullet,Mugil spp.,3440,1971.14
2000,12,Peixe Ósseo,Tira-vira,Brazilian flathead,Percophis brasiliensis,2874,0
2000,12,Peixe Ósseo,Tortinha,Bigtooth corvina,Isopisthus parvipinnis,171,388.2
2000,12,Peixe Ósseo,Traíra,Traíra,NA,45,0
2000,12,Peixe Ósseo,Trilha,Argentine goatfish,Mullus argentinae,11296,0
2000,12,Peixe Ósseo,Vermelho,Snapper,Lutjanus spp.,6060,0
2000,12,Peixe Ósseo,Xarelete,Black jack,Caranx latus,799,0
2000,12,Peixe Ósseo,Xaréu,Black cavalli,Caranx hippos,564,51.2
2000,12,Peixe Ósseo,Xixarro,Jack mackerel,Trachurus lathami,10240,0
2001,1,Crustáceo,Camarão-estuarino,Shrimp,NA,180.25,2314.75
2001,1,Crustáceo,Camarão-legítimo,Shrimp,Litopenaeus schimitti,252,0
2001,1,Crustáceo,Camarão-rosa,Shrimp,Farfantepenaeus paulensis,20020,4572
2001,1,Crustáceo,Camarão-santana,Shrimp,Pleoticus muelleri,11500,0
2001,1,Crustáceo,Camarão-sete-barbas,Shrimp,Xiphopenaeus kroyeri,72759,84872.06
2001,1,Crustáceo,Caranguejo-uçá,Crab,NA,3449.02,0
2001,1,Crustáceo,Lagostim-de-iguape,Crayfish,NA,8,0
2001,1,Crustáceo,Pitú-de-iguape,Crayfish,NA,74,0
2001,1,Crustáceo,Sapateira,Edible crab,Cancer pagurus,25,0
2001,1,Crustáceo,Siri-azul,Crab,NA,19658,2
2001,1,Crustáceo,Siri-candeia,Crab,NA,2938,0
2001,1,Molusco,Búzios,Búzios,NA,130,0
2001,1,Molusco,Lula,Squid,Loligo sanpaulensis,7169,0
2001,1,Molusco,Mexilhão,Mussel,Perna perna,48,0
2001,1,Molusco,Ostra,Oyster,Crassostrea spp.,139.44,0
2001,1,Molusco,Polvo,Octopus,Octopus spp.,27886,0
2001,1,Molusco,Vieira,Vieira,NA,33,0
2001,1,Peixe Cartilaginoso,Anequim,Beaumaris shark,Lamna nasus,100,0
2001,1,Peixe Cartilaginoso,Cação-anjo,Shark,NA,26893,0
2001,1,Peixe Cartilaginoso,Cação-rola-rola,Shark,NA,586,410.2
2001,1,Peixe Cartilaginoso,Cações agrupados,Shark,NA,58177,11559.75
2001,1,Peixe Cartilaginoso,Cambeva,Bronze hammerhead shark,Sphyrna lewini,2405,0
2001,1,Peixe Cartilaginoso,Machote,Spinner Shark,NA,3028,0
2001,1,Peixe Cartilaginoso,Raias agrupadas,Ray,NA,8584,0
2001,1,Peixe Cartilaginoso,Viola,Common guitarfish,Rhinobatos rhinobatos,3711,121.1
2001,1,Peixe Ósseo,Abrótea,Brazilian codling,Urophycis brasiliensis,2454,0
2001,1,Peixe Ósseo,Agulhão-negro,Atlantic blue marlin,Makaira nigricans,300,0
2001,1,Peixe Ósseo,Agulhão-vela platypterus,Agulhão-vela platypterus,NA,418,0
2001,1,Peixe Ósseo,Atuns agrupados,Tuna,NA,7594,0
2001,1,Peixe Ósseo,Badejo,Whiting,Mycteroperca spp.,8,0
2001,1,Peixe Ósseo,Bagre,Couma sea catfish,Sciades couma,8001,2362
2001,1,Peixe Ósseo,Bagre-africano,African catfish,Clarias gariepinus,15,0
2001,1,Peixe Ósseo,Bagre-amarelo,Gillbacker sea catfish,Sciades parkeri,36,0
2001,1,Peixe Ósseo,Betara,Carolina Whiting,Menticirrhus spp.,63760,12000.51
2001,1,Peixe Ósseo,Bicuda,European barracuda,Sphyraena tome,469,0
2001,1,Peixe Ósseo,Bonitos agrupados,skipjack tuna,NA,1575,0
2001,1,Peixe Ósseo,Cabrinha,East Atlantic Red Gurnard,Prionotus spp.,8528,0
2001,1,Peixe Ósseo,Caranha,Dog Snapper,Lutjanus spp.,225,0
2001,1,Peixe Ósseo,Carapeba,Broad shad,Diapterus auratus,187,216
2001,1,Peixe Ósseo,Caraputanga,American red,Lutjanus purpureus,406,8.8
2001,1,Peixe Ósseo,Carpa,Common carp,Cyprinus carpio,21,0
2001,1,Peixe Ósseo,Cascudo,Atlantic searobin,Prionotus punctatus,49,0
2001,1,Peixe Ósseo,Castanha,Argentine croaker,Umbrina canosai,4000,0
2001,1,Peixe Ósseo,Cherne-poveiro,Cherne-poveiro,NA,106,0
2001,1,Peixe Ósseo,Chernes agrupados,Chernes agrupados,NA,2,0
2001,1,Peixe Ósseo,Cioba,Dog Snapper,Lutjanus analis,1850,0
2001,1,Peixe Ósseo,Corvina,Bashaw,Micropogonias furnieri,399355,14643.71
2001,1,Peixe Ósseo,Curimbatá,Curimbatá,NA,42,0
