code,carac,description,month,year,value_uss,quantity_kg
30611,export,"Rock lobster and other sea crawfish (Palinurus spp, Panulir spp, Jasus spp)",7,2014,12939168,381903
30611,export,"Rock lobster and other sea crawfish (Palinurus spp, Panulir spp, Jasus spp)",7,2014,1530105,73140
30389,export,"Other fish, excluding livers and roes",7,2014,2365106,415530
30389,export,"Other fish, excluding livers and roes",7,2014,1314261,601171
30572,export,"Heads, tails, and swim bladders of fish",7,2014,1448462,38091
30247,export,"Swordfish (Xiphias gladius), fresh or chilled",7,2014,271696,50729
30289,export,"Other fish, excluding livers and roes",7,2014,203966,44673
30259,export,"Other fish of families Bregmacerotidae, Gadidae, etc..",7,2014,174706,28351
30389,export,"Other fish, excluding livers and roes",7,2014,95133,39240
30111,export,Freshwater ornamental fish,7,2014,2178835,6381
30617,export,"Other shrimps and prawns, frozen",7,2014,794508,56888
30571,export,Shark fins,7,2014,92483,2673
30339,export,"Frozen flat fish Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae (excl. halibut, plaice and sole)",7,2014,29606,22500
30234,export,Fresh or chilled bigeye tunas Thunnus obesus,7,2014,77582,8606
30382,export,"Skates (Rajidae), frozen",7,2014,261900,87300
30232,export,Fresh or chilled yellowfin tunas Thunnus albacares,7,2014,43809,5364
30357,export,"Swordfish (xiphias galdius), frozen",7,2014,50527,10031
30342,export,Frozen yellowfin tunas Thunnus albacares,7,2014,76936,34429
30431,export,"files de tilapias (frescos, refrigerados ou conelados)",7,2014,28125,3405
30489,export,"Other fish fillets, frozen",7,2014,23386,1798
30389,export,"Other fish, excluding livers and roes",7,2014,452568,93557
30239,export,"Fresh or chilled tunas of the genus Thunnus (excl. Thunnus alalunga, Thunnus albacares, Thunnus obesus, Thunnus thynnus and Thunnus maccoyii)",7,2014,121367,16153
30389,export,"Other fish, excluding livers and roes",7,2014,358000,214000
30489,export,"Other fish fillets, frozen",7,2014,117603,34974
30119,export,Other live ornamental fish,7,2014,26716,172
30344,export,Frozen bigeye tunas Thunnus obesus,7,2014,53034,13615
30461,export,"Fillets of tilapias (oreochromis spp.), frozen",7,2014,98560,11200
30449,export,"Other fish fillets, fresh or chilled",7,2014,6251,627
30341,export,Frozen albacore or longfinned tunas Thunnus alalunga,7,2014,39999,21052
30389,export,"Other fish, excluding livers and roes",6,2014,1874458,315853
30611,export,"Rock lobster and other sea crawfish (Palinurus spp, Panulir spp, Jasus spp)",6,2014,9028725,264646
30389,export,"Other fish, excluding livers and roes",6,2014,787873,375154
30572,export,"Heads, tails, and swim bladders of fish",6,2014,2104923,47084
30247,export,"Swordfish (Xiphias gladius), fresh or chilled",6,2014,243817,40799
30289,export,"Other fish, excluding livers and roes",6,2014,156889,34914
30611,export,"Rock lobster and other sea crawfish (Palinurus spp, Panulir spp, Jasus spp)",6,2014,250200,12000
30389,export,"Other fish, excluding livers and roes",6,2014,9240,7310
30342,export,Frozen yellowfin tunas Thunnus albacares,6,2014,10370,2000
30617,export,"Other shrimps and prawns, frozen",6,2014,434508,31200
30259,export,"Other fish of families Bregmacerotidae, Gadidae, etc..",6,2014,150995,25528
30382,export,"Skates (Rajidae), frozen",6,2014,344900,114600
30111,export,Freshwater ornamental fish,6,2014,1636296,4764
30343,export,Frozen skipjack or stripe-bellied bonito Euthynnus -Katsuwonus- pelamis,6,2014,765056,394924
30489,export,"Other fish fillets, frozen",6,2014,31605,2465
30234,export,Fresh or chilled bigeye tunas Thunnus obesus,6,2014,65531,7563
30232,export,Fresh or chilled yellowfin tunas Thunnus albacares,6,2014,98529,10343
30571,export,Shark fins,6,2014,123389,2662
30389,export,"Other fish, excluding livers and roes",6,2014,366195,234110
30431,export,"files de tilapias (frescos, refrigerados ou conelados)",6,2014,18750,2270
30489,export,"Other fish fillets, frozen",6,2014,48436,5915
30357,export,"Swordfish (xiphias galdius), frozen",6,2014,214329,41806
30389,export,"Other fish, excluding livers and roes",6,2014,157938,27284
30614,export,"Frozen crabs, whether in shell or not, incl. crabs in shell, cooked by steaming or by boiling in water",6,2014,174652,31768
30344,export,Frozen bigeye tunas Thunnus obesus,6,2014,49141,9721
30239,export,"Fresh or chilled tunas of the genus Thunnus (excl. Thunnus alalunga, Thunnus albacares, Thunnus obesus, Thunnus thynnus and Thunnus maccoyii)",6,2014,100329,13011
30119,export,Other live ornamental fish,6,2014,18480,240
30499,export,"Frozen fish meat whether or not minced (excl. swordfish, toothfish and fillets)",6,2014,71020,9870
30449,export,"Other fish fillets, fresh or chilled",6,2014,15792,1615
30389,export,"Other fish, excluding livers and roes",5,2014,522086,244768
30343,export,Frozen skipjack or stripe-bellied bonito Euthynnus -Katsuwonus- pelamis,5,2014,886299,449710
30572,export,"Heads, tails, and swim bladders of fish",5,2014,1111179,34612
30289,export,"Other fish, excluding livers and roes",5,2014,259781,56542
30234,export,Fresh or chilled bigeye tunas Thunnus obesus,5,2014,12995,1787
30259,export,"Other fish of families Bregmacerotidae, Gadidae, etc..",5,2014,248710,41294
30247,export,"Swordfish (Xiphias gladius), fresh or chilled",5,2014,88446,15339
30111,export,Freshwater ornamental fish,5,2014,827371,3726
30617,export,"Other shrimps and prawns, frozen",5,2014,420325,31200
30232,export,Fresh or chilled yellowfin tunas Thunnus albacares,5,2014,21625,2274
30431,export,"files de tilapias (frescos, refrigerados ou conelados)",5,2014,46875,5675
30382,export,"Skates (Rajidae), frozen",5,2014,362450,120000
30389,export,"Other fish, excluding livers and roes",5,2014,445570,76154
30389,export,"Other fish, excluding livers and roes",5,2014,167098,34806
30571,export,Shark fins,5,2014,179762,4489
30389,export,"Other fish, excluding livers and roes",5,2014,284700,162000
30239,export,"Fresh or chilled tunas of the genus Thunnus (excl. Thunnus alalunga, Thunnus albacares, Thunnus obesus, Thunnus thynnus and Thunnus maccoyii)",5,2014,3308,476
30119,export,Other live ornamental fish,5,2014,32005,357
30289,export,"Other fish, excluding livers and roes",5,2014,539,80
30614,export,"Frozen crabs, whether in shell or not, incl. crabs in shell, cooked by steaming or by boiling in water",5,2014,167386,30988
30289,export,"Other fish, excluding livers and roes",4,2014,329980,74266
30389,export,"Other fish, excluding livers and roes",4,2014,595717,243524
30572,export,"Heads, tails, and swim bladders of fish",4,2014,1705283,37702
30259,export,"Other fish of families Bregmacerotidae, Gadidae, etc..",4,2014,326660,51076
30234,export,Fresh or chilled bigeye tunas Thunnus obesus,4,2014,358840,38046
30111,export,Freshwater ornamental fish,4,2014,474111,4587
30343,export,Frozen skipjack or stripe-bellied bonito Euthynnus -Katsuwonus- pelamis,4,2014,1189578,617067
30247,export,"Swordfish (Xiphias gladius), fresh or chilled",4,2014,187783,30505
30232,export,Fresh or chilled yellowfin tunas Thunnus albacares,4,2014,102347,11084
30431,export,"files de tilapias (frescos, refrigerados ou conelados)",4,2014,75000,9080
30617,export,"Other shrimps and prawns, frozen",4,2014,394877,36000
30489,export,"Other fish fillets, frozen",4,2014,21428,1570
30389,export,"Other fish, excluding livers and roes",4,2014,314668,177520
30382,export,"Skates (Rajidae), frozen",4,2014,312300,104100
30389,export,"Other fish, excluding livers and roes",4,2014,72585,15918
30389,export,"Other fish, excluding livers and roes",4,2014,14538,12980
30461,export,"Fillets of tilapias (oreochromis spp.), frozen",4,2014,98560,11200
30239,export,"Fresh or chilled tunas of the genus Thunnus (excl. Thunnus alalunga, Thunnus albacares, Thunnus obesus, Thunnus thynnus and Thunnus maccoyii)",4,2014,355060,49222
30342,export,Frozen yellowfin tunas Thunnus albacares,4,2014,3279,745
30119,export,Other live ornamental fish,4,2014,33724,403
30499,export,"Frozen fish meat whether or not minced (excl. swordfish, toothfish and fillets)",4,2014,541319,36974
30289,export,"Other fish, excluding livers and roes",4,2014,1423,230
30614,export,"Frozen crabs, whether in shell or not, incl. crabs in shell, cooked by steaming or by boiling in water",4,2014,64198,12266
30449,export,"Other fish fillets, fresh or chilled",4,2014,12811,1292
30289,export,"Other fish, excluding livers and roes",3,2014,251355,52998
30343,export,Frozen skipjack or stripe-bellied bonito Euthynnus -Katsuwonus- pelamis,3,2014,1310925,666750
30389,export,"Other fish, excluding livers and roes",3,2014,1066796,364376
30572,export,"Heads, tails, and swim bladders of fish",3,2014,1412866,39471
30234,export,Fresh or chilled bigeye tunas Thunnus obesus,3,2014,378054,38958
30259,export,"Other fish of families Bregmacerotidae, Gadidae, etc..",3,2014,268772,50254
30111,export,Freshwater ornamental fish,3,2014,521661,5707
30247,export,"Swordfish (Xiphias gladius), fresh or chilled",3,2014,123198,18857
30232,export,Fresh or chilled yellowfin tunas Thunnus albacares,3,2014,55083,6232
30431,export,"files de tilapias (frescos, refrigerados ou conelados)",3,2014,93750,11350
30342,export,Frozen yellowfin tunas Thunnus albacares,3,2014,12659,2870
30389,export,"Other fish, excluding livers and roes",3,2014,33584,5920
30611,export,"Rock lobster and other sea crawfish (Palinurus spp, Panulir spp, Jasus spp)",3,2014,37885,1306
30389,export,"Other fish, excluding livers and roes",3,2014,309678,58657
30389,export,"Other fish, excluding livers and roes",3,2014,247000,136000
30382,export,"Skates (Rajidae), frozen",3,2014,270000,90000
30571,export,Shark fins,3,2014,16239,528
30119,export,Other live ornamental fish,3,2014,27074,341
30489,export,"Other fish fillets, frozen",3,2014,63330,6960
30289,export,"Other fish, excluding livers and roes",3,2014,876,120
30239,export,"Fresh or chilled tunas of the genus Thunnus (excl. Thunnus alalunga, Thunnus albacares, Thunnus obesus, Thunnus thynnus and Thunnus maccoyii)",3,2014,273452,37584
30389,export,"Other fish, excluding livers and roes",2,2014,1191823,474309
30572,export,"Heads, tails, and swim bladders of fish",2,2014,1450444,36053
30234,export,Fresh or chilled bigeye tunas Thunnus obesus,2,2014,236674,25242
30259,export,"Other fish of families Bregmacerotidae, Gadidae, etc..",2,2014,187226,33424
30289,export,"Other fish, excluding livers and roes",2,2014,238362,50130
30431,export,"files de tilapias (frescos, refrigerados ou conelados)",2,2014,75000,9080
30247,export,"Swordfish (Xiphias gladius), fresh or chilled",2,2014,172697,26514
30111,export,Freshwater ornamental fish,2,2014,841998,6012
30232,export,Fresh or chilled yellowfin tunas Thunnus albacares,2,2014,92600,9647
30389,export,"Other fish, excluding livers and roes",2,2014,41462,26080
30611,export,"Rock lobster and other sea crawfish (Palinurus spp, Panulir spp, Jasus spp)",2,2014,268435,14530
30489,export,"Other fish fillets, frozen",2,2014,33718,3000
30382,export,"Skates (Rajidae), frozen",2,2014,271573,89590
30389,export,"Other fish, excluding livers and roes",2,2014,537940,312000
30389,export,"Other fish, excluding livers and roes",2,2014,131313,34180
30499,export,"Frozen fish meat whether or not minced (excl. swordfish, toothfish and fillets)",2,2014,3241,246
30389,export,"Other fish, excluding livers and roes",2,2014,102825,19580
30571,export,Shark fins,2,2014,114799,2960
30239,export,"Fresh or chilled tunas of the genus Thunnus (excl. Thunnus alalunga, Thunnus albacares, Thunnus obesus, Thunnus thynnus and Thunnus maccoyii)",2,2014,283093,38459
30119,export,Other live ornamental fish,2,2014,25422,266
30611,export,"Rock lobster and other sea crawfish (Palinurus spp, Panulir spp, Jasus spp)",2,2014,181930,6314
30289,export,"Other fish, excluding livers and roes",2,2014,1262,190
30572,export,"Heads, tails, and swim bladders of fish",1,2014,1795947,39945
30389,export,"Other fish, excluding livers and roes",1,2014,1061804,445635
30389,export,"Other fish, excluding livers and roes",1,2014,771267,136954
30389,export,"Other fish, excluding livers and roes",1,2014,2076,1370
30247,export,"Swordfish (Xiphias gladius), fresh or chilled",1,2014,226445,31242
30234,export,Fresh or chilled bigeye tunas Thunnus obesus,1,2014,295051,30339
30111,export,Freshwater ornamental fish,1,2014,395417,5837
30289,export,"Other fish, excluding livers and roes",1,2014,186272,40105
30431,export,"files de tilapias (frescos, refrigerados ou conelados)",1,2014,74481,9080
30259,export,"Other fish of families Bregmacerotidae, Gadidae, etc..",1,2014,117279,21485
30382,export,"Skates (Rajidae), frozen",1,2014,232826,76290
30389,export,"Other fish, excluding livers and roes",1,2014,525767,309140
30232,export,Fresh or chilled yellowfin tunas Thunnus albacares,1,2014,148042,14485
30499,export,"Frozen fish meat whether or not minced (excl. swordfish, toothfish and fillets)",1,2014,51,4
30617,export,"Other shrimps and prawns, frozen",1,2014,498369,31140
30239,export,"Fresh or chilled tunas of the genus Thunnus (excl. Thunnus alalunga, Thunnus albacares, Thunnus obesus, Thunnus thynnus and Thunnus maccoyii)",1,2014,255588,30374
30339,export,"Frozen flat fish Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae (excl. halibut, plaice and sole)",1,2014,206943,130770
30611,export,"Rock lobster and other sea crawfish (Palinurus spp, Panulir spp, Jasus spp)",1,2014,210732,6442
30571,export,Shark fins,1,2014,83622,2000
30119,export,Other live ornamental fish,1,2014,20872,232
30489,export,"Other fish fillets, frozen",1,2014,48670,16780
30611,export,"Rock lobster and other sea crawfish (Palinurus spp, Panulir spp, Jasus spp)",12,2014,7446345,203807
30389,export,"Other fish, excluding livers and roes",12,2014,1967601,341111
30611,export,"Rock lobster and other sea crawfish (Palinurus spp, Panulir spp, Jasus spp)",12,2014,587566,25760
30389,export,"Other fish, excluding livers and roes",12,2014,1997475,724174
30572,export,"Heads, tails, and swim bladders of fish",12,2014,2321393,58759
30343,export,Frozen skipjack or stripe-bellied bonito Euthynnus -Katsuwonus- pelamis,12,2014,2195384,1045421
30111,export,Freshwater ornamental fish,12,2014,1307733,7374
30389,export,"Other fish, excluding livers and roes",12,2014,417407,87067
30259,export,"Other fish of families Bregmacerotidae, Gadidae, etc..",12,2014,207282,37467
30247,export,"Swordfish (Xiphias gladius), fresh or chilled",12,2014,348951,56820
30389,export,"Other fish, excluding livers and roes",12,2014,998460,525310
30289,export,"Other fish, excluding livers and roes",12,2014,332279,65759
30342,export,Frozen yellowfin tunas Thunnus albacares,12,2014,3005,1080
30382,export,"Skates (Rajidae), frozen",12,2014,504824,160570
30617,export,"Other shrimps and prawns, frozen",12,2014,585706,37573
30357,export,"Swordfish (xiphias galdius), frozen",12,2014,97680,20138
30234,export,Fresh or chilled bigeye tunas Thunnus obesus,12,2014,311053,22846
30484,export,"Fillets of swordfish (Xiphias gladius), frozen",12,2014,166016,15576
30571,export,Shark fins,12,2014,71638,2751
30489,export,"Other fish fillets, frozen",12,2014,36800,3629
30232,export,Fresh or chilled yellowfin tunas Thunnus albacares,12,2014,64213,7364
30344,export,Frozen bigeye tunas Thunnus obesus,12,2014,14888,5350
30119,export,Other live ornamental fish,12,2014,21032,321
30454,export,"Fillets of swordfish (xyphias gladius),fresh or chilled",12,2014,1989,325
30239,export,"Fresh or chilled tunas of the genus Thunnus (excl. Thunnus alalunga, Thunnus albacares, Thunnus obesus, Thunnus thynnus and Thunnus maccoyii)",12,2014,340087,44628
30611,export,"Rock lobster and other sea crawfish (Palinurus spp, Panulir spp, Jasus spp)",11,2014,4360020,120653
30389,export,"Other fish, excluding livers and roes",11,2014,1967491,334549
30389,export,"Other fish, excluding livers and roes",11,2014,2185494,888960
30611,export,"Rock lobster and other sea crawfish (Palinurus spp, Panulir spp, Jasus spp)",11,2014,292230,13070
30389,export,"Other fish, excluding livers and roes",11,2014,11110,3300
30572,export,"Heads, tails, and swim bladders of fish",11,2014,1329853,37717
30343,export,Frozen skipjack or stripe-bellied bonito Euthynnus -Katsuwonus- pelamis,11,2014,1132616,539341
30342,export,Frozen yellowfin tunas Thunnus albacares,11,2014,3005,1080
30247,export,"Swordfish (Xiphias gladius), fresh or chilled",11,2014,312194,49296
30234,export,Fresh or chilled bigeye tunas Thunnus obesus,11,2014,238951,24753
30111,export,Freshwater ornamental fish,11,2014,1307395,8657
30289,export,"Other fish, excluding livers and roes",11,2014,334193,66853
30259,export,"Other fish of families Bregmacerotidae, Gadidae, etc..",11,2014,186227,31380
30382,export,"Skates (Rajidae), frozen",11,2014,327040,105200
30389,export,"Other fish, excluding livers and roes",11,2014,530550,278500
30617,export,"Other shrimps and prawns, frozen",11,2014,248361,15620
30389,export,"Other fish, excluding livers and roes",11,2014,391821,82331
30232,export,Fresh or chilled yellowfin tunas Thunnus albacares,11,2014,76608,8338
30344,export,Frozen bigeye tunas Thunnus obesus,11,2014,14888,5350
30239,export,"Fresh or chilled tunas of the genus Thunnus (excl. Thunnus alalunga, Thunnus albacares, Thunnus obesus, Thunnus thynnus and Thunnus maccoyii)",11,2014,224286,27961
30119,export,Other live ornamental fish,11,2014,28438,347
30571,export,Shark fins,11,2014,54924,1649
30489,export,"Other fish fillets, frozen",11,2014,97378,11610
30454,export,"Fillets of swordfish (xyphias gladius),fresh or chilled",11,2014,29994,4901
30611,export,"Rock lobster and other sea crawfish (Palinurus spp, Panulir spp, Jasus spp)",10,2014,7902023,225240
30389,export,"Other fish, excluding livers and roes",10,2014,2212772,377964
30611,export,"Rock lobster and other sea crawfish (Palinurus spp, Panulir spp, Jasus spp)",10,2014,756245,34920
30389,export,"Other fish, excluding livers and roes",10,2014,157150,69760
30389,export,"Other fish, excluding livers and roes",10,2014,2612016,1215200
30572,export,"Heads, tails, and swim bladders of fish",10,2014,1428679,39654
30289,export,"Other fish, excluding livers and roes",10,2014,262042,52885
30111,export,Freshwater ornamental fish,10,2014,1010414,7192
30247,export,"Swordfish (Xiphias gladius), fresh or chilled",10,2014,200475,35495
30259,export,"Other fish of families Bregmacerotidae, Gadidae, etc..",10,2014,236444,35195
30389,export,"Other fish, excluding livers and roes",10,2014,348776,71325
30234,export,Fresh or chilled bigeye tunas Thunnus obesus,10,2014,324845,28485
30617,export,"Other shrimps and prawns, frozen",10,2014,1235881,78100
30232,export,Fresh or chilled yellowfin tunas Thunnus albacares,10,2014,124518,11620
30382,export,"Skates (Rajidae), frozen",10,2014,294280,97500
30571,export,Shark fins,10,2014,124059,4274
30389,export,"Other fish, excluding livers and roes",10,2014,551880,308000
30239,export,"Fresh or chilled tunas of the genus Thunnus (excl. Thunnus alalunga, Thunnus albacares, Thunnus obesus, Thunnus thynnus and Thunnus maccoyii)",10,2014,192519,26005
30489,export,"Other fish fillets, frozen",10,2014,19013,1894
30119,export,Other live ornamental fish,10,2014,27913,411
30489,export,"Other fish fillets, frozen",10,2014,457777,54035
30289,export,"Other fish, excluding livers and roes",10,2014,864,150
30611,export,"Rock lobster and other sea crawfish (Palinurus spp, Panulir spp, Jasus spp)",9,2014,8635455,249087
30611,export,"Rock lobster and other sea crawfish (Palinurus spp, Panulir spp, Jasus spp)",9,2014,453950,19650
30389,export,"Other fish, excluding livers and roes",9,2014,1718232,300756
30389,export,"Other fish, excluding livers and roes",9,2014,2302548,1080466
30572,export,"Heads, tails, and swim bladders of fish",9,2014,1476135,38537
30389,export,"Other fish, excluding livers and roes",9,2014,82180,23480
30259,export,"Other fish of families Bregmacerotidae, Gadidae, etc..",9,2014,164278,27878
30247,export,"Swordfish (Xiphias gladius), fresh or chilled",9,2014,151810,26221
30617,export,"Other shrimps and prawns, frozen",9,2014,471908,30740
30234,export,Fresh or chilled bigeye tunas Thunnus obesus,9,2014,115005,12828
30111,export,Freshwater ornamental fish,9,2014,1230715,7059
30289,export,"Other fish, excluding livers and roes",9,2014,219621,46066
30389,export,"Other fish, excluding livers and roes",9,2014,102541,52240
30389,export,"Other fish, excluding livers and roes",9,2014,208351,43067
30232,export,Fresh or chilled yellowfin tunas Thunnus albacares,9,2014,44955,5309
30342,export,Frozen yellowfin tunas Thunnus albacares,9,2014,1667,580
30353,export,"Sardines, frozen",9,2014,18480,6000
30382,export,"Skates (Rajidae), frozen",9,2014,253490,84180
30571,export,Shark fins,9,2014,12049,201
30454,export,"Fillets of swordfish (xyphias gladius),fresh or chilled",9,2014,31065,5076
30339,export,"Frozen flat fish Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae (excl. halibut, plaice and sole)",9,2014,92172,50490
30344,export,Frozen bigeye tunas Thunnus obesus,9,2014,13696,4766
30119,export,Other live ornamental fish,9,2014,23395,383
30489,export,"Other fish fillets, frozen",9,2014,293974,26897
30239,export,"Fresh or chilled tunas of the genus Thunnus (excl. Thunnus alalunga, Thunnus albacares, Thunnus obesus, Thunnus thynnus and Thunnus maccoyii)",9,2014,90202,13873
30611,export,"Rock lobster and other sea crawfish (Palinurus spp, Panulir spp, Jasus spp)",8,2014,8971903,263777
30611,export,"Rock lobster and other sea crawfish (Palinurus spp, Panulir spp, Jasus spp)",8,2014,1381861,64050
30389,export,"Other fish, excluding livers and roes",8,2014,1355425,490097
30389,export,"Other fish, excluding livers and roes",8,2014,1921923,332509
30572,export,"Heads, tails, and swim bladders of fish",8,2014,2021994,42949
30259,export,"Other fish of families Bregmacerotidae, Gadidae, etc..",8,2014,171939,27640
30389,export,"Other fish, excluding livers and roes",8,2014,615247,137705
30247,export,"Swordfish (Xiphias gladius), fresh or chilled",8,2014,227935,43221
30111,export,Freshwater ornamental fish,8,2014,1785993,6914
30289,export,"Other fish, excluding livers and roes",8,2014,242603,50460
30431,export,"files de tilapias (frescos, refrigerados ou conelados)",8,2014,9375,1135
30234,export,Fresh or chilled bigeye tunas Thunnus obesus,8,2014,100796,11301
30232,export,Fresh or chilled yellowfin tunas Thunnus albacares,8,2014,61288,6779
30389,export,"Other fish, excluding livers and roes",8,2014,391969,216010
30489,export,"Other fish fillets, frozen",8,2014,38580,2919
30382,export,"Skates (Rajidae), frozen",8,2014,369210,123070
30571,export,Shark fins,8,2014,105344,3554
30489,export,"Other fish fillets, frozen",8,2014,332563,29717
30454,export,"Fillets of swordfish (xyphias gladius),fresh or chilled",8,2014,40429,6520
30339,export,"Frozen flat fish Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae (excl. halibut, plaice and sole)",8,2014,100220,44700
30119,export,Other live ornamental fish,8,2014,28807,271
30289,export,"Other fish, excluding livers and roes",8,2014,329,60
30459,export,"Other fish fillets, fresh or chilled",8,2014,3555,393
30343,export,Frozen skipjack or stripe-bellied bonito Euthynnus -Katsuwonus- pelamis,7,2014,200741,99927
30454,export,"Fillets of swordfish (xyphias gladius),fresh or chilled",7,2014,40300,6585
30289,export,"Other fish, excluding livers and roes",7,2014,1099,200
30459,export,"Other fish fillets, fresh or chilled",7,2014,6015,663
30454,export,"Fillets of swordfish (xyphias gladius),fresh or chilled",6,2014,36261,5925
30459,export,"Other fish fillets, fresh or chilled",6,2014,4802,528
30454,export,"Fillets of swordfish (xyphias gladius),fresh or chilled",5,2014,36342,5938
30499,export,"Frozen fish meat whether or not minced (excl. swordfish, toothfish and fillets)",5,2014,94374,13199
30357,export,"Swordfish (xiphias galdius), frozen",4,2014,143877,26152
30344,export,Frozen bigeye tunas Thunnus obesus,4,2014,12627,2869
30454,export,"Fillets of swordfish (xyphias gladius),fresh or chilled",4,2014,29376,4800
30339,export,"Frozen flat fish Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae (excl. halibut, plaice and sole)",4,2014,23760,22080
30344,export,Frozen bigeye tunas Thunnus obesus,3,2014,20669,4686
30454,export,"Fillets of swordfish (xyphias gladius),fresh or chilled",3,2014,28305,4625
30499,export,"Frozen fish meat whether or not minced (excl. swordfish, toothfish and fillets)",3,2014,102061,6605
30343,export,Frozen skipjack or stripe-bellied bonito Euthynnus -Katsuwonus- pelamis,2,2014,1936086,1007387
30229,export,"Fresh or chilled flat fish Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Catharidae (excl. halibut Reinhardtius hippoglossoides, Hippoglossus hippoglossus and Hippoglossus stenolepis, plaice Pleuronectes platessa and sole Solea spp",2,2014,4903,641
30339,export,"Frozen flat fish Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae (excl. halibut, plaice and sole)",2,2014,58294,20000
30449,export,"Other fish fillets, fresh or chilled",2,2014,7203,696
30289,export,"Other fish, excluding livers and roes",2,2014,213,30
30343,export,Frozen skipjack or stripe-bellied bonito Euthynnus -Katsuwonus- pelamis,1,2014,1314147,616103
30484,export,"Fillets of swordfish (Xiphias gladius), frozen",1,2014,5363,518
30449,export,"Other fish fillets, fresh or chilled",1,2014,6080,587
30339,export,"Frozen flat fish Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae (excl. halibut, plaice and sole)",12,2014,62703,24540
30390,export,"Livers and roes of fish, frozen",11,2014,135408,26040
30357,export,"Swordfish (xiphias galdius), frozen",11,2014,85407,18333
30339,export,"Frozen flat fish Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae (excl. halibut, plaice and sole)",11,2014,170,70
30499,export,"Frozen fish meat whether or not minced (excl. swordfish, toothfish and fillets)",11,2014,83075,11910
30390,export,"Livers and roes of fish, frozen",10,2014,269613,30124
30617,export,"Other shrimps and prawns, frozen",10,2014,437138,30469
30614,export,"Frozen crabs, whether in shell or not, incl. crabs in shell, cooked by steaming or by boiling in water",10,2014,79510,14088
30339,export,"Frozen flat fish Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae (excl. halibut, plaice and sole)",10,2014,177139,75520
30454,export,"Fillets of swordfish (xyphias gladius),fresh or chilled",10,2014,39143,6396
30369,export,"Other specific fish families, except livers, eggs and semen",10,2014,40300,26000
30390,export,"Livers and roes of fish, frozen",9,2014,2748455,132673
30390,export,"Livers and roes of fish, frozen",8,2014,756506,43693
30617,export,"Other shrimps and prawns, frozen",8,2014,705771,46800
30239,export,"Fresh or chilled tunas of the genus Thunnus (excl. Thunnus alalunga, Thunnus albacares, Thunnus obesus, Thunnus thynnus and Thunnus maccoyii)",8,2014,142636,19727
30449,export,"Other fish fillets, fresh or chilled",8,2014,4087,408
30390,export,"Livers and roes of fish, frozen",7,2014,500112,96470
30617,export,"Other shrimps and prawns, frozen",7,2014,370882,41280
30499,export,"Frozen fish meat whether or not minced (excl. swordfish, toothfish and fillets)",7,2014,4679,685
30289,export,"Other fish, excluding livers and roes",7,2014,250,50
30390,export,"Livers and roes of fish, frozen",6,2014,540560,118440
30289,export,"Other fish, excluding livers and roes",6,2014,112,20
30390,export,"Livers and roes of fish, frozen",5,2014,663337,118400
30339,export,"Frozen flat fish Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae (excl. halibut, plaice and sole)",5,2014,67369,44470
30357,export,"Swordfish (xiphias galdius), frozen",3,2014,201275,36505
30617,export,"Other shrimps and prawns, frozen",3,2014,462325,69320
30390,export,"Livers and roes of fish, frozen",3,2014,138510,24300
30449,export,"Other fish fillets, fresh or chilled",3,2014,13076,1291
30289,export,"Other fish, excluding livers and roes",3,2014,110,30
30617,export,"Other shrimps and prawns, frozen",1,2014,166746,24000
30614,export,"Frozen crabs, whether in shell or not, incl. crabs in shell, cooked by steaming or by boiling in water",1,2014,78501,14796
30389,export,"Other fish, excluding livers and roes",11,2014,1471,975
30357,export,"Swordfish (xiphias galdius), frozen",9,2014,94693,19683
30484,export,"Fillets of swordfish (Xiphias gladius), frozen",9,2014,113958,10381
30343,export,Frozen skipjack or stripe-bellied bonito Euthynnus -Katsuwonus- pelamis,9,2014,114889,54709
30449,export,"Other fish fillets, fresh or chilled",9,2014,3662,374
30343,export,Frozen skipjack or stripe-bellied bonito Euthynnus -Katsuwonus- pelamis,8,2014,115819,55152
30617,export,"Other shrimps and prawns, frozen",8,2014,245508,17280
30484,export,"Fillets of swordfish (Xiphias gladius), frozen",8,2014,104809,7908
30339,export,"Frozen flat fish Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae (excl. halibut, plaice and sole)",6,2014,21540,10700
30449,export,"Other fish fillets, fresh or chilled",5,2014,14236,1422
30390,export,"Livers and roes of fish, frozen",4,2014,267,102
