year,month,taxa,species_portuguese,species_english,species_sci,production_kg,value_rs
2016,3,Peixe Ósseo,Prejereba,Atlantic tripletail,Lobotes surinamensis,742.1,8585.25
2016,3,Peixe Ósseo,Robalo,Snook,Centropomus spp.,597.8,10292.28
2016,3,Peixe Ósseo,Robalo-flecha,Robalo-flecha,NA,1246.4,34930.52
2016,3,Peixe Ósseo,Robalo-peva,Robalo-peva,NA,5346.05,77402.05
2016,3,Peixe Ósseo,Roncador,Barred grunt,Conodon nobilis,13246,35838.2
2016,3,Peixe Ósseo,Sabão,Sabão,NA,28,112
2016,3,Peixe Ósseo,Saguá,Saguá,NA,15,45
2016,3,Peixe Ósseo,Saguaru,Saguaru,NA,3,15
2016,3,Peixe Ósseo,Salema,Salema,Sarpa salpa,8,24
2016,3,Peixe Ósseo,Sapo,Sapo,NA,804,5670
2016,3,Peixe Ósseo,Sardinha-bandeira,Brazilian sardinella,NA,334.5,234.15
2016,3,Peixe Ósseo,Sardinha-verdadeira,Brazilian sardinella,Sardinella brasiliensis,97155,220570
2016,3,Peixe Ósseo,Sargo,Sargo,NA,132,1505.25
2016,3,Peixe Ósseo,Sari-sari,Sari-sari,NA,499.6,1500.53
2016,3,Peixe Ósseo,Savelha,Twaite shad,Brevoortia spp.,1,3
2016,3,Peixe Ósseo,Sernambiguara,Sernambiguara,NA,41,400
2016,3,Peixe Ósseo,Sororoca,Sororoca,Scomberomorus,4441.22,41543.83
2016,3,Peixe Ósseo,Tainha,Mullet,Mugil spp.,18276,146572.15
2016,3,Peixe Ósseo,Tira-vira,Brazilian flathead,Percophis brasiliensis,634,1902
2016,3,Peixe Ósseo,Tortinha,Bigtooth corvina,Isopisthus parvipinnis,21.5,109.7
2016,3,Peixe Ósseo,Traíra,Traíra,NA,572.5,2957
2016,3,Peixe Ósseo,Trilha,Argentine goatfish,Mullus argentinae,979.5,2079.75
2016,3,Peixe Ósseo,Ubarana,Ubarana,NA,15,45
2016,3,Peixe Ósseo,Vento-leste,Vento-leste,NA,42,360.67
2016,3,Peixe Ósseo,Vermelho,Snapper,Lutjanus spp.,512.37,6156.43
2016,3,Peixe Ósseo,Xarelete,Black jack,Caranx latus,434.78,2555.75
2016,3,Peixe Ósseo,Xaréu,Black cavalli,Caranx hippos,7427.66,61995.22
2016,3,Peixe Ósseo,Xaréu-branco,Jack,NA,269.8,2188
2016,3,Peixe Ósseo,Xixarro,Jack mackerel,Trachurus lathami,810,1215
2016,3,,,#N/A,#N/A,0,0
2016,4,Crustáceo,Camarão-cristalino,Shrimp,NA,4700,22375
2016,4,Crustáceo,Camarão-estuarino,Shrimp,NA,819.73,23403
2016,4,Crustáceo,Camarão-legítimo,Shrimp,Litopenaeus schimitti,439.4,12956.75
2016,4,Crustáceo,Camarão-sete-barbas,Shrimp,Xiphopenaeus kroyeri,15,105
2016,4,Crustáceo,Caranguejo-uçá,Crab,NA,12070.644,65181.67
2016,4,Crustáceo,Lagosta,Lobster,Panulirus laevicauda,1.3,32.5
2016,4,Crustáceo,Lagostim,Norway lobster,Metanephrops rubellus,12313,143015
2016,4,Crustáceo,Lagostim-de-iguape,Crayfish,NA,82.7,2059
2016,4,Crustáceo,Pitú-de-iguape,Crayfish,NA,314,11225.65
2016,4,Crustáceo,Sapateira,Edible crab,Cancer pagurus,262,5204.25
2016,4,Crustáceo,Siri-azul,Crab,NA,2461.5,23939.75
2016,4,Crustáceo,Siris agrupados,Crab,NA,16.64,291.2
2016,4,Molusco,Berbigão,Cockle,Anomalocardia brasiliana,45,225
2016,4,Molusco,Lula,Squid,Loligo sanpaulensis,8127,117558.5
2016,4,Molusco,Mexilhão,Mussel,Perna perna,3994.6,49217.25
2016,4,Molusco,Mexilhão-do-mangue,Mussel,NA,659.86,3552.4
2016,4,Molusco,Ostra,Oyster,Crassostrea spp.,13164.14,50765.83
2016,4,Molusco,Polvo,Octopus,Octopus spp.,45905.5,768034.92
2016,4,Molusco,Saquaritá,Bivalve,NA,6,60
2016,4,Peixe Cartilaginoso,Anequim,Beaumaris shark,Lamna nasus,155,1715
2016,4,Peixe Cartilaginoso,Cação-anjo,Shark,NA,72,1145
2016,4,Peixe Cartilaginoso,Cação-azul,Blue dog,Prionace glauca,207,2098
2016,4,Peixe Cartilaginoso,Cação-gato,Shark,NA,1500,7200
2016,4,Peixe Cartilaginoso,Cação-rola-rola,Shark,NA,395,3191.33
2016,4,Peixe Cartilaginoso,Cações agrupados,Shark,NA,1422.2,10833.1
2016,4,Peixe Cartilaginoso,Cambeva,Bronze hammerhead shark,Sphyrna lewini,274.6,2142.5
2016,4,Peixe Cartilaginoso,Machote,Spinner Shark,NA,313.1,4299.25
2016,4,Peixe Cartilaginoso,Raia-emplastro,Ray,NA,3600,4860
2016,4,Peixe Cartilaginoso,Raias agrupadas,Ray,NA,6654.9,12844.35
2016,4,Peixe Cartilaginoso,Viola,Common guitarfish,Rhinobatos rhinobatos,36.4,115.05
2016,4,Peixe Ósseo,Abrótea,Brazilian codling,Urophycis brasiliensis,12379,39932.5
2016,4,Peixe Ósseo,Acará,Acará,NA,37.7,124.15
2016,4,Peixe Ósseo,Agulhão,Atlantic saury,Scomberesox saurus,66,1980
2016,4,Peixe Ósseo,Agulhão-negro,Atlantic blue marlin,Makaira nigricans,137,2849
2016,4,Peixe Ósseo,Badejo,Whiting,Mycteroperca spp.,8,150
2016,4,Peixe Ósseo,Bagre,Couma sea catfish,Sciades couma,19,0
2016,4,Peixe Ósseo,Bagre-africano,African catfish,Clarias gariepinus,480.8,2404
2016,4,Peixe Ósseo,Bagre-amarelo,Gillbacker sea catfish,Sciades parkeri,480.2,1267.25
2016,4,Peixe Ósseo,Bagre-branco,Catfish,Sciades proops,13567.1,47408.15
2016,4,Peixe Ósseo,Baiacú,trunkfish,NA,33.2,107
2016,4,Peixe Ósseo,Betara,Carolina Whiting,Menticirrhus spp.,29697.6,102406.92
2016,4,Peixe Ósseo,Bicuda,European barracuda,Sphyraena tome,300.2,2492.21
2016,4,Peixe Ósseo,Bonito-cachorra,skipjack tuna,NA,1106.9,2317.97
2016,4,Peixe Ósseo,Bonito-pintado,Atlantic black skipjack,Euthynnus alletteratus,1732.2,4735.1
2016,4,Peixe Ósseo,Bonitos agrupados,skipjack tuna,NA,11050.7,32218.1
2016,4,Peixe Ósseo,Budião,parrotfish,Sparisoma spp.,2.5,30
2016,4,Peixe Ósseo,Cabrinha,East Atlantic Red Gurnard,Prionotus spp.,23898,62391.56
2016,4,Peixe Ósseo,Caranha,Dog Snapper,Lutjanus spp.,108.4,939.8
2016,4,Peixe Ósseo,Carapau,Jack mackerel,Trachurus lathami,17291.5,114915.16
2016,4,Peixe Ósseo,Carapeba,Broad shad,Diapterus auratus,494.2,2267.2
2016,4,Peixe Ósseo,Caraputanga,American red,Lutjanus purpureus,16.3,65.2
2016,4,Peixe Ósseo,Caratinga,Mojarra,NA,473.7,2296.83
2016,4,Peixe Ósseo,Cascudo,Atlantic searobin,Prionotus punctatus,435.5,2171.8
2016,4,Peixe Ósseo,Castanha,Argentine croaker,Umbrina canosai,10996,28210
2016,4,Peixe Ósseo,Cavala,Chub mackerel,Scomberomorus cavalla,72.1,1804.5
2016,4,Peixe Ósseo,Cavalinha,American mackerel,Scomber japonicus,170110,393647.5
2016,4,Peixe Ósseo,Cioba,Dog Snapper,Lutjanus analis,137.5,2528.75
2016,4,Peixe Ósseo,Congro-rosa,Australian Rockling,Genypterus brasiliensis,9833,84135.5
2016,4,Peixe Ósseo,Corvina,Bashaw,Micropogonias furnieri,163068.5,967123.03
2016,4,Peixe Ósseo,Curimbatá,Curimbatá,NA,15,29.5
2016,4,Peixe Ósseo,Dourado,Common dolphifish,Coryphaena hippurus,14292.5,115797
2016,4,Peixe Ósseo,Enchova,Ancho,Pomatomus saltatrix,811.4,9824.31
2016,4,Peixe Ósseo,Espada,Broadbill,Xiphias gladius,26787.1,79861.8
2016,4,Peixe Ósseo,Galo,American John Dory,Zenopsis conchifer,17127.5,83035.5
2016,4,Peixe Ósseo,Galo-de-penacho,Atlantic Moonfish,Selene setapinnis,160,355.5
2016,4,Peixe Ósseo,Galo-sem-penacho,Galo-sem-penacho,NA,300,1200
2016,4,Peixe Ósseo,Garoupa,Deady,Epinephelus spp.,829.49,25673.07
2016,4,Peixe Ósseo,Goete,Jamaica weakfish,Cynoscion jamaicensis,55493.06,193229.93
2016,4,Peixe Ósseo,Gordinho,Angelfish,Pomacanthus arcuatus,3082,8909.8
2016,4,Peixe Ósseo,Guaivira,Jack,Oligoplites spp.,30971,80769.78
2016,4,Peixe Ósseo,Linguado,Flatfish,Paralichthys spp.,843.7,11015.1
2016,4,Peixe Ósseo,Linguado-areia,Flatfish,NA,9500,34430
2016,4,Peixe Ósseo,Mandi,catfish,NA,55.7,366
2016,4,Peixe Ósseo,Manjuba-chata,anchovy,NA,2307,8514
2016,4,Peixe Ósseo,Manjuba-de-iguape,anchovy,NA,11267.2,40098.85
2016,4,Peixe Ósseo,Manjubas agrupadas,anchovy,NA,3192,6454
2016,4,Peixe Ósseo,Maria-luíza,Croaker,NA,1587.5,2545
2016,4,Peixe Ósseo,Maria-mole,Maria-mole,Cynoscion guatucupa,7112,25332.83
2016,4,Peixe Ósseo,Merluza,Hake,Merluccius hubbsi,8756,29547
2016,4,Peixe Ósseo,Miraguaia,Miraguaia,NA,50.5,333.25
2016,4,Peixe Ósseo,Mistura,Mistura,NA,38894.9,54099.5
2016,4,Peixe Ósseo,Namorado,Namorado,Pseudopercis spp.,436,5616.5
2016,4,Peixe Ósseo,Nundiá,Nundiá,NA,113,873
2016,4,Peixe Ósseo,Olhete,Amberjack,Seriola lalandi,62.8,852.45
2016,4,Peixe Ósseo,Olho-de-boi,Amberjack,NA,340.2,7022
2016,4,Peixe Ósseo,Olho-de-cão,Olho-de-cão,Priacanthus spp.,9190,33036.67
2016,4,Peixe Ósseo,Oveva,Cabezon,Larimus breviceps,32154.1,52751.9
2016,4,Peixe Ósseo,Palombeta,Leerfish,Chloroscombrus chrysurus,328,803.25
2016,4,Peixe Ósseo,Pampo,Pampo,Trachinotus spp.,526.5,2895.75
2016,4,Peixe Ósseo,Pararê,Pararê,NA,32.7,134.9
2016,4,Peixe Ósseo,Parati,Mullet,NA,25715.4,76208.45
2016,4,Peixe Ósseo,Parati-barbudo,Parati-barbudo,NA,22,51
2016,4,Peixe Ósseo,Pargo-rosa,Common sea bream,Pagrus pagrus,1511.5,8856.5
2016,4,Peixe Ósseo,Paru,Paru,NA,1191.9,4484.89
2016,4,Peixe Ósseo,Pescada-amarela,Acoupa weakfish,Cynoscion acoupa,1479.4,20336.05
2016,4,Peixe Ósseo,Pescada-banana,Weakfish,NA,617.5,4121
2016,4,Peixe Ósseo,Pescada-branca,Weakfish,Cynoscion leiarchus,6878.2,79074.99
2016,4,Peixe Ósseo,Pescada-cambucu,Weakfish,NA,2360.15,29935.28
2016,4,Peixe Ósseo,Pescada-dentão,Weakfish,NA,1183.8,11056.3
2016,4,Peixe Ósseo,Pescada-foguete,Weakfish,NA,92872.3,847065.68
2016,4,Peixe Ósseo,Piava,Piava,NA,28,294
2016,4,Peixe Ósseo,Pirajica,Pirajica,Kyphosus spp.,1228,5304.21
2016,4,Peixe Ósseo,Porco,Porco,NA,3034.18,24719.63
2016,4,Peixe Ósseo,Porco-chinelo,Porco-chinelo,NA,914,5498.5
2016,4,Peixe Ósseo,Porco-peludo,Porco-peludo,NA,46,422
2016,4,Peixe Ósseo,Prejereba,Atlantic tripletail,Lobotes surinamensis,793.1,8976.6
2016,4,Peixe Ósseo,Robalo-flecha,Robalo-flecha,NA,877.5,22941.03
2016,4,Peixe Ósseo,Robalo-peva,Robalo-peva,NA,3868,53925.09
2016,4,Peixe Ósseo,Roncador,Barred grunt,Conodon nobilis,6760.5,12001.25
2016,4,Peixe Ósseo,Saguá,Saguá,NA,53.5,140.25
2016,4,Peixe Ósseo,Saguaru,Saguaru,NA,19,95
2016,4,Peixe Ósseo,Salema,Salema,Sarpa salpa,1.9,1.9
2016,4,Peixe Ósseo,Sapo,Sapo,NA,641,3346
2016,4,Peixe Ósseo,Sardinha-bandeira,Brazilian sardinella,NA,525.5,390.15
2016,4,Peixe Ósseo,Sardinha-verdadeira,Brazilian sardinella,Sardinella brasiliensis,1104168.5,3436107.5
2016,4,Peixe Ósseo,Sargo,Sargo,NA,109,966.25
2016,4,Peixe Ósseo,Sari-sari,Sari-sari,NA,1331.5,3173.15
2016,4,Peixe Ósseo,Savelha,Twaite shad,Brevoortia spp.,1.5,9
2016,4,Peixe Ósseo,Sernambiguara,Sernambiguara,NA,55,385
2016,4,Peixe Ósseo,Sororoca,Sororoca,Scomberomorus,7131,72348.29
2016,4,Peixe Ósseo,Tainha,Mullet,Mugil spp.,23474.6,177319.08
2016,4,Peixe Ósseo,Tira-vira,Brazilian flathead,Percophis brasiliensis,459,1096
2016,4,Peixe Ósseo,Traíra,Traíra,NA,629.9,3864.35
2016,4,Peixe Ósseo,Trilha,Argentine goatfish,Mullus argentinae,410,1190
2016,4,Peixe Ósseo,Tuvira,Tuvira,NA,1,6
2016,4,Peixe Ósseo,Ubarana,Ubarana,NA,45,135
2016,4,Peixe Ósseo,Vento-leste,Vento-leste,NA,78,273.1
2016,4,Peixe Ósseo,Vermelho,Snapper,Lutjanus spp.,278.53,3117.45
2016,4,Peixe Ósseo,Viramorro,Viramorro,NA,0.5,3
2016,4,Peixe Ósseo,Xarelete,Black jack,Caranx latus,428.2,2549.3
2016,4,Peixe Ósseo,Xaréu,Black cavalli,Caranx hippos,401.3,3234.24
2016,4,Peixe Ósseo,Xaréu-branco,Jack,NA,235.7,2415.8
2016,4,,,#N/A,#N/A,0,0
2016,5,Crustáceo,Camarão-cristalino,Shrimp,NA,388,2428
2016,5,Crustáceo,Camarão-estuarino,Shrimp,NA,355.53,22523
2016,5,Crustáceo,Camarão-legítimo,Shrimp,Litopenaeus schimitti,16.45,628
2016,5,Crustáceo,Camarão-sete-barbas,Shrimp,Xiphopenaeus kroyeri,7.2,99.6
2016,5,Crustáceo,Caranguejo-uçá,Crab,NA,10475.2844,59508.32
2016,5,Crustáceo,Lagostim,Norway lobster,Metanephrops rubellus,6681,61186
2016,5,Crustáceo,Lagostim-de-iguape,Crayfish,NA,55.6,1390
2016,5,Crustáceo,Pitú-de-iguape,Crayfish,NA,512.5,19587.35
2016,5,Crustáceo,Sapateira,Edible crab,Cancer pagurus,236,4873.5
2016,5,Crustáceo,Siri-azul,Crab,NA,2124.5,19971.5
2016,5,Crustáceo,Siris agrupados,Crab,NA,6.11,106.93
2016,5,Molusco,Lula,Squid,Loligo sanpaulensis,111,870
2016,5,Molusco,Mexilhão,Mussel,Perna perna,1191.5,13569.5
2016,5,Molusco,Mexilhão-do-mangue,Mussel,NA,393.2,1980
2016,5,Molusco,Ostra,Oyster,Crassostrea spp.,9809.77,36789.93
2016,5,Molusco,Polvo,Octopus,Octopus spp.,54111,1043502.5
2016,5,Peixe Cartilaginoso,Anequim,Beaumaris shark,Lamna nasus,50,700
2016,5,Peixe Cartilaginoso,Cação-anjo,Shark,NA,59,662
2016,5,Peixe Cartilaginoso,Cação-azul,Blue dog,Prionace glauca,42,525
2016,5,Peixe Cartilaginoso,Cação-cola-fina,Cação-cola-fina,NA,5,60
2016,5,Peixe Cartilaginoso,Cação-galha-preta,Shark,NA,80,960
2016,5,Peixe Cartilaginoso,Cação-gato,Shark,NA,800,3200
2016,5,Peixe Cartilaginoso,Cação-rola-rola,Shark,NA,337.7,3411.8
2016,5,Peixe Cartilaginoso,Cações agrupados,Shark,NA,875.25,11285.1
2016,5,Peixe Cartilaginoso,Cambeva,Bronze hammerhead shark,Sphyrna lewini,1587.15,15254.6
2016,5,Peixe Cartilaginoso,Machote,Spinner Shark,NA,1478,20703.25
2016,5,Peixe Cartilaginoso,Raia-emplastro,Ray,NA,6780,13673
2016,5,Peixe Cartilaginoso,Raia-emplastro-castelnaui,Ray,NA,1000,2500
2016,5,Peixe Cartilaginoso,Raia-manteiga,Raia-manteiga,NA,1000,2500
2016,5,Peixe Cartilaginoso,Raias agrupadas,Ray,NA,1692,5088.25
2016,5,Peixe Cartilaginoso,Viola,Common guitarfish,Rhinobatos rhinobatos,21.7,250.2
2016,5,Peixe Ósseo,Abrótea,Brazilian codling,Urophycis brasiliensis,5058,18556.5
2016,5,Peixe Ósseo,Acará,Acará,NA,5,33
2016,5,Peixe Ósseo,Agulha,Garfish,Hyporhamphus,22,8
2016,5,Peixe Ósseo,Agulhão,Atlantic saury,Scomberesox saurus,2,10
2016,5,Peixe Ósseo,Agulhão-negro,Atlantic blue marlin,Makaira nigricans,19,190
2016,5,Peixe Ósseo,Agulhão-vela platypterus,Agulhão-vela platypterus,NA,16,128
2016,5,Peixe Ósseo,Badejo,Whiting,Mycteroperca spp.,5.7,98.3
2016,5,Peixe Ósseo,Bagre-africano,African catfish,Clarias gariepinus,78,285
2016,5,Peixe Ósseo,Bagre-amarelo,Gillbacker sea catfish,Sciades parkeri,312.3,1136.95
2016,5,Peixe Ósseo,Bagre-branco,Catfish,Sciades proops,14046.3,48860.5
2016,5,Peixe Ósseo,Betara,Carolina Whiting,Menticirrhus spp.,24011.69,82779.75
2016,5,Peixe Ósseo,Bicuda,European barracuda,Sphyraena tome,668.3,1624.95
2016,5,Peixe Ósseo,Bonito-cachorra,skipjack tuna,NA,840.5,3050.5
2016,5,Peixe Ósseo,Bonito-gaiado,Bonito-gaiado,NA,118,590
2016,5,Peixe Ósseo,Bonito-pintado,Atlantic black skipjack,Euthynnus alletteratus,482,1284
2016,5,Peixe Ósseo,Bonitos agrupados,skipjack tuna,NA,364,1653
2016,5,Peixe Ósseo,Cabrinha,East Atlantic Red Gurnard,Prionotus spp.,20023,51943.15
2016,5,Peixe Ósseo,Caranha,Dog Snapper,Lutjanus spp.,54.2,288.85
2016,5,Peixe Ósseo,Carapau,Jack mackerel,Trachurus lathami,12864.5,69687.86
2016,5,Peixe Ósseo,Carapeba,Broad shad,Diapterus auratus,908.9,2542.35
2016,5,Peixe Ósseo,Caraputanga,American red,Lutjanus purpureus,13.7,64.1
2016,5,Peixe Ósseo,Caratinga,Mojarra,NA,274.3,1936.73
2016,5,Peixe Ósseo,Cascudo,Atlantic searobin,Prionotus punctatus,241.7,1233.5
2016,5,Peixe Ósseo,Castanha,Argentine croaker,Umbrina canosai,4687,12897
2016,5,Peixe Ósseo,Cavala,Chub mackerel,Scomberomorus cavalla,346.4,5237.88
2016,5,Peixe Ósseo,Cavalinha,American mackerel,Scomber japonicus,56240,111940
2016,5,Peixe Ósseo,Cherne-verdadeiro,Cherne-verdadeiro,NA,1,22.5
2016,5,Peixe Ósseo,Cioba,Dog Snapper,Lutjanus analis,27.5,222.5
2016,5,Peixe Ósseo,Congro-rosa,Australian Rockling,Genypterus brasiliensis,4680,33570
2016,5,Peixe Ósseo,Corvina,Bashaw,Micropogonias furnieri,180369.49,984957.24
2016,5,Peixe Ósseo,Curimbatá,Curimbatá,NA,4,16
2016,5,Peixe Ósseo,Dourado,Common dolphifish,Coryphaena hippurus,113,720
2016,5,Peixe Ósseo,Enchova,Ancho,Pomatomus saltatrix,753,6600.4
2016,5,Peixe Ósseo,Espada,Broadbill,Xiphias gladius,17821.79,44919.77
2016,5,Peixe Ósseo,Galo,American John Dory,Zenopsis conchifer,2492.5,4716.5
2016,5,Peixe Ósseo,Galo-de-penacho,Atlantic Moonfish,Selene setapinnis,22,180
2016,5,Peixe Ósseo,Garoupa,Deady,Epinephelus spp.,107,3168.5
2016,5,Peixe Ósseo,Goete,Jamaica weakfish,Cynoscion jamaicensis,56144.5,185482.62
2016,5,Peixe Ósseo,Gordinho,Angelfish,Pomacanthus arcuatus,2898,5894.35
2016,5,Peixe Ósseo,Guaivira,Jack,Oligoplites spp.,18184.3,57382.85
2016,5,Peixe Ósseo,Linguado,Flatfish,Paralichthys spp.,726.5,8541.55
2016,5,Peixe Ósseo,Linguado-areia,Flatfish,NA,8528,34386
2016,5,Peixe Ósseo,Mandi,catfish,NA,59,386
2016,5,Peixe Ósseo,Manjuba-chata,anchovy,NA,6137.5,12480.19
2016,5,Peixe Ósseo,Manjuba-de-iguape,anchovy,NA,2782.2,13419.1
2016,5,Peixe Ósseo,Maria-luíza,Croaker,NA,2648,3564
2016,5,Peixe Ósseo,Maria-mole,Maria-mole,Cynoscion guatucupa,2244,8477
2016,5,Peixe Ósseo,Marimbá,Porgy,NA,17,85
2016,5,Peixe Ósseo,Merluza,Hake,Merluccius hubbsi,5495,24775
2016,5,Peixe Ósseo,Miraguaia,Miraguaia,NA,258.7,990.6
2016,5,Peixe Ósseo,Mistura,Mistura,NA,32760.8,48131.56
2016,5,Peixe Ósseo,Namorado,Namorado,Pseudopercis spp.,146,1470
2016,5,Peixe Ósseo,Nundiá,Nundiá,NA,112,830
2016,5,Peixe Ósseo,Olhete,Amberjack,Seriola lalandi,29,474.5
2016,5,Peixe Ósseo,Olho-de-boi,Amberjack,NA,69.5,890
2016,5,Peixe Ósseo,Olho-de-cão,Olho-de-cão,Priacanthus spp.,6933,25727.92
2016,5,Peixe Ósseo,Oveva,Cabezon,Larimus breviceps,21254.3,33019.4
2016,5,Peixe Ósseo,Palombeta,Leerfish,Chloroscombrus chrysurus,1608,2334
2016,5,Peixe Ósseo,Pampo,Pampo,Trachinotus spp.,509.7,2035.75
2016,5,Peixe Ósseo,Parambiju,Parambiju,NA,455.5,4285
2016,5,Peixe Ósseo,Pararê,Pararê,NA,37.7,166.8
2016,5,Peixe Ósseo,Parati,Mullet,NA,26252.6,61354.5
2016,5,Peixe Ósseo,Pargo-rosa,Common sea bream,Pagrus pagrus,398.5,1464
2016,5,Peixe Ósseo,Paru,Paru,NA,1890.7,6415
2016,5,Peixe Ósseo,Pescada-amarela,Acoupa weakfish,Cynoscion acoupa,727.7,12229.1
2016,5,Peixe Ósseo,Pescada-banana,Weakfish,NA,74.5,612
2016,5,Peixe Ósseo,Pescada-branca,Weakfish,Cynoscion leiarchus,6407.1,82858.93
2016,5,Peixe Ósseo,Pescada-cambucu,Weakfish,NA,1533,21853.67
2016,5,Peixe Ósseo,Pescada-dentão,Weakfish,NA,695.4,6571.35
2016,5,Peixe Ósseo,Pescada-foguete,Weakfish,NA,67495.44,615388.18
2016,5,Peixe Ósseo,Pirajica,Pirajica,Kyphosus spp.,2426,7074.83
2016,5,Peixe Ósseo,Piraputanga,Piraputanga,NA,3,15
2016,5,Peixe Ósseo,Porco,Porco,NA,2313.28,18251.3
2016,5,Peixe Ósseo,Porco-chinelo,Porco-chinelo,NA,920.5,5830.33
2016,5,Peixe Ósseo,Porco-peludo,Porco-peludo,NA,1.4,16.8
2016,5,Peixe Ósseo,Prejereba,Atlantic tripletail,Lobotes surinamensis,548.7,7189.5
2016,5,Peixe Ósseo,Robalo,Snook,Centropomus spp.,2.31,0
2016,5,Peixe Ósseo,Robalo-flecha,Robalo-flecha,NA,1260.1,31051.4
2016,5,Peixe Ósseo,Robalo-peva,Robalo-peva,NA,3552.3,46413.36
2016,5,Peixe Ósseo,Roncador,Barred grunt,Conodon nobilis,9852,19168.95
2016,5,Peixe Ósseo,Saguá,Saguá,NA,20,60
2016,5,Peixe Ósseo,Saguaru,Saguaru,NA,7.5,52.5
2016,5,Peixe Ósseo,Salema,Salema,Sarpa salpa,17,36.5
2016,5,Peixe Ósseo,Sapo,Sapo,NA,518,4380
2016,5,Peixe Ósseo,Sardinha-bandeira,Brazilian sardinella,NA,144295,111926.35
2016,5,Peixe Ósseo,Sardinha-verdadeira,Brazilian sardinella,Sardinella brasiliensis,1064782.5,2868462.5
2016,5,Peixe Ósseo,Sargo,Sargo,NA,67,542.75
2016,5,Peixe Ósseo,Sari-sari,Sari-sari,NA,685.5,1833.58
2016,5,Peixe Ósseo,Sororoca,Sororoca,Scomberomorus,10077.3,114823.89
2016,5,Peixe Ósseo,Tainha,Mullet,Mugil spp.,69099.5,378875.5
2016,5,Peixe Ósseo,Tajibucu,Tajibucu,NA,1.5,10.5
2016,5,Peixe Ósseo,Tilápia,Tilapia,NA,2,10
2016,5,Peixe Ósseo,Tira-vira,Brazilian flathead,Percophis brasiliensis,472,774
2016,5,Peixe Ósseo,Traíra,Traíra,NA,839.4,4530
2016,5,Peixe Ósseo,Trilha,Argentine goatfish,Mullus argentinae,825,2420
2016,5,Peixe Ósseo,Tuvira,Tuvira,NA,7,49
2016,5,Peixe Ósseo,Vento-leste,Vento-leste,NA,6,48
2016,5,Peixe Ósseo,Vermelho,Snapper,Lutjanus spp.,158.6,2071.23
2016,5,Peixe Ósseo,Xarelete,Black jack,Caranx latus,183,1630.2
2016,5,Peixe Ósseo,Xaréu,Black cavalli,Caranx hippos,1324.5,7343.25
2016,5,Peixe Ósseo,Xaréu-branco,Jack,NA,70.5,701
2016,5,Peixe Ósseo,Xixarro,Jack mackerel,Trachurus lathami,21,52.5
2016,5,,,#N/A,#N/A,0,0
2016,6,Crustáceo,Camarão-estuarino,Shrimp,NA,574.64,24050.5
2016,6,Crustáceo,Camarão-ferrinho,Shrimp,NA,30.8,554.4
2016,6,Crustáceo,Camarão-gigante-da-Malásia,Camarão-gigante-da-Malásia,NA,0.2,1.6
2016,6,Crustáceo,Camarão-legítimo,Shrimp,Litopenaeus schimitti,48590.97,1394541.51
2016,6,Crustáceo,Camarão-rosa,Shrimp,Farfantepenaeus paulensis,18370.8,843633.15
2016,6,Crustáceo,Camarão-sete-barbas,Shrimp,Xiphopenaeus kroyeri,292133.03,1915031.51
2016,6,Crustáceo,Caranguejo-uçá,Crab,NA,8501.6784,44853.88
2016,6,Crustáceo,Lagosta,Lobster,Panulirus laevicauda,1.08,54
2016,6,Crustáceo,Lagostim,Norway lobster,Metanephrops rubellus,1611,22998
2016,6,Crustáceo,Lagostim-de-iguape,Crayfish,NA,12.3,305.5
2016,6,Crustáceo,Pitú-de-iguape,Crayfish,NA,456,10710.9
2016,6,Crustáceo,Sapateira,Edible crab,Cancer pagurus,463,7745.5
2016,6,Crustáceo,Siri-azul,Crab,NA,2764.08,23769.2
2016,6,Crustáceo,Siri-candeia,Crab,NA,436.6,1716.5
2016,6,Crustáceo,Siris agrupados,Crab,NA,467.18,2230.99
2016,6,Molusco,Berbigão,Cockle,Anomalocardia brasiliana,130,650
2016,6,Molusco,Lula,Squid,Loligo sanpaulensis,1096.16,9113.25
2016,6,Molusco,Lula-branca,Lula-branca,NA,52,658.75
2016,6,Molusco,Mexilhão,Mussel,Perna perna,828.5,10369.58
2016,6,Molusco,Mexilhão-do-mangue,Mussel,NA,194.13,1016
2016,6,Molusco,Ostra,Oyster,Crassostrea spp.,9274.42,35569.38
2016,6,Molusco,Polvo,Octopus,Octopus spp.,62001.8,967103.9
2016,6,Peixe Cartilaginoso,Anequim,Beaumaris shark,Lamna nasus,7055,84330
2016,6,Peixe Cartilaginoso,Cação-anjo,Shark,NA,1163,3120
2016,6,Peixe Cartilaginoso,Cação-azul,Blue dog,Prionace glauca,3500,35000
2016,6,Peixe Cartilaginoso,Cação-galha-preta,Shark,NA,10,140
2016,6,Peixe Cartilaginoso,Cação-rola-rola,Shark,NA,90.5,937.33
2016,6,Peixe Cartilaginoso,Cações agrupados,Shark,NA,841.26,9971.67
2016,6,Peixe Cartilaginoso,Cambeva,Bronze hammerhead shark,Sphyrna lewini,280.5,3717.5
2016,6,Peixe Cartilaginoso,Machote,Spinner Shark,NA,592,8413
2016,6,Peixe Cartilaginoso,Raia-emplastro,Ray,NA,3008,4600.8
2016,6,Peixe Cartilaginoso,Raias agrupadas,Ray,NA,1867.8,3638.35
2016,6,Peixe Cartilaginoso,Tintureira,Blue shark,Prionace glauca,36,416
