year,month,taxa,species_portuguese,species_english,species_sci,production_kg,value_rs
2014,7,Peixe Ósseo,Carapicu,Broad shad,Diapterus auratus,1,7
2014,7,Peixe Ósseo,Caraputanga,American red,Lutjanus purpureus,11,44
2014,7,Peixe Ósseo,Caratinga,Mojarra,NA,385.5,2375
2014,7,Peixe Ósseo,Cascudo,Atlantic searobin,Prionotus punctatus,497.7,2488.5
2014,7,Peixe Ósseo,Castanha,Argentine croaker,Umbrina canosai,1258,2699
2014,7,Peixe Ósseo,Cavala,Chub mackerel,Scomberomorus cavalla,29,590
2014,7,Peixe Ósseo,Cavalinha,American mackerel,Scomber japonicus,400,600
2014,7,Peixe Ósseo,Chernes agrupados,#N/A,#N/A,50.8,1064
2014,7,Peixe Ósseo,Cherne-verdadeiro,Cherne-verdadeiro,NA,29,652.5
2014,7,Peixe Ósseo,Cioba,Dog Snapper,Lutjanus analis,342.8,3898.83
2014,7,Peixe Ósseo,Congro,Argentine Conger,Conger spp.,214,428
2014,7,Peixe Ósseo,Congro-rosa,Australian Rockling,Genypterus brasiliensis,7788,64740
2014,7,Peixe Ósseo,Corvina,Bashaw,Micropogonias furnieri,242492.85,1083501.39
2014,7,Peixe Ósseo,Dourado,Common dolphifish,Coryphaena hippurus,238,2694.5
2014,7,Peixe Ósseo,Enchova,Ancho,Pomatomus saltatrix,2727.4,37165.13
2014,7,Peixe Ósseo,Espada,Broadbill,Xiphias gladius,19064.7,48024.56
2014,7,Peixe Ósseo,Espadarte,Swordfish,Xiphias gladius,1500,20250
2014,7,Peixe Ósseo,Galo,American John Dory,Zenopsis conchifer,3578.9,10156.68
2014,7,Peixe Ósseo,Galo-de-penacho,Atlantic Moonfish,Selene setapinnis,40,44
2014,7,Peixe Ósseo,Garoupa,Deady,Epinephelus spp.,1800.1,34257.6
2014,7,Peixe Ósseo,Goete,Jamaica weakfish,Cynoscion jamaicensis,57445,232761.9
2014,7,Peixe Ósseo,Gordinho,Angelfish,Pomacanthus arcuatus,5936,12055.02
2014,7,Peixe Ósseo,Guaivira,Jack,Oligoplites spp.,11720.3,28637.7
2014,7,Peixe Ósseo,Linguado,Flatfish,Paralichthys spp.,3812,42029.18
2014,7,Peixe Ósseo,Linguado-areia,Flatfish,NA,9475,20180.1
2014,7,Peixe Ósseo,Mandi,catfish,NA,27,131
2014,7,Peixe Ósseo,Manjuba-chata,anchovy,NA,1680,14145
2014,7,Peixe Ósseo,Manjuba-de-iguape,anchovy,NA,75.7,468.05
2014,7,Peixe Ósseo,Manjubas,Manjubas,NA,78,408
2014,7,Peixe Ósseo,Maria-luíza,Croaker,NA,3874.5,4252.95
2014,7,Peixe Ósseo,Maria-mole,Maria-mole,Cynoscion guatucupa,6045,17337.25
2014,7,Peixe Ósseo,Merluza,Hake,Merluccius hubbsi,5960,15496
2014,7,Peixe Ósseo,Micholes agrupados,Micholes agrupados,NA,2,2
2014,7,Peixe Ósseo,Miraguaia,Miraguaia,NA,295.3,1006.8
2014,7,Peixe Ósseo,Mistura,Mistura,NA,53557.82,78963.39
2014,7,Peixe Ósseo,Namorado,Namorado,Pseudopercis spp.,413.9,4039.9
2014,7,Peixe Ósseo,Nundiá,Nundiá,NA,35,70
2014,7,Peixe Ósseo,Olhete,Amberjack,Seriola lalandi,82.1,1381.75
2014,7,Peixe Ósseo,Olho-de-boi,Amberjack,NA,182.2,3473.5
2014,7,Peixe Ósseo,Olho-de-cão,Olho-de-cão,Priacanthus spp.,7725.5,18861.14
2014,7,Peixe Ósseo,Oveva,Cabezon,Larimus breviceps,9948,13367.35
2014,7,Peixe Ósseo,Palombeta,Leerfish,Chloroscombrus chrysurus,326,542.17
2014,7,Peixe Ósseo,Pampo,Pampo,Trachinotus spp.,536.8,843
2014,7,Peixe Ósseo,Parambiju,Parambiju,NA,9.7,145.9
2014,7,Peixe Ósseo,Pararê,Pararê,NA,195.9,393.9
2014,7,Peixe Ósseo,Parati,Mullet,NA,11118.1,25152.07
2014,7,Peixe Ósseo,Pargo-rosa,Common sea bream,Pagrus pagrus,1274,4363.5
2014,7,Peixe Ósseo,Paru,Paru,NA,1164.7,3779.92
2014,7,Peixe Ósseo,Peixe-prego,Peixe-prego,Macrourus spp.,60,1140
2014,7,Peixe Ósseo,Pescada-amarela,Acoupa weakfish,Cynoscion acoupa,954.2,9985.81
2014,7,Peixe Ósseo,Pescada-banana,Weakfish,NA,487,3945.25
2014,7,Peixe Ósseo,Pescada-branca,Weakfish,Cynoscion leiarchus,5404.7,53283.47
2014,7,Peixe Ósseo,Pescada-cambucu,Weakfish,NA,396.2,4672.8
2014,7,Peixe Ósseo,Pescada-dentão,Weakfish,NA,814.5,7666.5
2014,7,Peixe Ósseo,Pescada-foguete,Weakfish,NA,60758.02,479679.47
2014,7,Peixe Ósseo,Pescadas agrupadas,Weakfish,NA,27,207
2014,7,Peixe Ósseo,Pirajica,Pirajica,Kyphosus spp.,480.5,2049.5
2014,7,Peixe Ósseo,Porco,Porco,NA,2155.6,14756.5
2014,7,Peixe Ósseo,Porco-chinelo,Porco-chinelo,NA,960,6380
2014,7,Peixe Ósseo,Porco-peludo,Porco-peludo,NA,583,1782.67
2014,7,Peixe Ósseo,Prejereba,Atlantic tripletail,Lobotes surinamensis,855.55,9160.73
2014,7,Peixe Ósseo,Robalo,Snook,Centropomus spp.,1380.1,18500.4
2014,7,Peixe Ósseo,Robalo-flecha,Robalo-flecha,NA,440.9,10773.99
2014,7,Peixe Ósseo,Robalo-peva,Robalo-peva,NA,2093.06,29900.36
2014,7,Peixe Ósseo,Roncador,Barred grunt,Conodon nobilis,7089,16777.5
2014,7,Peixe Ósseo,Saguá,Saguá,NA,40,20
2014,7,Peixe Ósseo,Salema,Salema,Sarpa salpa,22,59.5
2014,7,Peixe Ósseo,Sapo,Sapo,NA,1662,7050
2014,7,Peixe Ósseo,Sardinha-bandeira,Brazilian sardinella,NA,82790,109434.1
2014,7,Peixe Ósseo,Sardinha-verdadeira,Brazilian sardinella,Sardinella brasiliensis,10,50
2014,7,Peixe Ósseo,Sargo,Sargo,NA,45.2,403.25
2014,7,Peixe Ósseo,Sari-sari,Sari-sari,NA,978.9,3066.78
2014,7,Peixe Ósseo,Sernambiguara,Sernambiguara,NA,64,570
2014,7,Peixe Ósseo,Sororoca,Sororoca,Scomberomorus,20910.49,143896.08
2014,7,Peixe Ósseo,Tainha,Mullet,Mugil spp.,81320.7,762677.96
2014,7,Peixe Ósseo,Tira-vira,Brazilian flathead,Percophis brasiliensis,2647,6845.6
2014,7,Peixe Ósseo,Tortinha,Bigtooth corvina,Isopisthus parvipinnis,356,1148.5
2014,7,Peixe Ósseo,Traíra,Traíra,NA,339.3,2072.13
2014,7,Peixe Ósseo,Trilha,Argentine goatfish,Mullus argentinae,7691.5,19857.1
2014,7,Peixe Ósseo,Trombeta,Trombeta,NA,60,180
2014,7,Peixe Ósseo,Vermelho,Snapper,Lutjanus spp.,13.5,156.7
2014,7,Peixe Ósseo,Xarelete,Black jack,Caranx latus,1.5,4.88
2014,7,Peixe Ósseo,Xaréu,Black cavalli,Caranx hippos,11093.5,58190.75
2014,7,Peixe Ósseo,Xaréu-branco,Jack,NA,21,155
2014,7,,,#N/A,#N/A,0,0
2014,8,Crustáceo,Camarão-estuarino,Shrimp,NA,275.41,12363.21
2014,8,Crustáceo,Camarão-legítimo,Shrimp,Litopenaeus schimitti,11779.6,337319.79
2014,8,Crustáceo,Camarão-rosa,Shrimp,Farfantepenaeus paulensis,35513.7,1395068.1
2014,8,Crustáceo,Camarão-sete-barbas,Shrimp,Xiphopenaeus kroyeri,192885.3,1300415.43
2014,8,Crustáceo,Caranguejo-uçá,Crab,NA,10634.45,59717.41
2014,8,Crustáceo,Lagostim,Norway lobster,Metanephrops rubellus,3962,44290
2014,8,Crustáceo,Pitú-de-iguape,Crayfish,NA,460.71,17069.02
2014,8,Crustáceo,Sapateira,Edible crab,Cancer pagurus,194,3411.5
2014,8,Crustáceo,Siri-azul,Crab,NA,3533.32,35085.5
2014,8,Crustáceo,Siri-candeia,Crab,NA,177,418
2014,8,Crustáceo,Siris agrupados,Crab,NA,187.94,717.79
2014,8,Molusco,Almeja,Almeja,NA,8,40
2014,8,Molusco,Berbigão,Cockle,Anomalocardia brasiliana,84,256.5
2014,8,Molusco,Lula,Squid,Loligo sanpaulensis,403,3008.15
2014,8,Molusco,Mexilhão,Mussel,Perna perna,3062.3,37266.43
2014,8,Molusco,Mexilhão-do-mangue,Mussel,NA,522.81,2755.55
2014,8,Molusco,Ostra,Oyster,Crassostrea spp.,21229.35,84278.75
2014,8,Molusco,Polvo,Octopus,Octopus spp.,35979.1,552145.7
2014,8,Molusco,Polvo-saquinho,Polvo-saquinho,NA,58,174
2014,8,Peixe Cartilaginoso,Anequim,Beaumaris shark,Lamna nasus,1165.5,10505
2014,8,Peixe Cartilaginoso,Cação-anjo,Shark,NA,65,390
2014,8,Peixe Cartilaginoso,Cação-azul,Blue dog,Prionace glauca,1540,11165
2014,8,Peixe Cartilaginoso,Cação-galha-preta,Shark,NA,90,1620
2014,8,Peixe Cartilaginoso,Cação-gato,Shark,NA,120,1200
2014,8,Peixe Cartilaginoso,Cação-rola-rola,Shark,NA,429.7,3176.5
2014,8,Peixe Cartilaginoso,Cações agrupados,Shark,NA,4321.55,46461.37
2014,8,Peixe Cartilaginoso,Cambeva,Bronze hammerhead shark,Sphyrna lewini,318,2010
2014,8,Peixe Cartilaginoso,Machote,Spinner Shark,NA,57,503.75
2014,8,Peixe Cartilaginoso,Raia-emplastro,Ray,NA,3372,3048.9
2014,8,Peixe Cartilaginoso,Raia-emplastro-castelnaui,Ray,NA,800,2400
2014,8,Peixe Cartilaginoso,Raias agrupadas,Ray,NA,6191.3,9822.8
2014,8,Peixe Cartilaginoso,Viola,Common guitarfish,Rhinobatos rhinobatos,2,1
2014,8,Peixe Ósseo,Abrótea,Brazilian codling,Urophycis brasiliensis,9963.5,24440.15
2014,8,Peixe Ósseo,Acará,Acará,NA,33,152
2014,8,Peixe Ósseo,Agulha,Garfish,Hyporhamphus,16,80
2014,8,Peixe Ósseo,Agulhão,Atlantic saury,Scomberesox saurus,52,110
2014,8,Peixe Ósseo,Agulhão-vela platypterus,Agulhão-vela platypterus,NA,20,180
2014,8,Peixe Ósseo,Atuns agrupados,Tuna,NA,30,300
2014,8,Peixe Ósseo,Badejo,Whiting,Mycteroperca spp.,1.4,11.2
2014,8,Peixe Ósseo,Badejo-mira,Comb grouper,Mycteroperca rubra,6,109.5
2014,8,Peixe Ósseo,Bagre,Couma sea catfish,Sciades couma,524.9,1102.89
2014,8,Peixe Ósseo,Bagre-africano,African catfish,Clarias gariepinus,10,50
2014,8,Peixe Ósseo,Bagre-amarelo,Gillbacker sea catfish,Sciades parkeri,729.7,2260.39
2014,8,Peixe Ósseo,Bagre-branco,Catfish,Sciades proops,19989.6,64866.36
2014,8,Peixe Ósseo,Baiacú,trunkfish,NA,26,134.5
2014,8,Peixe Ósseo,Batata,Atlantic goldeneye tilefish,Caulolatilus chrysops,1186,4463.65
2014,8,Peixe Ósseo,Betara,Carolina Whiting,Menticirrhus spp.,40855.43,98344.69
2014,8,Peixe Ósseo,Bicuda,European barracuda,Sphyraena tome,569.5,991.86
2014,8,Peixe Ósseo,Cabrinha,East Atlantic Red Gurnard,Prionotus spp.,23393,46087
2014,8,Peixe Ósseo,Caranha,Dog Snapper,Lutjanus spp.,65.3,539.95
2014,8,Peixe Ósseo,Carapau,Jack mackerel,Trachurus lathami,997,3955
2014,8,Peixe Ósseo,Carapeba,Broad shad,Diapterus auratus,591.8,2372.55
2014,8,Peixe Ósseo,Caraputanga,American red,Lutjanus purpureus,18,72
2014,8,Peixe Ósseo,Caratinga,Mojarra,NA,408.85,2753.99
2014,8,Peixe Ósseo,Cascudo,Atlantic searobin,Prionotus punctatus,506,2578
2014,8,Peixe Ósseo,Castanha,Argentine croaker,Umbrina canosai,2475,4689.4
2014,8,Peixe Ósseo,Cavala,Chub mackerel,Scomberomorus cavalla,13.3,194.8
2014,8,Peixe Ósseo,Chernes agrupados,#N/A,#N/A,18,140
2014,8,Peixe Ósseo,Cioba,Dog Snapper,Lutjanus analis,237.4,2853.28
2014,8,Peixe Ósseo,Congro-rosa,Australian Rockling,Genypterus brasiliensis,9571.5,71043
2014,8,Peixe Ósseo,Congros e enguias,Congros e enguias,NA,18,27
2014,8,Peixe Ósseo,Corcoroca,Grey Grunt,Haemulon spp.,54,56
2014,8,Peixe Ósseo,Corvina,Bashaw,Micropogonias furnieri,278581.59,1295841.04
2014,8,Peixe Ósseo,Curimbatá,Curimbatá,NA,5,15
2014,8,Peixe Ósseo,Enchova,Ancho,Pomatomus saltatrix,1915.4,20008.42
2014,8,Peixe Ósseo,Enchova-preta,Castor oil fish,Ruvettus pretiosus,80,1520
2014,8,Peixe Ósseo,Espada,Broadbill,Xiphias gladius,11993,19069.45
2014,8,Peixe Ósseo,Espadarte,Swordfish,Xiphias gladius,3930,47160
2014,8,Peixe Ósseo,Galo,American John Dory,Zenopsis conchifer,790,2632
2014,8,Peixe Ósseo,Galo-de-penacho,Atlantic Moonfish,Selene setapinnis,7390,7560
2014,8,Peixe Ósseo,Garoupa,Deady,Epinephelus spp.,1100.5,20220.9
2014,8,Peixe Ósseo,Goete,Jamaica weakfish,Cynoscion jamaicensis,75454,269066.67
2014,8,Peixe Ósseo,Gordinho,Angelfish,Pomacanthus arcuatus,7292,12491.62
2014,8,Peixe Ósseo,Guaivira,Jack,Oligoplites spp.,5155.3,12906.68
2014,8,Peixe Ósseo,Linguado,Flatfish,Paralichthys spp.,13774.9,142921.58
2014,8,Peixe Ósseo,Linguado-areia,Flatfish,NA,13845,31437.5
2014,8,Peixe Ósseo,Mandi,catfish,NA,140.9,693.3
2014,8,Peixe Ósseo,Manjuba-chata,anchovy,NA,4673,18562
2014,8,Peixe Ósseo,Manjuba-de-iguape,anchovy,NA,890,5774.7
2014,8,Peixe Ósseo,Manjubas,Manjubas,NA,50.1,325.2
2014,8,Peixe Ósseo,Maria-luíza,Croaker,NA,1729.5,1721.25
2014,8,Peixe Ósseo,Maria-mole,Maria-mole,Cynoscion guatucupa,2907,9657.9
2014,8,Peixe Ósseo,Merluza,Hake,Merluccius hubbsi,11409,30625.5
2014,8,Peixe Ósseo,Micholes agrupados,Micholes agrupados,NA,2,30
2014,8,Peixe Ósseo,Miraguaia,Miraguaia,NA,255.3,947.3
2014,8,Peixe Ósseo,Mistura,Mistura,NA,52282.01,100975.99
2014,8,Peixe Ósseo,Namorado,Namorado,Pseudopercis spp.,546,5468.5
2014,8,Peixe Ósseo,Nundiá,Nundiá,NA,338,2019
2014,8,Peixe Ósseo,Olhete,Amberjack,Seriola lalandi,257.7,4684.8
2014,8,Peixe Ósseo,Olho-de-boi,Amberjack,NA,614,10965
2014,8,Peixe Ósseo,Olho-de-cão,Olho-de-cão,Priacanthus spp.,4913.5,11925.25
2014,8,Peixe Ósseo,Oveva,Cabezon,Larimus breviceps,6993.5,8334.9
2014,8,Peixe Ósseo,Palombeta,Leerfish,Chloroscombrus chrysurus,3295,3451.13
2014,8,Peixe Ósseo,Pampo,Pampo,Trachinotus spp.,694.6,1829.25
2014,8,Peixe Ósseo,Pampo-galhudo,Pampo-galhudo,NA,250,1000
2014,8,Peixe Ósseo,Parambiju,Parambiju,NA,15.5,184.25
2014,8,Peixe Ósseo,Pararê,Pararê,NA,311.7,732.7
2014,8,Peixe Ósseo,Parati,Mullet,NA,9249.3,22770.23
2014,8,Peixe Ósseo,Pargo-rosa,Common sea bream,Pagrus pagrus,710,4144.25
2014,8,Peixe Ósseo,Paru,Paru,NA,1873.6,4223.35
2014,8,Peixe Ósseo,Peixe-prego,Peixe-prego,Macrourus spp.,25,475
2014,8,Peixe Ósseo,Pescada-amarela,Acoupa weakfish,Cynoscion acoupa,972,10865.67
2014,8,Peixe Ósseo,Pescada-banana,Weakfish,NA,18.8,171.6
2014,8,Peixe Ósseo,Pescada-branca,Weakfish,Cynoscion leiarchus,5404.9,57245.15
2014,8,Peixe Ósseo,Pescada-cambucu,Weakfish,NA,6473.56,92494.02
2014,8,Peixe Ósseo,Pescada-dentão,Weakfish,NA,833.9,8397.05
2014,8,Peixe Ósseo,Pescada-foguete,Weakfish,NA,68092.47,504182.11
2014,8,Peixe Ósseo,Pescadas agrupadas,Weakfish,NA,230,2034.5
2014,8,Peixe Ósseo,Pirajica,Pirajica,Kyphosus spp.,742.4,2448
2014,8,Peixe Ósseo,Porco,Porco,NA,2978.5,25726.53
2014,8,Peixe Ósseo,Porco-chinelo,Porco-chinelo,NA,680.8,5445.2
2014,8,Peixe Ósseo,Porco-peludo,Porco-peludo,NA,1072,3554
2014,8,Peixe Ósseo,Prejereba,Atlantic tripletail,Lobotes surinamensis,827.2,7473.2
2014,8,Peixe Ósseo,Robalo,Snook,Centropomus spp.,1215.5,18209.4
2014,8,Peixe Ósseo,Robalo-flecha,Robalo-flecha,NA,357.4,8390.59
2014,8,Peixe Ósseo,Robalo-peva,Robalo-peva,NA,1950.06,26338.69
2014,8,Peixe Ósseo,Roncador,Barred grunt,Conodon nobilis,10433,23405
2014,8,Peixe Ósseo,Saguá,Saguá,NA,32,31
2014,8,Peixe Ósseo,Salema,Salema,Sarpa salpa,4,14
2014,8,Peixe Ósseo,Sapo,Sapo,NA,4024,16186
2014,8,Peixe Ósseo,Sardinha-bandeira,Brazilian sardinella,NA,5648,5018.6
2014,8,Peixe Ósseo,Sardinha-verdadeira,Brazilian sardinella,Sardinella brasiliensis,681627.5,1007677.38
2014,8,Peixe Ósseo,Sargo,Sargo,NA,52.3,315.45
2014,8,Peixe Ósseo,Sari-sari,Sari-sari,NA,274.4,1015.45
2014,8,Peixe Ósseo,Savelha,Twaite shad,Brevoortia spp.,22000,20900
2014,8,Peixe Ósseo,Sernambiguara,Sernambiguara,NA,16,96
2014,8,Peixe Ósseo,Sororoca,Sororoca,Scomberomorus,8368.27,68140.51
2014,8,Peixe Ósseo,Tainha,Mullet,Mugil spp.,35052.15,229074.52
2014,8,Peixe Ósseo,Tira-vira,Brazilian flathead,Percophis brasiliensis,2116,3356.1
2014,8,Peixe Ósseo,Tortinha,Bigtooth corvina,Isopisthus parvipinnis,237.8,1384
2014,8,Peixe Ósseo,Traíra,Traíra,NA,1124.5,14465.23
2014,8,Peixe Ósseo,Trilha,Argentine goatfish,Mullus argentinae,7179,19717.65
2014,8,Peixe Ósseo,Trombeta,Trombeta,NA,50,225
2014,8,Peixe Ósseo,Ubarana,Ubarana,NA,2,6
2014,8,Peixe Ósseo,Vermelho,Snapper,Lutjanus spp.,124.4,1437.4
2014,8,Peixe Ósseo,Xarelete,Black jack,Caranx latus,68.3,542.1
2014,8,Peixe Ósseo,Xaréu,Black cavalli,Caranx hippos,77.5,410.5
2014,8,Peixe Ósseo,Xaréu-branco,Jack,NA,171,1710
2014,8,,,#N/A,#N/A,0,0
2014,9,Crustáceo,Camarão-estuarino,Shrimp,NA,340.51,16682.1
2014,9,Crustáceo,Camarão-legítimo,Shrimp,Litopenaeus schimitti,7975.88,248050.65
2014,9,Crustáceo,Camarão-rosa,Shrimp,Farfantepenaeus paulensis,29802.4,1254117.92
2014,9,Crustáceo,Camarão-sete-barbas,Shrimp,Xiphopenaeus kroyeri,176218.8,1208099.13
2014,9,Crustáceo,Caranguejo-uçá,Crab,NA,7324.79,33568.41
2014,9,Crustáceo,Lagosta,Lobster,Panulirus laevicauda,3.5,192.5
2014,9,Crustáceo,Lagostim,Norway lobster,Metanephrops rubellus,2896,32147
2014,9,Crustáceo,Pitú-de-iguape,Crayfish,NA,475.38,14642.41
2014,9,Crustáceo,Sapateira,Edible crab,Cancer pagurus,107,1911
2014,9,Crustáceo,Siri-azul,Crab,NA,4889.46,44862.5
2014,9,Crustáceo,Siri-candeia,Crab,NA,265,678
2014,9,Crustáceo,Siris agrupados,Crab,NA,169.09,568.36
2014,9,Crustáceo,Tamburutaca,Tamburutaca,NA,0.5,0.5
2014,9,Molusco,Berbigão,Cockle,Anomalocardia brasiliana,165,412.5
2014,9,Molusco,Lula,Squid,Loligo sanpaulensis,851.75,5048.33
2014,9,Molusco,Lula-branca,Lula-branca,NA,0.5,5
2014,9,Molusco,Mexilhão,Mussel,Perna perna,78.3,947
2014,9,Molusco,Mexilhão-do-mangue,Mussel,NA,454.3,2301
2014,9,Molusco,Ostra,Oyster,Crassostrea spp.,22847.96,67168.93
2014,9,Molusco,Polvo,Octopus,Octopus spp.,45329.3,701559.29
2014,9,Molusco,Polvo-saquinho,Polvo-saquinho,NA,55,199.4
2014,9,Peixe Cartilaginoso,Anequim,Beaumaris shark,Lamna nasus,2300,21700
2014,9,Peixe Cartilaginoso,Cação-anjo,Shark,NA,257,1128.8
2014,9,Peixe Cartilaginoso,Cação-azul,Blue dog,Prionace glauca,1450,10225
2014,9,Peixe Cartilaginoso,Cação-cabeça-chata,Cação-cabeça-chata,NA,7.34,51.38
2014,9,Peixe Cartilaginoso,Cação-galha-preta,Shark,NA,0.8,6.8
2014,9,Peixe Cartilaginoso,Cação-rola-rola,Shark,NA,424.5,2075.75
2014,9,Peixe Cartilaginoso,Cações agrupados,Shark,NA,4519.2,48235.7
2014,9,Peixe Cartilaginoso,Cambeva,Bronze hammerhead shark,Sphyrna lewini,400.3,2940.2
2014,9,Peixe Cartilaginoso,Machote,Spinner Shark,NA,236,2756
2014,9,Peixe Cartilaginoso,Raia-emplastro,Ray,NA,5353,4235.9
2014,9,Peixe Cartilaginoso,Raia-emplastro-castelnaui,Ray,NA,300,600
2014,9,Peixe Cartilaginoso,Raias agrupadas,Ray,NA,3854.4,5503.7
2014,9,Peixe Cartilaginoso,Tintureira,Blue shark,Prionace glauca,8.7,87
2014,9,Peixe Cartilaginoso,Viola,Common guitarfish,Rhinobatos rhinobatos,15.5,122.5
2014,9,Peixe Ósseo,Abrótea,Brazilian codling,Urophycis brasiliensis,10963.9,30432.9
2014,9,Peixe Ósseo,Acará,Acará,NA,52,199.5
2014,9,Peixe Ósseo,Agulha,Garfish,Hyporhamphus,29,41.5
2014,9,Peixe Ósseo,Amboré,Amboré,NA,4.55,50
2014,9,Peixe Ósseo,Atuns agrupados,Tuna,NA,61,675
2014,9,Peixe Ósseo,Bagre,Couma sea catfish,Sciades couma,2193.4,3991.7
2014,9,Peixe Ósseo,Bagre-africano,African catfish,Clarias gariepinus,39.6,173.36
2014,9,Peixe Ósseo,Bagre-amarelo,Gillbacker sea catfish,Sciades parkeri,597.9,1827.3
2014,9,Peixe Ósseo,Bagre-branco,Catfish,Sciades proops,21564.7,69958.73
2014,9,Peixe Ósseo,Baiacú,trunkfish,NA,3.5,19.25
2014,9,Peixe Ósseo,Batata,Atlantic goldeneye tilefish,Caulolatilus chrysops,1191,3980
2014,9,Peixe Ósseo,Betara,Carolina Whiting,Menticirrhus spp.,62973.74,159704.86
2014,9,Peixe Ósseo,Bicuda,European barracuda,Sphyraena tome,876,2325.95
2014,9,Peixe Ósseo,Bonito-cachorra,skipjack tuna,NA,36,180
2014,9,Peixe Ósseo,Bonito-pintado,Atlantic black skipjack,Euthynnus alletteratus,246,615
2014,9,Peixe Ósseo,Bonitos agrupados,skipjack tuna,NA,4035,18105
2014,9,Peixe Ósseo,Cabrinha,East Atlantic Red Gurnard,Prionotus spp.,30573.5,51225.84
2014,9,Peixe Ósseo,Cangoá,Cangoá,NA,4,14
2014,9,Peixe Ósseo,Canhanha,Brim,Archosargus rhomboidalis,4,32
2014,9,Peixe Ósseo,Caranha,Dog Snapper,Lutjanus spp.,11.4,129.1
2014,9,Peixe Ósseo,Carapau,Jack mackerel,Trachurus lathami,2810,8847.75
2014,9,Peixe Ósseo,Carapeba,Broad shad,Diapterus auratus,1260.3,5824.74
2014,9,Peixe Ósseo,Caraputanga,American red,Lutjanus purpureus,40,110
2014,9,Peixe Ósseo,Caratinga,Mojarra,NA,710,2486.01
2014,9,Peixe Ósseo,Carpa,Common carp,Cyprinus carpio,39.5,95.5
2014,9,Peixe Ósseo,Cascudo,Atlantic searobin,Prionotus punctatus,1297.4,6522.2
2014,9,Peixe Ósseo,Castanha,Argentine croaker,Umbrina canosai,1766,3428
2014,9,Peixe Ósseo,Cavala,Chub mackerel,Scomberomorus cavalla,2,40
2014,9,Peixe Ósseo,Chernes agrupados,#N/A,#N/A,10,80
2014,9,Peixe Ósseo,Cioba,Dog Snapper,Lutjanus analis,1835.2,9091.35
2014,9,Peixe Ósseo,Congro-rosa,Australian Rockling,Genypterus brasiliensis,7618,50694
2014,9,Peixe Ósseo,Congros e enguias,Congros e enguias,NA,35.5,35.5
2014,9,Peixe Ósseo,Corvina,Bashaw,Micropogonias furnieri,319256.34,1366895.79
2014,9,Peixe Ósseo,Dourado,Common dolphifish,Coryphaena hippurus,701.8,5603.6
2014,9,Peixe Ósseo,Enchova,Ancho,Pomatomus saltatrix,1110.5,10513.67
2014,9,Peixe Ósseo,Espada,Broadbill,Xiphias gladius,19661.9,28107.86
2014,9,Peixe Ósseo,Espadarte,Swordfish,Xiphias gladius,777,9096
2014,9,Peixe Ósseo,Galo,American John Dory,Zenopsis conchifer,339.5,777.66
2014,9,Peixe Ósseo,Galo-de-penacho,Atlantic Moonfish,Selene setapinnis,1115,1129.5
2014,9,Peixe Ósseo,Garoupa,Deady,Epinephelus spp.,939.23,17634.08
2014,9,Peixe Ósseo,Goete,Jamaica weakfish,Cynoscion jamaicensis,101686.8,346565.2
2014,9,Peixe Ósseo,Gordinho,Angelfish,Pomacanthus arcuatus,14843,24512.5
2014,9,Peixe Ósseo,Guaivira,Jack,Oligoplites spp.,6962.8,16240.08
2014,9,Peixe Ósseo,Linguado,Flatfish,Paralichthys spp.,6291.4,67253.94
2014,9,Peixe Ósseo,Linguado-areia,Flatfish,NA,14110,29891
2014,9,Peixe Ósseo,Mandi,catfish,NA,122.5,495.75
2014,9,Peixe Ósseo,Manjuba-chata,anchovy,NA,2099,8284
2014,9,Peixe Ósseo,Manjuba-de-iguape,anchovy,NA,7639.4,48772.31
2014,9,Peixe Ósseo,Manjubas,Manjubas,NA,15,150
2014,9,Peixe Ósseo,Manjubas agrupadas,anchovy,NA,225,900
2014,9,Peixe Ósseo,Maria-luíza,Croaker,NA,3339.5,2958.25
2014,9,Peixe Ósseo,Maria-mole,Maria-mole,Cynoscion guatucupa,3490,11020.81
2014,9,Peixe Ósseo,Marimbá,Porgy,NA,23,34.5
2014,9,Peixe Ósseo,Merluza,Hake,Merluccius hubbsi,6851,17443.5
2014,9,Peixe Ósseo,Miraguaia,Miraguaia,NA,246.5,907.81
2014,9,Peixe Ósseo,Mistura,Mistura,NA,84143.71,136796.54
2014,9,Peixe Ósseo,Moréia,Moréia,Gymnothorax spp.,8,32
2014,9,Peixe Ósseo,Namorado,Namorado,Pseudopercis spp.,419.7,4722.9
2014,9,Peixe Ósseo,Nundiá,Nundiá,NA,237.6,1210.2
2014,9,Peixe Ósseo,Olhete,Amberjack,Seriola lalandi,374.5,7490
2014,9,Peixe Ósseo,Olho-de-cão,Olho-de-cão,Priacanthus spp.,9372.5,20526.95
2014,9,Peixe Ósseo,Outras espécies,Outras espécies,NA,20,0
2014,9,Peixe Ósseo,Oveva,Cabezon,Larimus breviceps,14160.8,23504.67
2014,9,Peixe Ósseo,Palombeta,Leerfish,Chloroscombrus chrysurus,297,490.6
2014,9,Peixe Ósseo,Pampo,Pampo,Trachinotus spp.,608.7,1402.6
2014,9,Peixe Ósseo,Parambiju,Parambiju,NA,25.1,302.9
2014,9,Peixe Ósseo,Pararê,Pararê,NA,358.4,1209.79
2014,9,Peixe Ósseo,Parati,Mullet,NA,13585.8,33179.04
