"Taxon.Key","Country","Year","Aquaculture","Capture","Common_Name","MatchGroup"
600320,"Chile","X2016",NA,8269,"Southern blue whiting","Whiting"
600322,"Chile","X2010",NA,25361,"Southern hake","Hakes"
600322,"Chile","X2011",NA,20909,"Southern hake","Hakes"
600322,"Chile","X2012",NA,20288,"Southern hake","Hakes"
600322,"Chile","X2013",NA,19346,"Southern hake","Hakes"
600322,"Chile","X2014",NA,12393,"Southern hake","Hakes"
600322,"Chile","X2015",NA,16150,"Southern hake","Hakes"
600322,"Chile","X2016",NA,16804,"Southern hake","Hakes"
690377,"Chile","X2010",NA,3441,"Southern king crab","Crabs"
690377,"Chile","X2011",NA,5676,"Southern king crab","Crabs"
690377,"Chile","X2012",NA,6490,"Southern king crab","Crabs"
690377,"Chile","X2013",NA,5743,"Southern king crab","Crabs"
690377,"Chile","X2014",NA,6207,"Southern king crab","Crabs"
690377,"Chile","X2015",NA,5975,"Southern king crab","Crabs"
690377,"Chile","X2016",NA,5583,"Southern king crab","Crabs"
654793,"Chile","X2010",NA,16977,"Southern rays bream","Rays Skates"
654793,"Chile","X2011",NA,28814,"Southern rays bream","Rays Skates"
654793,"Chile","X2012",NA,23214,"Southern rays bream","Rays Skates"
654793,"Chile","X2013",NA,11955,"Southern rays bream","Rays Skates"
654793,"Chile","X2014",NA,35975,"Southern rays bream","Rays Skates"
654793,"Chile","X2015",NA,34218,"Southern rays bream","Rays Skates"
654793,"Chile","X2016",NA,27586,"Southern rays bream","Rays Skates"
NA,"Chile","X2010",NA,0,"Sperm whale",NA
NA,"Chile","X2011",NA,0,"Sperm whale",NA
NA,"Chile","X2012",NA,0,"Sperm whale",NA
NA,"Chile","X2013",NA,0,"Sperm whale",NA
NA,"Chile","X2014",NA,0,"Sperm whale",NA
NA,"Chile","X2015",NA,0,"Sperm whale",NA
NA,"Chile","X2016",NA,0,"Sperm whale",NA
100176,"Chile","X2010",NA,0,"Starfishes nei","Echinoderms"
100176,"Chile","X2011",NA,0,"Starfishes nei","Echinoderms"
100176,"Chile","X2012",NA,0,"Starfishes nei","Echinoderms"
100176,"Chile","X2013",NA,0,"Starfishes nei","Echinoderms"
100176,"Chile","X2014",NA,0,"Starfishes nei","Echinoderms"
100176,"Chile","X2015",NA,0,"Starfishes nei","Echinoderms"
100176,"Chile","X2016",NA,0,"Starfishes nei","Echinoderms"
NA,"Chile","X2010",NA,0,"Straptoothed whale",NA
NA,"Chile","X2011",NA,0,"Straptoothed whale",NA
NA,"Chile","X2012",NA,0,"Straptoothed whale",NA
NA,"Chile","X2013",NA,0,"Straptoothed whale",NA
NA,"Chile","X2014",NA,0,"Straptoothed whale",NA
NA,"Chile","X2015",NA,0,"Straptoothed whale",NA
NA,"Chile","X2016",NA,0,"Straptoothed whale",NA
600223,"Chile","X2010",NA,20,"Striped marlin","Marine Fishes"
600223,"Chile","X2011",NA,3,"Striped marlin","Marine Fishes"
600223,"Chile","X2012",NA,8,"Striped marlin","Marine Fishes"
600223,"Chile","X2013",NA,10,"Striped marlin","Marine Fishes"
600223,"Chile","X2014",NA,42,"Striped marlin","Marine Fishes"
600223,"Chile","X2015",NA,55,"Striped marlin","Marine Fishes"
600223,"Chile","X2016",NA,28,"Striped marlin","Marine Fishes"
600226,"Chile","X2010",NA,4363,"Swordfish","Marine Fishes"
600226,"Chile","X2011",NA,4949,"Swordfish","Marine Fishes"
600226,"Chile","X2012",NA,6339,"Swordfish","Marine Fishes"
600226,"Chile","X2013",NA,4852,"Swordfish","Marine Fishes"
600226,"Chile","X2014",NA,5799,"Swordfish","Marine Fishes"
600226,"Chile","X2015",NA,6029,"Swordfish","Marine Fishes"
600226,"Chile","X2016",NA,6928,"Swordfish","Marine Fishes"
690411,"Chile","X2010",NA,21591,"Taca clam","Clams"
690411,"Chile","X2011",NA,20359,"Taca clam","Clams"
690411,"Chile","X2012",NA,11264,"Taca clam","Clams"
690411,"Chile","X2013",NA,6299,"Taca clam","Clams"
690411,"Chile","X2014",NA,9105,"Taca clam","Clams"
690411,"Chile","X2015",NA,12970,"Taca clam","Clams"
690411,"Chile","X2016",NA,13845,"Taca clam","Clams"
600306,"Chile","X2010",NA,1400,"Tadpole codling","Cods"
600306,"Chile","X2011",NA,1091,"Tadpole codling","Cods"
600306,"Chile","X2012",NA,768,"Tadpole codling","Cods"
600306,"Chile","X2013",NA,374,"Tadpole codling","Cods"
600306,"Chile","X2014",NA,522,"Tadpole codling","Cods"
600306,"Chile","X2015",NA,703,"Tadpole codling","Cods"
600306,"Chile","X2016",NA,536,"Tadpole codling","Cods"
590137,"Chile","X2010",NA,3290,"Taquilla clams","Clams"
590137,"Chile","X2011",NA,1734,"Taquilla clams","Clams"
590137,"Chile","X2012",NA,722,"Taquilla clams","Clams"
590137,"Chile","X2013",NA,935,"Taquilla clams","Clams"
590137,"Chile","X2014",NA,1743,"Taquilla clams","Clams"
590137,"Chile","X2015",NA,1154,"Taquilla clams","Clams"
590137,"Chile","X2016",NA,1234,"Taquilla clams","Clams"
NA,"Chile","X2010",NA,0,"Toothed whales nei",NA
NA,"Chile","X2011",NA,0,"Toothed whales nei",NA
NA,"Chile","X2012",NA,0,"Toothed whales nei",NA
NA,"Chile","X2013",NA,0,"Toothed whales nei",NA
NA,"Chile","X2014",NA,0,"Toothed whales nei",NA
NA,"Chile","X2015",NA,0,"Toothed whales nei",NA
NA,"Chile","X2016",NA,0,"Toothed whales nei",NA
501905,"Chile","X2010",NA,0,"Tunalike fishes nei","Tunas"
501905,"Chile","X2011",NA,0,"Tunalike fishes nei","Tunas"
501905,"Chile","X2012",NA,0,"Tunalike fishes nei","Tunas"
501905,"Chile","X2013",NA,0,"Tunalike fishes nei","Tunas"
501905,"Chile","X2014",NA,0,"Tunalike fishes nei","Tunas"
501905,"Chile","X2015",NA,0,"Tunalike fishes nei","Tunas"
501905,"Chile","X2016",NA,0,"Tunalike fishes nei","Tunas"
601348,"Chile","X2010",292,NA,"Turbot","Flatfishes"
601348,"Chile","X2011",252,NA,"Turbot","Flatfishes"
601348,"Chile","X2012",442,NA,"Turbot","Flatfishes"
601348,"Chile","X2013",107,NA,"Turbot","Flatfishes"
601348,"Chile","X2014",2,NA,"Turbot","Flatfishes"
601348,"Chile","X2015",3,NA,"Turbot","Flatfishes"
601348,"Chile","X2016",0,NA,"Turbot","Flatfishes"
390002,"Chile","X2010",NA,18,"Various squids nei","Squids Cuttlefish"
390002,"Chile","X2011",NA,63,"Various squids nei","Squids Cuttlefish"
390002,"Chile","X2012",NA,134,"Various squids nei","Squids Cuttlefish"
390002,"Chile","X2013",NA,15,"Various squids nei","Squids Cuttlefish"
390002,"Chile","X2014",NA,18,"Various squids nei","Squids Cuttlefish"
390002,"Chile","X2015",NA,16,"Various squids nei","Squids Cuttlefish"
390002,"Chile","X2016",NA,5,"Various squids nei","Squids Cuttlefish"
502617,"Chile","X2010",NA,3603,"Warehou nei","Marine Fishes"
502617,"Chile","X2011",NA,4242,"Warehou nei","Marine Fishes"
502617,"Chile","X2012",NA,2834,"Warehou nei","Marine Fishes"
502617,"Chile","X2013",NA,3600,"Warehou nei","Marine Fishes"
502617,"Chile","X2014",NA,3636,"Warehou nei","Marine Fishes"
502617,"Chile","X2015",NA,4929,"Warehou nei","Marine Fishes"
502617,"Chile","X2016",NA,6936,"Warehou nei","Marine Fishes"
600143,"Chile","X2010",NA,30,"Yellowfin tuna","Tunas"
600143,"Chile","X2011",NA,2,"Yellowfin tuna","Tunas"
600143,"Chile","X2012",NA,50,"Yellowfin tuna","Tunas"
600143,"Chile","X2013",NA,4,"Yellowfin tuna","Tunas"
600143,"Chile","X2014",NA,8,"Yellowfin tuna","Tunas"
600143,"Chile","X2015",NA,39,"Yellowfin tuna","Tunas"
600143,"Chile","X2016",NA,29,"Yellowfin tuna","Tunas"
600382,"Chile","X2010",0,NA,"Yellowtail amberjack","Amberjack"
600382,"Chile","X2011",0,NA,"Yellowtail amberjack","Amberjack"
600382,"Chile","X2012",0,NA,"Yellowtail amberjack","Amberjack"
600382,"Chile","X2013",0,NA,"Yellowtail amberjack","Amberjack"
600382,"Chile","X2014",1,NA,"Yellowtail amberjack","Amberjack"
600382,"Chile","X2015",0,NA,"Yellowtail amberjack","Amberjack"
600382,"Chile","X2016",0,NA,"Yellowtail amberjack","Amberjack"
NA,"Peru","X2010",114,NA," Brycon cephalus ",NA
NA,"Peru","X2011",95.1,NA," Brycon cephalus ",NA
NA,"Peru","X2012",46.5,NA," Brycon cephalus ",NA
NA,"Peru","X2013",58.14,NA," Brycon cephalus ",NA
NA,"Peru","X2014",36.91,NA," Brycon cephalus ",NA
NA,"Peru","X2015",33.1,NA," Brycon cephalus ",NA
NA,"Peru","X2016",87.43,NA," Brycon cephalus ",NA
NA,"Peru","X2010",0,NA," Chondracanthus chamissoi ",NA
NA,"Peru","X2011",0,NA," Chondracanthus chamissoi ",NA
NA,"Peru","X2012",130.65,NA," Chondracanthus chamissoi ",NA
NA,"Peru","X2013",44,NA," Chondracanthus chamissoi ",NA
NA,"Peru","X2014",2,NA," Chondracanthus chamissoi ",NA
NA,"Peru","X2015",0,NA," Chondracanthus chamissoi ",NA
NA,"Peru","X2016",0,NA," Chondracanthus chamissoi ",NA
NA,"Peru","X2010",22,NA,"Amazon sailfin catfish",NA
NA,"Peru","X2011",6,NA,"Amazon sailfin catfish",NA
NA,"Peru","X2012",6.9,NA,"Amazon sailfin catfish",NA
NA,"Peru","X2013",9.54,NA,"Amazon sailfin catfish",NA
NA,"Peru","X2014",4.81,NA,"Amazon sailfin catfish",NA
NA,"Peru","X2015",4.5,NA,"Amazon sailfin catfish",NA
NA,"Peru","X2016",8.87,NA,"Amazon sailfin catfish",NA
600004,"Peru","X2010",NA,3450609,"Anchoveta Peruvian anchovy ","Anchovies Herrings Sardines"
600004,"Peru","X2011",NA,7125244,"Anchoveta Peruvian anchovy ","Anchovies Herrings Sardines"
600004,"Peru","X2012",NA,3776880,"Anchoveta Peruvian anchovy ","Anchovies Herrings Sardines"
600004,"Peru","X2013",NA,4870630,"Anchoveta Peruvian anchovy ","Anchovies Herrings Sardines"
600004,"Peru","X2014",NA,2322129,"Anchoveta Peruvian anchovy ","Anchovies Herrings Sardines"
600004,"Peru","X2015",NA,3769920,"Anchoveta Peruvian anchovy ","Anchovies Herrings Sardines"
600004,"Peru","X2016",NA,2855040,"Anchoveta Peruvian anchovy ","Anchovies Herrings Sardines"
NA,"Peru","X2010",48,258,"Arapaima",NA
NA,"Peru","X2011",422,227,"Arapaima",NA
NA,"Peru","X2012",637.2,287,"Arapaima",NA
NA,"Peru","X2013",94.44,303,"Arapaima",NA
NA,"Peru","X2014",54.64,298,"Arapaima",NA
NA,"Peru","X2015",135.1,1092,"Arapaima",NA
NA,"Peru","X2016",142.22,696,"Arapaima",NA
NA,"Peru","X2010",0,NA,"Argentinian silverside",NA
NA,"Peru","X2011",0,NA,"Argentinian silverside",NA
NA,"Peru","X2012",0,NA,"Argentinian silverside",NA
NA,"Peru","X2013",0,NA,"Argentinian silverside",NA
NA,"Peru","X2014",0,NA,"Argentinian silverside",NA
NA,"Peru","X2015",0,NA,"Argentinian silverside",NA
NA,"Peru","X2016",0,NA,"Argentinian silverside",NA
NA,"Peru","X2010",NA,0,"Baleen whales nei",NA
NA,"Peru","X2011",NA,0,"Baleen whales nei",NA
NA,"Peru","X2012",NA,0,"Baleen whales nei",NA
NA,"Peru","X2013",NA,0,"Baleen whales nei",NA
NA,"Peru","X2014",NA,1,"Baleen whales nei",NA
NA,"Peru","X2015",NA,0,"Baleen whales nei",NA
NA,"Peru","X2016",NA,0,"Baleen whales nei",NA
NA,"Peru","X2010",NA,0,"Bottlenose dolphin",NA
NA,"Peru","X2011",NA,0,"Bottlenose dolphin",NA
NA,"Peru","X2012",NA,0,"Bottlenose dolphin",NA
NA,"Peru","X2013",NA,0,"Bottlenose dolphin",NA
NA,"Peru","X2014",NA,0,"Bottlenose dolphin",NA
NA,"Peru","X2015",NA,0,"Bottlenose dolphin",NA
NA,"Peru","X2016",NA,0,"Bottlenose dolphin",NA
690058,"Peru","X2010",0,NA,"Brine shrimp","Shrimps Prawns"
690058,"Peru","X2011",0,NA,"Brine shrimp","Shrimps Prawns"
690058,"Peru","X2012",0,NA,"Brine shrimp","Shrimps Prawns"
690058,"Peru","X2013",0,NA,"Brine shrimp","Shrimps Prawns"
690058,"Peru","X2014",0,NA,"Brine shrimp","Shrimps Prawns"
690058,"Peru","X2015",0,NA,"Brine shrimp","Shrimps Prawns"
690058,"Peru","X2016",0,NA,"Brine shrimp","Shrimps Prawns"
NA,"Peru","X2010",NA,0,"Bryde   whale",NA
NA,"Peru","X2011",NA,0,"Bryde   whale",NA
NA,"Peru","X2012",NA,0,"Bryde   whale",NA
NA,"Peru","X2013",NA,0,"Bryde   whale",NA
NA,"Peru","X2014",NA,0,"Bryde   whale",NA
NA,"Peru","X2015",NA,0,"Bryde   whale",NA
NA,"Peru","X2016",NA,0,"Bryde   whale",NA
NA,"Peru","X2010",NA,0,"Burmeister   porpoise",NA
NA,"Peru","X2011",NA,0,"Burmeister   porpoise",NA
NA,"Peru","X2012",NA,0,"Burmeister   porpoise",NA
NA,"Peru","X2013",NA,0,"Burmeister   porpoise",NA
NA,"Peru","X2014",NA,0,"Burmeister   porpoise",NA
NA,"Peru","X2015",NA,0,"Burmeister   porpoise",NA
NA,"Peru","X2016",NA,0,"Burmeister   porpoise",NA
600397,"Peru","X2010",NA,4142,"Cabinza grunt","Grunts"
600397,"Peru","X2011",NA,3657,"Cabinza grunt","Grunts"
600397,"Peru","X2012",NA,2369,"Cabinza grunt","Grunts"
600397,"Peru","X2013",NA,2258,"Cabinza grunt","Grunts"
600397,"Peru","X2014",NA,2121,"Cabinza grunt","Grunts"
600397,"Peru","X2015",NA,2564,"Cabinza grunt","Grunts"
600397,"Peru","X2016",NA,3082,"Cabinza grunt","Grunts"
NA,"Peru","X2010",680,425,"Cachama",NA
NA,"Peru","X2011",522,346,"Cachama",NA
NA,"Peru","X2012",452.6,149,"Cachama",NA
NA,"Peru","X2013",530.53,144,"Cachama",NA
NA,"Peru","X2014",504.26,120,"Cachama",NA
NA,"Peru","X2015",298.5,231,"Cachama",NA
NA,"Peru","X2016",1863.04,463,"Cachama",NA
NA,"Peru","X2010",0,NA,"Characins nei",NA
NA,"Peru","X2011",0,NA,"Characins nei",NA
NA,"Peru","X2012",0,NA,"Characins nei",NA
NA,"Peru","X2013",0,NA,"Characins nei",NA
NA,"Peru","X2014",0,NA,"Characins nei",NA
NA,"Peru","X2015",0,NA,"Characins nei",NA
NA,"Peru","X2016",0,NA,"Characins nei",NA
600367,"Peru","X2010",NA,58075,"Chilean jack mackerel","Mackerels"
600367,"Peru","X2011",NA,257915,"Chilean jack mackerel","Mackerels"
600367,"Peru","X2012",NA,192638,"Chilean jack mackerel","Mackerels"
600367,"Peru","X2013",NA,81467,"Chilean jack mackerel","Mackerels"
600367,"Peru","X2014",NA,81748,"Chilean jack mackerel","Mackerels"
600367,"Peru","X2015",NA,23036,"Chilean jack mackerel","Mackerels"
600367,"Peru","X2016",NA,15121,"Chilean jack mackerel","Mackerels"
690078,"Peru","X2010",NA,1314,"Chilean sea urchin","Echinoderms"
690078,"Peru","X2011",NA,1552,"Chilean sea urchin","Echinoderms"
690078,"Peru","X2012",NA,2295,"Chilean sea urchin","Echinoderms"
690078,"Peru","X2013",NA,1067,"Chilean sea urchin","Echinoderms"
690078,"Peru","X2014",NA,1869,"Chilean sea urchin","Echinoderms"
690078,"Peru","X2015",NA,1273,"Chilean sea urchin","Echinoderms"
690078,"Peru","X2016",NA,1113,"Chilean sea urchin","Echinoderms"
690081,"Peru","X2010",NA,9022,"Cholga mussel","Clams"
690081,"Peru","X2011",NA,9171,"Cholga mussel","Clams"
690081,"Peru","X2012",NA,8451,"Cholga mussel","Clams"
690081,"Peru","X2013",NA,6954,"Cholga mussel","Clams"
690081,"Peru","X2014",NA,5866,"Cholga mussel","Clams"
690081,"Peru","X2015",NA,4476,"Cholga mussel","Clams"
690081,"Peru","X2016",NA,3682,"Cholga mussel","Clams"
100056,"Peru","X2010",NA,765,"Clams etc nei","Clams"
100056,"Peru","X2011",NA,491,"Clams etc nei","Clams"
100056,"Peru","X2012",NA,761,"Clams etc nei","Clams"
100056,"Peru","X2013",NA,1227,"Clams etc nei","Clams"
100056,"Peru","X2014",NA,1207,"Clams etc nei","Clams"
100056,"Peru","X2015",NA,3627,"Clams etc nei","Clams"
100056,"Peru","X2016",NA,610,"Clams etc nei","Clams"
601450,"Peru","X2010",19,NA,"Common carp","Marine Fishes"
601450,"Peru","X2011",8,NA,"Common carp","Marine Fishes"
601450,"Peru","X2012",18.9,NA,"Common carp","Marine Fishes"
601450,"Peru","X2013",6.17,NA,"Common carp","Marine Fishes"
601450,"Peru","X2014",2.01,NA,"Common carp","Marine Fishes"
601450,"Peru","X2015",4,NA,"Common carp","Marine Fishes"
601450,"Peru","X2016",3.89,NA,"Common carp","Marine Fishes"
NA,"Peru","X2010",NA,0,"Common dolphin",NA
NA,"Peru","X2011",NA,0,"Common dolphin",NA
NA,"Peru","X2012",NA,0,"Common dolphin",NA
NA,"Peru","X2013",NA,0,"Common dolphin",NA
NA,"Peru","X2014",NA,0,"Common dolphin",NA
NA,"Peru","X2015",NA,0,"Common dolphin",NA
NA,"Peru","X2016",NA,0,"Common dolphin",NA
600006,"Peru","X2010",NA,53359,"Common dolphinfish","Marine Fishes"
600006,"Peru","X2011",NA,43688,"Common dolphinfish","Marine Fishes"
600006,"Peru","X2012",NA,58961,"Common dolphinfish","Marine Fishes"
600006,"Peru","X2013",NA,55830,"Common dolphinfish","Marine Fishes"
600006,"Peru","X2014",NA,55136,"Common dolphinfish","Marine Fishes"
600006,"Peru","X2015",NA,61909,"Common dolphinfish","Marine Fishes"
600006,"Peru","X2016",NA,40343,"Common dolphinfish","Marine Fishes"
626675,"Peru","X2010",NA,9945,"Corvina drum","Croakers"
626675,"Peru","X2011",NA,9049,"Corvina drum","Croakers"
626675,"Peru","X2012",NA,811,"Corvina drum","Croakers"
626675,"Peru","X2013",NA,1163,"Corvina drum","Croakers"
626675,"Peru","X2014",NA,5822,"Corvina drum","Croakers"
626675,"Peru","X2015",NA,1301,"Corvina drum","Croakers"
626675,"Peru","X2016",NA,1679,"Corvina drum","Croakers"
NA,"Peru","X2010",NA,0,"Craylets squat lobsters nei",NA
NA,"Peru","X2011",NA,0,"Craylets squat lobsters nei",NA
NA,"Peru","X2012",NA,0,"Craylets squat lobsters nei",NA
NA,"Peru","X2013",NA,0,"Craylets squat lobsters nei",NA
NA,"Peru","X2014",NA,0,"Craylets squat lobsters nei",NA
NA,"Peru","X2015",NA,248,"Craylets squat lobsters nei",NA
NA,"Peru","X2016",NA,5,"Craylets squat lobsters nei",NA
400331,"Peru","X2010",NA,377,"Croakers nei","Croakers"
400331,"Peru","X2011",NA,774,"Croakers nei","Croakers"
400331,"Peru","X2012",NA,31,"Croakers nei","Croakers"
400331,"Peru","X2013",NA,468,"Croakers nei","Croakers"
400331,"Peru","X2014",NA,353,"Croakers nei","Croakers"
400331,"Peru","X2015",NA,46,"Croakers nei","Croakers"
400331,"Peru","X2016",NA,66,"Croakers nei","Croakers"
400186,"Peru","X2010",NA,232,"Cuskeels nei","Eels"
400186,"Peru","X2011",NA,299,"Cuskeels nei","Eels"
400186,"Peru","X2012",NA,847,"Cuskeels nei","Eels"
400186,"Peru","X2013",NA,679,"Cuskeels nei","Eels"
400186,"Peru","X2014",NA,701,"Cuskeels nei","Eels"
400186,"Peru","X2015",NA,426,"Cuskeels nei","Eels"
400186,"Peru","X2016",NA,674,"Cuskeels nei","Eels"
NA,"Peru","X2010",NA,0,"Dolphins nei",NA
NA,"Peru","X2011",NA,0,"Dolphins nei",NA
NA,"Peru","X2012",NA,0,"Dolphins nei",NA
NA,"Peru","X2013",NA,0,"Dolphins nei",NA
NA,"Peru","X2014",NA,0,"Dolphins nei",NA
NA,"Peru","X2015",NA,0,"Dolphins nei",NA
NA,"Peru","X2016",NA,0,"Dolphins nei",NA
NA,"Peru","X2010",0,NA,"Dorada",NA
NA,"Peru","X2011",0,NA,"Dorada",NA
NA,"Peru","X2012",0,NA,"Dorada",NA
NA,"Peru","X2013",0,NA,"Dorada",NA
NA,"Peru","X2014",0,NA,"Dorada",NA
NA,"Peru","X2015",0,NA,"Dorada",NA
NA,"Peru","X2016",0,NA,"Dorada",NA
NA,"Peru","X2010",NA,0,"Dusky dolphin",NA
NA,"Peru","X2011",NA,0,"Dusky dolphin",NA
NA,"Peru","X2012",NA,0,"Dusky dolphin",NA
NA,"Peru","X2013",NA,0,"Dusky dolphin",NA
NA,"Peru","X2014",NA,0,"Dusky dolphin",NA
NA,"Peru","X2015",NA,0,"Dusky dolphin",NA
NA,"Peru","X2016",NA,0,"Dusky dolphin",NA
600113,"Peru","X2010",NA,13144,"Eastern Pacific bonito","Tunas"
600113,"Peru","X2011",NA,14654,"Eastern Pacific bonito","Tunas"
600113,"Peru","X2012",NA,23893,"Eastern Pacific bonito","Tunas"
600113,"Peru","X2013",NA,38610,"Eastern Pacific bonito","Tunas"
600113,"Peru","X2014",NA,40826,"Eastern Pacific bonito","Tunas"
600113,"Peru","X2015",NA,93049,"Eastern Pacific bonito","Tunas"
600113,"Peru","X2016",NA,78571,"Eastern Pacific bonito","Tunas"
690127,"Peru","X2010",0,2237,"False abalone","Abalones"
690127,"Peru","X2011",0,1195,"False abalone","Abalones"
690127,"Peru","X2012",0,1312,"False abalone","Abalones"
690127,"Peru","X2013",0,739,"False abalone","Abalones"
690127,"Peru","X2014",0,1342,"False abalone","Abalones"
690127,"Peru","X2015",0.5,480,"False abalone","Abalones"
690127,"Peru","X2016",0,573,"False abalone","Abalones"
NA,"Peru","X2010",NA,0,"Fin whale",NA
NA,"Peru","X2011",NA,0,"Fin whale",NA
NA,"Peru","X2012",NA,0,"Fin whale",NA
NA,"Peru","X2013",NA,0,"Fin whale",NA
NA,"Peru","X2014",NA,0,"Fin whale",NA
NA,"Peru","X2015",NA,0,"Fin whale",NA
NA,"Peru","X2016",NA,0,"Fin whale",NA
300061,"Peru","X2010",0,288,"Flatfishes nei","Flatfishes"
300061,"Peru","X2011",0,168,"Flatfishes nei","Flatfishes"
300061,"Peru","X2012",1,684,"Flatfishes nei","Flatfishes"
300061,"Peru","X2013",3.27,139,"Flatfishes nei","Flatfishes"
300061,"Peru","X2014",6.47,141,"Flatfishes nei","Flatfishes"
300061,"Peru","X2015",4.4,407,"Flatfishes nei","Flatfishes"
300061,"Peru","X2016",3.16,476,"Flatfishes nei","Flatfishes"
400206,"Peru","X2010",NA,2676,"Flyingfishes nei","Marine Fishes"
400206,"Peru","X2011",NA,6004,"Flyingfishes nei","Marine Fishes"
400206,"Peru","X2012",NA,6166,"Flyingfishes nei","Marine Fishes"
400206,"Peru","X2013",NA,4626,"Flyingfishes nei","Marine Fishes"
400206,"Peru","X2014",NA,7545,"Flyingfishes nei","Marine Fishes"
400206,"Peru","X2015",NA,4838,"Flyingfishes nei","Marine Fishes"
400206,"Peru","X2016",NA,9344,"Flyingfishes nei","Marine Fishes"
NA,"Peru","X2010",19,32816,"Freshwater fishes nei","Freshwater Fishes"
NA,"Peru","X2011",0,26412,"Freshwater fishes nei","Freshwater Fishes"
NA,"Peru","X2012",102.4,21901,"Freshwater fishes nei","Freshwater Fishes"
NA,"Peru","X2013",2.99,18617,"Freshwater fishes nei","Freshwater Fishes"
NA,"Peru","X2014",1.17,15579,"Freshwater fishes nei","Freshwater Fishes"
NA,"Peru","X2015",11.9,22803,"Freshwater fishes nei","Freshwater Fishes"
NA,"Peru","X2016",0,14055,"Freshwater fishes nei","Freshwater Fishes"
290006,"Peru","X2010",0,2389,"Gastropods nei","Marine Invertebrates"
290006,"Peru","X2011",0,2894,"Gastropods nei","Marine Invertebrates"
290006,"Peru","X2012",0,3101,"Gastropods nei","Marine Invertebrates"
290006,"Peru","X2013",0,2127,"Gastropods nei","Marine Invertebrates"
290006,"Peru","X2014",0,3302,"Gastropods nei","Marine Invertebrates"
290006,"Peru","X2015",0.03,3006,"Gastropods nei","Marine Invertebrates"
290006,"Peru","X2016",0,2751,"Gastropods nei","Marine Invertebrates"
NA,"Peru","X2010",0,NA,"Giant kelps nei",NA
NA,"Peru","X2011",0,NA,"Giant kelps nei",NA
NA,"Peru","X2012",15.4,NA,"Giant kelps nei",NA
NA,"Peru","X2013",0,NA,"Giant kelps nei",NA
NA,"Peru","X2014",0,NA,"Giant kelps nei",NA
NA,"Peru","X2015",1.58,NA,"Giant kelps nei",NA
NA,"Peru","X2016",1.27,NA,"Giant kelps nei",NA
690151,"Peru","X2010",15,NA,"Giant river prawn","Shrimps Prawns"
690151,"Peru","X2011",12.7,NA,"Giant river prawn","Shrimps Prawns"
690151,"Peru","X2012",11.4,NA,"Giant river prawn","Shrimps Prawns"
690151,"Peru","X2013",20.15,NA,"Giant river prawn","Shrimps Prawns"
690151,"Peru","X2014",78.13,NA,"Giant river prawn","Shrimps Prawns"
690151,"Peru","X2015",20.8,NA,"Giant river prawn","Shrimps Prawns"
690151,"Peru","X2016",33.61,NA,"Giant river prawn","Shrimps Prawns"
NA,"Peru","X2010",0,NA,"Gracilaria seaweeds","Seaweeds Plants"
NA,"Peru","X2011",0,NA,"Gracilaria seaweeds","Seaweeds Plants"
NA,"Peru","X2012",0,NA,"Gracilaria seaweeds","Seaweeds Plants"
NA,"Peru","X2013",0,NA,"Gracilaria seaweeds","Seaweeds Plants"
NA,"Peru","X2014",0,NA,"Gracilaria seaweeds","Seaweeds Plants"
NA,"Peru","X2015",0,NA,"Gracilaria seaweeds","Seaweeds Plants"
NA,"Peru","X2016",0,NA,"Gracilaria seaweeds","Seaweeds Plants"
NA,"Peru","X2010",NA,2,"Green spiny lobster","Lobsters"
NA,"Peru","X2011",NA,2,"Green spiny lobster","Lobsters"
NA,"Peru","X2012",NA,1,"Green spiny lobster","Lobsters"
NA,"Peru","X2013",NA,1,"Green spiny lobster","Lobsters"
NA,"Peru","X2014",NA,4,"Green spiny lobster","Lobsters"
NA,"Peru","X2015",NA,2,"Green spiny lobster","Lobsters"
NA,"Peru","X2016",NA,5,"Green spiny lobster","Lobsters"
500901,"Peru","X2010",NA,7,"Groupers nei","Groupers Snappers"
500901,"Peru","X2011",NA,103,"Groupers nei","Groupers Snappers"
500901,"Peru","X2012",NA,475,"Groupers nei","Groupers Snappers"
500901,"Peru","X2013",NA,13,"Groupers nei","Groupers Snappers"
500901,"Peru","X2014",NA,1,"Groupers nei","Groupers Snappers"
500901,"Peru","X2015",NA,116,"Groupers nei","Groupers Snappers"
500901,"Peru","X2016",NA,96,"Groupers nei","Groupers Snappers"
501143,"Peru","X2010",NA,87,"Grunts sweetlips nei","Grunts"
501143,"Peru","X2011",NA,103,"Grunts sweetlips nei","Grunts"
501143,"Peru","X2012",NA,23,"Grunts sweetlips nei","Grunts"
501143,"Peru","X2013",NA,9,"Grunts sweetlips nei","Grunts"
501143,"Peru","X2014",NA,49,"Grunts sweetlips nei","Grunts"
501143,"Peru","X2015",NA,15,"Grunts sweetlips nei","Grunts"
501143,"Peru","X2016",NA,101,"Grunts sweetlips nei","Grunts"
NA,"Peru","X2010",NA,0,"Humpback whale",NA
NA,"Peru","X2011",NA,0,"Humpback whale",NA
NA,"Peru","X2012",NA,0,"Humpback whale",NA
NA,"Peru","X2013",NA,0,"Humpback whale",NA
NA,"Peru","X2014",NA,2,"Humpback whale",NA
NA,"Peru","X2015",NA,0,"Humpback whale",NA
NA,"Peru","X2016",NA,0,"Humpback whale",NA
600071,"Peru","X2010",NA,0,"Jacks crevalles nei","Marine Fishes"
