"Taxon.Key","Country","Year","Aquaculture","Capture","Common_Name","MatchGroup"
600220,"Brazil","X2010",NA,0,"Longbill spearfish","Marine Fishes"
600220,"Brazil","X2011",NA,24,"Longbill spearfish","Marine Fishes"
600220,"Brazil","X2012",NA,4,"Longbill spearfish","Marine Fishes"
600220,"Brazil","X2013",NA,11,"Longbill spearfish","Marine Fishes"
600220,"Brazil","X2014",NA,6,"Longbill spearfish","Marine Fishes"
600220,"Brazil","X2015",NA,5,"Longbill spearfish","Marine Fishes"
600220,"Brazil","X2016",NA,5,"Longbill spearfish","Marine Fishes"
NA,"Brazil","X2010",NA,0,"Longfinned pilot whale",NA
NA,"Brazil","X2011",NA,0,"Longfinned pilot whale",NA
NA,"Brazil","X2012",NA,0,"Longfinned pilot whale",NA
NA,"Brazil","X2013",NA,0,"Longfinned pilot whale",NA
NA,"Brazil","X2014",NA,0,"Longfinned pilot whale",NA
NA,"Brazil","X2015",NA,0,"Longfinned pilot whale",NA
NA,"Brazil","X2016",NA,0,"Longfinned pilot whale",NA
NA,"Brazil","X2010",NA,0,"Loweye catfishes nei",NA
NA,"Brazil","X2011",NA,9027,"Loweye catfishes nei",NA
NA,"Brazil","X2012",NA,9098,"Loweye catfishes nei",NA
NA,"Brazil","X2013",NA,9175,"Loweye catfishes nei",NA
NA,"Brazil","X2014",NA,9058,"Loweye catfishes nei",NA
NA,"Brazil","X2015",NA,8660,"Loweye catfishes nei",NA
NA,"Brazil","X2016",NA,8660,"Loweye catfishes nei",NA
400416,"Brazil","X2010",NA,1911,"Mackerels nei","Tunas"
400416,"Brazil","X2011",NA,0,"Mackerels nei","Tunas"
400416,"Brazil","X2012",NA,0,"Mackerels nei","Tunas"
400416,"Brazil","X2013",NA,0,"Mackerels nei","Tunas"
400416,"Brazil","X2014",NA,0,"Mackerels nei","Tunas"
400416,"Brazil","X2015",NA,0,"Mackerels nei","Tunas"
400416,"Brazil","X2016",NA,0,"Mackerels nei","Tunas"
NA,"Brazil","X2010",NA,0,"Manduba",NA
NA,"Brazil","X2011",NA,2116,"Manduba",NA
NA,"Brazil","X2012",NA,2132,"Manduba",NA
NA,"Brazil","X2013",NA,2150,"Manduba",NA
NA,"Brazil","X2014",NA,2123,"Manduba",NA
NA,"Brazil","X2015",NA,2030,"Manduba",NA
NA,"Brazil","X2016",NA,2030,"Manduba",NA
NA,"Brazil","X2010",NA,34,"Marbled swamp eel",NA
NA,"Brazil","X2011",NA,32,"Marbled swamp eel",NA
NA,"Brazil","X2012",NA,33,"Marbled swamp eel",NA
NA,"Brazil","X2013",NA,33,"Marbled swamp eel",NA
NA,"Brazil","X2014",NA,33,"Marbled swamp eel",NA
NA,"Brazil","X2015",NA,31,"Marbled swamp eel",NA
NA,"Brazil","X2016",NA,31,"Marbled swamp eel",NA
490097,"Brazil","X2010",NA,8535,"Marine crabs nei","Crabs"
490097,"Brazil","X2011",NA,8755,"Marine crabs nei","Crabs"
490097,"Brazil","X2012",NA,9628,"Marine crabs nei","Crabs"
490097,"Brazil","X2013",NA,8690,"Marine crabs nei","Crabs"
490097,"Brazil","X2014",NA,8769,"Marine crabs nei","Crabs"
490097,"Brazil","X2015",NA,7900,"Marine crabs nei","Crabs"
490097,"Brazil","X2016",NA,7900,"Marine crabs nei","Crabs"
100047,"Brazil","X2010",NA,1093,"Marine crustaceans nei","Shrimps Prawns"
100047,"Brazil","X2011",NA,736,"Marine crustaceans nei","Shrimps Prawns"
100047,"Brazil","X2012",NA,810,"Marine crustaceans nei","Shrimps Prawns"
100047,"Brazil","X2013",NA,731,"Marine crustaceans nei","Shrimps Prawns"
100047,"Brazil","X2014",NA,737,"Marine crustaceans nei","Shrimps Prawns"
100047,"Brazil","X2015",NA,660,"Marine crustaceans nei","Shrimps Prawns"
100047,"Brazil","X2016",NA,660,"Marine crustaceans nei","Shrimps Prawns"
100039,"Brazil","X2010",0,40911,"Marine fishes nei","Marine Fishes"
100039,"Brazil","X2011",0,38177,"Marine fishes nei","Marine Fishes"
100039,"Brazil","X2012",0,42526,"Marine fishes nei","Marine Fishes"
100039,"Brazil","X2013",0,35330,"Marine fishes nei","Marine Fishes"
100039,"Brazil","X2014",0,32749,"Marine fishes nei","Marine Fishes"
100039,"Brazil","X2015",0,29400,"Marine fishes nei","Marine Fishes"
100039,"Brazil","X2016",0,29400,"Marine fishes nei","Marine Fishes"
100058,"Brazil","X2010",0,5189,"Marine molluscs nei","Marine Invertebrates"
100058,"Brazil","X2011",6,1319,"Marine molluscs nei","Marine Invertebrates"
100058,"Brazil","X2012",0,1450,"Marine molluscs nei","Marine Invertebrates"
100058,"Brazil","X2013",0,1309,"Marine molluscs nei","Marine Invertebrates"
100058,"Brazil","X2014",0,1321,"Marine molluscs nei","Marine Invertebrates"
100058,"Brazil","X2015",0,1190,"Marine molluscs nei","Marine Invertebrates"
100058,"Brazil","X2016",0,1190,"Marine molluscs nei","Marine Invertebrates"
100000,"Brazil","X2010",NA,0,"Marine turtles nei","Marine Animals"
100000,"Brazil","X2011",NA,0,"Marine turtles nei","Marine Animals"
100000,"Brazil","X2012",NA,0,"Marine turtles nei","Marine Animals"
100000,"Brazil","X2013",NA,0,"Marine turtles nei","Marine Animals"
100000,"Brazil","X2014",NA,0,"Marine turtles nei","Marine Animals"
100000,"Brazil","X2015",NA,0,"Marine turtles nei","Marine Animals"
100000,"Brazil","X2016",NA,0,"Marine turtles nei","Marine Animals"
NA,"Brazil","X2010",NA,0,"Marlinssailfishesetc nei",NA
NA,"Brazil","X2011",NA,116,"Marlinssailfishesetc nei",NA
NA,"Brazil","X2012",NA,79,"Marlinssailfishesetc nei",NA
NA,"Brazil","X2013",NA,0,"Marlinssailfishesetc nei",NA
NA,"Brazil","X2014",NA,0,"Marlinssailfishesetc nei",NA
NA,"Brazil","X2015",NA,0,"Marlinssailfishesetc nei",NA
NA,"Brazil","X2016",NA,0,"Marlinssailfishesetc nei",NA
NA,"Brazil","X2010",NA,0,"Minke whale",NA
NA,"Brazil","X2011",NA,0,"Minke whale",NA
NA,"Brazil","X2012",NA,0,"Minke whale",NA
NA,"Brazil","X2013",NA,0,"Minke whale",NA
NA,"Brazil","X2014",NA,0,"Minke whale",NA
NA,"Brazil","X2015",NA,0,"Minke whale",NA
NA,"Brazil","X2016",NA,0,"Minke whale",NA
500384,"Brazil","X2010",NA,43,"Morays nei","Rays Skates"
500384,"Brazil","X2011",NA,40,"Morays nei","Rays Skates"
500384,"Brazil","X2012",NA,44,"Morays nei","Rays Skates"
500384,"Brazil","X2013",NA,38,"Morays nei","Rays Skates"
500384,"Brazil","X2014",NA,45,"Morays nei","Rays Skates"
500384,"Brazil","X2015",NA,40,"Morays nei","Rays Skates"
500384,"Brazil","X2016",NA,40,"Morays nei","Rays Skates"
504212,"Brazil","X2010",0,17866,"Mullets nei","Marine Fishes"
504212,"Brazil","X2011",0,16627,"Mullets nei","Marine Fishes"
504212,"Brazil","X2012",0,18093,"Mullets nei","Marine Fishes"
504212,"Brazil","X2013",0,15615,"Mullets nei","Marine Fishes"
504212,"Brazil","X2014",0,18849,"Mullets nei","Marine Fishes"
504212,"Brazil","X2015",0,16900,"Mullets nei","Marine Fishes"
504212,"Brazil","X2016",0,16900,"Mullets nei","Marine Fishes"
NA,"Brazil","X2010",NA,0,"Nile crocodile",NA
NA,"Brazil","X2011",NA,0,"Nile crocodile",NA
NA,"Brazil","X2012",NA,0,"Nile crocodile",NA
NA,"Brazil","X2013",NA,0,"Nile crocodile",NA
NA,"Brazil","X2014",NA,0,"Nile crocodile",NA
NA,"Brazil","X2015",NA,0,"Nile crocodile",NA
NA,"Brazil","X2016",NA,0,"Nile crocodile",NA
NA,"Brazil","X2010",300,NA,"North African catfish",NA
NA,"Brazil","X2011",0,NA,"North African catfish",NA
NA,"Brazil","X2012",0,NA,"North African catfish",NA
NA,"Brazil","X2013",0,NA,"North African catfish",NA
NA,"Brazil","X2014",0,NA,"North African catfish",NA
NA,"Brazil","X2015",0,NA,"North African catfish",NA
NA,"Brazil","X2016",0,NA,"North African catfish",NA
600875,"Brazil","X2010",NA,0,"Oceanic whitetip shark","Sharks"
600875,"Brazil","X2011",NA,0,"Oceanic whitetip shark","Sharks"
600875,"Brazil","X2012",NA,0,"Oceanic whitetip shark","Sharks"
600875,"Brazil","X2013",NA,7,"Oceanic whitetip shark","Sharks"
600875,"Brazil","X2014",NA,6,"Oceanic whitetip shark","Sharks"
600875,"Brazil","X2015",NA,1,"Oceanic whitetip shark","Sharks"
600875,"Brazil","X2016",NA,1,"Oceanic whitetip shark","Sharks"
490012,"Brazil","X2010",NA,2069,"Octopuses etc nei","Octopus"
490012,"Brazil","X2011",NA,1883,"Octopuses etc nei","Octopus"
490012,"Brazil","X2012",NA,2070,"Octopuses etc nei","Octopus"
490012,"Brazil","X2013",NA,1869,"Octopuses etc nei","Octopus"
490012,"Brazil","X2014",NA,1885,"Octopuses etc nei","Octopus"
490012,"Brazil","X2015",NA,1700,"Octopuses etc nei","Octopus"
490012,"Brazil","X2016",NA,1700,"Octopuses etc nei","Octopus"
601072,"Brazil","X2010",NA,0,"Opah","Marine Fishes"
601072,"Brazil","X2011",NA,0,"Opah","Marine Fishes"
601072,"Brazil","X2012",NA,0,"Opah","Marine Fishes"
601072,"Brazil","X2013",NA,0,"Opah","Marine Fishes"
601072,"Brazil","X2014",NA,0,"Opah","Marine Fishes"
601072,"Brazil","X2015",NA,0,"Opah","Marine Fishes"
601072,"Brazil","X2016",NA,0,"Opah","Marine Fishes"
NA,"Brazil","X2010",NA,1943,"Oscar",NA
NA,"Brazil","X2011",NA,1832,"Oscar",NA
NA,"Brazil","X2012",NA,1847,"Oscar",NA
NA,"Brazil","X2013",NA,1862,"Oscar",NA
NA,"Brazil","X2014",NA,1839,"Oscar",NA
NA,"Brazil","X2015",NA,1770,"Oscar",NA
NA,"Brazil","X2016",NA,1770,"Oscar",NA
690893,"Brazil","X2010",5,NA,"Pacific lion   paw","Clams"
690893,"Brazil","X2011",0,NA,"Pacific lion   paw","Clams"
690893,"Brazil","X2012",0,NA,"Pacific lion   paw","Clams"
690893,"Brazil","X2013",0,NA,"Pacific lion   paw","Clams"
690893,"Brazil","X2014",0,NA,"Pacific lion   paw","Clams"
690893,"Brazil","X2015",0,NA,"Pacific lion   paw","Clams"
690893,"Brazil","X2016",0,NA,"Pacific lion   paw","Clams"
NA,"Brazil","X2010",21245,NA,"Pacu",NA
NA,"Brazil","X2011",11667,NA,"Pacu",NA
NA,"Brazil","X2012",12673,NA,"Pacu",NA
NA,"Brazil","X2013",13653,NA,"Pacu",NA
NA,"Brazil","X2014",14600,NA,"Pacu",NA
NA,"Brazil","X2015",13300,NA,"Pacu",NA
NA,"Brazil","X2016",13100,NA,"Pacu",NA
NA,"Brazil","X2010",NA,0,"Pantropical spotted dolphin",NA
NA,"Brazil","X2011",NA,0,"Pantropical spotted dolphin",NA
NA,"Brazil","X2012",NA,0,"Pantropical spotted dolphin",NA
NA,"Brazil","X2013",NA,0,"Pantropical spotted dolphin",NA
NA,"Brazil","X2014",NA,0,"Pantropical spotted dolphin",NA
NA,"Brazil","X2015",NA,0,"Pantropical spotted dolphin",NA
NA,"Brazil","X2016",NA,0,"Pantropical spotted dolphin",NA
NA,"Brazil","X2010",NA,1101,"Paraguayan caiman",NA
NA,"Brazil","X2011",NA,9036,"Paraguayan caiman",NA
NA,"Brazil","X2012",NA,6320,"Paraguayan caiman",NA
NA,"Brazil","X2013",NA,22290,"Paraguayan caiman",NA
NA,"Brazil","X2014",NA,4907,"Paraguayan caiman",NA
NA,"Brazil","X2015",NA,12719,"Paraguayan caiman",NA
NA,"Brazil","X2016",NA,62,"Paraguayan caiman",NA
400364,"Brazil","X2010",NA,264,"Parrotfishes nei","Marine Fishes"
400364,"Brazil","X2011",NA,246,"Parrotfishes nei","Marine Fishes"
400364,"Brazil","X2012",NA,268,"Parrotfishes nei","Marine Fishes"
400364,"Brazil","X2013",NA,231,"Parrotfishes nei","Marine Fishes"
400364,"Brazil","X2014",NA,279,"Parrotfishes nei","Marine Fishes"
400364,"Brazil","X2015",NA,250,"Parrotfishes nei","Marine Fishes"
400364,"Brazil","X2016",NA,250,"Parrotfishes nei","Marine Fishes"
600329,"Brazil","X2010",NA,0,"Patagonian grenadier","Marine Fishes"
600329,"Brazil","X2011",NA,0,"Patagonian grenadier","Marine Fishes"
600329,"Brazil","X2012",NA,0,"Patagonian grenadier","Marine Fishes"
600329,"Brazil","X2013",NA,0,"Patagonian grenadier","Marine Fishes"
600329,"Brazil","X2014",NA,0,"Patagonian grenadier","Marine Fishes"
600329,"Brazil","X2015",NA,0,"Patagonian grenadier","Marine Fishes"
600329,"Brazil","X2016",NA,0,"Patagonian grenadier","Marine Fishes"
NA,"Brazil","X2010",NA,1,"Pati",NA
NA,"Brazil","X2011",NA,0,"Pati",NA
NA,"Brazil","X2012",NA,0,"Pati",NA
NA,"Brazil","X2013",NA,0,"Pati",NA
NA,"Brazil","X2014",NA,0,"Pati",NA
NA,"Brazil","X2015",NA,0,"Pati",NA
NA,"Brazil","X2016",NA,0,"Pati",NA
NA,"Brazil","X2010",NA,0,"Pelagic percomorphs nei","Marine Fishes"
NA,"Brazil","X2011",NA,0,"Pelagic percomorphs nei","Marine Fishes"
NA,"Brazil","X2012",NA,0,"Pelagic percomorphs nei","Marine Fishes"
NA,"Brazil","X2013",NA,0,"Pelagic percomorphs nei","Marine Fishes"
NA,"Brazil","X2014",NA,0,"Pelagic percomorphs nei","Marine Fishes"
NA,"Brazil","X2015",NA,0,"Pelagic percomorphs nei","Marine Fishes"
NA,"Brazil","X2016",NA,0,"Pelagic percomorphs nei","Marine Fishes"
590096,"Brazil","X2010",NA,12861,"Penaeus shrimps nei","Shrimps Prawns"
590096,"Brazil","X2011",NA,4615,"Penaeus shrimps nei","Shrimps Prawns"
590096,"Brazil","X2012",NA,5075,"Penaeus shrimps nei","Shrimps Prawns"
590096,"Brazil","X2013",NA,4581,"Penaeus shrimps nei","Shrimps Prawns"
590096,"Brazil","X2014",NA,4622,"Penaeus shrimps nei","Shrimps Prawns"
590096,"Brazil","X2015",NA,4150,"Penaeus shrimps nei","Shrimps Prawns"
590096,"Brazil","X2016",NA,4150,"Penaeus shrimps nei","Shrimps Prawns"
400306,"Brazil","X2010",NA,0,"Percoids nei","Marine Fishes"
400306,"Brazil","X2011",NA,0,"Percoids nei","Marine Fishes"
400306,"Brazil","X2012",NA,0,"Percoids nei","Marine Fishes"
400306,"Brazil","X2013",NA,0,"Percoids nei","Marine Fishes"
400306,"Brazil","X2014",NA,0,"Percoids nei","Marine Fishes"
400306,"Brazil","X2015",NA,0,"Percoids nei","Marine Fishes"
400306,"Brazil","X2016",NA,0,"Percoids nei","Marine Fishes"
NA,"Brazil","X2010",NA,11042,"Piranhas nei",NA
NA,"Brazil","X2011",NA,3438,"Piranhas nei",NA
NA,"Brazil","X2012",NA,3465,"Piranhas nei",NA
NA,"Brazil","X2013",NA,3494,"Piranhas nei",NA
NA,"Brazil","X2014",NA,3450,"Piranhas nei",NA
NA,"Brazil","X2015",NA,3300,"Piranhas nei",NA
NA,"Brazil","X2016",NA,3300,"Piranhas nei",NA
NA,"Brazil","X2010",784,2238,"Pirapatinga",NA
NA,"Brazil","X2011",3100,2047,"Pirapatinga",NA
NA,"Brazil","X2012",3459,2063,"Pirapatinga",NA
NA,"Brazil","X2013",4766,2081,"Pirapatinga",NA
NA,"Brazil","X2014",4600,2054,"Pirapatinga",NA
NA,"Brazil","X2015",3500,1970,"Pirapatinga",NA
NA,"Brazil","X2016",2100,1970,"Pirapatinga",NA
601773,"Brazil","X2010",NA,1094,"Pompanos nei","Marine Fishes"
601773,"Brazil","X2011",NA,1018,"Pompanos nei","Marine Fishes"
601773,"Brazil","X2012",NA,1108,"Pompanos nei","Marine Fishes"
601773,"Brazil","X2013",NA,956,"Pompanos nei","Marine Fishes"
601773,"Brazil","X2014",NA,1154,"Pompanos nei","Marine Fishes"
601773,"Brazil","X2015",NA,1040,"Pompanos nei","Marine Fishes"
601773,"Brazil","X2016",NA,1040,"Pompanos nei","Marine Fishes"
NA,"Brazil","X2010",NA,12,"Porthole shovelnose catfish",NA
NA,"Brazil","X2011",NA,12,"Porthole shovelnose catfish",NA
NA,"Brazil","X2012",NA,12,"Porthole shovelnose catfish",NA
NA,"Brazil","X2013",NA,12,"Porthole shovelnose catfish",NA
NA,"Brazil","X2014",NA,12,"Porthole shovelnose catfish",NA
NA,"Brazil","X2015",NA,11,"Porthole shovelnose catfish",NA
NA,"Brazil","X2016",NA,11,"Porthole shovelnose catfish",NA
NA,"Brazil","X2010",5226,28432,"Prochilods nei",NA
NA,"Brazil","X2011",2609,26811,"Prochilods nei",NA
NA,"Brazil","X2012",2926,27020,"Prochilods nei",NA
NA,"Brazil","X2013",2774,27249,"Prochilods nei",NA
NA,"Brazil","X2014",2400,26903,"Prochilods nei",NA
NA,"Brazil","X2015",2600,25500,"Prochilods nei",NA
NA,"Brazil","X2016",2700,25500,"Prochilods nei",NA
509125,"Brazil","X2010",NA,621,"Puffers nei","Marine Fishes"
509125,"Brazil","X2011",NA,578,"Puffers nei","Marine Fishes"
509125,"Brazil","X2012",NA,629,"Puffers nei","Marine Fishes"
509125,"Brazil","X2013",NA,543,"Puffers nei","Marine Fishes"
509125,"Brazil","X2014",NA,1809,"Puffers nei","Marine Fishes"
509125,"Brazil","X2015",NA,1630,"Puffers nei","Marine Fishes"
509125,"Brazil","X2016",NA,1630,"Puffers nei","Marine Fishes"
NA,"Brazil","X2010",NA,0,"Pygmy sperm whale",NA
NA,"Brazil","X2011",NA,0,"Pygmy sperm whale",NA
NA,"Brazil","X2012",NA,0,"Pygmy sperm whale",NA
NA,"Brazil","X2013",NA,0,"Pygmy sperm whale",NA
NA,"Brazil","X2014",NA,0,"Pygmy sperm whale",NA
NA,"Brazil","X2015",NA,0,"Pygmy sperm whale",NA
NA,"Brazil","X2016",NA,0,"Pygmy sperm whale",NA
600239,"Brazil","X2010",5123,0,"Rainbow trout","Salmons"
600239,"Brazil","X2011",1340,0,"Rainbow trout","Salmons"
600239,"Brazil","X2012",1298,0,"Rainbow trout","Salmons"
600239,"Brazil","X2013",957,0,"Rainbow trout","Salmons"
600239,"Brazil","X2014",1700,0,"Rainbow trout","Salmons"
600239,"Brazil","X2015",1600,0,"Rainbow trout","Salmons"
600239,"Brazil","X2016",1700,0,"Rainbow trout","Salmons"
NA,"Brazil","X2010",NA,219,"Raphael catfish",NA
NA,"Brazil","X2011",NA,206,"Raphael catfish",NA
NA,"Brazil","X2012",NA,208,"Raphael catfish",NA
NA,"Brazil","X2013",NA,210,"Raphael catfish",NA
NA,"Brazil","X2014",NA,207,"Raphael catfish",NA
NA,"Brazil","X2015",NA,200,"Raphael catfish",NA
NA,"Brazil","X2016",NA,200,"Raphael catfish",NA
500108,"Brazil","X2010",NA,7073,"Rays stingrays mantas nei","Rays Skates"
500108,"Brazil","X2011",NA,6582,"Rays stingrays mantas nei","Rays Skates"
500108,"Brazil","X2012",NA,7163,"Rays stingrays mantas nei","Rays Skates"
500108,"Brazil","X2013",NA,6182,"Rays stingrays mantas nei","Rays Skates"
500108,"Brazil","X2014",NA,7462,"Rays stingrays mantas nei","Rays Skates"
500108,"Brazil","X2015",NA,6700,"Rays stingrays mantas nei","Rays Skates"
500108,"Brazil","X2016",NA,6700,"Rays stingrays mantas nei","Rays Skates"
600017,"Brazil","X2010",NA,1107,"Red grouper","Groupers Snappers"
600017,"Brazil","X2011",NA,0,"Red grouper","Groupers Snappers"
600017,"Brazil","X2012",NA,0,"Red grouper","Groupers Snappers"
600017,"Brazil","X2013",NA,0,"Red grouper","Groupers Snappers"
600017,"Brazil","X2014",NA,0,"Red grouper","Groupers Snappers"
600017,"Brazil","X2015",NA,0,"Red grouper","Groupers Snappers"
600017,"Brazil","X2016",NA,0,"Red grouper","Groupers Snappers"
601756,"Brazil","X2010",NA,2229,"Red porgy","Marine Fishes"
601756,"Brazil","X2011",NA,2074,"Red porgy","Marine Fishes"
601756,"Brazil","X2012",NA,2257,"Red porgy","Marine Fishes"
601756,"Brazil","X2013",NA,1948,"Red porgy","Marine Fishes"
601756,"Brazil","X2014",NA,2351,"Red porgy","Marine Fishes"
601756,"Brazil","X2015",NA,2120,"Red porgy","Marine Fishes"
601756,"Brazil","X2016",NA,2120,"Red porgy","Marine Fishes"
690327,"Brazil","X2010",NA,10237,"Redspotted shrimp","Shrimps Prawns"
690327,"Brazil","X2011",NA,10108,"Redspotted shrimp","Shrimps Prawns"
690327,"Brazil","X2012",NA,11115,"Redspotted shrimp","Shrimps Prawns"
690327,"Brazil","X2013",NA,10033,"Redspotted shrimp","Shrimps Prawns"
690327,"Brazil","X2014",NA,10124,"Redspotted shrimp","Shrimps Prawns"
690327,"Brazil","X2015",NA,9100,"Redspotted shrimp","Shrimps Prawns"
690327,"Brazil","X2016",NA,9100,"Redspotted shrimp","Shrimps Prawns"
NA,"Brazil","X2010",NA,723,"Redtail catfish",NA
NA,"Brazil","X2011",NA,681,"Redtail catfish",NA
NA,"Brazil","X2012",NA,687,"Redtail catfish",NA
NA,"Brazil","X2013",NA,692,"Redtail catfish",NA
NA,"Brazil","X2014",NA,684,"Redtail catfish",NA
NA,"Brazil","X2015",NA,655,"Redtail catfish",NA
NA,"Brazil","X2016",NA,655,"Redtail catfish",NA
400011,"Brazil","X2010",NA,940,"Requiem sharks nei","Sharks"
400011,"Brazil","X2011",NA,946,"Requiem sharks nei","Sharks"
400011,"Brazil","X2012",NA,130,"Requiem sharks nei","Sharks"
400011,"Brazil","X2013",NA,0,"Requiem sharks nei","Sharks"
400011,"Brazil","X2014",NA,0,"Requiem sharks nei","Sharks"
400011,"Brazil","X2015",NA,0,"Requiem sharks nei","Sharks"
400011,"Brazil","X2016",NA,0,"Requiem sharks nei","Sharks"
NA,"Brazil","X2010",5,0,"River and lake turtles nei","Freshwater Animals"
NA,"Brazil","X2011",0,0,"River and lake turtles nei","Freshwater Animals"
NA,"Brazil","X2012",0,0,"River and lake turtles nei","Freshwater Animals"
NA,"Brazil","X2013",0,0,"River and lake turtles nei","Freshwater Animals"
NA,"Brazil","X2014",5,0,"River and lake turtles nei","Freshwater Animals"
NA,"Brazil","X2015",5,0,"River and lake turtles nei","Freshwater Animals"
NA,"Brazil","X2016",5,0,"River and lake turtles nei","Freshwater Animals"
NA,"Brazil","X2010",NA,5737,"River prawns nei",NA
NA,"Brazil","X2011",NA,5410,"River prawns nei",NA
NA,"Brazil","X2012",NA,5452,"River prawns nei",NA
NA,"Brazil","X2013",NA,5498,"River prawns nei",NA
NA,"Brazil","X2014",NA,5428,"River prawns nei",NA
NA,"Brazil","X2015",NA,5200,"River prawns nei",NA
NA,"Brazil","X2016",NA,5200,"River prawns nei",NA
600369,"Brazil","X2010",NA,1563,"Rough scad","Marine Fishes"
600369,"Brazil","X2011",NA,1455,"Rough scad","Marine Fishes"
600369,"Brazil","X2012",NA,1583,"Rough scad","Marine Fishes"
600369,"Brazil","X2013",NA,1366,"Rough scad","Marine Fishes"
600369,"Brazil","X2014",NA,1649,"Rough scad","Marine Fishes"
600369,"Brazil","X2015",NA,1480,"Rough scad","Marine Fishes"
600369,"Brazil","X2016",NA,1480,"Rough scad","Marine Fishes"
NA,"Brazil","X2010",NA,0,"Roughtoothed dolphin",NA
NA,"Brazil","X2011",NA,0,"Roughtoothed dolphin",NA
NA,"Brazil","X2012",NA,0,"Roughtoothed dolphin",NA
NA,"Brazil","X2013",NA,0,"Roughtoothed dolphin",NA
NA,"Brazil","X2014",NA,0,"Roughtoothed dolphin",NA
NA,"Brazil","X2015",NA,0,"Roughtoothed dolphin",NA
NA,"Brazil","X2016",NA,0,"Roughtoothed dolphin",NA
NA,"Brazil","X2010",NA,0,".  freshwater stingrays nei",NA
NA,"Brazil","X2011",NA,743,".  freshwater stingrays nei",NA
NA,"Brazil","X2012",NA,749,".  freshwater stingrays nei",NA
NA,"Brazil","X2013",NA,755,".  freshwater stingrays nei",NA
NA,"Brazil","X2014",NA,746,".  freshwater stingrays nei",NA
NA,"Brazil","X2015",NA,715,".  freshwater stingrays nei",NA
NA,"Brazil","X2016",NA,715,".  freshwater stingrays nei",NA
400016,"Brazil","X2010",NA,0,"Sawfishes","Marine Fishes"
400016,"Brazil","X2011",NA,0,"Sawfishes","Marine Fishes"
400016,"Brazil","X2012",NA,0,"Sawfishes","Marine Fishes"
400016,"Brazil","X2013",NA,0,"Sawfishes","Marine Fishes"
400016,"Brazil","X2014",NA,0,"Sawfishes","Marine Fishes"
400016,"Brazil","X2015",NA,0,"Sawfishes","Marine Fishes"
400016,"Brazil","X2016",NA,0,"Sawfishes","Marine Fishes"
100035,"Brazil","X2010",NA,280,"Scaled sardines","Anchovies Herrings Sardines"
100035,"Brazil","X2011",NA,260,"Scaled sardines","Anchovies Herrings Sardines"
100035,"Brazil","X2012",NA,283,"Scaled sardines","Anchovies Herrings Sardines"
100035,"Brazil","X2013",NA,245,"Scaled sardines","Anchovies Herrings Sardines"
100035,"Brazil","X2014",NA,295,"Scaled sardines","Anchovies Herrings Sardines"
100035,"Brazil","X2015",NA,265,"Scaled sardines","Anchovies Herrings Sardines"
100035,"Brazil","X2016",NA,265,"Scaled sardines","Anchovies Herrings Sardines"
600912,"Brazil","X2010",NA,74,"Scalloped hammerhead","Clams"
600912,"Brazil","X2011",NA,146,"Scalloped hammerhead","Clams"
600912,"Brazil","X2012",NA,103,"Scalloped hammerhead","Clams"
600912,"Brazil","X2013",NA,0,"Scalloped hammerhead","Clams"
600912,"Brazil","X2014",NA,0,"Scalloped hammerhead","Clams"
600912,"Brazil","X2015",NA,0,"Scalloped hammerhead","Clams"
600912,"Brazil","X2016",NA,0,"Scalloped hammerhead","Clams"
490055,"Brazil","X2010",0,NA,"Scallops nei","Clams"
490055,"Brazil","X2011",0,NA,"Scallops nei","Clams"
490055,"Brazil","X2012",0,NA,"Scallops nei","Clams"
490055,"Brazil","X2013",0,NA,"Scallops nei","Clams"
490055,"Brazil","X2014",0,NA,"Scallops nei","Clams"
490055,"Brazil","X2015",0,NA,"Scallops nei","Clams"
490055,"Brazil","X2016",0,NA,"Scallops nei","Clams"
501682,"Brazil","X2010",NA,31330,"Sea catfishes nei","Catfishes"
501682,"Brazil","X2011",NA,29184,"Sea catfishes nei","Catfishes"
501682,"Brazil","X2012",NA,31728,"Sea catfishes nei","Catfishes"
501682,"Brazil","X2013",NA,27383,"Sea catfishes nei","Catfishes"
501682,"Brazil","X2014",NA,33054,"Sea catfishes nei","Catfishes"
501682,"Brazil","X2015",NA,29600,"Sea catfishes nei","Catfishes"
501682,"Brazil","X2016",NA,29600,"Sea catfishes nei","Catfishes"
500477,"Brazil","X2010",NA,53,"Sea chubs nei","Marine Fishes"
500477,"Brazil","X2011",NA,49,"Sea chubs nei","Marine Fishes"
500477,"Brazil","X2012",NA,53,"Sea chubs nei","Marine Fishes"
500477,"Brazil","X2013",NA,46,"Sea chubs nei","Marine Fishes"
500477,"Brazil","X2014",NA,56,"Sea chubs nei","Marine Fishes"
500477,"Brazil","X2015",NA,50,"Sea chubs nei","Marine Fishes"
500477,"Brazil","X2016",NA,50,"Sea chubs nei","Marine Fishes"
490054,"Brazil","X2010",NA,2116,"Sea mussels nei","Clams"
490054,"Brazil","X2011",NA,5321,"Sea mussels nei","Clams"
490054,"Brazil","X2012",NA,5851,"Sea mussels nei","Clams"
490054,"Brazil","X2013",NA,5281,"Sea mussels nei","Clams"
490054,"Brazil","X2014",NA,5329,"Sea mussels nei","Clams"
490054,"Brazil","X2015",NA,4810,"Sea mussels nei","Clams"
