"year","common_name","scientific_name","fishing_entity","fishing_sector","Total_tonnes","Landings_Value"
1972,"King weakfish","Macrodon ancylodon","Brazil","Subsistence",19.4471143598,24736.7294656656
1972,"Marine fishes nei","Marine fishes not identified","Brazil","Subsistence",327.5409020127,211918.963602217
1972,"Marine fishes nei","Marine fishes not identified","Chile","Subsistence",22.1123226115,8933.37833502927
1972,"Marine fishes nei","Marine fishes not identified","Peru","Subsistence",820.469148449,203476.348815341
1972,"Medusafishes","Centrolophidae","Chile","Subsistence",3.1643312102,2436.53503184713
1972,"Pacific menhaden","Ethmidium maculatum","Peru","Subsistence",1604.4942141139,259928.062686449
1972,"Pacific sierra","Scomberomorus sierra","Peru","Subsistence",32.884763832,36896.7050195464
1972,"Peruvian banded croaker","Paralonchurus peruanus","Peru","Subsistence",93.5341337675,45551.1231447554
1972,"Peruvian morwong","Cheilodactylus variegatus","Peru","Subsistence",10.352610836,4389.50699446905
1972,"Peruvian rock seabass","Paralabrax humeralis","Peru","Subsistence",60.4541166502,48846.926253341
1972,"Peruvian weakfish","Cynoscion analis","Peru","Subsistence",63.9785412139,33460.7770548557
1972,"Rainbow runner","Elagatis bipinnulata","Chile","Subsistence",4.2191082803,1084.31082802548
1972,"Sea catfishes, coblers","Ariidae","Brazil","Subsistence",66.9328751567,37817.0744635355
1972,"Sea snails","Gastropoda","Peru","Subsistence",56.1096282884,76757.9714985509
1972,"Sharks, rays, skates","Elasmobranchii","Brazil","Subsistence",29.933761968,40949.386372224
1972,"Skates and rays","Rajiformes","Peru","Subsistence",22.1199363916,20704.2604625565
1972,"Skipjack tuna","Katsuwonus pelamis","Peru","Subsistence",0.9968194037,1080.55223356597
1972,"Spiny lobsters","Panulirus","Chile","Subsistence",0.4394904459,3081.70700636943
1972,"Swimming crabs","Portunidae","Brazil","Subsistence",17.5653560091,38310.0414558471
1972,"Tilefishes","Malacanthidae","Peru","Subsistence",33.9420089892,43276.0614612782
1972,"Warehous, butterfishes","Seriolella","Peru","Subsistence",438.7999014905,207552.353405023
1972,"Weakfishes","Cynoscion","Brazil","Subsistence",348.5104744117,475716.797571971
1972,"Whitemouth croaker","Micropogonias furnieri","Brazil","Subsistence",35.4433091472,42780.0741406704
1972,"Yellowtail amberjack","Seriola lalandi","Chile","Subsistence",5.81555,5984.20095
1973,"Argentine hake","Merluccius hubbsi","Brazil","Subsistence",5.6843204609,1080.020887571
1973,"Basses, groupers, hinds","Serranidae","Peru","Subsistence",4.9829861506,6338.35838361839
1973,"Black jack","Caranx lugubris","Chile","Subsistence",0.812866242,950.240636942676
1973,"Bluefish","Pomatomus saltatrix","Brazil","Subsistence",0.2803655168,355.7838408192
1973,"Cabinza grunt","Isacia conceptionis","Peru","Subsistence",68.2572646263,36039.835722706
1973,"Chilean jack mackerel","Trachurus murphyi","Chile","Subsistence",2.5415,1339.3705
1973,"Chilean jack mackerel","Trachurus murphyi","Peru","Subsistence",60.8027944669,12221.3616878378
1973,"Chilean ribbed mussel","Aulacomya ater","Peru","Subsistence",255.2496520569,114096.594469433
1973,"Chilean silverside","Odontesthes regia","Peru","Subsistence",15.8387774074,12845.2484774032
1973,"Chub mackerel","Scomber japonicus","Peru","Subsistence",180.1626933923,231689.223702526
1973,"Clams","Bivalvia","Peru","Subsistence",13.0078819591,9977.04546260263
1973,"Clams, seasnails, squids, octopuses","Mollusca","Peru","Subsistence",73.3967165421,58350.389650978
1973,"Cods","Gadiformes","Brazil","Subsistence",5.0426333665,4140.0019938965
1973,"Commercial shrimps and prawns","Penaeidae","Brazil","Subsistence",176.2256617563,158955.546904183
1973,"Common octopus","Octopus vulgaris","Brazil","Subsistence",5.5428378571,17155.0831677245
1973,"Crabs, lobsters, shrimps","Decapoda","Brazil","Subsistence",12.5973587662,449750.902670872
1973,"Drums, croakers","Sciaenidae","Brazil","Subsistence",0.304553815,1131.11286891
1973,"Drums, croakers","Sciaenidae","Peru","Subsistence",181.9274092428,239234.543154243
1973,"Eastern Pacific bonito","Sarda chiliensis","Peru","Subsistence",418.1090206162,231214.288400733
1973,"Finfishes","Marine finfishes not identified","Chile","Subsistence",1.246394904,1827.214929264
1973,"Flathead grey mullet","Mugil cephalus","Peru","Subsistence",119.0928605324,50614.4657262709
1973,"Galapagos shark","Carcharhinus galapagensis","Chile","Subsistence",0.0541910828,57.0632101910828
1973,"Grey mullets","Mugil","Brazil","Subsistence",424.2645505348,563847.587660749
1973,"Hapuka","Polyprion oxygeneios","Chile","Subsistence",2.5415,7629.583
1973,"Herrings, sardines, menhadens","Clupeidae","Brazil","Subsistence",173.5877507975,169421.64477836
1973,"Jacks, pompanos","Carangidae","Brazil","Subsistence",9.8979247449,36523.342308681
1973,"King weakfish","Macrodon ancylodon","Brazil","Subsistence",20.6309385732,36743.7015988692
1973,"Marine fishes nei","Marine fishes not identified","Brazil","Subsistence",343.30931353,876811.98675562
1973,"Marine fishes nei","Marine fishes not identified","Chile","Subsistence",22.3984480896,44617.7085944172
1973,"Marine fishes nei","Marine fishes not identified","Peru","Subsistence",3782.5110489277,3423172.49927959
1973,"Medusafishes","Centrolophidae","Chile","Subsistence",3.2514649682,4249.6647133758
1973,"Pacific menhaden","Ethmidium maculatum","Peru","Subsistence",775.4516691782,269081.72920482
1973,"Pacific sierra","Scomberomorus sierra","Peru","Subsistence",17.465874926,29150.5452514599
1973,"Peruvian banded croaker","Paralonchurus peruanus","Peru","Subsistence",85.1786313677,53747.7163930343
1973,"Peruvian morwong","Cheilodactylus variegatus","Peru","Subsistence",7.6015962196,5457.94608567563
1973,"Peruvian rock seabass","Paralabrax humeralis","Peru","Subsistence",26.4428960843,25094.3083840055
1973,"Peruvian weakfish","Cynoscion analis","Peru","Subsistence",117.3638723876,69948.8679429941
1973,"Rainbow runner","Elagatis bipinnulata","Chile","Subsistence",4.3352866242,7348.31082802548
1973,"Sea catfishes, coblers","Ariidae","Brazil","Subsistence",73.6431582877,83584.9846565395
1973,"Sea snails","Gastropoda","Peru","Subsistence",31.2669669254,43398.550092387
1973,"Sharks, rays, skates","Elasmobranchii","Brazil","Subsistence",31.114817757,51214.990028022
1973,"Skates and rays","Rajiformes","Peru","Subsistence",9.4459875271,12544.271435999
1973,"Skipjack tuna","Katsuwonus pelamis","Peru","Subsistence",0.8280083173,1051.57056299022
1973,"Spiny lobsters","Panulirus","Chile","Subsistence",0.4515923567,4212.45350318471
1973,"Swimming crabs","Portunidae","Brazil","Subsistence",17.5963106576,25796.1914240416
1973,"Tilefishes","Malacanthidae","Peru","Subsistence",12.9048313902,16634.3276620279
1973,"Warehous, butterfishes","Seriolella","Peru","Subsistence",172.6187121874,102535.515039306
1973,"Weakfishes","Cynoscion","Brazil","Subsistence",381.7326882466,642456.114319028
1973,"Whitemouth croaker","Micropogonias furnieri","Brazil","Subsistence",37.2943596911,48781.0224759588
1973,"Yellowtail amberjack","Seriola lalandi","Chile","Subsistence",5.84545,8505.12975
1974,"Argentine hake","Merluccius hubbsi","Brazil","Subsistence",5.849490036,1415.576588712
1974,"Basses, groupers, hinds","Serranidae","Peru","Subsistence",17.314095731,25780.6885434971
1974,"Black jack","Caranx lugubris","Chile","Subsistence",0.8346496815,833.815031847133
1974,"Bluefish","Pomatomus saltatrix","Brazil","Subsistence",0.2871098808,367.2135375432
1974,"Cabinza grunt","Isacia conceptionis","Peru","Subsistence",68.51137289,41038.3123610841
1974,"Chilean jack mackerel","Trachurus murphyi","Chile","Subsistence",2.5545,896.6295
1974,"Chilean jack mackerel","Trachurus murphyi","Peru","Subsistence",466.6631487105,107332.524203419
1974,"Chilean ribbed mussel","Aulacomya ater","Peru","Subsistence",430.5879938153,272131.612091266
1974,"Chilean silverside","Odontesthes regia","Peru","Subsistence",263.9753550633,238369.745622181
1974,"Chub mackerel","Scomber japonicus","Peru","Subsistence",445.8697248107,141786.572489804
1974,"Clams","Bivalvia","Peru","Subsistence",40.0323858945,32226.0706450846
1974,"Clams, seasnails, squids, octopuses","Mollusca","Peru","Subsistence",83.0301337071,68499.8603083923
1974,"Cods","Gadiformes","Brazil","Subsistence",5.2319228755,5310.4017186325
1974,"Commercial shrimps and prawns","Penaeidae","Brazil","Subsistence",192.8593052119,238374.101241908
1974,"Common octopus","Octopus vulgaris","Brazil","Subsistence",5.5525885714,19628.400599899
1974,"Crabs, lobsters, shrimps","Decapoda","Brazil","Subsistence",12.6195194805,486621.290687561
1974,"Drums, croakers","Sciaenidae","Brazil","Subsistence",0.3117220522,587.9077904492
1974,"Drums, croakers","Sciaenidae","Peru","Subsistence",402.2372813991,250593.826311644
1974,"Eastern Pacific bonito","Sarda chiliensis","Peru","Subsistence",226.0129080764,103061.886082817
1974,"Finfishes","Marine finfishes not identified","Chile","Subsistence",1.279796178,1876.181196948
1974,"Flathead grey mullet","Mugil cephalus","Peru","Subsistence",325.6671578787,149481.22546631
1974,"Galapagos shark","Carcharhinus galapagensis","Chile","Subsistence",0.0556433121,45.0154394904458
1974,"Grey mullets","Mugil","Brazil","Subsistence",461.2969812262,638435.022017061
1974,"Hapuka","Polyprion oxygeneios","Chile","Subsistence",2.5545,6616.155
1974,"Herrings, sardines, menhadens","Clupeidae","Brazil","Subsistence",187.1883550455,198045.279638139
1974,"Jacks, pompanos","Carangidae","Brazil","Subsistence",9.9153367347,42358.3185306384
1974,"King weakfish","Macrodon ancylodon","Brazil","Subsistence",21.8140715417,37585.6452663491
1974,"Marine fishes nei","Marine fishes not identified","Brazil","Subsistence",359.0242340547,463141.261930563
1974,"Marine fishes nei","Marine fishes not identified","Chile","Subsistence",22.6845735667,16990.7456014397
1974,"Marine fishes nei","Marine fishes not identified","Peru","Subsistence",1856.0989942663,790698.171557434
1974,"Medusafishes","Centrolophidae","Chile","Subsistence",3.3385987261,3188.36178343949
1974,"Pacific menhaden","Ethmidium maculatum","Peru","Subsistence",735.2795769497,258083.131509335
1974,"Pacific sierra","Scomberomorus sierra","Peru","Subsistence",88.8316478737,130316.027430765
1974,"Peruvian banded croaker","Paralonchurus peruanus","Peru","Subsistence",256.885814305,146168.028339534
1974,"Peruvian morwong","Cheilodactylus variegatus","Peru","Subsistence",7.3649511692,4558.90477371475
1974,"Peruvian rock seabass","Paralabrax humeralis","Peru","Subsistence",76.5835241137,86233.0481520186
1974,"Peruvian weakfish","Cynoscion analis","Peru","Subsistence",239.1307098203,150652.347186779
1974,"Rainbow runner","Elagatis bipinnulata","Chile","Subsistence",4.4514649682,3975.15821656051
1974,"Sea catfishes, coblers","Ariidae","Brazil","Subsistence",80.3750923619,104085.74460866
1974,"Sea snails","Gastropoda","Peru","Subsistence",68.4649736976,94755.5235974658
1974,"Sharks, rays, skates","Elasmobranchii","Brazil","Subsistence",32.287310029,48430.9650435
1974,"Skates and rays","Rajiformes","Peru","Subsistence",34.7871839605,32247.7195314173
1974,"Skipjack tuna","Katsuwonus pelamis","Peru","Subsistence",0.9842385072,1324.7850307346
1974,"Spiny lobsters","Panulirus","Chile","Subsistence",0.4636942675,3918.21656050956
1974,"Swimming crabs","Portunidae","Brazil","Subsistence",17.6272653061,25841.5709387426
1974,"Tilefishes","Malacanthidae","Peru","Subsistence",37.4228237983,44608.0059675887
1974,"Warehous, butterfishes","Seriolella","Peru","Subsistence",396.3511461401,215218.672354101
1974,"Weakfishes","Cynoscion","Brazil","Subsistence",415.0508679545,791917.056057186
1974,"Whitemouth croaker","Micropogonias furnieri","Brazil","Subsistence",39.1392161728,56125.6359917952
1974,"Yellowtail amberjack","Seriola lalandi","Chile","Subsistence",5.87535,8096.2323
1975,"Argentine hake","Merluccius hubbsi","Brazil","Subsistence",6.0103676604,961.658825664
1975,"Basses, groupers, hinds","Serranidae","Peru","Subsistence",5.0990961127,8076.96824244679
1975,"Black jack","Caranx lugubris","Chile","Subsistence",0.856433121,490.736178343949
1975,"Bluefish","Pomatomus saltatrix","Brazil","Subsistence",0.293445802,364.459686084
1975,"Cabinza grunt","Isacia conceptionis","Peru","Subsistence",63.517204158,33283.0149787791
1975,"Chilean jack mackerel","Trachurus murphyi","Chile","Subsistence",2.5675,300.3975
1975,"Chilean jack mackerel","Trachurus murphyi","Peru","Subsistence",198.227290881,27157.1388506945
1975,"Chilean ribbed mussel","Aulacomya ater","Peru","Subsistence",751.9108415443,787250.651096874
1975,"Chilean silverside","Odontesthes regia","Peru","Subsistence",650.2984868076,763450.42351212
1975,"Chub mackerel","Scomber japonicus","Peru","Subsistence",240.7315123084,50312.8860724596
1975,"Clams","Bivalvia","Peru","Subsistence",71.8060328268,62112.2183951805
1975,"Clams, seasnails, squids, octopuses","Mollusca","Peru","Subsistence",120.8766462889,113744.924157865
1975,"Cods","Gadiformes","Brazil","Subsistence",5.4195624829,5029.3539841312
1975,"Commercial shrimps and prawns","Penaeidae","Brazil","Subsistence",209.5093607455,189815.480835423
1975,"Common octopus","Octopus vulgaris","Brazil","Subsistence",5.5623392857,18110.9767142392
1975,"Crabs, lobsters, shrimps","Decapoda","Brazil","Subsistence",12.6416801948,18532.7031655768
1975,"Drums, croakers","Sciaenidae","Brazil","Subsistence",0.3185755185,885.002790393
1975,"Drums, croakers","Sciaenidae","Peru","Subsistence",505.282054487,521451.080230551
1975,"Eastern Pacific bonito","Sarda chiliensis","Peru","Subsistence",216.0332646628,83172.8068951754
1975,"Finfishes","Marine finfishes not identified","Chile","Subsistence",1.313197452,1925.147464632
1975,"Flathead grey mullet","Mugil cephalus","Peru","Subsistence",372.6962095229,204610.219028068
1975,"Galapagos shark","Carcharhinus galapagensis","Chile","Subsistence",0.0570955414,29.175821656051
1975,"Grey mullets","Mugil","Brazil","Subsistence",498.3447216687,1010144.75082246
1975,"Hapuka","Polyprion oxygeneios","Chile","Subsistence",2.5675,3663.8225
1975,"Herrings, sardines, menhadens","Clupeidae","Brazil","Subsistence",200.7834911845,158016.607562201
1975,"Jacks, pompanos","Carangidae","Brazil","Subsistence",9.9327487245,35042.737500036
1975,"King weakfish","Macrodon ancylodon","Brazil","Subsistence",22.9940453266,46172.0430158128
1975,"Marine fishes nei","Marine fishes not identified","Brazil","Subsistence",374.6549666989,614059.490419498
1975,"Marine fishes nei","Marine fishes not identified","Chile","Subsistence",22.9706990448,5283.26078030019
1975,"Marine fishes nei","Marine fishes not identified","Peru","Subsistence",1947.2469355244,1185873.38373434
1975,"Medusafishes","Centrolophidae","Chile","Subsistence",3.4257324841,4994.71796178344
1975,"Pacific menhaden","Ethmidium maculatum","Peru","Subsistence",189.0412695615,65219.2379987165
1975,"Pacific sierra","Scomberomorus sierra","Peru","Subsistence",143.9442086114,277668.378411377
1975,"Peruvian banded croaker","Paralonchurus peruanus","Peru","Subsistence",287.502008655,214476.498456618
1975,"Peruvian morwong","Cheilodactylus variegatus","Peru","Subsistence",9.0286747683,5688.06510401668
1975,"Peruvian rock seabass","Paralabrax humeralis","Peru","Subsistence",63.3484568231,73357.5130011907
1975,"Peruvian weakfish","Cynoscion analis","Peru","Subsistence",122.6348520531,86212.3009933384
1975,"Rainbow runner","Elagatis bipinnulata","Chile","Subsistence",4.5676433121,5595.36305732484
1975,"Sea catfishes, coblers","Ariidae","Brazil","Subsistence",87.1128182594,95214.3103575242
1975,"Sea snails","Gastropoda","Peru","Subsistence",100.5410767461,146689.430972493
1975,"Sharks, rays, skates","Elasmobranchii","Brazil","Subsistence",33.449115202,53217.542286382
1975,"Skates and rays","Rajiformes","Peru","Subsistence",51.9074885673,52789.9158729279
1975,"Skipjack tuna","Katsuwonus pelamis","Peru","Subsistence",2.2659634633,2984.27388122799
1975,"Spiny lobsters","Panulirus","Chile","Subsistence",0.4757961783,2168.67898089172
1975,"Swimming crabs","Portunidae","Brazil","Subsistence",17.6582199546,25886.9504534436
1975,"Tilefishes","Malacanthidae","Peru","Subsistence",66.7363500782,90694.6997562559
1975,"Warehous, butterfishes","Seriolella","Peru","Subsistence",482.049623698,824786.906147319
1975,"Weakfishes","Cynoscion","Brazil","Subsistence",448.3871576769,848796.889482372
1975,"Whitemouth croaker","Micropogonias furnieri","Brazil","Subsistence",40.9741984498,49783.651116507
1975,"Yellowtail amberjack","Seriola lalandi","Chile","Subsistence",5.90525,4552.94775
1976,"Argentine hake","Merluccius hubbsi","Brazil","Subsistence",6.1667204916,1233.34409832
1976,"Basses, groupers, hinds","Serranidae","Peru","Subsistence",10.5595984697,14582.805486635
1976,"Black jack","Caranx lugubris","Chile","Subsistence",0.8782165605,631.437707006369
1976,"Bluefish","Pomatomus saltatrix","Brazil","Subsistence",0.2993452104,345.743718012
1976,"Cabinza grunt","Isacia conceptionis","Peru","Subsistence",42.5750398834,5194.1548657763
1976,"Chilean jack mackerel","Trachurus murphyi","Chile","Subsistence",2.5805,239.9865
1976,"Chilean jack mackerel","Trachurus murphyi","Peru","Subsistence",303.0152488693,24241.2199095443
1976,"Chilean ribbed mussel","Aulacomya ater","Peru","Subsistence",1106.9937357811,667517.222676009
1976,"Chilean silverside","Odontesthes regia","Peru","Subsistence",225.7051616032,246018.626147509
1976,"Chub mackerel","Scomber japonicus","Peru","Subsistence",438.5948501907,81578.6421354618
1976,"Clams","Bivalvia","Peru","Subsistence",143.6355619329,162020.913860317
1976,"Clams, seasnails, squids, octopuses","Mollusca","Peru","Subsistence",153.9048965584,148826.034971972
1976,"Cods","Gadiformes","Brazil","Subsistence",5.6052292781,5341.7835020293
1976,"Commercial shrimps and prawns","Penaeidae","Brazil","Subsistence",226.1364024469,218447.764763705
1976,"Common octopus","Octopus vulgaris","Brazil","Subsistence",5.57209,23018.30379
1976,"Crabs, lobsters, shrimps","Decapoda","Brazil","Subsistence",12.6638409091,143050.746909194
1976,"Drums, croakers","Sciaenidae","Brazil","Subsistence",0.3251063126,448.646711388
1976,"Drums, croakers","Sciaenidae","Peru","Subsistence",206.6632032333,88451.8509838601
1976,"Eastern Pacific bonito","Sarda chiliensis","Peru","Subsistence",191.8676539667,67729.2818502536
1976,"Finfishes","Marine finfishes not identified","Chile","Subsistence",1.346598726,1974.113732316
1976,"Flathead grey mullet","Mugil cephalus","Peru","Subsistence",219.5715863025,109785.793151267
1976,"Galapagos shark","Carcharhinus galapagensis","Chile","Subsistence",0.0585477707,37.5291210191083
1976,"Grey mullets","Mugil","Brazil","Subsistence",535.3209036725,1040128.51583567
1976,"Hapuka","Polyprion oxygeneios","Chile","Subsistence",2.5805,4552.002
1976,"Herrings, sardines, menhadens","Clupeidae","Brazil","Subsistence",214.3417010916,204481.982841386
1976,"Jacks, pompanos","Carangidae","Brazil","Subsistence",9.9501607143,28357.958035755
1976,"King weakfish","Macrodon ancylodon","Brazil","Subsistence",24.1683919888,50028.571416816
1976,"Marine fishes nei","Marine fishes not identified","Brazil","Subsistence",390.1708145753,538045.553299339
1976,"Marine fishes nei","Marine fishes not identified","Chile","Subsistence",23.2568245219,2604.76434645187
1976,"Marine fishes nei","Marine fishes not identified","Peru","Subsistence",1640.6892846577,700574.324548839
1976,"Medusafishes","Centrolophidae","Chile","Subsistence",3.512866242,2743.54853503185
1976,"Pacific menhaden","Ethmidium maculatum","Peru","Subsistence",187.1210894319,58756.0220816028
1976,"Pacific sierra","Scomberomorus sierra","Peru","Subsistence",84.5268332479,136933.469861529
1976,"Peruvian banded croaker","Paralonchurus peruanus","Peru","Subsistence",251.1879249396,161262.647811222
1976,"Peruvian morwong","Cheilodactylus variegatus","Peru","Subsistence",11.1601443542,6138.07939481924
1976,"Peruvian rock seabass","Paralabrax humeralis","Peru","Subsistence",46.2951063515,48748.7469881271
1976,"Peruvian weakfish","Cynoscion analis","Peru","Subsistence",139.8926597076,90790.3361502065
1976,"Rainbow runner","Elagatis bipinnulata","Chile","Subsistence",4.6838216561,5353.60815286625
1976,"Sea catfishes, coblers","Ariidae","Brazil","Subsistence",93.8404768584,102004.598345081
1976,"Sea snails","Gastropoda","Peru","Subsistence",195.4551649444,248423.514644391
1976,"Sharks, rays, skates","Elasmobranchii","Brazil","Subsistence",34.598109673,67120.33276562
1976,"Skates and rays","Rajiformes","Peru","Subsistence",38.4073114993,33798.4341194278
1976,"Skipjack tuna","Katsuwonus pelamis","Peru","Subsistence",1.535670895,1492.67210992396
1976,"Spiny lobsters","Panulirus","Chile","Subsistence",0.4878980892,3075.22165605096
1976,"Swimming crabs","Portunidae","Brazil","Subsistence",17.6891746032,25932.3299682912
1976,"Tilefishes","Malacanthidae","Peru","Subsistence",50.2745410803,50274.5410802889
1976,"Warehous, butterfishes","Seriolella","Peru","Subsistence",1196.4646380916,801631.307521379
1976,"Weakfishes","Cynoscion","Brazil","Subsistence",481.6637015555,1009085.45475877
1976,"Whitemouth croaker","Micropogonias furnieri","Brazil","Subsistence",42.7956263787,56105.0661824757
1976,"Yellowtail amberjack","Seriola lalandi","Chile","Subsistence",5.93515,5175.4508
1977,"Argentine hake","Merluccius hubbsi","Brazil","Subsistence",6.3183156874,1358.437872791
1977,"Basses, groupers, hinds","Serranidae","Peru","Subsistence",18.3854575657,24232.0330716171
1977,"Black jack","Caranx lugubris","Chile","Subsistence",0.9,745.2
1977,"Bluefish","Pomatomus saltatrix","Brazil","Subsistence",0.3047800367,272.4733528098
1977,"Cabinza grunt","Isacia conceptionis","Peru","Subsistence",47.5366500065,17921.3170524467
1977,"Chilean jack mackerel","Trachurus murphyi","Chile","Subsistence",2.5935,456.456
1977,"Chilean jack mackerel","Trachurus murphyi","Peru","Subsistence",1485.0831134658,157418.810027371
1977,"Chilean ribbed mussel","Aulacomya ater","Peru","Subsistence",401.8129914856,176395.903262192
1977,"Chilean silverside","Odontesthes regia","Peru","Subsistence",117.651146912,105768.381073851
1977,"Chub mackerel","Scomber japonicus","Peru","Subsistence",264.3626100253,40183.1167238511
1977,"Clams","Bivalvia","Peru","Subsistence",46.9776058444,40682.6066612704
1977,"Clams, seasnails, squids, octopuses","Mollusca","Peru","Subsistence",108.2650946483,100036.94745499
1977,"Cods","Gadiformes","Brazil","Subsistence",5.7886003501,4642.4574807802
1977,"Commercial shrimps and prawns","Penaeidae","Brazil","Subsistence",242.7010044061,342208.416212601
1977,"Common octopus","Octopus vulgaris","Brazil","Subsistence",5.5818407143,20876.084271482
1977,"Crabs, lobsters, shrimps","Decapoda","Brazil","Subsistence",12.6860016234,119857.343337883
1977,"Drums, croakers","Sciaenidae","Brazil","Subsistence",0.3313065335,423.7410563465
1977,"Drums, croakers","Sciaenidae","Peru","Subsistence",285.8850006735,123216.435290288
1977,"Eastern Pacific bonito","Sarda chiliensis","Peru","Subsistence",142.8467199936,21427.0079990397
1977,"Finfishes","Marine finfishes not identified","Chile","Subsistence",1.38,2023.08
1977,"Flathead grey mullet","Mugil cephalus","Peru","Subsistence",216.4294506664,103453.277418522
1977,"Galapagos shark","Carcharhinus galapagensis","Chile","Subsistence",0.06,48.6
1977,"Grey mullets","Mugil","Brazil","Subsistence",572.1386590485,541815.31011893
1977,"Hapuka","Polyprion oxygeneios","Chile","Subsistence",2.5935,5340.0165
1977,"Herrings, sardines, menhadens","Clupeidae","Brazil","Subsistence",227.8315266462,181353.895210375
1977,"Jacks, pompanos","Carangidae","Brazil","Subsistence",9.9675727041,23084.8983826956
1977,"King weakfish","Macrodon ancylodon","Brazil","Subsistence",25.3346435902,41700.8233494692
1977,"Marine fishes nei","Marine fishes not identified","Brazil","Subsistence",405.5410807962,487054.838036236
1977,"Marine fishes nei","Marine fishes not identified","Chile","Subsistence",23.54295,6097.62405
1977,"Marine fishes nei","Marine fishes not identified","Peru","Subsistence",2327.5635351566,940335.668203267
1977,"Medusafishes","Centrolophidae","Chile","Subsistence",3.6,7635.6
1977,"Pacific menhaden","Ethmidium maculatum","Peru","Subsistence",187.7917990377,68731.7984478154
1977,"Pacific sierra","Scomberomorus sierra","Peru","Subsistence",46.6606605459,56972.6665265451
1977,"Peruvian banded croaker","Paralonchurus peruanus","Peru","Subsistence",155.8463431982,86338.8741317834
1977,"Peruvian morwong","Cheilodactylus variegatus","Peru","Subsistence",3.94537716,1976.63395717275
1977,"Peruvian rock seabass","Paralabrax humeralis","Peru","Subsistence",26.9487408765,26463.6635406911
1977,"Peruvian weakfish","Cynoscion analis","Peru","Subsistence",96.6002319907,59119.3419783077
1977,"Rainbow runner","Elagatis bipinnulata","Chile","Subsistence",4.8,8347.2
1977,"Sea catfishes, coblers","Ariidae","Brazil","Subsistence",100.5422090373,91795.0368510549
1977,"Sea snails","Gastropoda","Peru","Subsistence",97.0444420051,77926.6869301323
1977,"Sharks, rays, skates","Elasmobranchii","Brazil","Subsistence",35.732169855,55742.1849738
1977,"Skates and rays","Rajiformes","Peru","Subsistence",24.9354149117,18003.3695662521
1977,"Skipjack tuna","Katsuwonus pelamis","Peru","Subsistence",1.1600592464,754.038510135482
1977,"Spiny lobsters","Panulirus","Chile","Subsistence",0.5,3634.5
1977,"Swimming crabs","Portunidae","Brazil","Subsistence",17.7201292517,25977.7094829922
1977,"Tilefishes","Malacanthidae","Peru","Subsistence",40.7338452744,37801.0084146874
1977,"Warehous, butterfishes","Seriolella","Peru","Subsistence",803.7651758775,1022389.30371614
1977,"Weakfishes","Cynoscion","Brazil","Subsistence",514.8026437315,935911.206303867
1977,"Whitemouth croaker","Micropogonias furnieri","Brazil","Subsistence",44.5998198162,39693.839636418
1977,"Yellowtail amberjack","Seriola lalandi","Chile","Subsistence",5.96505,5541.53145
1978,"Argentine hake","Merluccius hubbsi","Brazil","Subsistence",6.4649204055,1247.7296382615
1978,"Basses, groupers, hinds","Serranidae","Peru","Subsistence",3.2180369714,3652.47196259545
1978,"Black jack","Caranx lugubris","Chile","Subsistence",0.929650953,747.439366204652
1978,"Bluefish","Pomatomus saltatrix","Brazil","Subsistence",0.3097222109,268.5291568503
1978,"Cabinza grunt","Isacia conceptionis","Peru","Subsistence",68.6977689205,26860.8276479042
1978,"Chilean jack mackerel","Trachurus murphyi","Chile","Subsistence",2.6065,1402.297
1978,"Chilean jack mackerel","Trachurus murphyi","Peru","Subsistence",1062.3492953109,203971.064699698
1978,"Chilean ribbed mussel","Aulacomya ater","Peru","Subsistence",454.8302216461,264711.188998012
1978,"Chilean silverside","Odontesthes regia","Peru","Subsistence",47.3862085338,35539.6564003429
1978,"Chub mackerel","Scomber japonicus","Peru","Subsistence",543.9792001711,108795.840034219
1978,"Clams","Bivalvia","Peru","Subsistence",59.1627499392,45200.3409535742
1978,"Clams, seasnails, squids, octopuses","Mollusca","Peru","Subsistence",62.1474178173,41390.1802663443
1978,"Cods","Gadiformes","Brazil","Subsistence",5.9693527886,4178.54695202
1978,"Commercial shrimps and prawns","Penaeidae","Brazil","Subsistence",259.1637407127,2003594.87944988
1978,"Common octopus","Octopus vulgaris","Brazil","Subsistence",5.5915914286,15477.5250743648
1978,"Crabs, lobsters, shrimps","Decapoda","Brazil","Subsistence",12.7081623377,16851.0232597902
1978,"Drums, croakers","Sciaenidae","Brazil","Subsistence",0.3371682801,443.7134566116
1978,"Drums, croakers","Sciaenidae","Peru","Subsistence",272.9437944266,116819.944014593
1978,"Eastern Pacific bonito","Sarda chiliensis","Peru","Subsistence",110.0579698561,28505.0141927374
1978,"Finfishes","Marine finfishes not identified","Chile","Subsistence",1.425464795,235.201691175
1978,"Flathead grey mullet","Mugil cephalus","Peru","Subsistence",262.0518744838,94600.7266886489
1978,"Galapagos shark","Carcharhinus galapagensis","Chile","Subsistence",0.0619767302,49.4574306991138
1978,"Grey mullets","Mugil","Brazil","Subsistence",608.7111196076,724974.943452651
1978,"Hapuka","Polyprion oxygeneios","Chile","Subsistence",2.6065,6419.8095
1978,"Herrings, sardines, menhadens","Clupeidae","Brazil","Subsistence",241.2215097263,118439.761275614
1978,"Jacks, pompanos","Carangidae","Brazil","Subsistence",9.9849846939,22266.515867397
1978,"King weakfish","Macrodon ancylodon","Brazil","Subsistence",26.4903321913,36079.8324445506
