"Taxon.Key","FAO_Name","MatchName","SAU_name","Species","Country","Year","Aquaculture","Capture","Exports","Imports","Production","DHC_Use","FMFO_Use","Other_Use","Discards"
509279,NA,"Eels",NA,"Eels","Brazil","X2015",0,0,0,1,0,NA,NA,NA,NA
509279,NA,"Eels",NA,"Eels","Brazil","X2016",0,0,0,2,0,NA,NA,NA,NA
509279,NA,"Eels",NA,"Eels","Chile","X2012",0,0,12,0,0,NA,NA,NA,NA
509279,NA,"Eels",NA,"Eels","Chile","X2013",0,0,61,0,0,NA,NA,NA,NA
509279,NA,"Eels",NA,"Eels","Chile","X2014",0,0,5,0,0,NA,NA,NA,NA
509279,NA,"Eels",NA,"Eels","Chile","X2016",0,0,0,9,0,NA,NA,NA,NA
509279,NA,"Eels",NA,"Eels","Peru","X2010",0,0,1,483,0,NA,NA,NA,NA
509279,NA,"Eels",NA,"Eels","Peru","X2011",0,0,1,216,0,NA,NA,NA,NA
509279,NA,"Eels",NA,"Eels","Peru","X2012",0,0,1,0,0,NA,NA,NA,NA
509279,NA,"Eels",NA,"Eels","Peru","X2013",0,0,2,0,0,NA,NA,NA,NA
509279,NA,"Eels",NA,"Eels","Peru","X2014",0,0,1,0,0,NA,NA,NA,NA
509279,NA,"Eels",NA,"Eels","Peru","X2015",0,0,2,0,0,NA,NA,NA,NA
509279,NA,"Eels",NA,"Eels","Peru","X2016",0,0,1,0,0,NA,NA,NA,NA
590010,NA,"Common squids","Loligo","Common squids","Brazil","X2010",0,1608,0,0,0,0.999,0.001,0.001,0
590010,NA,"Common squids","Loligo","Common squids","Brazil","X2011",0,1462,0,0,0,0.999,0.001,0.001,0
590010,NA,"Common squids","Loligo","Common squids","Brazil","X2012",0,1607,0,0,0,0.999,0.001,0.001,0
590010,NA,"Common squids","Loligo","Common squids","Brazil","X2013",0,1451,0,0,0,0.999,0.001,0.001,0
590010,NA,"Common squids","Loligo","Common squids","Brazil","X2014",0,1464,0,0,0,0.999,0.001,0.001,0
590010,NA,"Common squids","Loligo","Common squids","Brazil","X2015",0,1320,0,0,0,0.999,0.001,0.001,0
590010,NA,"Common squids","Loligo","Common squids","Brazil","X2016",0,1320,0,0,0,0.999,0.001,0.001,0
590014,NA,"Cupped oysters","Crassostrea","Cupped oysters","Brazil","X2010",1908,1223,0,0,0,0.999,0,0,0
590014,NA,"Cupped oysters","Crassostrea","Cupped oysters","Brazil","X2011",2288,1112,0,0,0,0.999,0,0,0
590014,NA,"Cupped oysters","Crassostrea","Cupped oysters","Brazil","X2012",2475,1223,0,0,0,0.999,0,0,0
590014,NA,"Cupped oysters","Crassostrea","Cupped oysters","Brazil","X2013",2900,1104,0,0,0,0.999,0,0,0
590014,NA,"Cupped oysters","Crassostrea","Cupped oysters","Brazil","X2014",2800,1114,0,0,0,0.999,0,0,0
590014,NA,"Cupped oysters","Crassostrea","Cupped oysters","Brazil","X2015",2700,1000,0,0,0,0.999,0,0,0
590014,NA,"Cupped oysters","Crassostrea","Cupped oysters","Brazil","X2016",2700,1000,0,0,0,0.999,0,0,0
590046,NA,"Abalones",NA,"Abalones","Brazil","X2014",0,0,0,1,0,NA,NA,NA,NA
590046,NA,"Abalones",NA,"Abalones","Chile","X2010",0,0,498,0,448,NA,NA,NA,NA
590046,NA,"Abalones",NA,"Abalones","Chile","X2011",0,0,272,0,454,NA,NA,NA,NA
590046,NA,"Abalones",NA,"Abalones","Chile","X2012",0,0,589,0,424,NA,NA,NA,NA
590046,NA,"Abalones",NA,"Abalones","Chile","X2013",0,0,591,0,574,NA,NA,NA,NA
590046,NA,"Abalones",NA,"Abalones","Chile","X2014",0,0,589,0,371,NA,NA,NA,NA
590046,NA,"Abalones",NA,"Abalones","Chile","X2015",0,0,656,0,447,NA,NA,NA,NA
590046,NA,"Abalones",NA,"Abalones","Chile","X2016",0,0,700,0,519,NA,NA,NA,NA
590046,NA,"Abalones",NA,"Abalones","Peru","X2010",0,0,295,0,431,NA,NA,NA,NA
590046,NA,"Abalones",NA,"Abalones","Peru","X2011",0,0,247,0,364,NA,NA,NA,NA
590046,NA,"Abalones",NA,"Abalones","Peru","X2012",0,0,372,0,530,NA,NA,NA,NA
590046,NA,"Abalones",NA,"Abalones","Peru","X2013",0,0,362,0,279,NA,NA,NA,NA
590046,NA,"Abalones",NA,"Abalones","Peru","X2014",0,0,369,0,182,NA,NA,NA,NA
590046,NA,"Abalones",NA,"Abalones","Peru","X2015",0,0,203,2,150,NA,NA,NA,NA
590046,NA,"Abalones",NA,"Abalones","Peru","X2016",0,0,183,0,92,NA,NA,NA,NA
590096,NA,"Tiger prawns",NA,"Tiger prawns","Brazil","X2010",0,12861,0,0,0,NA,NA,NA,NA
590096,NA,"Tiger prawns",NA,"Tiger prawns","Brazil","X2011",0,4615,0,0,0,NA,NA,NA,NA
590096,NA,"Tiger prawns",NA,"Tiger prawns","Brazil","X2012",0,5075,0,0,0,NA,NA,NA,NA
590096,NA,"Tiger prawns",NA,"Tiger prawns","Brazil","X2013",0,4581,0,0,0,NA,NA,NA,NA
590096,NA,"Tiger prawns",NA,"Tiger prawns","Brazil","X2014",0,4622,0,0,0,NA,NA,NA,NA
590096,NA,"Tiger prawns",NA,"Tiger prawns","Brazil","X2015",0,4150,0,0,0,NA,NA,NA,NA
590096,NA,"Tiger prawns",NA,"Tiger prawns","Brazil","X2016",0,4150,0,0,0,NA,NA,NA,NA
590096,NA,"Tiger prawns","Penaeus","Tiger prawns","Peru","X2010",0,20337,0,0,0,0.999,0,0,0
590096,NA,"Tiger prawns","Penaeus","Tiger prawns","Peru","X2011",0,29221,0,0,0,0.999,0,0,0
590096,NA,"Tiger prawns","Penaeus","Tiger prawns","Peru","X2012",0,12069,0,0,0,0.999,0,0,0
590096,NA,"Tiger prawns","Penaeus","Tiger prawns","Peru","X2013",0,6796,0,0,0,0.999,0,0,0
590096,NA,"Tiger prawns","Penaeus","Tiger prawns","Peru","X2014",0,29164,0,0,0,0.999,0,0,0
590096,NA,"Tiger prawns","Penaeus","Tiger prawns","Peru","X2015",0,35822,0,0,0,0.999,0,0,0
590096,NA,"Tiger prawns","Penaeus","Tiger prawns","Peru","X2016",0,31888,0,0,0,0.999,0,0,0
590103,NA,"Krills",NA,"Krills","Brazil","X2011",0,0,1,0,0,NA,NA,NA,NA
590137,NA,"Taquilla clams","Mulinia","Taquilla clams","Chile","X2010",0,3290,0,0,0,0.999,0,0,0
590137,NA,"Taquilla clams","Mulinia","Taquilla clams","Chile","X2011",0,1734,0,0,0,0.999,0,0,0
590137,NA,"Taquilla clams","Mulinia","Taquilla clams","Chile","X2012",0,722,0,0,0,0.999,0,0,0
590137,NA,"Taquilla clams","Mulinia","Taquilla clams","Chile","X2013",0,935,0,0,0,0.999,0,0,0
590137,NA,"Taquilla clams","Mulinia","Taquilla clams","Chile","X2014",0,1743,0,0,0,0.999,0,0,0
590137,NA,"Taquilla clams","Mulinia","Taquilla clams","Chile","X2015",0,1154,0,0,0,0.999,0,0,0
590137,NA,"Taquilla clams","Mulinia","Taquilla clams","Chile","X2016",0,1234,0,0,0,0.999,0,0,0
600004,NA,"Anchoveta","Engraulis ringens","Anchoveta","Chile","X2010",0,755370,0,0,170494,0.052,0.948,0,0
600004,NA,"Anchoveta","Engraulis ringens","Anchoveta","Chile","X2011",0,1191376,0,0,276499,0.052,0.948,0,0
600004,NA,"Anchoveta","Engraulis ringens","Anchoveta","Chile","X2012",0,903866,0,0,210830,0.052,0.948,0,0
600004,NA,"Anchoveta","Engraulis ringens","Anchoveta","Chile","X2013",0,803404,0,0,191905,0.052,0.948,0,0
600004,NA,"Anchoveta","Engraulis ringens","Anchoveta","Chile","X2014",0,817900,0,0,198614,0.052,0.948,0,0
600004,NA,"Anchoveta","Engraulis ringens","Anchoveta","Chile","X2015",0,540095,0,0,117887,0.052,0.948,0,0
600004,NA,"Anchoveta","Engraulis ringens","Anchoveta","Chile","X2016",0,337436,0,0,70490,0.052,0.948,0,0
600004,NA,"Anchoveta","Engraulis ringens","Anchoveta","Peru","X2010",0,3450609,0,0,174088,0.057,0.943,0,0
600004,NA,"Anchoveta","Engraulis ringens","Anchoveta","Peru","X2011",0,7125244,0,0,335744,0.057,0.943,0,0
600004,NA,"Anchoveta","Engraulis ringens","Anchoveta","Peru","X2012",0,3776880,0,0,1089155,0.057,0.943,0,0
600004,NA,"Anchoveta","Engraulis ringens","Anchoveta","Peru","X2013",0,4870630,0,0,1361265,0.057,0.943,0,0
600004,NA,"Anchoveta","Engraulis ringens","Anchoveta","Peru","X2014",0,2322129,0,0,629176,0.057,0.943,0,0
600004,NA,"Anchoveta","Engraulis ringens","Anchoveta","Peru","X2015",0,3769920,0,0,965578,0.057,0.943,0,0
600004,NA,"Anchoveta","Engraulis ringens","Anchoveta","Peru","X2016",0,2855040,0,0,756054,0.057,0.943,0,0
600006,NA,"Common dolphinfish","Coryphaena hippurus","Common dolphinfish","Brazil","X2010",0,7999,0,0,0,0.999,0,0,0
600006,NA,"Common dolphinfish","Coryphaena hippurus","Common dolphinfish","Brazil","X2011",0,4379,0,0,0,0.999,0,0,0
600006,NA,"Common dolphinfish","Coryphaena hippurus","Common dolphinfish","Brazil","X2012",0,641,0,0,0,0.999,0,0,0
600006,NA,"Common dolphinfish","Coryphaena hippurus","Common dolphinfish","Brazil","X2013",0,932,0,0,0,0.999,0,0,0
600006,NA,"Common dolphinfish","Coryphaena hippurus","Common dolphinfish","Brazil","X2014",0,762,0,0,0,0.999,0,0,0
600006,NA,"Common dolphinfish","Coryphaena hippurus","Common dolphinfish","Brazil","X2015",0,623,0,0,0,0.999,0,0,0
600006,NA,"Common dolphinfish","Coryphaena hippurus","Common dolphinfish","Brazil","X2016",0,620,0,0,0,0.999,0,0,0
600006,NA,"Common dolphinfish","Coryphaena hippurus","Common dolphinfish","Chile","X2010",0,402,0,0,0,0.999,0,0,0
600006,NA,"Common dolphinfish","Coryphaena hippurus","Common dolphinfish","Chile","X2011",0,337,0,0,0,0.999,0,0,0
600006,NA,"Common dolphinfish","Coryphaena hippurus","Common dolphinfish","Chile","X2014",0,237,0,0,0,0.999,0,0,0
600006,NA,"Common dolphinfish","Coryphaena hippurus","Common dolphinfish","Peru","X2010",0,53359,0,0,0,0.999,0.001,0.001,0
600006,NA,"Common dolphinfish","Coryphaena hippurus","Common dolphinfish","Peru","X2011",0,43688,0,0,0,0.999,0.001,0.001,0
600006,NA,"Common dolphinfish","Coryphaena hippurus","Common dolphinfish","Peru","X2012",0,58961,0,0,0,0.999,0.001,0.001,0
600006,NA,"Common dolphinfish","Coryphaena hippurus","Common dolphinfish","Peru","X2013",0,55830,0,0,0,0.999,0.001,0.001,0
600006,NA,"Common dolphinfish","Coryphaena hippurus","Common dolphinfish","Peru","X2014",0,55136,0,0,0,0.999,0.001,0.001,0
600006,NA,"Common dolphinfish","Coryphaena hippurus","Common dolphinfish","Peru","X2015",0,61909,0,0,0,0.999,0.001,0.001,0
600006,NA,"Common dolphinfish","Coryphaena hippurus","Common dolphinfish","Peru","X2016",0,40343,0,0,0,0.999,0.001,0.001,0
600017,NA,"Red grouper","Epinephelus morio","Red grouper","Brazil","X2010",0,1107,0,0,0,0.999,0,0,0
600031,NA,"Blue whiting ",NA,"Blue whiting ","Chile","X2010",0,0,0,0,711,NA,NA,NA,NA
600031,NA,"Blue whiting ",NA,"Blue whiting ","Chile","X2011",0,0,0,0,743,NA,NA,NA,NA
600031,NA,"Blue whiting ",NA,"Blue whiting ","Chile","X2012",0,0,0,0,802,NA,NA,NA,NA
600031,NA,"Blue whiting ",NA,"Blue whiting ","Chile","X2013",0,0,0,0,273,NA,NA,NA,NA
600031,NA,"Blue whiting ",NA,"Blue whiting ","Chile","X2014",0,0,0,0,87,NA,NA,NA,NA
600031,NA,"Blue whiting ",NA,"Blue whiting ","Chile","X2015",0,0,0,0,31,NA,NA,NA,NA
600031,NA,"Blue whiting ",NA,"Blue whiting ","Chile","X2016",0,0,0,0,63,NA,NA,NA,NA
600069,NA,"Atlantic cod",NA,"Atlantic cod","Brazil","X2010",0,0,0,10,0,NA,NA,NA,NA
600069,NA,"Atlantic cod",NA,"Atlantic cod","Brazil","X2011",0,0,0,33,0,NA,NA,NA,NA
600071,NA,"Crevalle jack","Caranx hippos","Crevalle jack","Brazil","X2010",0,5952,0,0,0,0.999,0,0,0
600071,NA,"Crevalle jack","Caranx hippos","Crevalle jack","Brazil","X2011",0,5540,0,0,0,0.999,0,0,0
600071,NA,"Crevalle jack","Caranx hippos","Crevalle jack","Brazil","X2012",0,6028,0,0,0,0.999,0,0,0
600071,NA,"Crevalle jack","Caranx hippos","Crevalle jack","Brazil","X2013",0,5202,0,0,0,0.999,0,0,0
600071,NA,"Crevalle jack","Caranx hippos","Crevalle jack","Brazil","X2014",0,6280,0,0,0,0.999,0,0,0
600071,NA,"Crevalle jack","Caranx hippos","Crevalle jack","Brazil","X2015",0,5650,0,0,0,0.999,0,0,0
600071,NA,"Crevalle jack","Caranx hippos","Crevalle jack","Brazil","X2016",0,5650,0,0,0,0.999,0,0,0
600078,NA,"Atlantic sailfish","Istiophorus albicans","Atlantic sailfish","Brazil","X2010",0,78,0,0,0,1,0,0,0
600078,NA,"Atlantic sailfish","Istiophorus albicans","Atlantic sailfish","Brazil","X2011",0,137,0,0,0,1,0,0,0
600078,NA,"Atlantic sailfish","Istiophorus albicans","Atlantic sailfish","Brazil","X2012",0,108,0,0,0,1,0,0,0
600078,NA,"Atlantic sailfish","Istiophorus albicans","Atlantic sailfish","Brazil","X2013",0,38,0,0,0,1,0,0,0
600078,NA,"Atlantic sailfish","Istiophorus albicans","Atlantic sailfish","Brazil","X2014",0,57,0,0,0,1,0,0,0
600078,NA,"Atlantic sailfish","Istiophorus albicans","Atlantic sailfish","Brazil","X2015",0,51,0,0,0,1,0,0,0
600078,NA,"Atlantic sailfish","Istiophorus albicans","Atlantic sailfish","Brazil","X2016",0,47,0,0,0,1,0,0,0
600089,NA,"Wahoo","Acanthocybium solandri","Wahoo","Brazil","X2010",0,19,0,0,0,0.999,0,0,0
600089,NA,"Wahoo","Acanthocybium solandri","Wahoo","Brazil","X2011",0,357,0,0,0,0.999,0,0,0
600089,NA,"Wahoo","Acanthocybium solandri","Wahoo","Brazil","X2012",0,213,0,0,0,0.999,0,0,0
600089,NA,"Wahoo","Acanthocybium solandri","Wahoo","Brazil","X2013",0,202,0,0,0,0.999,0,0,0
600089,NA,"Wahoo","Acanthocybium solandri","Wahoo","Brazil","X2014",0,153,0,0,0,0.999,0,0,0
600089,NA,"Wahoo","Acanthocybium solandri","Wahoo","Brazil","X2015",0,131,0,0,0,0.999,0,0,0
600089,NA,"Wahoo","Acanthocybium solandri","Wahoo","Brazil","X2016",0,120,0,0,0,0.999,0,0,0
600094,NA,"Frigate tuna","Auxis thazard","Frigate tuna","Brazil","X2010",0,204,0,0,0,0.999,0,0,0
600094,NA,"Frigate tuna","Auxis thazard","Frigate tuna","Brazil","X2011",0,347,0,0,0,0.999,0,0,0
600094,NA,"Frigate tuna","Auxis thazard","Frigate tuna","Brazil","X2012",0,353,0,0,0,0.999,0,0,0
600094,NA,"Frigate tuna","Auxis thazard","Frigate tuna","Brazil","X2013",0,485,0,0,0,0.999,0,0,0
600094,NA,"Frigate tuna","Auxis thazard","Frigate tuna","Brazil","X2014",0,293,0,0,0,0.999,0,0,0
600094,NA,"Frigate tuna","Auxis thazard","Frigate tuna","Brazil","X2015",0,288,0,0,0,0.999,0,0,0
600094,NA,"Frigate tuna","Auxis thazard","Frigate tuna","Brazil","X2016",0,265,0,0,0,0.999,0,0,0
600098,NA,"Black skipjack",NA,"Black skipjack","Brazil","X2010",0,463,0,0,0,NA,NA,NA,NA
600098,NA,"Black skipjack",NA,"Black skipjack","Brazil","X2011",0,431,0,0,0,NA,NA,NA,NA
600098,NA,"Black skipjack",NA,"Black skipjack","Brazil","X2012",0,469,0,0,0,NA,NA,NA,NA
600098,NA,"Black skipjack",NA,"Black skipjack","Brazil","X2013",0,404,0,0,0,NA,NA,NA,NA
600098,NA,"Black skipjack",NA,"Black skipjack","Brazil","X2014",0,488,0,0,0,NA,NA,NA,NA
600098,NA,"Black skipjack",NA,"Black skipjack","Brazil","X2015",0,440,0,0,0,NA,NA,NA,NA
600098,NA,"Black skipjack",NA,"Black skipjack","Brazil","X2016",0,440,0,0,0,NA,NA,NA,NA
600107,NA,"Skipjack tuna","Katsuwonus pelamis","Skipjack tuna","Brazil","X2010",0,20590,0,0,3750,1,0,0,0
600107,NA,"Skipjack tuna","Katsuwonus pelamis","Skipjack tuna","Brazil","X2011",0,30563,0,0,8650,1,0,0,0
600107,NA,"Skipjack tuna","Katsuwonus pelamis","Skipjack tuna","Brazil","X2012",0,30872,0,129,14100,1,0,0,0
600107,NA,"Skipjack tuna","Katsuwonus pelamis","Skipjack tuna","Brazil","X2013",0,32602,0,2466,8350,1,0,0,0
600107,NA,"Skipjack tuna","Katsuwonus pelamis","Skipjack tuna","Brazil","X2014",0,24873,0,5149,5550,1,0,0,0
600107,NA,"Skipjack tuna","Katsuwonus pelamis","Skipjack tuna","Brazil","X2015",0,17584,0,5834,7000,1,0,0,0
600107,NA,"Skipjack tuna","Katsuwonus pelamis","Skipjack tuna","Brazil","X2016",0,25020,0,5073,6460,1,0,0,0
600107,NA,"Skipjack tuna","Katsuwonus pelamis","Skipjack tuna","Chile","X2012",0,1,0,0,0,1,0,0,0
600107,NA,"Skipjack tuna","Katsuwonus pelamis","Skipjack tuna","Chile","X2014",0,0,0,2,0,1,0,0,0
600107,NA,"Skipjack tuna","Katsuwonus pelamis","Skipjack tuna","Chile","X2015",0,0,23,0,0,1,0,0,0
600107,NA,"Skipjack tuna","Katsuwonus pelamis","Skipjack tuna","Chile","X2016",0,2,0,0,0,1,0,0,0
600107,NA,"Skipjack tuna","Katsuwonus pelamis","Skipjack tuna","Peru","X2010",0,2810,103,7460,567,1,0,0,0
600107,NA,"Skipjack tuna","Katsuwonus pelamis","Skipjack tuna","Peru","X2011",0,4104,51,3085,2063,1,0,0,0
600107,NA,"Skipjack tuna","Katsuwonus pelamis","Skipjack tuna","Peru","X2012",0,3310,22,6443,2284,1,0,0,0
600107,NA,"Skipjack tuna","Katsuwonus pelamis","Skipjack tuna","Peru","X2013",0,4421,26,10592,2670,1,0,0,0
600107,NA,"Skipjack tuna","Katsuwonus pelamis","Skipjack tuna","Peru","X2014",0,10729,82,10069,3107,1,0,0,0
600107,NA,"Skipjack tuna","Katsuwonus pelamis","Skipjack tuna","Peru","X2015",0,8206,53,9231,1903,1,0,0,0
600107,NA,"Skipjack tuna","Katsuwonus pelamis","Skipjack tuna","Peru","X2016",0,12735,5995,14230,1235,1,0,0,0
600113,NA,"Eastern Pacific bonito","Sarda chiliensis","Eastern Pacific bonito","Chile","X2010",0,8,0,0,0,0,1,0,0
600113,NA,"Eastern Pacific bonito","Sarda chiliensis","Eastern Pacific bonito","Chile","X2011",0,9,0,0,0,0,1,0,0
600113,NA,"Eastern Pacific bonito","Sarda chiliensis","Eastern Pacific bonito","Chile","X2012",0,62,0,0,0,0,1,0,0
600113,NA,"Eastern Pacific bonito","Sarda chiliensis","Eastern Pacific bonito","Chile","X2013",0,19,0,0,0,0,1,0,0
600113,NA,"Eastern Pacific bonito","Sarda chiliensis","Eastern Pacific bonito","Chile","X2014",0,38,0,0,0,0,1,0,0
600113,NA,"Eastern Pacific bonito","Sarda chiliensis","Eastern Pacific bonito","Chile","X2015",0,43,0,0,0,0,1,0,0
600113,NA,"Eastern Pacific bonito","Sarda chiliensis","Eastern Pacific bonito","Chile","X2016",0,257,0,0,0,0,1,0,0
600113,NA,"Eastern Pacific bonito","Sarda chiliensis","Eastern Pacific bonito","Peru","X2010",0,13144,0,0,0,0.999,0.001,0.001,0
600113,NA,"Eastern Pacific bonito","Sarda chiliensis","Eastern Pacific bonito","Peru","X2011",0,14654,0,0,0,0.999,0.001,0.001,0
600113,NA,"Eastern Pacific bonito","Sarda chiliensis","Eastern Pacific bonito","Peru","X2012",0,23893,0,0,0,0.999,0.001,0.001,0
600113,NA,"Eastern Pacific bonito","Sarda chiliensis","Eastern Pacific bonito","Peru","X2013",0,38610,0,0,0,0.999,0.001,0.001,0
600113,NA,"Eastern Pacific bonito","Sarda chiliensis","Eastern Pacific bonito","Peru","X2014",0,40826,0,0,0,0.999,0.001,0.001,0
600113,NA,"Eastern Pacific bonito","Sarda chiliensis","Eastern Pacific bonito","Peru","X2015",0,93049,0,0,0,0.999,0.001,0.001,0
600113,NA,"Eastern Pacific bonito","Sarda chiliensis","Eastern Pacific bonito","Peru","X2016",0,78571,0,0,0,0.999,0.001,0.001,0
600115,NA,"Atlantic bonito","Sarda sarda","Atlantic bonito","Brazil","X2010",0,347,0,0,0,0.999,0,0,0
600115,NA,"Atlantic bonito","Sarda sarda","Atlantic bonito","Brazil","X2011",0,323,0,0,0,0.999,0,0,0
600115,NA,"Atlantic bonito","Sarda sarda","Atlantic bonito","Brazil","X2012",0,351,0,0,0,0.999,0,0,0
600115,NA,"Atlantic bonito","Sarda sarda","Atlantic bonito","Brazil","X2013",0,303,0,0,0,0.999,0,0,0
600115,NA,"Atlantic bonito","Sarda sarda","Atlantic bonito","Brazil","X2014",0,366,0,0,0,0.999,0,0,0
600115,NA,"Atlantic bonito","Sarda sarda","Atlantic bonito","Brazil","X2015",0,330,0,0,0,0.999,0,0,0
600115,NA,"Atlantic bonito","Sarda sarda","Atlantic bonito","Brazil","X2016",0,330,0,0,0,0.999,0,0,0
600117,NA,"Chub mackerel","Scomber japonicus","Chub mackerel","Chile","X2010",0,0,714,25,1205,0.511,0.489,0,0
600117,NA,"Chub mackerel","Scomber japonicus","Chub mackerel","Chile","X2011",0,0,36,40,315,0.511,0.489,0,0
600117,NA,"Chub mackerel","Scomber japonicus","Chub mackerel","Chile","X2012",0,0,74,2,2984,0.511,0.489,0,0
600117,NA,"Chub mackerel","Scomber japonicus","Chub mackerel","Chile","X2013",0,0,35,115,3021,0.511,0.489,0,0
600117,NA,"Chub mackerel","Scomber japonicus","Chub mackerel","Chile","X2014",0,0,98,54,1046,0.511,0.489,0,0
600117,NA,"Chub mackerel","Scomber japonicus","Chub mackerel","Chile","X2015",0,0,266,15,597,0.511,0.489,0,0
600117,NA,"Chub mackerel","Scomber japonicus","Chub mackerel","Chile","X2016",0,0,253,57,2583,0.511,0.489,0,0
600117,NA,"Chub mackerel","Scomber japonicus","Chub mackerel","Peru","X2010",0,0,0,0,5851,0.963,0.037,0,0
600117,NA,"Chub mackerel","Scomber japonicus","Chub mackerel","Peru","X2011",0,0,0,0,24302,0.963,0.037,0,0
600117,NA,"Chub mackerel","Scomber japonicus","Chub mackerel","Peru","X2012",0,0,0,0,6463,0.963,0.037,0,0
600117,NA,"Chub mackerel","Scomber japonicus","Chub mackerel","Peru","X2013",0,0,0,0,23009,0.963,0.037,0,0
600117,NA,"Chub mackerel","Scomber japonicus","Chub mackerel","Peru","X2014",0,0,0,0,36558,0.963,0.037,0,0
600117,NA,"Chub mackerel","Scomber japonicus","Chub mackerel","Peru","X2015",0,0,0,0,11728,0.963,0.037,0,0
600117,NA,"Chub mackerel","Scomber japonicus","Chub mackerel","Peru","X2016",0,0,0,0,83495,0.963,0.037,0,0
600119,NA,"Serra Spanish mackerel","Scomberomorus brasiliensis","Serra Spanish mackerel","Brazil","X2010",0,424,0,0,0,0.999,0,0,0
600119,NA,"Serra Spanish mackerel","Scomberomorus brasiliensis","Serra Spanish mackerel","Brazil","X2011",0,395,0,0,0,0.999,0,0,0
600119,NA,"Serra Spanish mackerel","Scomberomorus brasiliensis","Serra Spanish mackerel","Brazil","X2012",0,430,0,0,0,0.999,0,0,0
600119,NA,"Serra Spanish mackerel","Scomberomorus brasiliensis","Serra Spanish mackerel","Brazil","X2013",0,581,0,0,0,0.999,0,0,0
600119,NA,"Serra Spanish mackerel","Scomberomorus brasiliensis","Serra Spanish mackerel","Brazil","X2014",0,448,0,0,0,0.999,0,0,0
600119,NA,"Serra Spanish mackerel","Scomberomorus brasiliensis","Serra Spanish mackerel","Brazil","X2015",0,405,0,0,0,0.999,0,0,0
600119,NA,"Serra Spanish mackerel","Scomberomorus brasiliensis","Serra Spanish mackerel","Brazil","X2016",0,405,0,0,0,0.999,0,0,0
600120,NA,"King mackerel","Scomberomorus cavalla","King mackerel","Brazil","X2010",0,4473,0,0,0,0.999,0,0,0
600120,NA,"King mackerel","Scomberomorus cavalla","King mackerel","Brazil","X2011",0,4180,0,0,0,0.999,0,0,0
600120,NA,"King mackerel","Scomberomorus cavalla","King mackerel","Brazil","X2012",0,4549,0,0,0,0.999,0,0,0
600120,NA,"King mackerel","Scomberomorus cavalla","King mackerel","Brazil","X2013",0,3926,0,0,0,0.999,0,0,0
600120,NA,"King mackerel","Scomberomorus cavalla","King mackerel","Brazil","X2014",0,4739,0,0,0,0.999,0,0,0
600120,NA,"King mackerel","Scomberomorus cavalla","King mackerel","Brazil","X2015",0,4260,0,0,0,0.999,0,0,0
600120,NA,"King mackerel","Scomberomorus cavalla","King mackerel","Brazil","X2016",0,4260,0,0,0,0.999,0,0,0
600136,NA,"Pacific sierra","Scomberomorus sierra","Pacific sierra","Peru","X2010",0,407,0,0,0,0.999,0,0,0
600136,NA,"Pacific sierra","Scomberomorus sierra","Pacific sierra","Peru","X2011",0,325,0,0,0,0.999,0,0,0
600136,NA,"Pacific sierra","Scomberomorus sierra","Pacific sierra","Peru","X2012",0,252,0,0,0,0.999,0,0,0
600136,NA,"Pacific sierra","Scomberomorus sierra","Pacific sierra","Peru","X2013",0,50,0,0,0,0.999,0,0,0
600136,NA,"Pacific sierra","Scomberomorus sierra","Pacific sierra","Peru","X2014",0,967,0,0,0,0.999,0,0,0
600136,NA,"Pacific sierra","Scomberomorus sierra","Pacific sierra","Peru","X2015",0,88,0,0,0,0.999,0,0,0
600136,NA,"Pacific sierra","Scomberomorus sierra","Pacific sierra","Peru","X2016",0,176,0,0,0,0.999,0,0,0
600139,NA,"Piked dogfish","Squalus acanthias","Piked dogfish","Chile","X2010",0,99,0,0,0,0.999,0.001,0.001,0
600139,NA,"Piked dogfish","Squalus acanthias","Piked dogfish","Chile","X2011",0,108,0,0,0,0.999,0.001,0.001,0
600139,NA,"Piked dogfish","Squalus acanthias","Piked dogfish","Chile","X2012",0,14,0,0,0,0.999,0.001,0.001,0
600139,NA,"Piked dogfish","Squalus acanthias","Piked dogfish","Chile","X2014",0,2,0,0,0,0.999,0.001,0.001,0
600139,NA,"Piked dogfish","Squalus acanthias","Piked dogfish","Chile","X2015",0,1,0,0,0,0.999,0.001,0.001,0
600142,NA,"Albacore","Thunnus alalunga","Albacore","Brazil","X2010",0,271,0,0,100,1,0,0,0
600142,NA,"Albacore","Thunnus alalunga","Albacore","Brazil","X2011",0,1269,781,0,785,1,0,0,0
600142,NA,"Albacore","Thunnus alalunga","Albacore","Brazil","X2012",0,1857,1152,0,1155,1,0,0,0
600142,NA,"Albacore","Thunnus alalunga","Albacore","Brazil","X2013",0,1821,870,0,870,1,0,0,0
600142,NA,"Albacore","Thunnus alalunga","Albacore","Brazil","X2014",0,438,65,0,70,1,0,0,0
600142,NA,"Albacore","Thunnus alalunga","Albacore","Brazil","X2015",0,425,78,0,80,1,0,0,0
600142,NA,"Albacore","Thunnus alalunga","Albacore","Brazil","X2016",0,390,30,0,30,1,0,0,0
600142,NA,"Albacore","Thunnus alalunga","Albacore","Chile","X2010",0,1,6,2,0,0.999,0,0,0
600142,NA,"Albacore","Thunnus alalunga","Albacore","Chile","X2011",0,2,1,4,0,0.999,0,0,0
600142,NA,"Albacore","Thunnus alalunga","Albacore","Chile","X2012",0,4,0,0,1,0.999,0,0,0
