"Taxon.Key","FAO_Name","MatchName","SAU_name","Species","Country","Year","Aquaculture","Capture","Exports","Imports","Production","DHC_Use","FMFO_Use","Other_Use","Discards"
NA,"Toothfish.Dissostichus.spp..fillets.fresh.or.chilled",NA,NA,"Toothfish.Dissostichus.spp..fillets.fresh.or.chilled","Chile","X2015",0,0,1,14,1,NA,NA,NA,NA
NA,"Toothfish.Dissostichus.spp..fillets.fresh.or.chilled",NA,NA,"Toothfish.Dissostichus.spp..fillets.fresh.or.chilled","Chile","X2016",0,0,3,35,3,NA,NA,NA,NA
NA,"Toothfish.Dissostichus.spp..fillets.frozen",NA,NA,"Toothfish.Dissostichus.spp..fillets.frozen","Chile","X2010",0,0,806,7,0,NA,NA,NA,NA
NA,"Toothfish.Dissostichus.spp..fillets.frozen",NA,NA,"Toothfish.Dissostichus.spp..fillets.frozen","Chile","X2011",0,0,1281,10,0,NA,NA,NA,NA
NA,"Toothfish.Dissostichus.spp..fillets.frozen",NA,NA,"Toothfish.Dissostichus.spp..fillets.frozen","Chile","X2012",0,0,922,0,0,NA,NA,NA,NA
NA,"Toothfish.Dissostichus.spp..fillets.frozen",NA,NA,"Toothfish.Dissostichus.spp..fillets.frozen","Chile","X2013",0,0,903,0,0,NA,NA,NA,NA
NA,"Toothfish.Dissostichus.spp..fillets.frozen",NA,NA,"Toothfish.Dissostichus.spp..fillets.frozen","Chile","X2014",0,0,848,2,0,NA,NA,NA,NA
NA,"Toothfish.Dissostichus.spp..fillets.frozen",NA,NA,"Toothfish.Dissostichus.spp..fillets.frozen","Chile","X2015",0,0,927,0,0,NA,NA,NA,NA
NA,"Toothfish.Dissostichus.spp..fillets.frozen",NA,NA,"Toothfish.Dissostichus.spp..fillets.frozen","Chile","X2016",0,0,1207,17,9,NA,NA,NA,NA
NA,"Toothfish.Dissostichus.spp..fresh.or.chilled",NA,NA,"Toothfish.Dissostichus.spp..fresh.or.chilled","Chile","X2010",0,0,129,0,0,NA,NA,NA,NA
NA,"Toothfish.Dissostichus.spp..fresh.or.chilled",NA,NA,"Toothfish.Dissostichus.spp..fresh.or.chilled","Chile","X2011",0,0,55,1,0,NA,NA,NA,NA
NA,"Toothfish.Dissostichus.spp..fresh.or.chilled",NA,NA,"Toothfish.Dissostichus.spp..fresh.or.chilled","Chile","X2012",0,0,38,1,0,NA,NA,NA,NA
NA,"Toothfish.Dissostichus.spp..fresh.or.chilled",NA,NA,"Toothfish.Dissostichus.spp..fresh.or.chilled","Chile","X2013",0,0,1,1,0,NA,NA,NA,NA
NA,"Toothfish.Dissostichus.spp..fresh.or.chilled",NA,NA,"Toothfish.Dissostichus.spp..fresh.or.chilled","Chile","X2016",0,0,7,0,0,NA,NA,NA,NA
NA,"Toothfish.Dissostichus.spp..frozen",NA,NA,"Toothfish.Dissostichus.spp..frozen","Chile","X2010",0,0,2116,301,3963,NA,NA,NA,NA
NA,"Toothfish.Dissostichus.spp..frozen",NA,NA,"Toothfish.Dissostichus.spp..frozen","Chile","X2011",0,0,2264,284,3513,NA,NA,NA,NA
NA,"Toothfish.Dissostichus.spp..frozen",NA,NA,"Toothfish.Dissostichus.spp..frozen","Chile","X2012",0,0,1962,54,3239,NA,NA,NA,NA
NA,"Toothfish.Dissostichus.spp..frozen",NA,NA,"Toothfish.Dissostichus.spp..frozen","Chile","X2013",0,0,2208,228,2949,NA,NA,NA,NA
NA,"Toothfish.Dissostichus.spp..frozen",NA,NA,"Toothfish.Dissostichus.spp..frozen","Chile","X2014",0,0,1642,115,2320,NA,NA,NA,NA
NA,"Toothfish.Dissostichus.spp..frozen",NA,NA,"Toothfish.Dissostichus.spp..frozen","Chile","X2015",0,0,1114,6,2622,NA,NA,NA,NA
NA,"Toothfish.Dissostichus.spp..frozen",NA,NA,"Toothfish.Dissostichus.spp..frozen","Chile","X2016",0,0,1365,59,3629,NA,NA,NA,NA
NA,"Toothfish.Dissostichus.spp..meat.fresh.or.chilled",NA,NA,"Toothfish.Dissostichus.spp..meat.fresh.or.chilled","Chile","X2011",0,0,1,0,0,NA,NA,NA,NA
NA,"Toothfish.Dissostichus.spp..meat.frozen",NA,NA,"Toothfish.Dissostichus.spp..meat.frozen","Chile","X2010",0,0,995,0,0,NA,NA,NA,NA
NA,"Toothfish.Dissostichus.spp..meat.frozen",NA,NA,"Toothfish.Dissostichus.spp..meat.frozen","Chile","X2011",0,0,432,0,0,NA,NA,NA,NA
NA,"Toothfish.Dissostichus.spp..meat.frozen",NA,NA,"Toothfish.Dissostichus.spp..meat.frozen","Chile","X2012",0,0,412,27,0,NA,NA,NA,NA
NA,"Toothfish.Dissostichus.spp..meat.frozen",NA,NA,"Toothfish.Dissostichus.spp..meat.frozen","Chile","X2013",0,0,582,68,0,NA,NA,NA,NA
NA,"Toothfish.Dissostichus.spp..meat.frozen",NA,NA,"Toothfish.Dissostichus.spp..meat.frozen","Chile","X2014",0,0,535,48,0,NA,NA,NA,NA
NA,"Toothfish.Dissostichus.spp..meat.frozen",NA,NA,"Toothfish.Dissostichus.spp..meat.frozen","Chile","X2015",0,0,430,0,0,NA,NA,NA,NA
NA,"Toothfish.Dissostichus.spp..meat.frozen",NA,NA,"Toothfish.Dissostichus.spp..meat.frozen","Chile","X2016",0,0,476,0,0,NA,NA,NA,NA
NA,"Trouts.meat.frozen",NA,NA,"Trouts.meat.frozen","Chile","X2010",0,0,3116,0,3116,NA,NA,NA,NA
NA,"Trouts.meat.frozen",NA,NA,"Trouts.meat.frozen","Chile","X2011",0,0,1342,0,1342,NA,NA,NA,NA
NA,"Trouts.meat.frozen",NA,NA,"Trouts.meat.frozen","Chile","X2012",0,0,1585,0,1590,NA,NA,NA,NA
NA,"Trouts.meat.frozen",NA,NA,"Trouts.meat.frozen","Chile","X2013",0,0,1025,0,1050,NA,NA,NA,NA
NA,"Trouts.meat.frozen",NA,NA,"Trouts.meat.frozen","Chile","X2014",0,0,704,0,710,NA,NA,NA,NA
NA,"Trouts.meat.frozen",NA,NA,"Trouts.meat.frozen","Chile","X2015",0,0,743,0,750,NA,NA,NA,NA
NA,"Trouts.meat.frozen",NA,NA,"Trouts.meat.frozen","Chile","X2016",0,0,436,0,440,NA,NA,NA,NA
NA,"White.fish.meal.nei",NA,NA,"White.fish.meal.nei","Chile","X2010",0,0,0,0,11496,NA,NA,NA,NA
NA,"White.fish.meal.nei",NA,NA,"White.fish.meal.nei","Chile","X2011",0,0,0,0,41843,NA,NA,NA,NA
NA,"White.fish.meal.nei",NA,NA,"White.fish.meal.nei","Chile","X2012",0,0,0,0,19655,NA,NA,NA,NA
NA,"White.fish.meal.nei",NA,NA,"White.fish.meal.nei","Chile","X2013",0,0,0,0,13889,NA,NA,NA,NA
NA,"White.fish.meal.nei",NA,NA,"White.fish.meal.nei","Chile","X2014",0,0,0,0,9549,NA,NA,NA,NA
NA,"White.fish.meal.nei",NA,NA,"White.fish.meal.nei","Chile","X2015",0,0,0,0,6189,NA,NA,NA,NA
NA,"White.fish.meal.nei",NA,NA,"White.fish.meal.nei","Chile","X2016",0,0,0,0,4138,NA,NA,NA,NA
NA,"[Brycon.cephalus]",NA,NA,"[Brycon.cephalus]","Peru","X2010",114,0,0,0,0,NA,NA,NA,NA
NA,"[Brycon.cephalus]",NA,NA,"[Brycon.cephalus]","Peru","X2011",95.1,0,0,0,0,NA,NA,NA,NA
NA,"[Brycon.cephalus]",NA,NA,"[Brycon.cephalus]","Peru","X2012",46.5,0,0,0,0,NA,NA,NA,NA
NA,"[Brycon.cephalus]",NA,NA,"[Brycon.cephalus]","Peru","X2013",58.14,0,0,0,0,NA,NA,NA,NA
NA,"[Brycon.cephalus]",NA,NA,"[Brycon.cephalus]","Peru","X2014",36.91,0,0,0,0,NA,NA,NA,NA
NA,"[Brycon.cephalus]",NA,NA,"[Brycon.cephalus]","Peru","X2015",33.1,0,0,0,0,NA,NA,NA,NA
NA,"[Brycon.cephalus]",NA,NA,"[Brycon.cephalus]","Peru","X2016",87.43,0,0,0,0,NA,NA,NA,NA
NA,"[Chondracanthus.chamissoi]",NA,NA,"[Chondracanthus.chamissoi]","Peru","X2012",130.65,0,0,0,0,NA,NA,NA,NA
NA,"[Chondracanthus.chamissoi]",NA,NA,"[Chondracanthus.chamissoi]","Peru","X2013",44,0,0,0,0,NA,NA,NA,NA
NA,"[Chondracanthus.chamissoi]",NA,NA,"[Chondracanthus.chamissoi]","Peru","X2014",2,0,0,0,0,NA,NA,NA,NA
NA,"Amazon.sailfin.catfish",NA,NA,"Amazon.sailfin.catfish","Peru","X2010",22,0,0,0,0,NA,NA,NA,NA
NA,"Amazon.sailfin.catfish",NA,NA,"Amazon.sailfin.catfish","Peru","X2011",6,0,0,0,0,NA,NA,NA,NA
NA,"Amazon.sailfin.catfish",NA,NA,"Amazon.sailfin.catfish","Peru","X2012",6.9,0,0,0,0,NA,NA,NA,NA
NA,"Amazon.sailfin.catfish",NA,NA,"Amazon.sailfin.catfish","Peru","X2013",9.54,0,0,0,0,NA,NA,NA,NA
NA,"Amazon.sailfin.catfish",NA,NA,"Amazon.sailfin.catfish","Peru","X2014",4.81,0,0,0,0,NA,NA,NA,NA
NA,"Amazon.sailfin.catfish",NA,NA,"Amazon.sailfin.catfish","Peru","X2015",4.5,0,0,0,0,NA,NA,NA,NA
NA,"Amazon.sailfin.catfish",NA,NA,"Amazon.sailfin.catfish","Peru","X2016",8.87,0,0,0,0,NA,NA,NA,NA
NA,"American.European.lobsters.Homarus.spp..nei.frozen",NA,NA,"American.European.lobsters.Homarus.spp..nei.frozen","Peru","X2012",0,0,0,2,0,NA,NA,NA,NA
NA,"Aquatic.invertebrates.other.than.prepared.or.preserved",NA,NA,"Aquatic.invertebrates.other.than.prepared.or.preserved","Peru","X2013",0,0,0,17,0,NA,NA,NA,NA
NA,"Aquatic.invertebrates.other.than.prepared.or.preserved",NA,NA,"Aquatic.invertebrates.other.than.prepared.or.preserved","Peru","X2014",0,0,11,0,0,NA,NA,NA,NA
NA,"Aquatic.invertebrates.other.than.prepared.or.preserved",NA,NA,"Aquatic.invertebrates.other.than.prepared.or.preserved","Peru","X2015",0,0,36,0,0,NA,NA,NA,NA
NA,"Aquatic.invertebrates.other.than.prepared.or.preserved",NA,NA,"Aquatic.invertebrates.other.than.prepared.or.preserved","Peru","X2016",0,0,55,0,0,NA,NA,NA,NA
NA,"Arapaima",NA,NA,"Arapaima","Peru","X2010",48,258,0,0,0,NA,NA,NA,NA
NA,"Arapaima",NA,NA,"Arapaima","Peru","X2011",422,227,0,0,0,NA,NA,NA,NA
NA,"Arapaima",NA,NA,"Arapaima","Peru","X2012",637.2,287,0,0,0,NA,NA,NA,NA
NA,"Arapaima",NA,NA,"Arapaima","Peru","X2013",94.44,303,0,0,0,NA,NA,NA,NA
NA,"Arapaima",NA,NA,"Arapaima","Peru","X2014",54.64,298,0,0,0,NA,NA,NA,NA
NA,"Arapaima",NA,NA,"Arapaima","Peru","X2015",135.1,1092,0,0,0,NA,NA,NA,NA
NA,"Arapaima",NA,NA,"Arapaima","Peru","X2016",142.22,696,0,0,0,NA,NA,NA,NA
NA,"Baleen.whales.nei",NA,NA,"Baleen.whales.nei","Peru","X2014",0,1,0,0,0,NA,NA,NA,NA
NA,"Bonito.Sarda.spp..not.minced.prepared.or.preserved.nei",NA,NA,"Bonito.Sarda.spp..not.minced.prepared.or.preserved.nei","Peru","X2010",0,0,0,0,38,NA,NA,NA,NA
NA,"Bonito.Sarda.spp..not.minced.prepared.or.preserved.nei",NA,NA,"Bonito.Sarda.spp..not.minced.prepared.or.preserved.nei","Peru","X2011",0,0,0,0,1150,NA,NA,NA,NA
NA,"Bonito.Sarda.spp..not.minced.prepared.or.preserved.nei",NA,NA,"Bonito.Sarda.spp..not.minced.prepared.or.preserved.nei","Peru","X2012",0,0,0,0,408,NA,NA,NA,NA
NA,"Bonito.Sarda.spp..not.minced.prepared.or.preserved.nei",NA,NA,"Bonito.Sarda.spp..not.minced.prepared.or.preserved.nei","Peru","X2013",0,0,0,0,1483,NA,NA,NA,NA
NA,"Bonito.Sarda.spp..not.minced.prepared.or.preserved.nei",NA,NA,"Bonito.Sarda.spp..not.minced.prepared.or.preserved.nei","Peru","X2014",0,0,0,0,1661,NA,NA,NA,NA
NA,"Bonito.Sarda.spp..not.minced.prepared.or.preserved.nei",NA,NA,"Bonito.Sarda.spp..not.minced.prepared.or.preserved.nei","Peru","X2015",0,0,0,0,2091,NA,NA,NA,NA
NA,"Bonito.Sarda.spp..not.minced.prepared.or.preserved.nei",NA,NA,"Bonito.Sarda.spp..not.minced.prepared.or.preserved.nei","Peru","X2016",0,0,0,0,1705,NA,NA,NA,NA
NA,"Cachama",NA,NA,"Cachama","Peru","X2010",680,425,0,0,0,NA,NA,NA,NA
NA,"Cachama",NA,NA,"Cachama","Peru","X2011",522,346,0,0,0,NA,NA,NA,NA
NA,"Cachama",NA,NA,"Cachama","Peru","X2012",452.6,149,0,0,0,NA,NA,NA,NA
NA,"Cachama",NA,NA,"Cachama","Peru","X2013",530.53,144,0,0,0,NA,NA,NA,NA
NA,"Cachama",NA,NA,"Cachama","Peru","X2014",504.26,120,0,0,0,NA,NA,NA,NA
NA,"Cachama",NA,NA,"Cachama","Peru","X2015",298.5,231,0,0,0,NA,NA,NA,NA
NA,"Cachama",NA,NA,"Cachama","Peru","X2016",1863.04,463,0,0,0,NA,NA,NA,NA
NA,"Carps.eels.and.snakeheads.fillets.fresh.or.chilled",NA,NA,"Carps.eels.and.snakeheads.fillets.fresh.or.chilled","Peru","X2012",0,0,221,274,0,NA,NA,NA,NA
NA,"Carps.eels.and.snakeheads.fillets.fresh.or.chilled",NA,NA,"Carps.eels.and.snakeheads.fillets.fresh.or.chilled","Peru","X2013",0,0,319,120,0,NA,NA,NA,NA
NA,"Carps.eels.and.snakeheads.fillets.fresh.or.chilled",NA,NA,"Carps.eels.and.snakeheads.fillets.fresh.or.chilled","Peru","X2014",0,0,48,142,0,NA,NA,NA,NA
NA,"Carps.eels.and.snakeheads.fillets.fresh.or.chilled",NA,NA,"Carps.eels.and.snakeheads.fillets.fresh.or.chilled","Peru","X2015",0,0,0,92,0,NA,NA,NA,NA
NA,"Carps.eels.and.snakeheads.fillets.fresh.or.chilled",NA,NA,"Carps.eels.and.snakeheads.fillets.fresh.or.chilled","Peru","X2016",0,0,86,42,0,NA,NA,NA,NA
NA,"Carps.eels.and.snakeheads.fillets.frozen",NA,NA,"Carps.eels.and.snakeheads.fillets.frozen","Peru","X2012",0,0,821,20,0,NA,NA,NA,NA
NA,"Carps.eels.and.snakeheads.fillets.frozen",NA,NA,"Carps.eels.and.snakeheads.fillets.frozen","Peru","X2013",0,0,851,23,0,NA,NA,NA,NA
NA,"Carps.eels.and.snakeheads.fillets.frozen",NA,NA,"Carps.eels.and.snakeheads.fillets.frozen","Peru","X2014",0,0,1425,75,0,NA,NA,NA,NA
NA,"Carps.eels.and.snakeheads.fillets.frozen",NA,NA,"Carps.eels.and.snakeheads.fillets.frozen","Peru","X2015",0,0,1190,0,0,NA,NA,NA,NA
NA,"Carps.eels.and.snakeheads.fillets.frozen",NA,NA,"Carps.eels.and.snakeheads.fillets.frozen","Peru","X2016",0,0,1492,3,0,NA,NA,NA,NA
NA,"Cold.water.shrimps.and.prawns.Pandalus.spp.Crangon.spp..not.frozen",NA,NA,"Cold.water.shrimps.and.prawns.Pandalus.spp.Crangon.spp..not.frozen","Peru","X2012",0,0,0,20,0,NA,NA,NA,NA
NA,"Cold.water.shrimps.and.prawns.Pandalus.spp.Crangon.spp..not.frozen",NA,NA,"Cold.water.shrimps.and.prawns.Pandalus.spp.Crangon.spp..not.frozen","Peru","X2013",0,0,0,52,0,NA,NA,NA,NA
NA,"Cold.water.shrimps.and.prawns.Pandalus.spp.Crangon.spp..not.frozen",NA,NA,"Cold.water.shrimps.and.prawns.Pandalus.spp.Crangon.spp..not.frozen","Peru","X2014",0,0,0,39,0,NA,NA,NA,NA
NA,"Cold.water.shrimps.and.prawns.Pandalus.spp.Crangon.spp..not.frozen",NA,NA,"Cold.water.shrimps.and.prawns.Pandalus.spp.Crangon.spp..not.frozen","Peru","X2015",0,0,1,0,0,NA,NA,NA,NA
NA,"Cold.water.shrimps.and.prawns.Pandalus.spp.Crangon.spp..not.frozen",NA,NA,"Cold.water.shrimps.and.prawns.Pandalus.spp.Crangon.spp..not.frozen","Peru","X2016",0,0,0,40,0,NA,NA,NA,NA
NA,"Cold.water.shrimps.and.prawns.Pandalus.spp.Crangon.spp..whether.in.shell.or.not.frozen",NA,NA,"Cold.water.shrimps.and.prawns.Pandalus.spp.Crangon.spp..whether.in.shell.or.not.frozen","Peru","X2012",0,0,6,0,0,NA,NA,NA,NA
NA,"Cold.water.shrimps.and.prawns.Pandalus.spp.Crangon.spp..whether.in.shell.or.not.frozen",NA,NA,"Cold.water.shrimps.and.prawns.Pandalus.spp.Crangon.spp..whether.in.shell.or.not.frozen","Peru","X2015",0,0,0,2,0,NA,NA,NA,NA
NA,"Cold.water.shrimps.and.prawns.Pandalus.spp.Crangon.spp..whether.in.shell.or.not.frozen",NA,NA,"Cold.water.shrimps.and.prawns.Pandalus.spp.Crangon.spp..whether.in.shell.or.not.frozen","Peru","X2016",0,0,0,12,0,NA,NA,NA,NA
NA,"Craylets.squat.lobsters.nei",NA,NA,"Craylets.squat.lobsters.nei","Peru","X2015",0,248,0,0,0,NA,NA,NA,NA
NA,"Craylets.squat.lobsters.nei",NA,NA,"Craylets.squat.lobsters.nei","Peru","X2016",0,5,0,0,0,NA,NA,NA,NA
NA,"Freshwater.fish.dried.whether.or.not.salted.not.smoked.nei",NA,NA,"Freshwater.fish.dried.whether.or.not.salted.not.smoked.nei","Peru","X2013",0,0,0,0,5381,NA,NA,NA,NA
NA,"Freshwater.fish.dried.whether.or.not.salted.not.smoked.nei",NA,NA,"Freshwater.fish.dried.whether.or.not.salted.not.smoked.nei","Peru","X2014",0,0,0,0,4190,NA,NA,NA,NA
NA,"Freshwater.fish.dried.whether.or.not.salted.not.smoked.nei",NA,NA,"Freshwater.fish.dried.whether.or.not.salted.not.smoked.nei","Peru","X2015",0,0,0,0,8714,NA,NA,NA,NA
NA,"Freshwater.fish.dried.whether.or.not.salted.not.smoked.nei",NA,NA,"Freshwater.fish.dried.whether.or.not.salted.not.smoked.nei","Peru","X2016",0,0,0,0,3062,NA,NA,NA,NA
NA,"Gadiformes.excl.Alaska.pollock.meat.whether.or.not.minced.frozen",NA,NA,"Gadiformes.excl.Alaska.pollock.meat.whether.or.not.minced.frozen","Peru","X2012",0,0,75,0,0,NA,NA,NA,NA
NA,"Gadiformes.excl.Alaska.pollock.meat.whether.or.not.minced.frozen",NA,NA,"Gadiformes.excl.Alaska.pollock.meat.whether.or.not.minced.frozen","Peru","X2013",0,0,123,0,0,NA,NA,NA,NA
NA,"Gadiformes.excl.Alaska.pollock.meat.whether.or.not.minced.frozen",NA,NA,"Gadiformes.excl.Alaska.pollock.meat.whether.or.not.minced.frozen","Peru","X2014",0,0,390,0,0,NA,NA,NA,NA
NA,"Gadiformes.excl.Alaska.pollock.meat.whether.or.not.minced.frozen",NA,NA,"Gadiformes.excl.Alaska.pollock.meat.whether.or.not.minced.frozen","Peru","X2015",0,0,96,0,0,NA,NA,NA,NA
NA,"Gadiformes.excl.Alaska.pollock.meat.whether.or.not.minced.frozen",NA,NA,"Gadiformes.excl.Alaska.pollock.meat.whether.or.not.minced.frozen","Peru","X2016",0,0,48,0,0,NA,NA,NA,NA
NA,"Giant.kelps.nei",NA,NA,"Giant.kelps.nei","Peru","X2012",15.4,0,0,0,0,NA,NA,NA,NA
NA,"Giant.kelps.nei",NA,NA,"Giant.kelps.nei","Peru","X2015",1.58,0,0,0,0,NA,NA,NA,NA
NA,"Giant.kelps.nei",NA,NA,"Giant.kelps.nei","Peru","X2016",1.27,0,0,0,0,NA,NA,NA,NA
NA,"Humpback.whale",NA,NA,"Humpback.whale","Peru","X2014",0,2,0,0,0,NA,NA,NA,NA
NA,"Livers.roes.milt.dried.salted.or.in.brine.nei",NA,NA,"Livers.roes.milt.dried.salted.or.in.brine.nei","Peru","X2010",0,0,62,7,0,NA,NA,NA,NA
NA,"Livers.roes.milt.dried.salted.or.in.brine.nei",NA,NA,"Livers.roes.milt.dried.salted.or.in.brine.nei","Peru","X2011",0,0,34,15,0,NA,NA,NA,NA
NA,"Livers.roes.milt.dried.salted.or.in.brine.nei",NA,NA,"Livers.roes.milt.dried.salted.or.in.brine.nei","Peru","X2012",0,0,589,4,0,NA,NA,NA,NA
NA,"Livers.roes.milt.dried.salted.or.in.brine.nei",NA,NA,"Livers.roes.milt.dried.salted.or.in.brine.nei","Peru","X2013",0,0,805,1,0,NA,NA,NA,NA
NA,"Livers.roes.milt.dried.salted.or.in.brine.nei",NA,NA,"Livers.roes.milt.dried.salted.or.in.brine.nei","Peru","X2014",0,0,742,0,0,NA,NA,NA,NA
NA,"Livers.roes.milt.dried.salted.or.in.brine.nei",NA,NA,"Livers.roes.milt.dried.salted.or.in.brine.nei","Peru","X2015",0,0,942,0,0,NA,NA,NA,NA
NA,"Livers.roes.milt.dried.salted.or.in.brine.nei",NA,NA,"Livers.roes.milt.dried.salted.or.in.brine.nei","Peru","X2016",0,0,1131,0,0,NA,NA,NA,NA
NA,"Meat.of.tilapias.catfish.carp.eels.nile.perch.and.snakeheads.fresh.or.chilled",NA,NA,"Meat.of.tilapias.catfish.carp.eels.nile.perch.and.snakeheads.fresh.or.chilled","Peru","X2012",0,0,0,280,0,NA,NA,NA,NA
NA,"Meat.of.tilapias.catfish.carp.eels.nile.perch.and.snakeheads.fresh.or.chilled",NA,NA,"Meat.of.tilapias.catfish.carp.eels.nile.perch.and.snakeheads.fresh.or.chilled","Peru","X2013",0,0,0,232,0,NA,NA,NA,NA
NA,"Meat.of.tilapias.catfish.carp.eels.nile.perch.and.snakeheads.fresh.or.chilled",NA,NA,"Meat.of.tilapias.catfish.carp.eels.nile.perch.and.snakeheads.fresh.or.chilled","Peru","X2014",0,0,0,64,0,NA,NA,NA,NA
NA,"Meat.of.tilapias.catfish.carp.eels.nile.perch.and.snakeheads.fresh.or.chilled",NA,NA,"Meat.of.tilapias.catfish.carp.eels.nile.perch.and.snakeheads.fresh.or.chilled","Peru","X2015",0,0,0,50,0,NA,NA,NA,NA
NA,"Mussel.meat.prepared.or.preserved.nei",NA,NA,"Mussel.meat.prepared.or.preserved.nei","Peru","X2011",0,0,0,0,2,NA,NA,NA,NA
NA,"Mussel.meat.prepared.or.preserved.nei",NA,NA,"Mussel.meat.prepared.or.preserved.nei","Peru","X2012",0,0,0,36,0,NA,NA,NA,NA
NA,"Mussel.meat.prepared.or.preserved.nei",NA,NA,"Mussel.meat.prepared.or.preserved.nei","Peru","X2013",0,0,0,76,1,NA,NA,NA,NA
NA,"Mussel.meat.prepared.or.preserved.nei",NA,NA,"Mussel.meat.prepared.or.preserved.nei","Peru","X2014",0,0,0,61,0,NA,NA,NA,NA
NA,"Mussel.meat.prepared.or.preserved.nei",NA,NA,"Mussel.meat.prepared.or.preserved.nei","Peru","X2015",0,0,0,82,0,NA,NA,NA,NA
NA,"Mussel.meat.prepared.or.preserved.nei",NA,NA,"Mussel.meat.prepared.or.preserved.nei","Peru","X2016",0,0,0,60,0,NA,NA,NA,NA
NA,"Netted.prochilod",NA,NA,"Netted.prochilod","Peru","X2010",0,9635,0,0,0,NA,NA,NA,NA
NA,"Netted.prochilod",NA,NA,"Netted.prochilod","Peru","X2011",0,8719,0,0,0,NA,NA,NA,NA
NA,"Netted.prochilod",NA,NA,"Netted.prochilod","Peru","X2012",0,10140,0,0,0,NA,NA,NA,NA
NA,"Netted.prochilod",NA,NA,"Netted.prochilod","Peru","X2013",0,7197,0,0,0,NA,NA,NA,NA
NA,"Netted.prochilod",NA,NA,"Netted.prochilod","Peru","X2014",0,7858,0,0,0,NA,NA,NA,NA
NA,"Netted.prochilod",NA,NA,"Netted.prochilod","Peru","X2015",0,12078,0,0,0,NA,NA,NA,NA
NA,"Netted.prochilod",NA,NA,"Netted.prochilod","Peru","X2016",0,5968,0,0,0,NA,NA,NA,NA
NA,"Nile.perch.Lates.niloticus.and.snakeheads.Channa.spp..frozen",NA,NA,"Nile.perch.Lates.niloticus.and.snakeheads.Channa.spp..frozen","Peru","X2012",0,0,311,45,0,NA,NA,NA,NA
NA,"Nile.perch.Lates.niloticus.and.snakeheads.Channa.spp..frozen",NA,NA,"Nile.perch.Lates.niloticus.and.snakeheads.Channa.spp..frozen","Peru","X2013",0,0,253,0,0,NA,NA,NA,NA
NA,"Nile.perch.Lates.niloticus.and.snakeheads.Channa.spp..frozen",NA,NA,"Nile.perch.Lates.niloticus.and.snakeheads.Channa.spp..frozen","Peru","X2015",0,0,6,0,0,NA,NA,NA,NA
NA,"Nile.perch.Lates.niloticus.and.snakeheads.Channa.spp..frozen",NA,NA,"Nile.perch.Lates.niloticus.and.snakeheads.Channa.spp..frozen","Peru","X2016",0,0,0,49,0,NA,NA,NA,NA
NA,"Norway.lobsters.Nephrops.spp..nei.frozen",NA,NA,"Norway.lobsters.Nephrops.spp..nei.frozen","Peru","X2013",0,0,51,198,0,NA,NA,NA,NA
NA,"Norway.lobsters.Nephrops.spp..nei.frozen",NA,NA,"Norway.lobsters.Nephrops.spp..nei.frozen","Peru","X2014",0,0,61,0,0,NA,NA,NA,NA
NA,"Other.aquatic.invertebrates.prepared.or.preserved.nei",NA,NA,"Other.aquatic.invertebrates.prepared.or.preserved.nei","Peru","X2012",0,0,316,20,0,NA,NA,NA,NA
NA,"Other.aquatic.invertebrates.prepared.or.preserved.nei",NA,NA,"Other.aquatic.invertebrates.prepared.or.preserved.nei","Peru","X2013",0,0,255,5,0,NA,NA,NA,NA
NA,"Other.aquatic.invertebrates.prepared.or.preserved.nei",NA,NA,"Other.aquatic.invertebrates.prepared.or.preserved.nei","Peru","X2014",0,0,269,2,0,NA,NA,NA,NA
NA,"Other.aquatic.invertebrates.prepared.or.preserved.nei",NA,NA,"Other.aquatic.invertebrates.prepared.or.preserved.nei","Peru","X2015",0,0,289,0,0,NA,NA,NA,NA
NA,"Other.aquatic.invertebrates.prepared.or.preserved.nei",NA,NA,"Other.aquatic.invertebrates.prepared.or.preserved.nei","Peru","X2016",0,0,167,0,0,NA,NA,NA,NA
NA,"Other.edible.fish.offal.dried.salted.or.in.brine",NA,NA,"Other.edible.fish.offal.dried.salted.or.in.brine","Peru","X2012",0,0,4,0,0,NA,NA,NA,NA
NA,"Other.edible.fish.offal.dried.salted.or.in.brine",NA,NA,"Other.edible.fish.offal.dried.salted.or.in.brine","Peru","X2016",0,0,17,0,0,NA,NA,NA,NA
NA,"Oysters.other.than.live.fresh.or.chilled.nei",NA,NA,"Oysters.other.than.live.fresh.or.chilled.nei","Peru","X2016",0,0,81,0,0,NA,NA,NA,NA
NA,"Pilchards.Sardinops.spp..and.Sardinellas.frozen",NA,NA,"Pilchards.Sardinops.spp..and.Sardinellas.frozen","Peru","X2010",0,0,0,52,3,NA,NA,NA,NA
NA,"Pilchards.Sardinops.spp..prep.or.pres.not.minced.in.oil",NA,NA,"Pilchards.Sardinops.spp..prep.or.pres.not.minced.in.oil","Peru","X2010",0,0,2065,73,0,NA,NA,NA,NA
NA,"Pilchards.Sardinops.spp..prep.or.pres.not.minced.in.oil",NA,NA,"Pilchards.Sardinops.spp..prep.or.pres.not.minced.in.oil","Peru","X2011",0,0,2301,9,0,NA,NA,NA,NA
NA,"Pilchards.Sardinops.spp..prep.or.pres.not.minced.in.oil",NA,NA,"Pilchards.Sardinops.spp..prep.or.pres.not.minced.in.oil","Peru","X2012",0,0,2949,203,0,NA,NA,NA,NA
