Classification,Year,Period,Period_Desc.,Aggregate_Level,Is_Leaf_Code,Trade_Flow_Code,Trade_Flow,Reporter_Code,Reporter,Reporter_ISO,Partner_Code,Partner,Partner_ISO,2nd_Partner_Code,2nd_Partner,2nd_Partner_ISO,Customs_Proc._Code,Customs,Mode_of_Transport_Code,Mode_of_Transport,Commodity_Code,Commodity,Qty_Unit_Code,Qty_Unit,Qty,Alt_Qty_Unit_Code,Alt_Qty_Unit,Alt_Qty,Netweight_kg,Gross_weight_kg,Trade_Value_US,CIF_Trade_Value_US,FOB_Trade_Value_US,Flag
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,0,World,WLD,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,1317607016.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,0,World,WLD,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,233645805.00,,,0
H5,2017,2017,2017,2,0,4,Re-Import,76,Brazil,BRA,0,World,WLD,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,74642.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,24,Angola,AGO,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,371259.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,32,Argentina,ARG,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,105314507.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,32,Argentina,ARG,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,208132.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,36,Australia,AUS,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,46126.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,36,Australia,AUS,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,7998273.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,40,Austria,AUT,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,2618.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,56,Belgium,BEL,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,377793.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,68,Bolivia (Plurinational State of),BOL,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,828.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,76,Brazil,BRA,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,74642.00,,,0
H5,2017,2017,2017,2,0,4,Re-Import,76,Brazil,BRA,76,Brazil,BRA,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,74642.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,120,Cameroon,CMR,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,813267.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,124,Canada,CAN,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,2330428.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,124,Canada,CAN,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,768358.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,144,Sri Lanka,LKA,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,5809.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,144,Sri Lanka,LKA,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,1749.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,152,Chile,CHL,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,589433970.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,152,Chile,CHL,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,469500.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,156,China,CHN,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,163581003.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,156,China,CHN,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,9950158.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,170,Colombia,COL,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,6415.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,170,Colombia,COL,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,262909.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,178,Congo,COG,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,355908.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,180,Dem. Rep. of the Congo,COD,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,489316.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,203,Czechia,CZE,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,9714.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,208,Denmark,DNK,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,41119.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,208,Denmark,DNK,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,349170.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,214,Dominican Rep.,DOM,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,156425.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,218,Ecuador,ECU,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,6867275.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,226,Equatorial Guinea,GNQ,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,129047.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,242,Fiji,FJI,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,3002.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,251,France,FRA,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,1065.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,251,France,FRA,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,3851203.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,262,Djibouti,DJI,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,6848.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,266,Gabon,GAB,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,2011770.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,276,Germany,DEU,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,524449.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,300,Greece,GRC,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,97180.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,320,Guatemala,GTM,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,2114763.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,344,"China, Hong Kong SAR",HKG,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,17257596.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,348,Hungary,HUN,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,7137.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,352,Iceland,ISL,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,2925573.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,360,Indonesia,IDN,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,96561.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,360,Indonesia,IDN,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,3916.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,376,Israel,ISR,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,19983.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,381,Italy,ITA,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,727403.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,384,CíÇte d'Ivoire,CIV,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,36432.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,392,Japan,JPN,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,444789.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,392,Japan,JPN,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,6296244.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,404,Kenya,KEN,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,12652.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,410,Rep. of Korea,KOR,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,5442505.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,430,Liberia,LBR,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,35626.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,458,Malaysia,MYS,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,24493.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,458,Malaysia,MYS,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,116759.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,484,Mexico,MEX,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,28205.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,484,Mexico,MEX,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,571864.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,490,"Other Asia, nes",,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,12565577.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,490,"Other Asia, nes",,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,10732155.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,504,Morocco,MAR,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,55548454.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,512,Oman,OMN,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,16182669.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,528,Netherlands,NLD,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,2959281.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,528,Netherlands,NLD,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,314102.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,531,Curaí_ao,CUW,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,59651.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,554,New Zealand,NZL,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,3386993.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,566,Nigeria,NGA,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,2796.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,566,Nigeria,NGA,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,205083.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,579,Norway,NOR,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,120823582.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,591,Panama,PAN,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,1229098.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,604,Peru,PER,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,17704791.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,604,Peru,PER,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,1842239.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,608,Philippines,PHL,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,5017.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,608,Philippines,PHL,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,120.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,616,Poland,POL,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,15833.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,620,Portugal,PRT,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,81500689.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,620,Portugal,PRT,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,4127223.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,643,Russian Federation,RUS,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,3314.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,690,Seychelles,SYC,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,3159486.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,702,Singapore,SGP,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,1767493.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,702,Singapore,SGP,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,980141.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,704,Viet Nam,VNM,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,101617800.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,704,Viet Nam,VNM,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,24335349.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,705,Slovenia,SVN,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,2960.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,710,South Africa,ZAF,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,24244.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,724,Spain,ESP,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,6831990.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,724,Spain,ESP,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,13841023.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,740,Suriname,SUR,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,38974.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,752,Sweden,SWE,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,48252.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,757,Switzerland,CHE,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,13762.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,764,Thailand,THA,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,455105.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,764,Thailand,THA,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,887913.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,776,Tonga,TON,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,2933.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,784,United Arab Emirates,ARE,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,666363.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,826,United Kingdom,GBR,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,81501.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,826,United Kingdom,GBR,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,1637490.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,842,USA,USA,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,6391487.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,842,USA,USA,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,108905013.00,,,0
H5,2017,2017,2017,2,0,1,Import,76,Brazil,BRA,858,Uruguay,URY,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,17281034.00,,,0
H5,2017,2017,2017,2,0,2,Export,76,Brazil,BRA,858,Uruguay,URY,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,105.00,,,0
H5,2017,2017,2017,2,0,1,Import,152,Chile,CHL,0,World,WLD,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,,,76636967.00,,,4
H5,2017,2017,2017,2,0,2,Export,152,Chile,CHL,0,World,WLD,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,5245823876.00,,,4
H5,2017,2017,2017,2,0,2,Export,152,Chile,CHL,24,Angola,AGO,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,3403484.00,,,0
H5,2017,2017,2017,2,0,1,Import,152,Chile,CHL,32,Argentina,ARG,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,1903862.00,,,4
H5,2017,2017,2017,2,0,2,Export,152,Chile,CHL,32,Argentina,ARG,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,65499980.00,,,0
H5,2017,2017,2017,2,0,1,Import,152,Chile,CHL,36,Australia,AUS,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,7767.00,,,4
H5,2017,2017,2017,2,0,2,Export,152,Chile,CHL,36,Australia,AUS,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,2050749.00,,,0
H5,2017,2017,2017,2,0,2,Export,152,Chile,CHL,51,Armenia,ARM,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,131362.00,,,0
H5,2017,2017,2017,2,0,2,Export,152,Chile,CHL,56,Belgium,BEL,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,28999380.00,,,0
H5,2017,2017,2017,2,0,2,Export,152,Chile,CHL,68,Bolivia (Plurinational State of),BOL,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,154969.00,,,4
H5,2017,2017,2017,2,0,1,Import,152,Chile,CHL,76,Brazil,BRA,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,199.00,,,4
H5,2017,2017,2017,2,0,2,Export,152,Chile,CHL,76,Brazil,BRA,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,588051810.00,,,0
H5,2017,2017,2017,2,0,2,Export,152,Chile,CHL,96,Brunei Darussalam,BRN,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,900581.00,,,0
H5,2017,2017,2017,2,0,2,Export,152,Chile,CHL,100,Bulgaria,BGR,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,260864.00,,,0
H5,2017,2017,2017,2,0,2,Export,152,Chile,CHL,112,Belarus,BLR,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,246224.00,,,0
H5,2017,2017,2017,2,0,2,Export,152,Chile,CHL,120,Cameroon,CMR,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,430910.00,,,0
H5,2017,2017,2017,2,0,1,Import,152,Chile,CHL,124,Canada,CAN,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,29523.00,,,4
H5,2017,2017,2017,2,0,2,Export,152,Chile,CHL,124,Canada,CAN,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,49125378.00,,,0
H5,2017,2017,2017,2,0,2,Export,152,Chile,CHL,144,Sri Lanka,LKA,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,144079.00,,,0
H5,2017,2017,2017,2,0,1,Import,152,Chile,CHL,156,China,CHN,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,40908046.00,,,4
H5,2017,2017,2017,2,0,2,Export,152,Chile,CHL,156,China,CHN,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,272058249.00,,,4
H5,2017,2017,2017,2,0,1,Import,152,Chile,CHL,170,Colombia,COL,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,24971.00,,,4
H5,2017,2017,2017,2,0,2,Export,152,Chile,CHL,170,Colombia,COL,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,41016987.00,,,4
H5,2017,2017,2017,2,0,2,Export,152,Chile,CHL,178,Congo,COG,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,140660.00,,,0
H5,2017,2017,2017,2,0,1,Import,152,Chile,CHL,188,Costa Rica,CRI,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,212182.00,,,4
H5,2017,2017,2017,2,0,2,Export,152,Chile,CHL,188,Costa Rica,CRI,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,5556331.00,,,0
H5,2017,2017,2017,2,0,2,Export,152,Chile,CHL,192,Cuba,CUB,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,4581894.00,,,0
H5,2017,2017,2017,2,0,2,Export,152,Chile,CHL,196,Cyprus,CYP,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,407779.00,,,0
H5,2017,2017,2017,2,0,2,Export,152,Chile,CHL,204,Benin,BEN,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,243732.00,,,0
H5,2017,2017,2017,2,0,2,Export,152,Chile,CHL,208,Denmark,DNK,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,11943910.00,,,0
H5,2017,2017,2017,2,0,2,Export,152,Chile,CHL,214,Dominican Rep.,DOM,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,3762923.00,,,0
H5,2017,2017,2017,2,0,1,Import,152,Chile,CHL,218,Ecuador,ECU,,,,,,,,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,0,,0,,13136104.00,,,4
