"subsector","year","region","month","species","tons","international_waters"
"artisanal",2014,"national","OCT","CABINZA",2,0
"artisanal",2014,"national","OCT","CABRILLA COMUN",8,0
"artisanal",2014,"national","OCT","CABRILLA ESPANOLA",2,0
"artisanal",2014,"national","OCT","CANQUE",NA,0
"artisanal",2014,"national","OCT","CHANCHARRO",NA,0
"artisanal",2014,"national","OCT","CHASQUE O CHALACO",NA,0
"artisanal",2014,"national","OCT","COJINOBA DEL NORTE / PIAFRI",15,0
"artisanal",2014,"national","OCT","COJINOBA DEL SUR O AZUL",NA,0
"artisanal",2014,"national","OCT","CONGRIO COLORADO",51,0
"artisanal",2014,"national","OCT","CONGRIO DORADO",13,0
"artisanal",2014,"national","OCT","CONGRIO NEGRO",19,0
"artisanal",2014,"national","OCT","CORVINA",34,0
"artisanal",2014,"national","OCT","DORADO DE ALTURA / MAHI MAHI",NA,0
"artisanal",2014,"national","OCT","EMPERADOR",NA,0
"artisanal",2014,"national","OCT","JERGUILLA",1,0
"artisanal",2014,"national","OCT","JUREL",817,0
"artisanal",2014,"national","OCT","JUREL DE JUAN FERNANDEZ",4,0
"artisanal",2014,"national","OCT","LENGUADO",NA,0
"artisanal",2014,"national","OCT","LENGUADO DE OJOS CHICOS",1,0
"artisanal",2014,"national","OCT","LISA",2,0
"artisanal",2014,"national","OCT","MACHUELO O TRITRE",305,0
"artisanal",2014,"national","OCT","MARLIN",NA,0
"artisanal",2014,"national","OCT","MARLIN RAYADO",NA,0
"artisanal",2014,"national","OCT","MERLUZA COMUN",840,0
"artisanal",2014,"national","OCT","MERLUZA DE COLA",NA,0
"artisanal",2014,"national","OCT","MERLUZA DEL SUR O AUSTRAL",193,0
"artisanal",2014,"national","OCT","MORENA DE ALETA BAJA / KOREHA HA OKO",NA,0
"artisanal",2014,"national","OCT","PAMPANITO",156,0
"artisanal",2014,"national","OCT","PAMPANITO DE JUAN FERNANDEZ",NA,0
"artisanal",2014,"national","OCT","PEJE GATO HOCICON",NA,0
"artisanal",2014,"national","OCT","PEJEGALLO",40,0
"artisanal",2014,"national","OCT","PEJEPERRO",NA,0
"artisanal",2014,"national","OCT","PEJERREY DE MAR",57,0
"artisanal",2014,"national","OCT","PEJESAPO",1,0
"artisanal",2014,"national","OCT","PESCADO NO CLASIFICADO",2,0
"artisanal",2014,"national","OCT","PEZ SOL",1,0
"artisanal",2014,"national","OCT","PICHIBUENO",NA,0
"artisanal",2014,"national","OCT","PUYE",1,0
"artisanal",2014,"national","OCT","RAYA VOLANTIN",NA,0
"artisanal",2014,"national","OCT","REINETA",2963,0
"artisanal",2014,"national","OCT","ROBALO",22,0
"artisanal",2014,"national","OCT","ROCOCO",NA,0
"artisanal",2014,"national","OCT","ROLLIZO",3,0
"artisanal",2014,"national","OCT","RONCACHO",9,0
"artisanal",2014,"national","OCT","SALMON REY",NA,0
"artisanal",2014,"national","OCT","SARDINA AUSTRAL",171,0
"artisanal",2014,"national","OCT","SARDINA COMUN",30393,0
"artisanal",2014,"national","OCT","SARDINA ESPANOLA",15,0
"artisanal",2014,"national","OCT","SARGO",1,0
"artisanal",2014,"national","OCT","SIERRA",98,0
"artisanal",2014,"national","OCT","TIBURON FUME, GRIS O GATA DE MAR",NA,0
"artisanal",2014,"national","OCT","TIBURON NARIGON GRIS",NA,0
"artisanal",2014,"national","OCT","TIBURON O MARRAJO DENTUDO",12,0
"artisanal",2014,"national","OCT","TIBURON SARDINERO",NA,0
"artisanal",2014,"national","OCT","TOLLO",1,0
"artisanal",2014,"national","OCT","TOLLO DE CACHOS",1,0
"artisanal",2014,"national","OCT","VIDRIOLA, PALOMETA, DORADO O TOREMO",1,0
"artisanal",2014,"national","OCT","VIEJA O MULATA",NA,0
"artisanal",2014,"national","OCT","ALMEJA",1788,0
"artisanal",2014,"national","OCT","CALAMAR",NA,0
"artisanal",2014,"national","OCT","CARACOL LOCATE",1,0
"artisanal",2014,"national","OCT","CARACOL PALO PALO",81,0
"artisanal",2014,"national","OCT","CARACOL PICUYO",NA,0
"artisanal",2014,"national","OCT","CARACOL RUBIO",1,0
"artisanal",2014,"national","OCT","CARACOL TEGULA",10,0
"artisanal",2014,"national","OCT","CARACOL TRUMULCO",16,0
"artisanal",2014,"national","OCT","CHOCHA",1,0
"artisanal",2014,"national","OCT","CHOLGA",27,0
"artisanal",2014,"national","OCT","CHORITO",170,0
"artisanal",2014,"national","OCT","CHORO",6,0
"artisanal",2014,"national","OCT","CULENGUE",278,0
"artisanal",2014,"national","OCT","HUEPO O NAVAJA DE MAR",33,0
"artisanal",2014,"national","OCT","JIBIA O CALAMAR ROJO",6045,0
"artisanal",2014,"national","OCT","JULIANA O TAWERA",1121,0
"artisanal",2014,"national","OCT","LAPA",NA,0
"artisanal",2014,"national","OCT","LAPA NEGRA",58,0
"artisanal",2014,"national","OCT","LAPA PICTA",1,0
"artisanal",2014,"national","OCT","LAPA REINA",17,0
"artisanal",2014,"national","OCT","LAPA ROSADA",NA,0
"artisanal",2014,"national","OCT","LOCO",50,0
"artisanal",2014,"national","OCT","MACHA",103,0
"artisanal",2014,"national","OCT","NAVAJUELA",503,0
"artisanal",2014,"national","OCT","OSTION DEL SUR",NA,0
"artisanal",2014,"national","OCT","OSTRA CHILENA",NA,0
"artisanal",2014,"national","OCT","PULPO DEL NORTE",190,0
"artisanal",2014,"national","OCT","PULPO DEL SUR",81,0
"artisanal",2014,"national","OCT","TAQUILLA",264,0
"artisanal",2014,"national","OCT","TUMBAO",91,0
"artisanal",2014,"national","OCT","CAMARON NAILON",167,0
"artisanal",2014,"national","OCT","CANGREJO DORADO DE J. FERNANDEZ",2,0
"artisanal",2014,"national","OCT","CENTOLLA",1225,0
"artisanal",2014,"national","OCT","CENTOLLON",128,0
"artisanal",2014,"national","OCT","GAMBA",NA,0
"artisanal",2014,"national","OCT","JAIBA LIMON",65,0
"artisanal",2014,"national","OCT","JAIBA MARMOLA",375,0
"artisanal",2014,"national","OCT","JAIBA MORA",16,0
"artisanal",2014,"national","OCT","JAIBA PACO",NA,0
"artisanal",2014,"national","OCT","JAIBA PANCHOTE O CANGREJO",3,0
"artisanal",2014,"national","OCT","JAIBA PANCORA",NA,0
"artisanal",2014,"national","OCT","JAIBA PATUDA",3,0
"artisanal",2014,"national","OCT","JAIBA PELUDA O PACHONA",56,0
"artisanal",2014,"national","OCT","JAIBA REINA",13,0
"artisanal",2014,"national","OCT","JAIBA REMADORA",24,0
"artisanal",2014,"national","OCT","LANGOSTA DE J.FERNANDEZ",15,0
"artisanal",2014,"national","OCT","LANGOSTINO AMARILLO",119,0
"artisanal",2014,"national","OCT","LANGOSTINO COLORADO",39,0
"artisanal",2014,"national","OCT","LANGOSTINO DE LOS CANALES",NA,0
"artisanal",2014,"national","OCT","LANGOSTINO ENANO",NA,0
"artisanal",2014,"national","NOV","CHASCA",84,0
"artisanal",2014,"national","NOV","CHASCON O HUIRO NEGRO",11952,0
"artisanal",2014,"national","NOV","CHICOREA DE MAR",397,0
"artisanal",2014,"national","NOV","COCHAYUYO",1035,0
"artisanal",2014,"national","NOV","HUIRO",2531,0
"artisanal",2014,"national","NOV","HUIRO PALO",5473,0
"artisanal",2014,"national","NOV","LECHUGUILLA",23,0
"artisanal",2014,"national","NOV","LIQUEN GOMOSO",36,0
"artisanal",2014,"national","NOV","LUCHE",11,0
"artisanal",2014,"national","NOV","LUGA CUCHARA O CORTA",248,0
"artisanal",2014,"national","NOV","LUGA NEGRA O CRESPA",671,0
"artisanal",2014,"national","NOV","LUGA-ROJA",3090,0
"artisanal",2014,"national","NOV","PELILLO",5231,0
"artisanal",2014,"national","NOV","AGUJILLA",NA,0
"artisanal",2014,"national","NOV","ALBACORA O PEZ ESPADA / IVI HEHEU",72,0
"artisanal",2014,"national","NOV","ANCHOVETA",14462,0
"artisanal",2014,"national","NOV","ANGUILA",11,0
"artisanal",2014,"national","NOV","ANGUILA BABOSA",NA,0
"artisanal",2014,"national","NOV","APANADO",1,0
"artisanal",2014,"national","NOV","ATUN ALETA AMARILLA / KAHI AVE AVE",NA,0
"artisanal",2014,"national","NOV","ATUN ALETA LARGA",NA,0
"artisanal",2014,"national","NOV","ATUN CHAUCHERA",NA,0
"artisanal",2014,"national","NOV","AZULEJO",25,0
"artisanal",2014,"national","NOV","BACALADILLO O MOTE",3223,0
"artisanal",2014,"national","NOV","BACALAO DE PROFUNDIDAD",16,0
"artisanal",2014,"national","NOV","BACALAO I.PASCUA,ATUN ESCOFINA/KONSO",NA,0
"artisanal",2014,"national","NOV","BESUGO",NA,0
"artisanal",2014,"national","NOV","BLANQUILLO",1,0
"artisanal",2014,"national","NOV","BONITO",3,0
"artisanal",2014,"national","NOV","BRECA O BILAGAY",20,0
"artisanal",2014,"national","NOV","CABALLA",1676,0
"artisanal",2014,"national","NOV","CABINZA",2,0
"artisanal",2014,"national","NOV","CABRILLA COMUN",7,0
"artisanal",2014,"national","NOV","CABRILLA ESPANOLA",1,0
"artisanal",2014,"national","NOV","CANQUE",NA,0
"artisanal",2014,"national","NOV","CHANCHARRO",NA,0
"artisanal",2014,"national","NOV","CHASQUE O CHALACO",NA,0
"artisanal",2014,"national","NOV","COJINOBA DEL NORTE / PIAFRI",21,0
"artisanal",2014,"national","NOV","COJINOBA DEL SUR O AZUL",NA,0
"artisanal",2014,"national","NOV","CONGRIO COLORADO",56,0
"artisanal",2014,"national","NOV","CONGRIO DORADO",15,0
"artisanal",2014,"national","NOV","CONGRIO NEGRO",22,0
"artisanal",2014,"national","NOV","CORVINA",57,0
"artisanal",2014,"national","NOV","DORADO DE ALTURA / MAHI MAHI",24,0
"artisanal",2014,"national","NOV","EMPERADOR",NA,0
"artisanal",2014,"national","NOV","JERGUILLA",1,0
"artisanal",2014,"national","NOV","JUREL",457,0
"artisanal",2014,"national","NOV","JUREL DE JUAN FERNANDEZ",4,0
"artisanal",2014,"national","NOV","LENGUADO",1,0
"artisanal",2014,"national","NOV","LENGUADO DE OJOS CHICOS",3,0
"artisanal",2014,"national","NOV","LISA",6,0
"artisanal",2014,"national","NOV","MACHUELO O TRITRE",1267,0
"artisanal",2014,"national","NOV","MARLIN",NA,0
"artisanal",2014,"national","NOV","MARLIN RAYADO",NA,0
"artisanal",2014,"national","NOV","MERLUZA COMUN",264,0
"artisanal",2014,"national","NOV","MERLUZA DE COLA",NA,0
"artisanal",2014,"national","NOV","MERLUZA DEL SUR O AUSTRAL",421,0
"artisanal",2014,"national","NOV","MORENA DE ALETA BAJA / KOREHA HA OKO",NA,0
"artisanal",2014,"national","NOV","PAMPANITO",186,0
"artisanal",2014,"national","NOV","PAMPANITO DE JUAN FERNANDEZ",NA,0
"artisanal",2014,"national","NOV","PEJE GATO HOCICON",NA,0
"artisanal",2014,"national","NOV","PEJEGALLO",45,0
"artisanal",2014,"national","NOV","PEJEPERRO",1,0
"artisanal",2014,"national","NOV","PEJERREY DE MAR",39,0
"artisanal",2014,"national","NOV","PEJESAPO",NA,0
"artisanal",2014,"national","NOV","PESCADO NO CLASIFICADO",3,0
"artisanal",2014,"national","NOV","PEZ SOL",NA,0
"artisanal",2014,"national","NOV","PICHIBUENO",NA,0
"artisanal",2014,"national","NOV","PUYE",NA,0
"artisanal",2014,"national","NOV","RAYA VOLANTIN",8,0
"artisanal",2014,"national","NOV","REINETA",2464,0
"artisanal",2014,"national","NOV","ROBALO",27,0
"artisanal",2014,"national","NOV","ROCOCO",NA,0
"artisanal",2014,"national","NOV","ROLLIZO",3,0
"artisanal",2014,"national","NOV","RONCACHO",5,0
"artisanal",2014,"national","NOV","SALMON REY",NA,0
"artisanal",2014,"national","NOV","SARDINA AUSTRAL",3044,0
"artisanal",2014,"national","NOV","SARDINA COMUN",36564,0
"artisanal",2014,"national","NOV","SARDINA ESPANOLA",24,0
"artisanal",2014,"national","NOV","SARGO",1,0
"artisanal",2014,"national","NOV","SIERRA",124,0
"artisanal",2014,"national","NOV","TIBURON FUME, GRIS O GATA DE MAR",NA,0
"artisanal",2014,"national","NOV","TIBURON NARIGON GRIS",NA,0
"artisanal",2014,"national","NOV","TIBURON O MARRAJO DENTUDO",31,0
"artisanal",2014,"national","NOV","TIBURON SARDINERO",NA,0
"artisanal",2014,"national","NOV","TOLLO",4,0
"artisanal",2014,"national","NOV","TOLLO DE CACHOS",1,0
"artisanal",2014,"national","NOV","VIDRIOLA, PALOMETA, DORADO O TOREMO",30,0
"artisanal",2014,"national","NOV","VIEJA O MULATA",1,0
"artisanal",2014,"national","NOV","ALMEJA",1950,0
"artisanal",2014,"national","NOV","CALAMAR",NA,0
"artisanal",2014,"national","NOV","CARACOL LOCATE",253,0
"artisanal",2014,"national","NOV","CARACOL PALO PALO",24,0
"artisanal",2014,"national","NOV","CARACOL PICUYO",NA,0
"artisanal",2014,"national","NOV","CARACOL RUBIO",NA,0
"artisanal",2014,"national","NOV","CARACOL TEGULA",5,0
"artisanal",2014,"national","NOV","CARACOL TRUMULCO",7,0
"artisanal",2014,"national","NOV","CHOCHA",NA,0
"artisanal",2014,"national","NOV","CHOLGA",24,0
"artisanal",2014,"national","NOV","CHORITO",31,0
"artisanal",2014,"national","NOV","CHORO",7,0
"artisanal",2014,"national","NOV","CULENGUE",294,0
"artisanal",2014,"national","NOV","HUEPO O NAVAJA DE MAR",NA,0
"artisanal",2014,"national","NOV","JIBIA O CALAMAR ROJO",3247,0
"artisanal",2014,"national","NOV","JULIANA O TAWERA",937,0
"artisanal",2014,"national","NOV","LAPA",4,0
"artisanal",2014,"national","NOV","LAPA NEGRA",115,0
"artisanal",2014,"national","NOV","LAPA PICTA",1,0
"artisanal",2014,"national","NOV","LAPA REINA",1,0
"artisanal",2014,"national","NOV","LAPA ROSADA",20,0
"artisanal",2014,"national","NOV","LOCO",138,0
"artisanal",2014,"national","NOV","MACHA",79,0
"artisanal",2014,"national","NOV","NAVAJUELA",693,0
"artisanal",2014,"national","NOV","OSTION DEL SUR",NA,0
"artisanal",2014,"national","NOV","OSTRA CHILENA",NA,0
"artisanal",2014,"national","NOV","PULPO DEL NORTE",13,0
"artisanal",2014,"national","NOV","PULPO DEL SUR",53,0
"artisanal",2014,"national","NOV","TAQUILLA",195,0
"artisanal",2014,"national","NOV","TUMBAO",98,0
"artisanal",2014,"national","NOV","CAMARON NAILON",7,0
"artisanal",2014,"national","NOV","CANGREJO DORADO DE J. FERNANDEZ",1,0
"artisanal",2014,"national","NOV","CENTOLLA",1369,0
"artisanal",2014,"national","NOV","CENTOLLON",116,0
"artisanal",2014,"national","NOV","GAMBA",NA,0
"artisanal",2014,"national","NOV","JAIBA LIMON",51,0
"artisanal",2014,"national","NOV","JAIBA MARMOLA",394,0
"artisanal",2014,"national","NOV","JAIBA MORA",13,0
"artisanal",2014,"national","NOV","JAIBA PACO",NA,0
"artisanal",2014,"national","NOV","JAIBA PANCHOTE O CANGREJO",NA,0
"artisanal",2014,"national","NOV","JAIBA PANCORA",NA,0
"artisanal",2014,"national","NOV","JAIBA PATUDA",1,0
"artisanal",2014,"national","NOV","JAIBA PELUDA O PACHONA",55,0
"artisanal",2014,"national","NOV","JAIBA REINA",12,0
"artisanal",2014,"national","NOV","JAIBA REMADORA",23,0
"artisanal",2014,"national","NOV","LANGOSTA DE J.FERNANDEZ",15,0
"artisanal",2014,"national","NOV","LANGOSTINO AMARILLO",38,0
"artisanal",2014,"national","NOV","LANGOSTINO COLORADO",33,0
"artisanal",2014,"national","NOV","LANGOSTINO DE LOS CANALES",NA,0
"artisanal",2014,"national","NOV","LANGOSTINO ENANO",14,0
"artisanal",2014,"national","DIC","CHASCA",79,0
"artisanal",2014,"national","DIC","CHASCON O HUIRO NEGRO",12785,0
"artisanal",2014,"national","DIC","CHICOREA DE MAR",290,0
"artisanal",2014,"national","DIC","COCHAYUYO",1056,0
"artisanal",2014,"national","DIC","HUIRO",3100,0
"artisanal",2014,"national","DIC","HUIRO PALO",6495,0
"artisanal",2014,"national","DIC","LECHUGUILLA",42,0
"artisanal",2014,"national","DIC","LIQUEN GOMOSO",14,0
"artisanal",2014,"national","DIC","LUCHE",6,0
"artisanal",2014,"national","DIC","LUGA CUCHARA O CORTA",552,0
"artisanal",2014,"national","DIC","LUGA NEGRA O CRESPA",2026,0
"artisanal",2014,"national","DIC","LUGA-ROJA",3086,0
"artisanal",2014,"national","DIC","PELILLO",4326,0
"artisanal",2014,"national","DIC","AGUJILLA",NA,0
"artisanal",2014,"national","DIC","ALBACORA O PEZ ESPADA / IVI HEHEU",72,0
"artisanal",2014,"national","DIC","ANCHOVETA",12687,0
"artisanal",2014,"national","DIC","ANGUILA",13,0
"artisanal",2014,"national","DIC","ANGUILA BABOSA",NA,0
"artisanal",2014,"national","DIC","APANADO",1,0
"artisanal",2014,"national","DIC","ATUN ALETA AMARILLA / KAHI AVE AVE",NA,0
"artisanal",2014,"national","DIC","ATUN ALETA LARGA",NA,0
"artisanal",2014,"national","DIC","ATUN CHAUCHERA",NA,0
"artisanal",2014,"national","DIC","AZULEJO",5,0
"artisanal",2014,"national","DIC","BACALADILLO O MOTE",346,0
"artisanal",2014,"national","DIC","BACALAO DE PROFUNDIDAD",43,0
"artisanal",2014,"national","DIC","BACALAO I.PASCUA,ATUN ESCOFINA/KONSO",NA,0
"artisanal",2014,"national","DIC","BESUGO",NA,0
"artisanal",2014,"national","DIC","BLANQUILLO",2,0
"artisanal",2014,"national","DIC","BONITO",10,0
"artisanal",2014,"national","DIC","BRECA O BILAGAY",16,0
"artisanal",2014,"national","DIC","CABALLA",604,0
"artisanal",2014,"national","DIC","CABINZA",2,0
"artisanal",2014,"national","DIC","CABRILLA COMUN",6,0
"artisanal",2014,"national","DIC","CABRILLA ESPANOLA",3,0
"artisanal",2014,"national","DIC","CANQUE",1,0
"artisanal",2014,"national","DIC","CHANCHARRO",NA,0
"artisanal",2014,"national","DIC","CHASQUE O CHALACO",NA,0
"artisanal",2014,"national","DIC","COJINOBA DEL NORTE / PIAFRI",17,0
"artisanal",2014,"national","DIC","COJINOBA DEL SUR O AZUL",NA,0
"artisanal",2014,"national","DIC","CONGRIO COLORADO",74,0
"artisanal",2014,"national","DIC","CONGRIO DORADO",62,0
"artisanal",2014,"national","DIC","CONGRIO NEGRO",15,0
"artisanal",2014,"national","DIC","CORVINA",69,0
"artisanal",2014,"national","DIC","DORADO DE ALTURA / MAHI MAHI",126,0
"artisanal",2014,"national","DIC","EMPERADOR",NA,0
"artisanal",2014,"national","DIC","JERGUILLA",1,0
"artisanal",2014,"national","DIC","JUREL",293,0
"artisanal",2014,"national","DIC","JUREL DE JUAN FERNANDEZ",5,0
"artisanal",2014,"national","DIC","LENGUADO",1,0
"artisanal",2014,"national","DIC","LENGUADO DE OJOS CHICOS",NA,0
"artisanal",2014,"national","DIC","LISA",3,0
"artisanal",2014,"national","DIC","MACHUELO O TRITRE",106,0
"artisanal",2014,"national","DIC","MARLIN",NA,0
"artisanal",2014,"national","DIC","MARLIN RAYADO",NA,0
"artisanal",2014,"national","DIC","MERLUZA COMUN",201,0
"artisanal",2014,"national","DIC","MERLUZA DE COLA",NA,0
"artisanal",2014,"national","DIC","MERLUZA DEL SUR O AUSTRAL",399,0
"artisanal",2014,"national","DIC","MORENA DE ALETA BAJA / KOREHA HA OKO",NA,0
"artisanal",2014,"national","DIC","PAMPANITO",26,0
"artisanal",2014,"national","DIC","PAMPANITO DE JUAN FERNANDEZ",NA,0
"artisanal",2014,"national","DIC","PEJE GATO HOCICON",NA,0
"artisanal",2014,"national","DIC","PEJEGALLO",36,0
"artisanal",2014,"national","DIC","PEJEPERRO",1,0
"artisanal",2014,"national","DIC","PEJERREY DE MAR",42,0
"artisanal",2014,"national","DIC","PEJESAPO",1,0
"artisanal",2014,"national","DIC","PESCADO NO CLASIFICADO",NA,0
"artisanal",2014,"national","DIC","PEZ SOL",NA,0
"artisanal",2014,"national","DIC","PICHIBUENO",NA,0
"artisanal",2014,"national","DIC","PUYE",NA,0
"artisanal",2014,"national","DIC","RAYA VOLANTIN",3,0
"artisanal",2014,"national","DIC","REINETA",3502,0
"artisanal",2014,"national","DIC","ROBALO",31,0
"artisanal",2014,"national","DIC","ROCOCO",NA,0
"artisanal",2014,"national","DIC","ROLLIZO",2,0
"artisanal",2014,"national","DIC","RONCACHO",1,0
"artisanal",2014,"national","DIC","SALMON REY",2,0
"artisanal",2014,"national","DIC","SARDINA AUSTRAL",4588,0
"artisanal",2014,"national","DIC","SARDINA COMUN",5430,0
"artisanal",2014,"national","DIC","SARDINA ESPANOLA",7,0
"artisanal",2014,"national","DIC","SARGO",4,0
"artisanal",2014,"national","DIC","SIERRA",283,0
"artisanal",2014,"national","DIC","TIBURON FUME, GRIS O GATA DE MAR",NA,0
"artisanal",2014,"national","DIC","TIBURON NARIGON GRIS",NA,0
"artisanal",2014,"national","DIC","TIBURON O MARRAJO DENTUDO",36,0
"artisanal",2014,"national","DIC","TIBURON SARDINERO",NA,0
"artisanal",2014,"national","DIC","TOLLO",6,0
"artisanal",2014,"national","DIC","TOLLO DE CACHOS",NA,0
"artisanal",2014,"national","DIC","VIDRIOLA, PALOMETA, DORADO O TOREMO",127,0
"artisanal",2014,"national","DIC","VIEJA O MULATA",1,0
"artisanal",2014,"national","DIC","ALMEJA",964,0
"artisanal",2014,"national","DIC","CALAMAR",1,0
"artisanal",2014,"national","DIC","CARACOL LOCATE",255,0
"artisanal",2014,"national","DIC","CARACOL PALO PALO",6,0
"artisanal",2014,"national","DIC","CARACOL PICUYO",NA,0
"artisanal",2014,"national","DIC","CARACOL RUBIO",NA,0
"artisanal",2014,"national","DIC","CARACOL TEGULA",6,0
"artisanal",2014,"national","DIC","CARACOL TRUMULCO",NA,0
"artisanal",2014,"national","DIC","CHOCHA",2,0
"artisanal",2014,"national","DIC","CHOLGA",23,0
"artisanal",2014,"national","DIC","CHORITO",4,0
"artisanal",2014,"national","DIC","CHORO",4,0
"artisanal",2014,"national","DIC","CULENGUE",348,0
"artisanal",2014,"national","DIC","HUEPO O NAVAJA DE MAR",828,0
"artisanal",2014,"national","DIC","JIBIA O CALAMAR ROJO",7309,0
"artisanal",2014,"national","DIC","JULIANA O TAWERA",883,0
"artisanal",2014,"national","DIC","LAPA",NA,0
"artisanal",2014,"national","DIC","LAPA NEGRA",42,0
"artisanal",2014,"national","DIC","LAPA PICTA",1,0
"artisanal",2014,"national","DIC","LAPA REINA",167,0
"artisanal",2014,"national","DIC","LAPA ROSADA",NA,0
"artisanal",2014,"national","DIC","LOCO",166,0
"artisanal",2014,"national","DIC","MACHA",53,0
"artisanal",2014,"national","DIC","NAVAJUELA",211,0
"artisanal",2014,"national","DIC","OSTION DEL SUR",NA,0
"artisanal",2014,"national","DIC","OSTRA CHILENA",NA,0
"artisanal",2014,"national","DIC","PULPO DEL NORTE",NA,0
"artisanal",2014,"national","DIC","PULPO DEL SUR",NA,0
"artisanal",2014,"national","DIC","TAQUILLA",49,0
"artisanal",2014,"national","DIC","TUMBAO",115,0
"artisanal",2014,"national","DIC","CAMARON NAILON",95,0
"artisanal",2014,"national","DIC","CANGREJO DORADO DE J. FERNANDEZ",1,0
"artisanal",2014,"national","DIC","CENTOLLA",384,0
"artisanal",2014,"national","DIC","CENTOLLON",NA,0
"artisanal",2014,"national","DIC","GAMBA",NA,0
"artisanal",2014,"national","DIC","JAIBA LIMON",48,0
"artisanal",2014,"national","DIC","JAIBA MARMOLA",372,0
"artisanal",2014,"national","DIC","JAIBA MORA",15,0
"artisanal",2014,"national","DIC","JAIBA PACO",NA,0
"artisanal",2014,"national","DIC","JAIBA PANCHOTE O CANGREJO",NA,0
"artisanal",2014,"national","DIC","JAIBA PANCORA",NA,0
"artisanal",2014,"national","DIC","JAIBA PATUDA",1,0
"artisanal",2014,"national","DIC","JAIBA PELUDA O PACHONA",40,0
"artisanal",2014,"national","DIC","JAIBA REINA",10,0
"artisanal",2014,"national","DIC","JAIBA REMADORA",17,0
"artisanal",2014,"national","DIC","LANGOSTA DE J.FERNANDEZ",15,0
"artisanal",2014,"national","DIC","LANGOSTINO AMARILLO",14,0
"artisanal",2014,"national","DIC","LANGOSTINO COLORADO",120,0
"artisanal",2014,"national","DIC","LANGOSTINO DE LOS CANALES",4,0
"artisanal",2014,"national","DIC","LANGOSTINO ENANO",76,0
"artisanal",2015,"national","ENE","CHASCA",59,0
"artisanal",2015,"national","ENE","CHASCON O HUIRO NEGRO",7450,0
"artisanal",2015,"national","ENE","CHICOREA DE MAR",198,0
"artisanal",2015,"national","ENE","COCHAYUYO",1644,0
"artisanal",2015,"national","ENE","HUIRO",3185,0
"artisanal",2015,"national","ENE","HUIRO PALO",5031,0
"artisanal",2015,"national","ENE","LECHUGUILLA",28,0
"artisanal",2015,"national","ENE","LIQUEN GOMOSO",56,0
"artisanal",2015,"national","ENE","LUCHE",5,0
"artisanal",2015,"national","ENE","LUGA CUCHARA O CORTA",831,0
"artisanal",2015,"national","ENE","LUGA NEGRA O CRESPA",9030,0
"artisanal",2015,"national","ENE","LUGA-ROJA",2745,0
"artisanal",2015,"national","ENE","PELILLO",4281,0
"artisanal",2015,"national","ENE","ACHA O HACHA",NA,0
"artisanal",2015,"national","ENE","ALBACORA O PEZ ESPADA / IVI HEHEU",2,0
"artisanal",2015,"national","ENE","ANCHOVETA",690,0
"artisanal",2015,"national","ENE","ANGUILA",9,0
"artisanal",2015,"national","ENE","APANADO",2,0
"artisanal",2015,"national","ENE","ATUN ALETA AMARILLA / KAHI AVE AVE",NA,0
"artisanal",2015,"national","ENE","ATUN ALETA LARGA",NA,0
"artisanal",2015,"national","ENE","ATUN CHAUCHERA",NA,0
"artisanal",2015,"national","ENE","ATUN OJOS GRANDES / KAHI MATA TATA",NA,0
"artisanal",2015,"national","ENE","AZULEJO",21,0
"artisanal",2015,"national","ENE","BACALADILLO O MOTE",37,0
"artisanal",2015,"national","ENE","BACALAO DE J.FERNANDEZ / KOPUKU HAHA ROA",NA,0
"artisanal",2015,"national","ENE","BACALAO DE PROFUNDIDAD",268,0
"artisanal",2015,"national","ENE","BACALAO I.PASCUA,ATUN ESCOFINA/KONSO",1,0
"artisanal",2015,"national","ENE","BARRACUDA O PETO / KANA KANA",NA,0
"artisanal",2015,"national","ENE","BLANQUILLO",2,0
"artisanal",2015,"national","ENE","BONITO",14,0
"artisanal",2015,"national","ENE","BRECA O BILAGAY",13,0
"artisanal",2015,"national","ENE","BROTULA",NA,0
"artisanal",2015,"national","ENE","CABALLA",8373,0
"artisanal",2015,"national","ENE","CABINZA",1,0
"artisanal",2015,"national","ENE","CABRILLA COMUN",10,0
"artisanal",2015,"national","ENE","CABRILLA ESPANOLA",5,0
"artisanal",2015,"national","ENE","CANQUE",1,0
"artisanal",2015,"national","ENE","CHANCHARRO",NA,0
"artisanal",2015,"national","ENE","COJINOBA DEL NORTE / PIAFRI",21,0
"artisanal",2015,"national","ENE","COJINOBA DEL SUR O AZUL",NA,0
"artisanal",2015,"national","ENE","COJINOBA MOTEADA",NA,0
"artisanal",2015,"national","ENE","CONGRIO COLORADO",85,0
"artisanal",2015,"national","ENE","CONGRIO DORADO",310,0
"artisanal",2015,"national","ENE","CONGRIO NEGRO",19,0
"artisanal",2015,"national","ENE","CORVINA",104,0
"artisanal",2015,"national","ENE","JERGUILLA",3,0
"artisanal",2015,"national","ENE","JUREL",4011,0
"artisanal",2015,"national","ENE","JUREL DE JUAN FERNANDEZ",4,0
"artisanal",2015,"national","ENE","LENGUADO",2,0
"artisanal",2015,"national","ENE","LENGUADO DE OJOS CHICOS",4,0
"artisanal",2015,"national","ENE","LISA",5,0
"artisanal",2015,"national","ENE","MACHUELO O TRITRE",87,0
"artisanal",2015,"national","ENE","MARLIN",NA,0
"artisanal",2015,"national","ENE","MARLIN RAYADO",NA,0
