"subsector","year","region","month","species","tons","international_waters"
"artisanal",2015,"III","anual","MEDUSA",NA,0
"artisanal",2015,"III","anual","PEPINO DE MAR",NA,0
"artisanal",2015,"III","anual","PIURE",40,0
"artisanal",2015,"IV","anual","CHASCA",27,0
"artisanal",2015,"IV","anual","CHASCON O HUIRO NEGRO",7764,0
"artisanal",2015,"IV","anual","CHICOREA DE MAR",95,0
"artisanal",2015,"IV","anual","COCHAYUYO",547,0
"artisanal",2015,"IV","anual","HUIRO",3110,0
"artisanal",2015,"IV","anual","HUIRO PALO",22016,0
"artisanal",2015,"IV","anual","LECHUGUILLA",50,0
"artisanal",2015,"IV","anual","LIQUEN GOMOSO",NA,0
"artisanal",2015,"IV","anual","LUCHE",NA,0
"artisanal",2015,"IV","anual","LUGA CUCHARA O CORTA",2,0
"artisanal",2015,"IV","anual","LUGA NEGRA O CRESPA",1,0
"artisanal",2015,"IV","anual","LUGA-ROJA",5,0
"artisanal",2015,"IV","anual","PELILLO",2673,0
"artisanal",2015,"IV","anual","ACHA O HACHA",NA,0
"artisanal",2015,"IV","anual","ALBACORA O PEZ ESPADA / IVI HEHEU",2632,0
"artisanal",2015,"IV","anual","ANCHOVETA",9734,0
"artisanal",2015,"IV","anual","ANGUILA",NA,0
"artisanal",2015,"IV","anual","APANADO",NA,0
"artisanal",2015,"IV","anual","ATUN ALETA AMARILLA / KAHI AVE AVE",7,0
"artisanal",2015,"IV","anual","ATUN ALETA LARGA",3,0
"artisanal",2015,"IV","anual","ATUN CHAUCHERA",3,0
"artisanal",2015,"IV","anual","ATUN OJOS GRANDES / KAHI MATA TATA",5,0
"artisanal",2015,"IV","anual","AZULEJO",21,0
"artisanal",2015,"IV","anual","BACALADILLO O MOTE",70,0
"artisanal",2015,"IV","anual","BACALAO DE J.FERNANDEZ / KOPUKU HAHA ROA",NA,0
"artisanal",2015,"IV","anual","BACALAO DE PROFUNDIDAD",38,0
"artisanal",2015,"IV","anual","BACALAO I.PASCUA,ATUN ESCOFINA/KONSO",3,0
"artisanal",2015,"IV","anual","BARRACUDA O PETO / KANA KANA",NA,0
"artisanal",2015,"IV","anual","BLANQUILLO",NA,0
"artisanal",2015,"IV","anual","BONITO",NA,0
"artisanal",2015,"IV","anual","BRECA O BILAGAY",NA,0
"artisanal",2015,"IV","anual","BROTULA",NA,0
"artisanal",2015,"IV","anual","CABALLA",3543,0
"artisanal",2015,"IV","anual","CABINZA",7,0
"artisanal",2015,"IV","anual","CABRILLA COMUN",NA,0
"artisanal",2015,"IV","anual","CABRILLA ESPANOLA",NA,0
"artisanal",2015,"IV","anual","CANQUE",NA,0
"artisanal",2015,"IV","anual","CHANCHARRO",NA,0
"artisanal",2015,"IV","anual","COJINOBA DEL NORTE / PIAFRI",7,0
"artisanal",2015,"IV","anual","COJINOBA DEL SUR O AZUL",NA,0
"artisanal",2015,"IV","anual","COJINOBA MOTEADA",NA,0
"artisanal",2015,"IV","anual","CONGRIO COLORADO",77,0
"artisanal",2015,"IV","anual","CONGRIO DORADO",NA,0
"artisanal",2015,"IV","anual","CONGRIO NEGRO",4,0
"artisanal",2015,"IV","anual","CORVINA",NA,0
"artisanal",2015,"IV","anual","JERGUILLA",3,0
"artisanal",2015,"IV","anual","JUREL",9088,0
"artisanal",2015,"IV","anual","JUREL DE JUAN FERNANDEZ",NA,0
"artisanal",2015,"IV","anual","LENGUADO",NA,0
"artisanal",2015,"IV","anual","LENGUADO DE OJOS CHICOS",5,0
"artisanal",2015,"IV","anual","LISA",NA,0
"artisanal",2015,"IV","anual","MACHUELO O TRITRE",1047,0
"artisanal",2015,"IV","anual","MARLIN",NA,0
"artisanal",2015,"IV","anual","MARLIN RAYADO",NA,0
"artisanal",2015,"IV","anual","MERLUZA COMUN",227,0
"artisanal",2015,"IV","anual","MERLUZA DE COLA",NA,0
"artisanal",2015,"IV","anual","MERLUZA DEL SUR O AUSTRAL",NA,0
"artisanal",2015,"IV","anual","PAMPANITO",2,0
"artisanal",2015,"IV","anual","PEJEGALLO",NA,0
"artisanal",2015,"IV","anual","PEJEPERRO",NA,0
"artisanal",2015,"IV","anual","PEJERRATA O GRANADERO",1,0
"artisanal",2015,"IV","anual","PEJERREY DE MAR",NA,0
"artisanal",2015,"IV","anual","PEJEZORRO",NA,0
"artisanal",2015,"IV","anual","PESCADO NO CLASIFICADO",1,0
"artisanal",2015,"IV","anual","PEZ SOL",10,0
"artisanal",2015,"IV","anual","PICHIBUENO",NA,0
"artisanal",2015,"IV","anual","RAYA VOLANTIN",NA,0
"artisanal",2015,"IV","anual","REINETA",NA,0
"artisanal",2015,"IV","anual","REMOREMO",NA,0
"artisanal",2015,"IV","anual","ROBALO",NA,0
"artisanal",2015,"IV","anual","ROLLIZO",1,0
"artisanal",2015,"IV","anual","RONCACHO",NA,0
"artisanal",2015,"IV","anual","SARDINA AUSTRAL",NA,0
"artisanal",2015,"IV","anual","SARDINA COMUN",NA,0
"artisanal",2015,"IV","anual","SARDINA ESPANOLA",3,0
"artisanal",2015,"IV","anual","SARGO",NA,0
"artisanal",2015,"IV","anual","SIERRA",12,0
"artisanal",2015,"IV","anual","TIBURON O MARRAJO DENTUDO",68,0
"artisanal",2015,"IV","anual","TIBURON SARDINERO",31,0
"artisanal",2015,"IV","anual","TOLLO",NA,0
"artisanal",2015,"IV","anual","TOLLO DE CACHOS",NA,0
"artisanal",2015,"IV","anual","VIDRIOLA, PALOMETA, DORADO O TOREMO",18,0
"artisanal",2015,"IV","anual","VIEJA O MULATA",NA,0
"artisanal",2015,"IV","anual","ALMEJA",3,0
"artisanal",2015,"IV","anual","CALAMAR",NA,0
"artisanal",2015,"IV","anual","CARACOL LOCATE",NA,0
"artisanal",2015,"IV","anual","CARACOL PALO PALO",NA,0
"artisanal",2015,"IV","anual","CARACOL PICUYO",NA,0
"artisanal",2015,"IV","anual","CARACOL RUBIO",NA,0
"artisanal",2015,"IV","anual","CARACOL TEGULA",9,0
"artisanal",2015,"IV","anual","CARACOL TRUMULCO",NA,0
"artisanal",2015,"IV","anual","CHOCHA",3,0
"artisanal",2015,"IV","anual","CHOLGA",NA,0
"artisanal",2015,"IV","anual","CHORITO",NA,0
"artisanal",2015,"IV","anual","CHORO",NA,0
"artisanal",2015,"IV","anual","CULENGUE",16,0
"artisanal",2015,"IV","anual","HUEPO O NAVAJA DE MAR",NA,0
"artisanal",2015,"IV","anual","JIBIA O CALAMAR ROJO",18317,0
"artisanal",2015,"IV","anual","JULIANA O TAWERA",NA,0
"artisanal",2015,"IV","anual","LAPA BONETE",1,0
"artisanal",2015,"IV","anual","LAPA NEGRA",76,0
"artisanal",2015,"IV","anual","LAPA PICTA",2,0
"artisanal",2015,"IV","anual","LAPA REINA",12,0
"artisanal",2015,"IV","anual","LAPA ROSADA",7,0
"artisanal",2015,"IV","anual","LOCO",316,0
"artisanal",2015,"IV","anual","MACHA",997,0
"artisanal",2015,"IV","anual","NAVAJUELA",NA,0
"artisanal",2015,"IV","anual","OSTION DEL SUR",NA,0
"artisanal",2015,"IV","anual","OSTRA CHILENA",NA,0
"artisanal",2015,"IV","anual","PULPO DE JUAN FERNANDEZ",NA,0
"artisanal",2015,"IV","anual","PULPO DEL NORTE",NA,0
"artisanal",2015,"IV","anual","PULPO DEL SUR",NA,0
"artisanal",2015,"IV","anual","TAQUILLA",NA,0
"artisanal",2015,"IV","anual","TUMBAO",NA,0
"artisanal",2015,"IV","anual","CAMARON DE ROCA",NA,0
"artisanal",2015,"IV","anual","CAMARON NAILON",575,0
"artisanal",2015,"IV","anual","CANGREJO DORADO DE J. FERNANDEZ",NA,0
"artisanal",2015,"IV","anual","CENTOLLA",NA,0
"artisanal",2015,"IV","anual","CENTOLLON",NA,0
"artisanal",2015,"IV","anual","GAMBA",NA,0
"artisanal",2015,"IV","anual","JAIBA LIMON",NA,0
"artisanal",2015,"IV","anual","JAIBA MARMOLA",NA,0
"artisanal",2015,"IV","anual","JAIBA MORA",27,0
"artisanal",2015,"IV","anual","JAIBA PACO",NA,0
"artisanal",2015,"IV","anual","JAIBA PANCHOTE O CANGREJO",NA,0
"artisanal",2015,"IV","anual","JAIBA PANCORA",NA,0
"artisanal",2015,"IV","anual","JAIBA PATUDA",NA,0
"artisanal",2015,"IV","anual","JAIBA PELUDA O PACHONA",22,0
"artisanal",2015,"IV","anual","JAIBA REINA",NA,0
"artisanal",2015,"IV","anual","JAIBA REMADORA",NA,0
"artisanal",2015,"IV","anual","LANGOSTA DE J.FERNANDEZ",NA,0
"artisanal",2015,"IV","anual","LANGOSTA ENANA",NA,0
"artisanal",2015,"IV","anual","LANGOSTINO AMARILLO",918,0
"artisanal",2015,"IV","anual","LANGOSTINO COLORADO",480,0
"artisanal",2015,"IV","anual","LANGOSTINO ENANO",NA,0
"artisanal",2015,"IV","anual","PICOROCO",9,0
"artisanal",2015,"IV","anual","PULGA SALTARINA O GAMBITA",NA,0
"artisanal",2015,"IV","anual","ERIZO",12,0
"artisanal",2015,"IV","anual","MEDUSA",NA,0
"artisanal",2015,"IV","anual","PEPINO DE MAR",NA,0
"artisanal",2015,"IV","anual","PIURE",31,0
"artisanal",2015,"V","anual","CHASCA",5,0
"artisanal",2015,"V","anual","CHASCON O HUIRO NEGRO",3925,0
"artisanal",2015,"V","anual","CHICOREA DE MAR",NA,0
"artisanal",2015,"V","anual","COCHAYUYO",326,0
"artisanal",2015,"V","anual","HUIRO",1305,0
"artisanal",2015,"V","anual","HUIRO PALO",16454,0
"artisanal",2015,"V","anual","LECHUGUILLA",NA,0
"artisanal",2015,"V","anual","LIQUEN GOMOSO",NA,0
"artisanal",2015,"V","anual","LUCHE",NA,0
"artisanal",2015,"V","anual","LUGA CUCHARA O CORTA",122,0
"artisanal",2015,"V","anual","LUGA NEGRA O CRESPA",19,0
"artisanal",2015,"V","anual","LUGA-ROJA",53,0
"artisanal",2015,"V","anual","PELILLO",NA,0
"artisanal",2015,"V","anual","ACHA O HACHA",NA,0
"artisanal",2015,"V","anual","ALBACORA O PEZ ESPADA / IVI HEHEU",1086,0
"artisanal",2015,"V","anual","ANCHOVETA",2218,0
"artisanal",2015,"V","anual","ANGUILA",49,0
"artisanal",2015,"V","anual","APANADO",NA,0
"artisanal",2015,"V","anual","ATUN ALETA AMARILLA / KAHI AVE AVE",24,0
"artisanal",2015,"V","anual","ATUN ALETA LARGA",1,0
"artisanal",2015,"V","anual","ATUN CHAUCHERA",NA,0
"artisanal",2015,"V","anual","ATUN OJOS GRANDES / KAHI MATA TATA",4,0
"artisanal",2015,"V","anual","AZULEJO",NA,0
"artisanal",2015,"V","anual","BACALADILLO O MOTE",NA,0
"artisanal",2015,"V","anual","BACALAO DE J.FERNANDEZ / KOPUKU HAHA ROA",5,0
"artisanal",2015,"V","anual","BACALAO DE PROFUNDIDAD",93,0
"artisanal",2015,"V","anual","BACALAO I.PASCUA,ATUN ESCOFINA/KONSO",NA,0
"artisanal",2015,"V","anual","BARRACUDA O PETO / KANA KANA",1,0
"artisanal",2015,"V","anual","BLANQUILLO",2,0
"artisanal",2015,"V","anual","BONITO",NA,0
"artisanal",2015,"V","anual","BRECA O BILAGAY",95,0
"artisanal",2015,"V","anual","BROTULA",NA,0
"artisanal",2015,"V","anual","CABALLA",18,0
"artisanal",2015,"V","anual","CABINZA",3,0
"artisanal",2015,"V","anual","CABRILLA COMUN",8,0
"artisanal",2015,"V","anual","CABRILLA ESPANOLA",2,0
"artisanal",2015,"V","anual","CANQUE",3,0
"artisanal",2015,"V","anual","CHANCHARRO",NA,0
"artisanal",2015,"V","anual","COJINOBA DEL NORTE / PIAFRI",27,0
"artisanal",2015,"V","anual","COJINOBA DEL SUR O AZUL",NA,0
"artisanal",2015,"V","anual","COJINOBA MOTEADA",NA,0
"artisanal",2015,"V","anual","CONGRIO COLORADO",117,0
"artisanal",2015,"V","anual","CONGRIO DORADO",NA,0
"artisanal",2015,"V","anual","CONGRIO NEGRO",88,0
"artisanal",2015,"V","anual","CORVINA",51,0
"artisanal",2015,"V","anual","JERGUILLA",3,0
"artisanal",2015,"V","anual","JUREL",513,0
"artisanal",2015,"V","anual","JUREL DE JUAN FERNANDEZ",23,0
"artisanal",2015,"V","anual","LENGUADO",2,0
"artisanal",2015,"V","anual","LENGUADO DE OJOS CHICOS",4,0
"artisanal",2015,"V","anual","LISA",3,0
"artisanal",2015,"V","anual","MACHUELO O TRITRE",339,0
"artisanal",2015,"V","anual","MARLIN",NA,0
"artisanal",2015,"V","anual","MARLIN RAYADO",NA,0
"artisanal",2015,"V","anual","MERLUZA COMUN",2762,0
"artisanal",2015,"V","anual","MERLUZA DE COLA",NA,0
"artisanal",2015,"V","anual","MERLUZA DEL SUR O AUSTRAL",NA,0
"artisanal",2015,"V","anual","PAMPANITO",10,0
"artisanal",2015,"V","anual","PEJEGALLO",16,0
"artisanal",2015,"V","anual","PEJEPERRO",NA,0
"artisanal",2015,"V","anual","PEJERRATA O GRANADERO",NA,0
"artisanal",2015,"V","anual","PEJERREY DE MAR",1,0
"artisanal",2015,"V","anual","PEJEZORRO",1,0
"artisanal",2015,"V","anual","PESCADO NO CLASIFICADO",NA,0
"artisanal",2015,"V","anual","PEZ SOL",1,0
"artisanal",2015,"V","anual","PICHIBUENO",5,0
"artisanal",2015,"V","anual","RAYA VOLANTIN",NA,0
"artisanal",2015,"V","anual","REINETA",6,0
"artisanal",2015,"V","anual","REMOREMO",1,0
"artisanal",2015,"V","anual","ROBALO",5,0
"artisanal",2015,"V","anual","ROLLIZO",NA,0
"artisanal",2015,"V","anual","RONCACHO",NA,0
"artisanal",2015,"V","anual","SARDINA AUSTRAL",NA,0
"artisanal",2015,"V","anual","SARDINA COMUN",7247,0
"artisanal",2015,"V","anual","SARDINA ESPANOLA",NA,0
"artisanal",2015,"V","anual","SARGO",NA,0
"artisanal",2015,"V","anual","SIERRA",168,0
"artisanal",2015,"V","anual","TIBURON O MARRAJO DENTUDO",31,0
"artisanal",2015,"V","anual","TIBURON SARDINERO",12,0
"artisanal",2015,"V","anual","TOLLO",4,0
"artisanal",2015,"V","anual","TOLLO DE CACHOS",NA,0
"artisanal",2015,"V","anual","VIDRIOLA, PALOMETA, DORADO O TOREMO",85,0
"artisanal",2015,"V","anual","VIEJA O MULATA",NA,0
"artisanal",2015,"V","anual","ALMEJA",NA,0
"artisanal",2015,"V","anual","CALAMAR",NA,0
"artisanal",2015,"V","anual","CARACOL LOCATE",NA,0
"artisanal",2015,"V","anual","CARACOL PALO PALO",NA,0
"artisanal",2015,"V","anual","CARACOL PICUYO",NA,0
"artisanal",2015,"V","anual","CARACOL RUBIO",NA,0
"artisanal",2015,"V","anual","CARACOL TEGULA",3,0
"artisanal",2015,"V","anual","CARACOL TRUMULCO",1,0
"artisanal",2015,"V","anual","CHOCHA",NA,0
"artisanal",2015,"V","anual","CHOLGA",NA,0
"artisanal",2015,"V","anual","CHORITO",NA,0
"artisanal",2015,"V","anual","CHORO",37,0
"artisanal",2015,"V","anual","CULENGUE",NA,0
"artisanal",2015,"V","anual","HUEPO O NAVAJA DE MAR",NA,0
"artisanal",2015,"V","anual","JIBIA O CALAMAR ROJO",61343,0
"artisanal",2015,"V","anual","JULIANA O TAWERA",NA,0
"artisanal",2015,"V","anual","LAPA BONETE",NA,0
"artisanal",2015,"V","anual","LAPA NEGRA",47,0
"artisanal",2015,"V","anual","LAPA PICTA",NA,0
"artisanal",2015,"V","anual","LAPA REINA",2,0
"artisanal",2015,"V","anual","LAPA ROSADA",5,0
"artisanal",2015,"V","anual","LOCO",43,0
"artisanal",2015,"V","anual","MACHA",NA,0
"artisanal",2015,"V","anual","NAVAJUELA",NA,0
"artisanal",2015,"V","anual","OSTION DEL SUR",NA,0
"artisanal",2015,"V","anual","OSTRA CHILENA",NA,0
"artisanal",2015,"V","anual","PULPO DE JUAN FERNANDEZ",3,0
"artisanal",2015,"V","anual","PULPO DEL NORTE",NA,0
"artisanal",2015,"V","anual","PULPO DEL SUR",NA,0
"artisanal",2015,"V","anual","TAQUILLA",NA,0
"artisanal",2015,"V","anual","TUMBAO",NA,0
"artisanal",2015,"V","anual","CAMARON DE ROCA",1,0
"artisanal",2015,"V","anual","CAMARON NAILON",490,0
"artisanal",2015,"V","anual","CANGREJO DORADO DE J. FERNANDEZ",12,0
"artisanal",2015,"V","anual","CENTOLLA",NA,0
"artisanal",2015,"V","anual","CENTOLLON",NA,0
"artisanal",2015,"V","anual","GAMBA",15,0
"artisanal",2015,"V","anual","JAIBA LIMON",376,0
"artisanal",2015,"V","anual","JAIBA MARMOLA",NA,0
"artisanal",2015,"V","anual","JAIBA MORA",8,0
"artisanal",2015,"V","anual","JAIBA PACO",NA,0
"artisanal",2015,"V","anual","JAIBA PANCHOTE O CANGREJO",NA,0
"artisanal",2015,"V","anual","JAIBA PANCORA",NA,0
"artisanal",2015,"V","anual","JAIBA PATUDA",NA,0
"artisanal",2015,"V","anual","JAIBA PELUDA O PACHONA",8,0
"artisanal",2015,"V","anual","JAIBA REINA",NA,0
"artisanal",2015,"V","anual","JAIBA REMADORA",13,0
"artisanal",2015,"V","anual","LANGOSTA DE J.FERNANDEZ",91,0
"artisanal",2015,"V","anual","LANGOSTA ENANA",NA,0
"artisanal",2015,"V","anual","LANGOSTINO AMARILLO",165,0
"artisanal",2015,"V","anual","LANGOSTINO COLORADO",152,0
"artisanal",2015,"V","anual","LANGOSTINO ENANO",NA,0
"artisanal",2015,"V","anual","PICOROCO",30,0
"artisanal",2015,"V","anual","PULGA SALTARINA O GAMBITA",NA,0
"artisanal",2015,"V","anual","ERIZO",34,0
"artisanal",2015,"V","anual","MEDUSA",NA,0
"artisanal",2015,"V","anual","PEPINO DE MAR",NA,0
"artisanal",2015,"V","anual","PIURE",3,0
"artisanal",2015,"VI","anual","CHASCA",219,0
"artisanal",2015,"VI","anual","CHASCON O HUIRO NEGRO",210,0
"artisanal",2015,"VI","anual","CHICOREA DE MAR",NA,0
"artisanal",2015,"VI","anual","COCHAYUYO",1582,0
"artisanal",2015,"VI","anual","HUIRO",204,0
"artisanal",2015,"VI","anual","HUIRO PALO",13,0
"artisanal",2015,"VI","anual","LECHUGUILLA",NA,0
"artisanal",2015,"VI","anual","LIQUEN GOMOSO",NA,0
"artisanal",2015,"VI","anual","LUCHE",NA,0
"artisanal",2015,"VI","anual","LUGA CUCHARA O CORTA",860,0
"artisanal",2015,"VI","anual","LUGA NEGRA O CRESPA",7,0
"artisanal",2015,"VI","anual","LUGA-ROJA",NA,0
"artisanal",2015,"VI","anual","PELILLO",56,0
"artisanal",2015,"VI","anual","ACHA O HACHA",NA,0
"artisanal",2015,"VI","anual","ALBACORA O PEZ ESPADA / IVI HEHEU",NA,0
"artisanal",2015,"VI","anual","ANCHOVETA",NA,0
"artisanal",2015,"VI","anual","ANGUILA",NA,0
"artisanal",2015,"VI","anual","APANADO",NA,0
"artisanal",2015,"VI","anual","ATUN ALETA AMARILLA / KAHI AVE AVE",NA,0
"artisanal",2015,"VI","anual","ATUN ALETA LARGA",NA,0
"artisanal",2015,"VI","anual","ATUN CHAUCHERA",NA,0
"artisanal",2015,"VI","anual","ATUN OJOS GRANDES / KAHI MATA TATA",NA,0
"artisanal",2015,"VI","anual","AZULEJO",NA,0
"artisanal",2015,"VI","anual","BACALADILLO O MOTE",NA,0
"artisanal",2015,"VI","anual","BACALAO DE J.FERNANDEZ / KOPUKU HAHA ROA",NA,0
"artisanal",2015,"VI","anual","BACALAO DE PROFUNDIDAD",NA,0
"artisanal",2015,"VI","anual","BACALAO I.PASCUA,ATUN ESCOFINA/KONSO",NA,0
"artisanal",2015,"VI","anual","BARRACUDA O PETO / KANA KANA",NA,0
"artisanal",2015,"VI","anual","BLANQUILLO",2,0
"artisanal",2015,"VI","anual","BONITO",NA,0
"artisanal",2015,"VI","anual","BRECA O BILAGAY",NA,0
"artisanal",2015,"VI","anual","BROTULA",NA,0
"artisanal",2015,"VI","anual","CABALLA",NA,0
"artisanal",2015,"VI","anual","CABINZA",NA,0
"artisanal",2015,"VI","anual","CABRILLA COMUN",NA,0
"artisanal",2015,"VI","anual","CABRILLA ESPANOLA",NA,0
"artisanal",2015,"VI","anual","CANQUE",NA,0
"artisanal",2015,"VI","anual","CHANCHARRO",NA,0
"artisanal",2015,"VI","anual","COJINOBA DEL NORTE / PIAFRI",NA,0
"artisanal",2015,"VI","anual","COJINOBA DEL SUR O AZUL",NA,0
"artisanal",2015,"VI","anual","COJINOBA MOTEADA",NA,0
"artisanal",2015,"VI","anual","CONGRIO COLORADO",5,0
"artisanal",2015,"VI","anual","CONGRIO DORADO",NA,0
"artisanal",2015,"VI","anual","CONGRIO NEGRO",NA,0
"artisanal",2015,"VI","anual","CORVINA",26,0
"artisanal",2015,"VI","anual","JERGUILLA",NA,0
"artisanal",2015,"VI","anual","JUREL",21,0
"artisanal",2015,"VI","anual","JUREL DE JUAN FERNANDEZ",NA,0
"artisanal",2015,"VI","anual","LENGUADO",NA,0
"artisanal",2015,"VI","anual","LENGUADO DE OJOS CHICOS",NA,0
"artisanal",2015,"VI","anual","LISA",NA,0
"artisanal",2015,"VI","anual","MACHUELO O TRITRE",NA,0
"artisanal",2015,"VI","anual","MARLIN",NA,0
"artisanal",2015,"VI","anual","MARLIN RAYADO",NA,0
"artisanal",2015,"VI","anual","MERLUZA COMUN",320,0
"artisanal",2015,"VI","anual","MERLUZA DE COLA",NA,0
"artisanal",2015,"VI","anual","MERLUZA DEL SUR O AUSTRAL",NA,0
"artisanal",2015,"VI","anual","PAMPANITO",NA,0
"artisanal",2015,"VI","anual","PEJEGALLO",16,0
"artisanal",2015,"VI","anual","PEJEPERRO",NA,0
"artisanal",2015,"VI","anual","PEJERRATA O GRANADERO",NA,0
"artisanal",2015,"VI","anual","PEJERREY DE MAR",1,0
"artisanal",2015,"VI","anual","PEJEZORRO",NA,0
"artisanal",2015,"VI","anual","PESCADO NO CLASIFICADO",NA,0
"artisanal",2015,"VI","anual","PEZ SOL",NA,0
"artisanal",2015,"VI","anual","PICHIBUENO",NA,0
"artisanal",2015,"VI","anual","RAYA VOLANTIN",NA,0
"artisanal",2015,"VI","anual","REINETA",10,0
"artisanal",2015,"VI","anual","REMOREMO",NA,0
"artisanal",2015,"VI","anual","ROBALO",NA,0
"artisanal",2015,"VI","anual","ROLLIZO",NA,0
"artisanal",2015,"VI","anual","RONCACHO",NA,0
"artisanal",2015,"VI","anual","SARDINA AUSTRAL",NA,0
"artisanal",2015,"VI","anual","SARDINA COMUN",NA,0
"artisanal",2015,"VI","anual","SARDINA ESPANOLA",NA,0
"artisanal",2015,"VI","anual","SARGO",NA,0
"artisanal",2015,"VI","anual","SIERRA",122,0
"artisanal",2015,"VI","anual","TIBURON O MARRAJO DENTUDO",NA,0
"artisanal",2015,"VI","anual","TIBURON SARDINERO",NA,0
"artisanal",2015,"VI","anual","TOLLO",NA,0
"artisanal",2015,"VI","anual","TOLLO DE CACHOS",NA,0
"artisanal",2015,"VI","anual","VIDRIOLA, PALOMETA, DORADO O TOREMO",NA,0
"artisanal",2015,"VI","anual","VIEJA O MULATA",NA,0
"artisanal",2015,"VI","anual","ALMEJA",NA,0
"artisanal",2015,"VI","anual","CALAMAR",NA,0
"artisanal",2015,"VI","anual","CARACOL LOCATE",NA,0
"artisanal",2015,"VI","anual","CARACOL PALO PALO",NA,0
"artisanal",2015,"VI","anual","CARACOL PICUYO",NA,0
"artisanal",2015,"VI","anual","CARACOL RUBIO",NA,0
"artisanal",2015,"VI","anual","CARACOL TEGULA",8,0
"artisanal",2015,"VI","anual","CARACOL TRUMULCO",NA,0
"artisanal",2015,"VI","anual","CHOCHA",NA,0
"artisanal",2015,"VI","anual","CHOLGA",NA,0
"artisanal",2015,"VI","anual","CHORITO",NA,0
"artisanal",2015,"VI","anual","CHORO",8,0
"artisanal",2015,"VI","anual","CULENGUE",NA,0
"artisanal",2015,"VI","anual","HUEPO O NAVAJA DE MAR",NA,0
"artisanal",2015,"VI","anual","JIBIA O CALAMAR ROJO",1,0
"artisanal",2015,"VI","anual","JULIANA O TAWERA",NA,0
"artisanal",2015,"VI","anual","LAPA BONETE",NA,0
"artisanal",2015,"VI","anual","LAPA NEGRA",1,0
"artisanal",2015,"VI","anual","LAPA PICTA",NA,0
"artisanal",2015,"VI","anual","LAPA REINA",NA,0
"artisanal",2015,"VI","anual","LAPA ROSADA",NA,0
"artisanal",2015,"VI","anual","LOCO",1,0
"artisanal",2015,"VI","anual","MACHA",NA,0
"artisanal",2015,"VI","anual","NAVAJUELA",NA,0
"artisanal",2015,"VI","anual","OSTION DEL SUR",NA,0
"artisanal",2015,"VI","anual","OSTRA CHILENA",NA,0
"artisanal",2015,"VI","anual","PULPO DE JUAN FERNANDEZ",NA,0
"artisanal",2015,"VI","anual","PULPO DEL NORTE",NA,0
"artisanal",2015,"VI","anual","PULPO DEL SUR",NA,0
"artisanal",2015,"VI","anual","TAQUILLA",NA,0
"artisanal",2015,"VI","anual","TUMBAO",NA,0
"artisanal",2015,"VI","anual","CAMARON DE ROCA",NA,0
"artisanal",2015,"VI","anual","CAMARON NAILON",NA,0
"artisanal",2015,"VI","anual","CANGREJO DORADO DE J. FERNANDEZ",NA,0
"artisanal",2015,"VI","anual","CENTOLLA",NA,0
"artisanal",2015,"VI","anual","CENTOLLON",NA,0
"artisanal",2015,"VI","anual","GAMBA",NA,0
"artisanal",2015,"VI","anual","JAIBA LIMON",264,0
"artisanal",2015,"VI","anual","JAIBA MARMOLA",NA,0
"artisanal",2015,"VI","anual","JAIBA MORA",NA,0
"artisanal",2015,"VI","anual","JAIBA PACO",NA,0
"artisanal",2015,"VI","anual","JAIBA PANCHOTE O CANGREJO",NA,0
"artisanal",2015,"VI","anual","JAIBA PANCORA",NA,0
"artisanal",2015,"VI","anual","JAIBA PATUDA",NA,0
"artisanal",2015,"VI","anual","JAIBA PELUDA O PACHONA",NA,0
"artisanal",2015,"VI","anual","JAIBA REINA",NA,0
"artisanal",2015,"VI","anual","JAIBA REMADORA",19,0
"artisanal",2015,"VI","anual","LANGOSTA DE J.FERNANDEZ",NA,0
"artisanal",2015,"VI","anual","LANGOSTA ENANA",NA,0
"artisanal",2015,"VI","anual","LANGOSTINO AMARILLO",NA,0
"artisanal",2015,"VI","anual","LANGOSTINO COLORADO",NA,0
"artisanal",2015,"VI","anual","LANGOSTINO ENANO",NA,0
"artisanal",2015,"VI","anual","PICOROCO",NA,0
"artisanal",2015,"VI","anual","PULGA SALTARINA O GAMBITA",1,0
"artisanal",2015,"VI","anual","ERIZO",NA,0
"artisanal",2015,"VI","anual","MEDUSA",NA,0
"artisanal",2015,"VI","anual","PEPINO DE MAR",NA,0
"artisanal",2015,"VI","anual","PIURE",72,0
"artisanal",2015,"VII","anual","CHASCA",9,0
"artisanal",2015,"VII","anual","CHASCON O HUIRO NEGRO",7,0
"artisanal",2015,"VII","anual","CHICOREA DE MAR",NA,0
"artisanal",2015,"VII","anual","COCHAYUYO",647,0
"artisanal",2015,"VII","anual","HUIRO",69,0
"artisanal",2015,"VII","anual","HUIRO PALO",NA,0
"artisanal",2015,"VII","anual","LECHUGUILLA",NA,0
"artisanal",2015,"VII","anual","LIQUEN GOMOSO",NA,0
"artisanal",2015,"VII","anual","LUCHE",26,0
"artisanal",2015,"VII","anual","LUGA CUCHARA O CORTA",217,0
"artisanal",2015,"VII","anual","LUGA NEGRA O CRESPA",2,0
"artisanal",2015,"VII","anual","LUGA-ROJA",NA,0
"artisanal",2015,"VII","anual","PELILLO",68,0
"artisanal",2015,"VII","anual","ACHA O HACHA",NA,0
"artisanal",2015,"VII","anual","ALBACORA O PEZ ESPADA / IVI HEHEU",NA,0
