"subsector","year","region","month","species","tons"
"aquiculture",2012,"XI","anual","OSTRA CHILENA",NA
"aquiculture",2012,"XI","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2012,"XII","anual","HAEMATOCOCCUS",NA
"aquiculture",2012,"XII","anual","LUGA-ROJA",NA
"aquiculture",2012,"XII","anual","PELILLO",NA
"aquiculture",2012,"XII","anual","SPIRULINA",NA
"aquiculture",2012,"XII","anual","CORVINA",NA
"aquiculture",2012,"XII","anual","SALMON DEL ATLANTICO",28476
"aquiculture",2012,"XII","anual","SALMON PLATEADO",NA
"aquiculture",2012,"XII","anual","SALMON REY",NA
"aquiculture",2012,"XII","anual","TRUCHA ARCO IRIS",6361
"aquiculture",2012,"XII","anual","TURBOT",NA
"aquiculture",2012,"XII","anual","ABALON JAPONES",NA
"aquiculture",2012,"XII","anual","ABALON ROJO",NA
"aquiculture",2012,"XII","anual","CHOLGA",NA
"aquiculture",2012,"XII","anual","CHORITO",NA
"aquiculture",2012,"XII","anual","CHORO",NA
"aquiculture",2012,"XII","anual","OSTION DEL NORTE",NA
"aquiculture",2012,"XII","anual","OSTRA CHILENA",NA
"aquiculture",2012,"XII","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2013,"XV","anual","HAEMATOCOCCUS",NA
"aquiculture",2013,"XV","anual","LUGA NEGRA O CRESPA",NA
"aquiculture",2013,"XV","anual","LUGA-ROJA",NA
"aquiculture",2013,"XV","anual","PELILLO",NA
"aquiculture",2013,"XV","anual","SPIRULINA",NA
"aquiculture",2013,"XV","anual","HALIBUT O FLETAN",NA
"aquiculture",2013,"XV","anual","LENGUADO FINO",NA
"aquiculture",2013,"XV","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2013,"XV","anual","SALMON PLATEADO",NA
"aquiculture",2013,"XV","anual","SALMON REY",NA
"aquiculture",2013,"XV","anual","TRUCHA ARCO IRIS",NA
"aquiculture",2013,"XV","anual","TURBOT",NA
"aquiculture",2013,"XV","anual","ABALON JAPONES",NA
"aquiculture",2013,"XV","anual","ABALON ROJO",NA
"aquiculture",2013,"XV","anual","CHOLGA",NA
"aquiculture",2013,"XV","anual","CHORITO",NA
"aquiculture",2013,"XV","anual","CHORO",NA
"aquiculture",2013,"XV","anual","OSTION DEL NORTE",NA
"aquiculture",2013,"XV","anual","OSTRA CHILENA",NA
"aquiculture",2013,"XV","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2013,"I","anual","HAEMATOCOCCUS",41
"aquiculture",2013,"I","anual","LUGA NEGRA O CRESPA",NA
"aquiculture",2013,"I","anual","LUGA-ROJA",NA
"aquiculture",2013,"I","anual","PELILLO",NA
"aquiculture",2013,"I","anual","SPIRULINA",12
"aquiculture",2013,"I","anual","HALIBUT O FLETAN",NA
"aquiculture",2013,"I","anual","LENGUADO FINO",NA
"aquiculture",2013,"I","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2013,"I","anual","SALMON PLATEADO",NA
"aquiculture",2013,"I","anual","SALMON REY",NA
"aquiculture",2013,"I","anual","TRUCHA ARCO IRIS",NA
"aquiculture",2013,"I","anual","TURBOT",NA
"aquiculture",2013,"I","anual","ABALON JAPONES",NA
"aquiculture",2013,"I","anual","ABALON ROJO",NA
"aquiculture",2013,"I","anual","CHOLGA",NA
"aquiculture",2013,"I","anual","CHORITO",NA
"aquiculture",2013,"I","anual","CHORO",NA
"aquiculture",2013,"I","anual","OSTION DEL NORTE",NA
"aquiculture",2013,"I","anual","OSTRA CHILENA",NA
"aquiculture",2013,"I","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2013,"II","anual","HAEMATOCOCCUS",NA
"aquiculture",2013,"II","anual","LUGA NEGRA O CRESPA",NA
"aquiculture",2013,"II","anual","LUGA-ROJA",NA
"aquiculture",2013,"II","anual","PELILLO",1405
"aquiculture",2013,"II","anual","SPIRULINA",NA
"aquiculture",2013,"II","anual","HALIBUT O FLETAN",NA
"aquiculture",2013,"II","anual","LENGUADO FINO",NA
"aquiculture",2013,"II","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2013,"II","anual","SALMON PLATEADO",NA
"aquiculture",2013,"II","anual","SALMON REY",NA
"aquiculture",2013,"II","anual","TRUCHA ARCO IRIS",NA
"aquiculture",2013,"II","anual","TURBOT",NA
"aquiculture",2013,"II","anual","ABALON JAPONES",NA
"aquiculture",2013,"II","anual","ABALON ROJO",NA
"aquiculture",2013,"II","anual","CHOLGA",NA
"aquiculture",2013,"II","anual","CHORITO",NA
"aquiculture",2013,"II","anual","CHORO",NA
"aquiculture",2013,"II","anual","OSTION DEL NORTE",NA
"aquiculture",2013,"II","anual","OSTRA CHILENA",NA
"aquiculture",2013,"II","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2013,"III","anual","HAEMATOCOCCUS",NA
"aquiculture",2013,"III","anual","LUGA NEGRA O CRESPA",NA
"aquiculture",2013,"III","anual","LUGA-ROJA",NA
"aquiculture",2013,"III","anual","PELILLO",1134
"aquiculture",2013,"III","anual","SPIRULINA",NA
"aquiculture",2013,"III","anual","HALIBUT O FLETAN",NA
"aquiculture",2013,"III","anual","LENGUADO FINO",NA
"aquiculture",2013,"III","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2013,"III","anual","SALMON PLATEADO",NA
"aquiculture",2013,"III","anual","SALMON REY",NA
"aquiculture",2013,"III","anual","TRUCHA ARCO IRIS",NA
"aquiculture",2013,"III","anual","TURBOT",NA
"aquiculture",2013,"III","anual","ABALON JAPONES",23
"aquiculture",2013,"III","anual","ABALON ROJO",409
"aquiculture",2013,"III","anual","CHOLGA",NA
"aquiculture",2013,"III","anual","CHORITO",NA
"aquiculture",2013,"III","anual","CHORO",NA
"aquiculture",2013,"III","anual","OSTION DEL NORTE",1527
"aquiculture",2013,"III","anual","OSTRA CHILENA",NA
"aquiculture",2013,"III","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2013,"IV","anual","HAEMATOCOCCUS",NA
"aquiculture",2013,"IV","anual","LUGA NEGRA O CRESPA",NA
"aquiculture",2013,"IV","anual","LUGA-ROJA",NA
"aquiculture",2013,"IV","anual","PELILLO",1157
"aquiculture",2013,"IV","anual","SPIRULINA",NA
"aquiculture",2013,"IV","anual","HALIBUT O FLETAN",NA
"aquiculture",2013,"IV","anual","LENGUADO FINO",NA
"aquiculture",2013,"IV","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2013,"IV","anual","SALMON PLATEADO",NA
"aquiculture",2013,"IV","anual","SALMON REY",NA
"aquiculture",2013,"IV","anual","TRUCHA ARCO IRIS",NA
"aquiculture",2013,"IV","anual","TURBOT",NA
"aquiculture",2013,"IV","anual","ABALON JAPONES",NA
"aquiculture",2013,"IV","anual","ABALON ROJO",75
"aquiculture",2013,"IV","anual","CHOLGA",NA
"aquiculture",2013,"IV","anual","CHORITO",NA
"aquiculture",2013,"IV","anual","CHORO",NA
"aquiculture",2013,"IV","anual","OSTION DEL NORTE",3474
"aquiculture",2013,"IV","anual","OSTRA CHILENA",NA
"aquiculture",2013,"IV","anual","OSTRA DEL PACIFICO",36
"aquiculture",2013,"V","anual","HAEMATOCOCCUS",NA
"aquiculture",2013,"V","anual","LUGA NEGRA O CRESPA",NA
"aquiculture",2013,"V","anual","LUGA-ROJA",NA
"aquiculture",2013,"V","anual","PELILLO",NA
"aquiculture",2013,"V","anual","SPIRULINA",NA
"aquiculture",2013,"V","anual","HALIBUT O FLETAN",NA
"aquiculture",2013,"V","anual","LENGUADO FINO",NA
"aquiculture",2013,"V","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2013,"V","anual","SALMON PLATEADO",NA
"aquiculture",2013,"V","anual","SALMON REY",NA
"aquiculture",2013,"V","anual","TRUCHA ARCO IRIS",NA
"aquiculture",2013,"V","anual","TURBOT",107
"aquiculture",2013,"V","anual","ABALON JAPONES",NA
"aquiculture",2013,"V","anual","ABALON ROJO",124
"aquiculture",2013,"V","anual","CHOLGA",NA
"aquiculture",2013,"V","anual","CHORITO",NA
"aquiculture",2013,"V","anual","CHORO",NA
"aquiculture",2013,"V","anual","OSTION DEL NORTE",NA
"aquiculture",2013,"V","anual","OSTRA CHILENA",NA
"aquiculture",2013,"V","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2013,"VI","anual","HAEMATOCOCCUS",NA
"aquiculture",2013,"VI","anual","LUGA NEGRA O CRESPA",NA
"aquiculture",2013,"VI","anual","LUGA-ROJA",NA
"aquiculture",2013,"VI","anual","PELILLO",NA
"aquiculture",2013,"VI","anual","SPIRULINA",NA
"aquiculture",2013,"VI","anual","HALIBUT O FLETAN",NA
"aquiculture",2013,"VI","anual","LENGUADO FINO",NA
"aquiculture",2013,"VI","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2013,"VI","anual","SALMON PLATEADO",NA
"aquiculture",2013,"VI","anual","SALMON REY",NA
"aquiculture",2013,"VI","anual","TRUCHA ARCO IRIS",NA
"aquiculture",2013,"VI","anual","TURBOT",NA
"aquiculture",2013,"VI","anual","ABALON JAPONES",NA
"aquiculture",2013,"VI","anual","ABALON ROJO",NA
"aquiculture",2013,"VI","anual","CHOLGA",NA
"aquiculture",2013,"VI","anual","CHORITO",NA
"aquiculture",2013,"VI","anual","CHORO",NA
"aquiculture",2013,"VI","anual","OSTION DEL NORTE",NA
"aquiculture",2013,"VI","anual","OSTRA CHILENA",NA
"aquiculture",2013,"VI","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2013,"VII","anual","HAEMATOCOCCUS",NA
"aquiculture",2013,"VII","anual","LUGA NEGRA O CRESPA",NA
"aquiculture",2013,"VII","anual","LUGA-ROJA",NA
"aquiculture",2013,"VII","anual","PELILLO",NA
"aquiculture",2013,"VII","anual","SPIRULINA",NA
"aquiculture",2013,"VII","anual","HALIBUT O FLETAN",NA
"aquiculture",2013,"VII","anual","LENGUADO FINO",NA
"aquiculture",2013,"VII","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2013,"VII","anual","SALMON PLATEADO",NA
"aquiculture",2013,"VII","anual","SALMON REY",NA
"aquiculture",2013,"VII","anual","TRUCHA ARCO IRIS",NA
"aquiculture",2013,"VII","anual","TURBOT",NA
"aquiculture",2013,"VII","anual","ABALON JAPONES",NA
"aquiculture",2013,"VII","anual","ABALON ROJO",NA
"aquiculture",2013,"VII","anual","CHOLGA",NA
"aquiculture",2013,"VII","anual","CHORITO",NA
"aquiculture",2013,"VII","anual","CHORO",NA
"aquiculture",2013,"VII","anual","OSTION DEL NORTE",NA
"aquiculture",2013,"VII","anual","OSTRA CHILENA",NA
"aquiculture",2013,"VII","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2013,"VIII","anual","HAEMATOCOCCUS",NA
"aquiculture",2013,"VIII","anual","LUGA NEGRA O CRESPA",NA
"aquiculture",2013,"VIII","anual","LUGA-ROJA",NA
"aquiculture",2013,"VIII","anual","PELILLO",22
"aquiculture",2013,"VIII","anual","SPIRULINA",NA
"aquiculture",2013,"VIII","anual","HALIBUT O FLETAN",NA
"aquiculture",2013,"VIII","anual","LENGUADO FINO",NA
"aquiculture",2013,"VIII","anual","SALMON DEL ATLANTICO",28
"aquiculture",2013,"VIII","anual","SALMON PLATEADO",NA
"aquiculture",2013,"VIII","anual","SALMON REY",NA
"aquiculture",2013,"VIII","anual","TRUCHA ARCO IRIS",NA
"aquiculture",2013,"VIII","anual","TURBOT",NA
"aquiculture",2013,"VIII","anual","ABALON JAPONES",NA
"aquiculture",2013,"VIII","anual","ABALON ROJO",NA
"aquiculture",2013,"VIII","anual","CHOLGA",NA
"aquiculture",2013,"VIII","anual","CHORITO",15
"aquiculture",2013,"VIII","anual","CHORO",NA
"aquiculture",2013,"VIII","anual","OSTION DEL NORTE",NA
"aquiculture",2013,"VIII","anual","OSTRA CHILENA",NA
"aquiculture",2013,"VIII","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2013,"IX","anual","HAEMATOCOCCUS",NA
"aquiculture",2013,"IX","anual","LUGA NEGRA O CRESPA",NA
"aquiculture",2013,"IX","anual","LUGA-ROJA",NA
"aquiculture",2013,"IX","anual","PELILLO",NA
"aquiculture",2013,"IX","anual","SPIRULINA",NA
"aquiculture",2013,"IX","anual","HALIBUT O FLETAN",NA
"aquiculture",2013,"IX","anual","LENGUADO FINO",NA
"aquiculture",2013,"IX","anual","SALMON DEL ATLANTICO",96
"aquiculture",2013,"IX","anual","SALMON PLATEADO",1
"aquiculture",2013,"IX","anual","SALMON REY",2
"aquiculture",2013,"IX","anual","TRUCHA ARCO IRIS",135
"aquiculture",2013,"IX","anual","TURBOT",NA
"aquiculture",2013,"IX","anual","ABALON JAPONES",NA
"aquiculture",2013,"IX","anual","ABALON ROJO",NA
"aquiculture",2013,"IX","anual","CHOLGA",NA
"aquiculture",2013,"IX","anual","CHORITO",NA
"aquiculture",2013,"IX","anual","CHORO",42
"aquiculture",2013,"IX","anual","OSTION DEL NORTE",NA
"aquiculture",2013,"IX","anual","OSTRA CHILENA",NA
"aquiculture",2013,"IX","anual","OSTRA DEL PACIFICO",3
"aquiculture",2013,"XIV","anual","HAEMATOCOCCUS",NA
"aquiculture",2013,"XIV","anual","LUGA NEGRA O CRESPA",NA
"aquiculture",2013,"XIV","anual","LUGA-ROJA",NA
"aquiculture",2013,"XIV","anual","PELILLO",510
"aquiculture",2013,"XIV","anual","SPIRULINA",NA
"aquiculture",2013,"XIV","anual","HALIBUT O FLETAN",NA
"aquiculture",2013,"XIV","anual","LENGUADO FINO",NA
"aquiculture",2013,"XIV","anual","SALMON DEL ATLANTICO",40
"aquiculture",2013,"XIV","anual","SALMON PLATEADO",NA
"aquiculture",2013,"XIV","anual","SALMON REY",NA
"aquiculture",2013,"XIV","anual","TRUCHA ARCO IRIS",1537
"aquiculture",2013,"XIV","anual","TURBOT",NA
"aquiculture",2013,"XIV","anual","ABALON JAPONES",NA
"aquiculture",2013,"XIV","anual","ABALON ROJO",8
"aquiculture",2013,"XIV","anual","CHOLGA",NA
"aquiculture",2013,"XIV","anual","CHORITO",168
"aquiculture",2013,"XIV","anual","CHORO",1
"aquiculture",2013,"XIV","anual","OSTION DEL NORTE",NA
"aquiculture",2013,"XIV","anual","OSTRA CHILENA",NA
"aquiculture",2013,"XIV","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2013,"X","anual","HAEMATOCOCCUS",NA
"aquiculture",2013,"X","anual","LUGA NEGRA O CRESPA",4
"aquiculture",2013,"X","anual","LUGA-ROJA",4
"aquiculture",2013,"X","anual","PELILLO",8232
"aquiculture",2013,"X","anual","SPIRULINA",NA
"aquiculture",2013,"X","anual","HALIBUT O FLETAN",NA
"aquiculture",2013,"X","anual","LENGUADO FINO",NA
"aquiculture",2013,"X","anual","SALMON DEL ATLANTICO",182084
"aquiculture",2013,"X","anual","SALMON PLATEADO",109010
"aquiculture",2013,"X","anual","SALMON REY",984
"aquiculture",2013,"X","anual","TRUCHA ARCO IRIS",84809
"aquiculture",2013,"X","anual","TURBOT",NA
"aquiculture",2013,"X","anual","ABALON JAPONES",NA
"aquiculture",2013,"X","anual","ABALON ROJO",495
"aquiculture",2013,"X","anual","CHOLGA",4251
"aquiculture",2013,"X","anual","CHORITO",253968
"aquiculture",2013,"X","anual","CHORO",592
"aquiculture",2013,"X","anual","OSTION DEL NORTE",NA
"aquiculture",2013,"X","anual","OSTRA CHILENA",200
"aquiculture",2013,"X","anual","OSTRA DEL PACIFICO",5
"aquiculture",2013,"XI","anual","HAEMATOCOCCUS",NA
"aquiculture",2013,"XI","anual","LUGA NEGRA O CRESPA",NA
"aquiculture",2013,"XI","anual","LUGA-ROJA",NA
"aquiculture",2013,"XI","anual","PELILLO",NA
"aquiculture",2013,"XI","anual","SPIRULINA",NA
"aquiculture",2013,"XI","anual","HALIBUT O FLETAN",NA
"aquiculture",2013,"XI","anual","LENGUADO FINO",NA
"aquiculture",2013,"XI","anual","SALMON DEL ATLANTICO",287296
"aquiculture",2013,"XI","anual","SALMON PLATEADO",37006
"aquiculture",2013,"XI","anual","SALMON REY",NA
"aquiculture",2013,"XI","anual","TRUCHA ARCO IRIS",57611
"aquiculture",2013,"XI","anual","TURBOT",NA
"aquiculture",2013,"XI","anual","ABALON JAPONES",NA
"aquiculture",2013,"XI","anual","ABALON ROJO",NA
"aquiculture",2013,"XI","anual","CHOLGA",NA
"aquiculture",2013,"XI","anual","CHORITO",NA
"aquiculture",2013,"XI","anual","CHORO",NA
"aquiculture",2013,"XI","anual","OSTION DEL NORTE",NA
"aquiculture",2013,"XI","anual","OSTRA CHILENA",NA
"aquiculture",2013,"XI","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2013,"XII","anual","HAEMATOCOCCUS",NA
"aquiculture",2013,"XII","anual","LUGA NEGRA O CRESPA",NA
"aquiculture",2013,"XII","anual","LUGA-ROJA",NA
"aquiculture",2013,"XII","anual","PELILLO",NA
"aquiculture",2013,"XII","anual","SPIRULINA",NA
"aquiculture",2013,"XII","anual","HALIBUT O FLETAN",3
"aquiculture",2013,"XII","anual","LENGUADO FINO",NA
"aquiculture",2013,"XII","anual","SALMON DEL ATLANTICO",23919
"aquiculture",2013,"XII","anual","SALMON PLATEADO",NA
"aquiculture",2013,"XII","anual","SALMON REY",NA
"aquiculture",2013,"XII","anual","TRUCHA ARCO IRIS",1533
"aquiculture",2013,"XII","anual","TURBOT",NA
"aquiculture",2013,"XII","anual","ABALON JAPONES",NA
"aquiculture",2013,"XII","anual","ABALON ROJO",NA
"aquiculture",2013,"XII","anual","CHOLGA",NA
"aquiculture",2013,"XII","anual","CHORITO",NA
"aquiculture",2013,"XII","anual","CHORO",NA
"aquiculture",2013,"XII","anual","OSTION DEL NORTE",NA
"aquiculture",2013,"XII","anual","OSTRA CHILENA",NA
"aquiculture",2013,"XII","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2014,"XV","anual","HAEMATOCOCCUS",NA
"aquiculture",2014,"XV","anual","HUIRO",NA
"aquiculture",2014,"XV","anual","PELILLO",NA
"aquiculture",2014,"XV","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2014,"XV","anual","SALMON PLATEADO O COHO",NA
"aquiculture",2014,"XV","anual","TRUCHA ARCOIRIS",NA
"aquiculture",2014,"XV","anual","TURBOT",NA
"aquiculture",2014,"XV","anual","VIDRIOLA, PALOMETA, DORADO O TOREMO",NA
"aquiculture",2014,"XV","anual","ABALON JAPONES",NA
"aquiculture",2014,"XV","anual","ABALON ROJO",NA
"aquiculture",2014,"XV","anual","CHOLGA",NA
"aquiculture",2014,"XV","anual","CHORITO",NA
"aquiculture",2014,"XV","anual","CHORO",NA
"aquiculture",2014,"XV","anual","OSTION DEL NORTE",NA
"aquiculture",2014,"XV","anual","OSTRA CHILENA",NA
"aquiculture",2014,"XV","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2014,"I","anual","HAEMATOCOCCUS",25
"aquiculture",2014,"I","anual","HUIRO",NA
"aquiculture",2014,"I","anual","PELILLO",NA
"aquiculture",2014,"I","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2014,"I","anual","SALMON PLATEADO O COHO",NA
"aquiculture",2014,"I","anual","TRUCHA ARCOIRIS",NA
"aquiculture",2014,"I","anual","TURBOT",NA
"aquiculture",2014,"I","anual","VIDRIOLA, PALOMETA, DORADO O TOREMO",NA
"aquiculture",2014,"I","anual","ABALON JAPONES",NA
"aquiculture",2014,"I","anual","ABALON ROJO",NA
"aquiculture",2014,"I","anual","CHOLGA",NA
"aquiculture",2014,"I","anual","CHORITO",NA
"aquiculture",2014,"I","anual","CHORO",NA
"aquiculture",2014,"I","anual","OSTION DEL NORTE",NA
"aquiculture",2014,"I","anual","OSTRA CHILENA",NA
"aquiculture",2014,"I","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2014,"II","anual","HAEMATOCOCCUS",NA
"aquiculture",2014,"II","anual","HUIRO",NA
"aquiculture",2014,"II","anual","PELILLO",470
"aquiculture",2014,"II","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2014,"II","anual","SALMON PLATEADO O COHO",NA
"aquiculture",2014,"II","anual","TRUCHA ARCOIRIS",NA
"aquiculture",2014,"II","anual","TURBOT",NA
"aquiculture",2014,"II","anual","VIDRIOLA, PALOMETA, DORADO O TOREMO",NA
"aquiculture",2014,"II","anual","ABALON JAPONES",NA
"aquiculture",2014,"II","anual","ABALON ROJO",NA
"aquiculture",2014,"II","anual","CHOLGA",NA
"aquiculture",2014,"II","anual","CHORITO",NA
"aquiculture",2014,"II","anual","CHORO",NA
"aquiculture",2014,"II","anual","OSTION DEL NORTE",NA
"aquiculture",2014,"II","anual","OSTRA CHILENA",NA
"aquiculture",2014,"II","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2014,"III","anual","HAEMATOCOCCUS",NA
"aquiculture",2014,"III","anual","HUIRO",2
"aquiculture",2014,"III","anual","PELILLO",928
"aquiculture",2014,"III","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2014,"III","anual","SALMON PLATEADO O COHO",NA
"aquiculture",2014,"III","anual","TRUCHA ARCOIRIS",NA
"aquiculture",2014,"III","anual","TURBOT",NA
"aquiculture",2014,"III","anual","VIDRIOLA, PALOMETA, DORADO O TOREMO",NA
"aquiculture",2014,"III","anual","ABALON JAPONES",16
"aquiculture",2014,"III","anual","ABALON ROJO",311
"aquiculture",2014,"III","anual","CHOLGA",NA
"aquiculture",2014,"III","anual","CHORITO",NA
"aquiculture",2014,"III","anual","CHORO",NA
"aquiculture",2014,"III","anual","OSTION DEL NORTE",806
"aquiculture",2014,"III","anual","OSTRA CHILENA",NA
"aquiculture",2014,"III","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2014,"IV","anual","HAEMATOCOCCUS",1
"aquiculture",2014,"IV","anual","HUIRO",NA
"aquiculture",2014,"IV","anual","PELILLO",1189
"aquiculture",2014,"IV","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2014,"IV","anual","SALMON PLATEADO O COHO",NA
"aquiculture",2014,"IV","anual","TRUCHA ARCOIRIS",NA
"aquiculture",2014,"IV","anual","TURBOT",NA
"aquiculture",2014,"IV","anual","VIDRIOLA, PALOMETA, DORADO O TOREMO",1
"aquiculture",2014,"IV","anual","ABALON JAPONES",NA
"aquiculture",2014,"IV","anual","ABALON ROJO",90
"aquiculture",2014,"IV","anual","CHOLGA",NA
"aquiculture",2014,"IV","anual","CHORITO",NA
"aquiculture",2014,"IV","anual","CHORO",NA
"aquiculture",2014,"IV","anual","OSTION DEL NORTE",3340
"aquiculture",2014,"IV","anual","OSTRA CHILENA",NA
"aquiculture",2014,"IV","anual","OSTRA DEL PACIFICO",30
"aquiculture",2014,"V","anual","HAEMATOCOCCUS",NA
"aquiculture",2014,"V","anual","HUIRO",NA
"aquiculture",2014,"V","anual","PELILLO",2
"aquiculture",2014,"V","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2014,"V","anual","SALMON PLATEADO O COHO",NA
"aquiculture",2014,"V","anual","TRUCHA ARCOIRIS",NA
"aquiculture",2014,"V","anual","TURBOT",NA
"aquiculture",2014,"V","anual","VIDRIOLA, PALOMETA, DORADO O TOREMO",NA
"aquiculture",2014,"V","anual","ABALON JAPONES",NA
"aquiculture",2014,"V","anual","ABALON ROJO",125
"aquiculture",2014,"V","anual","CHOLGA",NA
"aquiculture",2014,"V","anual","CHORITO",NA
"aquiculture",2014,"V","anual","CHORO",NA
"aquiculture",2014,"V","anual","OSTION DEL NORTE",NA
"aquiculture",2014,"V","anual","OSTRA CHILENA",NA
"aquiculture",2014,"V","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2014,"VI","anual","HAEMATOCOCCUS",NA
"aquiculture",2014,"VI","anual","HUIRO",NA
"aquiculture",2014,"VI","anual","PELILLO",NA
"aquiculture",2014,"VI","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2014,"VI","anual","SALMON PLATEADO O COHO",NA
"aquiculture",2014,"VI","anual","TRUCHA ARCOIRIS",NA
"aquiculture",2014,"VI","anual","TURBOT",NA
"aquiculture",2014,"VI","anual","VIDRIOLA, PALOMETA, DORADO O TOREMO",NA
"aquiculture",2014,"VI","anual","ABALON JAPONES",NA
"aquiculture",2014,"VI","anual","ABALON ROJO",NA
"aquiculture",2014,"VI","anual","CHOLGA",NA
"aquiculture",2014,"VI","anual","CHORITO",NA
"aquiculture",2014,"VI","anual","CHORO",NA
"aquiculture",2014,"VI","anual","OSTION DEL NORTE",NA
"aquiculture",2014,"VI","anual","OSTRA CHILENA",NA
"aquiculture",2014,"VI","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2014,"VII","anual","HAEMATOCOCCUS",NA
"aquiculture",2014,"VII","anual","HUIRO",NA
"aquiculture",2014,"VII","anual","PELILLO",NA
"aquiculture",2014,"VII","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2014,"VII","anual","SALMON PLATEADO O COHO",NA
"aquiculture",2014,"VII","anual","TRUCHA ARCOIRIS",NA
"aquiculture",2014,"VII","anual","TURBOT",NA
"aquiculture",2014,"VII","anual","VIDRIOLA, PALOMETA, DORADO O TOREMO",NA
"aquiculture",2014,"VII","anual","ABALON JAPONES",NA
"aquiculture",2014,"VII","anual","ABALON ROJO",NA
"aquiculture",2014,"VII","anual","CHOLGA",NA
"aquiculture",2014,"VII","anual","CHORITO",NA
"aquiculture",2014,"VII","anual","CHORO",NA
"aquiculture",2014,"VII","anual","OSTION DEL NORTE",NA
"aquiculture",2014,"VII","anual","OSTRA CHILENA",NA
"aquiculture",2014,"VII","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2014,"VIII","anual","HAEMATOCOCCUS",NA
"aquiculture",2014,"VIII","anual","HUIRO",NA
"aquiculture",2014,"VIII","anual","PELILLO",62
"aquiculture",2014,"VIII","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2014,"VIII","anual","SALMON PLATEADO O COHO",NA
"aquiculture",2014,"VIII","anual","TRUCHA ARCOIRIS",NA
"aquiculture",2014,"VIII","anual","TURBOT",NA
"aquiculture",2014,"VIII","anual","VIDRIOLA, PALOMETA, DORADO O TOREMO",NA
"aquiculture",2014,"VIII","anual","ABALON JAPONES",NA
"aquiculture",2014,"VIII","anual","ABALON ROJO",NA
"aquiculture",2014,"VIII","anual","CHOLGA",2
"aquiculture",2014,"VIII","anual","CHORITO",16
"aquiculture",2014,"VIII","anual","CHORO",NA
"aquiculture",2014,"VIII","anual","OSTION DEL NORTE",NA
"aquiculture",2014,"VIII","anual","OSTRA CHILENA",NA
"aquiculture",2014,"VIII","anual","OSTRA DEL PACIFICO",1
"aquiculture",2014,"IX","anual","HAEMATOCOCCUS",NA
"aquiculture",2014,"IX","anual","HUIRO",NA
"aquiculture",2014,"IX","anual","PELILLO",NA
"aquiculture",2014,"IX","anual","SALMON DEL ATLANTICO",94
"aquiculture",2014,"IX","anual","SALMON PLATEADO O COHO",3
"aquiculture",2014,"IX","anual","TRUCHA ARCOIRIS",34
"aquiculture",2014,"IX","anual","TURBOT",NA
"aquiculture",2014,"IX","anual","VIDRIOLA, PALOMETA, DORADO O TOREMO",NA
"aquiculture",2014,"IX","anual","ABALON JAPONES",NA
"aquiculture",2014,"IX","anual","ABALON ROJO",NA
"aquiculture",2014,"IX","anual","CHOLGA",NA
"aquiculture",2014,"IX","anual","CHORITO",NA
"aquiculture",2014,"IX","anual","CHORO",49
"aquiculture",2014,"IX","anual","OSTION DEL NORTE",NA
"aquiculture",2014,"IX","anual","OSTRA CHILENA",NA
"aquiculture",2014,"IX","anual","OSTRA DEL PACIFICO",1
"aquiculture",2014,"XIV","anual","HAEMATOCOCCUS",NA
"aquiculture",2014,"XIV","anual","HUIRO",NA
"aquiculture",2014,"XIV","anual","PELILLO",72
