"subsector","year","region","month","species","tons"
"aquiculture",2016,"national","NOV","TRUCHA ARCOIRIS",8422
"aquiculture",2016,"national","NOV","ABALON JAPONES",NA
"aquiculture",2016,"national","NOV","ABALON ROJO",89
"aquiculture",2016,"national","NOV","CHOLGA",256
"aquiculture",2016,"national","NOV","CHORITO",17562
"aquiculture",2016,"national","NOV","CHORO",117
"aquiculture",2016,"national","NOV","OSTION DEL NORTE",331
"aquiculture",2016,"national","NOV","OSTRA CHILENA",27
"aquiculture",2016,"national","NOV","OSTRA DEL PACIFICO",5
"aquiculture",2016,"national","DIC","HAEMATOCOCCUS",NA
"aquiculture",2016,"national","DIC","PELILLO",2087
"aquiculture",2016,"national","DIC","SPIRULINA",NA
"aquiculture",2016,"national","DIC","SALMON DEL ATLANTICO",45798
"aquiculture",2016,"national","DIC","SALMON PLATEADO O COHO",34441
"aquiculture",2016,"national","DIC","TRUCHA ARCOIRIS",7222
"aquiculture",2016,"national","DIC","ABALON JAPONES",NA
"aquiculture",2016,"national","DIC","ABALON ROJO",68
"aquiculture",2016,"national","DIC","CHOLGA",180
"aquiculture",2016,"national","DIC","CHORITO",28779
"aquiculture",2016,"national","DIC","CHORO",78
"aquiculture",2016,"national","DIC","OSTION DEL NORTE",217
"aquiculture",2016,"national","DIC","OSTRA CHILENA",23
"aquiculture",2016,"national","DIC","OSTRA DEL PACIFICO",5
"aquiculture",2017,"national","ENE","HAEMATOCOCCUS",4
"aquiculture",2017,"national","ENE","PELILLO",2126
"aquiculture",2017,"national","ENE","SPIRULINA",NA
"aquiculture",2017,"national","ENE","CORVINA",NA
"aquiculture",2017,"national","ENE","SALMON DEL ATLANTICO",45948
"aquiculture",2017,"national","ENE","SALMON PLATEADO O COHO",33088
"aquiculture",2017,"national","ENE","TRUCHA ARCOIRIS",13115
"aquiculture",2017,"national","ENE","TURBOT",NA
"aquiculture",2017,"national","ENE","VIDRIOLA, PALOMETA, DORADO O TOREMO",NA
"aquiculture",2017,"national","ENE","ABALON JAPONES",NA
"aquiculture",2017,"national","ENE","ABALON ROJO",74
"aquiculture",2017,"national","ENE","CHOCHA",NA
"aquiculture",2017,"national","ENE","CHOLGA",103
"aquiculture",2017,"national","ENE","CHORITO",42949
"aquiculture",2017,"national","ENE","CHORO",45
"aquiculture",2017,"national","ENE","OSTION DEL NORTE",249
"aquiculture",2017,"national","ENE","OSTRA CHILENA",28
"aquiculture",2017,"national","ENE","OSTRA DEL PACIFICO",9
"aquiculture",2017,"national","FEB","HAEMATOCOCCUS",8
"aquiculture",2017,"national","FEB","PELILLO",1608
"aquiculture",2017,"national","FEB","SPIRULINA",NA
"aquiculture",2017,"national","FEB","CORVINA",NA
"aquiculture",2017,"national","FEB","SALMON DEL ATLANTICO",46113
"aquiculture",2017,"national","FEB","SALMON PLATEADO O COHO",736
"aquiculture",2017,"national","FEB","TRUCHA ARCOIRIS",6987
"aquiculture",2017,"national","FEB","TURBOT",NA
"aquiculture",2017,"national","FEB","VIDRIOLA, PALOMETA, DORADO O TOREMO",5
"aquiculture",2017,"national","FEB","ABALON JAPONES",NA
"aquiculture",2017,"national","FEB","ABALON ROJO",62
"aquiculture",2017,"national","FEB","CHOCHA",NA
"aquiculture",2017,"national","FEB","CHOLGA",104
"aquiculture",2017,"national","FEB","CHORITO",43438
"aquiculture",2017,"national","FEB","CHORO",44
"aquiculture",2017,"national","FEB","OSTION DEL NORTE",240
"aquiculture",2017,"national","FEB","OSTRA CHILENA",42
"aquiculture",2017,"national","FEB","OSTRA DEL PACIFICO",5
"aquiculture",2017,"national","MAR","HAEMATOCOCCUS",7
"aquiculture",2017,"national","MAR","PELILLO",1795
"aquiculture",2017,"national","MAR","SPIRULINA",NA
"aquiculture",2017,"national","MAR","CORVINA",NA
"aquiculture",2017,"national","MAR","SALMON DEL ATLANTICO",47155
"aquiculture",2017,"national","MAR","SALMON PLATEADO O COHO",50
"aquiculture",2017,"national","MAR","TRUCHA ARCOIRIS",7589
"aquiculture",2017,"national","MAR","TURBOT",NA
"aquiculture",2017,"national","MAR","VIDRIOLA, PALOMETA, DORADO O TOREMO",3
"aquiculture",2017,"national","MAR","ABALON JAPONES",NA
"aquiculture",2017,"national","MAR","ABALON ROJO",97
"aquiculture",2017,"national","MAR","CHOCHA",NA
"aquiculture",2017,"national","MAR","CHOLGA",79
"aquiculture",2017,"national","MAR","CHORITO",49566
"aquiculture",2017,"national","MAR","CHORO",54
"aquiculture",2017,"national","MAR","OSTION DEL NORTE",176
"aquiculture",2017,"national","MAR","OSTRA CHILENA",38
"aquiculture",2017,"national","MAR","OSTRA DEL PACIFICO",2
"aquiculture",2017,"national","ABR","HAEMATOCOCCUS",5
"aquiculture",2017,"national","ABR","PELILLO",1374
"aquiculture",2017,"national","ABR","SPIRULINA",NA
"aquiculture",2017,"national","ABR","CORVINA",NA
"aquiculture",2017,"national","ABR","SALMON DEL ATLANTICO",46755
"aquiculture",2017,"national","ABR","SALMON PLATEADO O COHO",34
"aquiculture",2017,"national","ABR","TRUCHA ARCOIRIS",5482
"aquiculture",2017,"national","ABR","TURBOT",NA
"aquiculture",2017,"national","ABR","VIDRIOLA, PALOMETA, DORADO O TOREMO",2
"aquiculture",2017,"national","ABR","ABALON JAPONES",1
"aquiculture",2017,"national","ABR","ABALON ROJO",82
"aquiculture",2017,"national","ABR","CHOCHA",NA
"aquiculture",2017,"national","ABR","CHOLGA",106
"aquiculture",2017,"national","ABR","CHORITO",37996
"aquiculture",2017,"national","ABR","CHORO",199
"aquiculture",2017,"national","ABR","OSTION DEL NORTE",206
"aquiculture",2017,"national","ABR","OSTRA CHILENA",21
"aquiculture",2017,"national","ABR","OSTRA DEL PACIFICO",3
"aquiculture",2017,"national","MAY","HAEMATOCOCCUS",3
"aquiculture",2017,"national","MAY","PELILLO",1156
"aquiculture",2017,"national","MAY","SPIRULINA",13
"aquiculture",2017,"national","MAY","CORVINA",NA
"aquiculture",2017,"national","MAY","SALMON DEL ATLANTICO",48125
"aquiculture",2017,"national","MAY","SALMON PLATEADO O COHO",77
"aquiculture",2017,"national","MAY","TRUCHA ARCOIRIS",5531
"aquiculture",2017,"national","MAY","TURBOT",1
"aquiculture",2017,"national","MAY","VIDRIOLA, PALOMETA, DORADO O TOREMO",2
"aquiculture",2017,"national","MAY","ABALON JAPONES",NA
"aquiculture",2017,"national","MAY","ABALON ROJO",118
"aquiculture",2017,"national","MAY","CHOCHA",NA
"aquiculture",2017,"national","MAY","CHOLGA",139
"aquiculture",2017,"national","MAY","CHORITO",49514
"aquiculture",2017,"national","MAY","CHORO",103
"aquiculture",2017,"national","MAY","OSTION DEL NORTE",389
"aquiculture",2017,"national","MAY","OSTRA CHILENA",20
"aquiculture",2017,"national","MAY","OSTRA DEL PACIFICO",2
"aquiculture",2017,"national","JUN","HAEMATOCOCCUS",1
"aquiculture",2017,"national","JUN","PELILLO",714
"aquiculture",2017,"national","JUN","SPIRULINA",1
"aquiculture",2017,"national","JUN","CORVINA",NA
"aquiculture",2017,"national","JUN","SALMON DEL ATLANTICO",44105
"aquiculture",2017,"national","JUN","SALMON PLATEADO O COHO",90
"aquiculture",2017,"national","JUN","TRUCHA ARCOIRIS",2932
"aquiculture",2017,"national","JUN","TURBOT",1
"aquiculture",2017,"national","JUN","VIDRIOLA, PALOMETA, DORADO O TOREMO",2
"aquiculture",2017,"national","JUN","ABALON JAPONES",3
"aquiculture",2017,"national","JUN","ABALON ROJO",116
"aquiculture",2017,"national","JUN","CHOCHA",NA
"aquiculture",2017,"national","JUN","CHOLGA",47
"aquiculture",2017,"national","JUN","CHORITO",37463
"aquiculture",2017,"national","JUN","CHORO",33
"aquiculture",2017,"national","JUN","OSTION DEL NORTE",215
"aquiculture",2017,"national","JUN","OSTRA CHILENA",20
"aquiculture",2017,"national","JUN","OSTRA DEL PACIFICO",2
"aquiculture",2017,"national","JUL","HAEMATOCOCCUS",1
"aquiculture",2017,"national","JUL","PELILLO",667
"aquiculture",2017,"national","JUL","SPIRULINA",3
"aquiculture",2017,"national","JUL","CORVINA",NA
"aquiculture",2017,"national","JUL","SALMON DEL ATLANTICO",45516
"aquiculture",2017,"national","JUL","SALMON PLATEADO O COHO",3099
"aquiculture",2017,"national","JUL","TRUCHA ARCOIRIS",2968
"aquiculture",2017,"national","JUL","TURBOT",NA
"aquiculture",2017,"national","JUL","VIDRIOLA, PALOMETA, DORADO O TOREMO",2
"aquiculture",2017,"national","JUL","ABALON JAPONES",NA
"aquiculture",2017,"national","JUL","ABALON ROJO",101
"aquiculture",2017,"national","JUL","CHOCHA",NA
"aquiculture",2017,"national","JUL","CHOLGA",35
"aquiculture",2017,"national","JUL","CHORITO",25778
"aquiculture",2017,"national","JUL","CHORO",41
"aquiculture",2017,"national","JUL","OSTION DEL NORTE",423
"aquiculture",2017,"national","JUL","OSTRA CHILENA",17
"aquiculture",2017,"national","JUL","OSTRA DEL PACIFICO",1
"aquiculture",2017,"national","AGO","HAEMATOCOCCUS",2
"aquiculture",2017,"national","AGO","PELILLO",645
"aquiculture",2017,"national","AGO","SPIRULINA",4
"aquiculture",2017,"national","AGO","CORVINA",NA
"aquiculture",2017,"national","AGO","SALMON DEL ATLANTICO",50737
"aquiculture",2017,"national","AGO","SALMON PLATEADO O COHO",5039
"aquiculture",2017,"national","AGO","TRUCHA ARCOIRIS",5713
"aquiculture",2017,"national","AGO","TURBOT",1
"aquiculture",2017,"national","AGO","VIDRIOLA, PALOMETA, DORADO O TOREMO",NA
"aquiculture",2017,"national","AGO","ABALON JAPONES",NA
"aquiculture",2017,"national","AGO","ABALON ROJO",106
"aquiculture",2017,"national","AGO","CHOCHA",NA
"aquiculture",2017,"national","AGO","CHOLGA",17
"aquiculture",2017,"national","AGO","CHORITO",7765
"aquiculture",2017,"national","AGO","CHORO",24
"aquiculture",2017,"national","AGO","OSTION DEL NORTE",451
"aquiculture",2017,"national","AGO","OSTRA CHILENA",22
"aquiculture",2017,"national","AGO","OSTRA DEL PACIFICO",3
"aquiculture",2017,"national","SEP","HAEMATOCOCCUS",NA
"aquiculture",2017,"national","SEP","PELILLO",561
"aquiculture",2017,"national","SEP","SPIRULINA",2
"aquiculture",2017,"national","SEP","CORVINA",NA
"aquiculture",2017,"national","SEP","SALMON DEL ATLANTICO",56577
"aquiculture",2017,"national","SEP","SALMON PLATEADO O COHO",11998
"aquiculture",2017,"national","SEP","TRUCHA ARCOIRIS",5947
"aquiculture",2017,"national","SEP","TURBOT",1
"aquiculture",2017,"national","SEP","VIDRIOLA, PALOMETA, DORADO O TOREMO",NA
"aquiculture",2017,"national","SEP","ABALON JAPONES",1
"aquiculture",2017,"national","SEP","ABALON ROJO",67
"aquiculture",2017,"national","SEP","CHOCHA",NA
"aquiculture",2017,"national","SEP","CHOLGA",40
"aquiculture",2017,"national","SEP","CHORITO",1659
"aquiculture",2017,"national","SEP","CHORO",65
"aquiculture",2017,"national","SEP","OSTION DEL NORTE",442
"aquiculture",2017,"national","SEP","OSTRA CHILENA",26
"aquiculture",2017,"national","SEP","OSTRA DEL PACIFICO",4
"aquiculture",2017,"national","OCT","HAEMATOCOCCUS",1
"aquiculture",2017,"national","OCT","PELILLO",934
"aquiculture",2017,"national","OCT","SPIRULINA",6
"aquiculture",2017,"national","OCT","CORVINA",NA
"aquiculture",2017,"national","OCT","SALMON DEL ATLANTICO",58110
"aquiculture",2017,"national","OCT","SALMON PLATEADO O COHO",32830
"aquiculture",2017,"national","OCT","TRUCHA ARCOIRIS",6907
"aquiculture",2017,"national","OCT","TURBOT",1
"aquiculture",2017,"national","OCT","VIDRIOLA, PALOMETA, DORADO O TOREMO",NA
"aquiculture",2017,"national","OCT","ABALON JAPONES",NA
"aquiculture",2017,"national","OCT","ABALON ROJO",69
"aquiculture",2017,"national","OCT","CHOCHA",NA
"aquiculture",2017,"national","OCT","CHOLGA",220
"aquiculture",2017,"national","OCT","CHORITO",4436
"aquiculture",2017,"national","OCT","CHORO",184
"aquiculture",2017,"national","OCT","OSTION DEL NORTE",674
"aquiculture",2017,"national","OCT","OSTRA CHILENA",42
"aquiculture",2017,"national","OCT","OSTRA DEL PACIFICO",5
"aquiculture",2017,"national","NOV","HAEMATOCOCCUS",2
"aquiculture",2017,"national","NOV","PELILLO",2485
"aquiculture",2017,"national","NOV","SPIRULINA",6
"aquiculture",2017,"national","NOV","CORVINA",3
"aquiculture",2017,"national","NOV","SALMON DEL ATLANTICO",63490
"aquiculture",2017,"national","NOV","SALMON PLATEADO O COHO",42278
"aquiculture",2017,"national","NOV","TRUCHA ARCOIRIS",7251
"aquiculture",2017,"national","NOV","TURBOT",NA
"aquiculture",2017,"national","NOV","VIDRIOLA, PALOMETA, DORADO O TOREMO",NA
"aquiculture",2017,"national","NOV","ABALON JAPONES",11
"aquiculture",2017,"national","NOV","ABALON ROJO",72
"aquiculture",2017,"national","NOV","CHOCHA",NA
"aquiculture",2017,"national","NOV","CHOLGA",259
"aquiculture",2017,"national","NOV","CHORITO",14373
"aquiculture",2017,"national","NOV","CHORO",127
"aquiculture",2017,"national","NOV","OSTION DEL NORTE",617
"aquiculture",2017,"national","NOV","OSTRA CHILENA",58
"aquiculture",2017,"national","NOV","OSTRA DEL PACIFICO",4
"aquiculture",2017,"national","DIC","HAEMATOCOCCUS",1
"aquiculture",2017,"national","DIC","PELILLO",2660
"aquiculture",2017,"national","DIC","SPIRULINA",4
"aquiculture",2017,"national","DIC","CORVINA",NA
"aquiculture",2017,"national","DIC","SALMON DEL ATLANTICO",61542
"aquiculture",2017,"national","DIC","SALMON PLATEADO O COHO",34874
"aquiculture",2017,"national","DIC","TRUCHA ARCOIRIS",6538
"aquiculture",2017,"national","DIC","TURBOT",NA
"aquiculture",2017,"national","DIC","VIDRIOLA, PALOMETA, DORADO O TOREMO",1
"aquiculture",2017,"national","DIC","ABALON JAPONES",NA
"aquiculture",2017,"national","DIC","ABALON ROJO",51
"aquiculture",2017,"national","DIC","CHOCHA",NA
"aquiculture",2017,"national","DIC","CHOLGA",352
"aquiculture",2017,"national","DIC","CHORITO",23910
"aquiculture",2017,"national","DIC","CHORO",160
"aquiculture",2017,"national","DIC","OSTION DEL NORTE",623
"aquiculture",2017,"national","DIC","OSTRA CHILENA",46
"aquiculture",2017,"national","DIC","OSTRA DEL PACIFICO",6
"aquiculture",2012,"XV","anual","HAEMATOCOCCUS",NA
"aquiculture",2012,"XV","anual","LUGA-ROJA",NA
"aquiculture",2012,"XV","anual","PELILLO",NA
"aquiculture",2012,"XV","anual","SPIRULINA",NA
"aquiculture",2012,"XV","anual","CORVINA",NA
"aquiculture",2012,"XV","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2012,"XV","anual","SALMON PLATEADO",NA
"aquiculture",2012,"XV","anual","SALMON REY",NA
"aquiculture",2012,"XV","anual","TRUCHA ARCO IRIS",NA
"aquiculture",2012,"XV","anual","TURBOT",NA
"aquiculture",2012,"XV","anual","ABALON JAPONES",NA
"aquiculture",2012,"XV","anual","ABALON ROJO",NA
"aquiculture",2012,"XV","anual","CHOLGA",NA
"aquiculture",2012,"XV","anual","CHORITO",NA
"aquiculture",2012,"XV","anual","CHORO",NA
"aquiculture",2012,"XV","anual","OSTION DEL NORTE",NA
"aquiculture",2012,"XV","anual","OSTRA CHILENA",NA
"aquiculture",2012,"XV","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2012,"I","anual","HAEMATOCOCCUS",18
"aquiculture",2012,"I","anual","LUGA-ROJA",NA
"aquiculture",2012,"I","anual","PELILLO",NA
"aquiculture",2012,"I","anual","SPIRULINA",10
"aquiculture",2012,"I","anual","CORVINA",NA
"aquiculture",2012,"I","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2012,"I","anual","SALMON PLATEADO",NA
"aquiculture",2012,"I","anual","SALMON REY",NA
"aquiculture",2012,"I","anual","TRUCHA ARCO IRIS",NA
"aquiculture",2012,"I","anual","TURBOT",NA
"aquiculture",2012,"I","anual","ABALON JAPONES",NA
"aquiculture",2012,"I","anual","ABALON ROJO",NA
"aquiculture",2012,"I","anual","CHOLGA",NA
"aquiculture",2012,"I","anual","CHORITO",NA
"aquiculture",2012,"I","anual","CHORO",NA
"aquiculture",2012,"I","anual","OSTION DEL NORTE",NA
"aquiculture",2012,"I","anual","OSTRA CHILENA",NA
"aquiculture",2012,"I","anual","OSTRA DEL PACIFICO",1
"aquiculture",2012,"II","anual","HAEMATOCOCCUS",NA
"aquiculture",2012,"II","anual","LUGA-ROJA",NA
"aquiculture",2012,"II","anual","PELILLO",332
"aquiculture",2012,"II","anual","SPIRULINA",NA
"aquiculture",2012,"II","anual","CORVINA",NA
"aquiculture",2012,"II","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2012,"II","anual","SALMON PLATEADO",NA
"aquiculture",2012,"II","anual","SALMON REY",NA
"aquiculture",2012,"II","anual","TRUCHA ARCO IRIS",NA
"aquiculture",2012,"II","anual","TURBOT",NA
"aquiculture",2012,"II","anual","ABALON JAPONES",NA
"aquiculture",2012,"II","anual","ABALON ROJO",NA
"aquiculture",2012,"II","anual","CHOLGA",NA
"aquiculture",2012,"II","anual","CHORITO",NA
"aquiculture",2012,"II","anual","CHORO",NA
"aquiculture",2012,"II","anual","OSTION DEL NORTE",6
"aquiculture",2012,"II","anual","OSTRA CHILENA",NA
"aquiculture",2012,"II","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2012,"III","anual","HAEMATOCOCCUS",NA
"aquiculture",2012,"III","anual","LUGA-ROJA",NA
"aquiculture",2012,"III","anual","PELILLO",1039
"aquiculture",2012,"III","anual","SPIRULINA",NA
"aquiculture",2012,"III","anual","CORVINA",NA
"aquiculture",2012,"III","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2012,"III","anual","SALMON PLATEADO",NA
"aquiculture",2012,"III","anual","SALMON REY",NA
"aquiculture",2012,"III","anual","TRUCHA ARCO IRIS",NA
"aquiculture",2012,"III","anual","TURBOT",NA
"aquiculture",2012,"III","anual","ABALON JAPONES",25
"aquiculture",2012,"III","anual","ABALON ROJO",369
"aquiculture",2012,"III","anual","CHOLGA",NA
"aquiculture",2012,"III","anual","CHORITO",NA
"aquiculture",2012,"III","anual","CHORO",NA
"aquiculture",2012,"III","anual","OSTION DEL NORTE",2019
"aquiculture",2012,"III","anual","OSTRA CHILENA",NA
"aquiculture",2012,"III","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2012,"IV","anual","HAEMATOCOCCUS",NA
"aquiculture",2012,"IV","anual","LUGA-ROJA",NA
"aquiculture",2012,"IV","anual","PELILLO",1625
"aquiculture",2012,"IV","anual","SPIRULINA",NA
"aquiculture",2012,"IV","anual","CORVINA",4
"aquiculture",2012,"IV","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2012,"IV","anual","SALMON PLATEADO",NA
"aquiculture",2012,"IV","anual","SALMON REY",NA
"aquiculture",2012,"IV","anual","TRUCHA ARCO IRIS",NA
"aquiculture",2012,"IV","anual","TURBOT",NA
"aquiculture",2012,"IV","anual","ABALON JAPONES",NA
"aquiculture",2012,"IV","anual","ABALON ROJO",110
"aquiculture",2012,"IV","anual","CHOLGA",NA
"aquiculture",2012,"IV","anual","CHORITO",NA
"aquiculture",2012,"IV","anual","CHORO",NA
"aquiculture",2012,"IV","anual","OSTION DEL NORTE",3773
"aquiculture",2012,"IV","anual","OSTRA CHILENA",NA
"aquiculture",2012,"IV","anual","OSTRA DEL PACIFICO",33
"aquiculture",2012,"V","anual","HAEMATOCOCCUS",NA
"aquiculture",2012,"V","anual","LUGA-ROJA",NA
"aquiculture",2012,"V","anual","PELILLO",NA
"aquiculture",2012,"V","anual","SPIRULINA",NA
"aquiculture",2012,"V","anual","CORVINA",NA
"aquiculture",2012,"V","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2012,"V","anual","SALMON PLATEADO",NA
"aquiculture",2012,"V","anual","SALMON REY",NA
"aquiculture",2012,"V","anual","TRUCHA ARCO IRIS",NA
"aquiculture",2012,"V","anual","TURBOT",250
"aquiculture",2012,"V","anual","ABALON JAPONES",NA
"aquiculture",2012,"V","anual","ABALON ROJO",118
"aquiculture",2012,"V","anual","CHOLGA",NA
"aquiculture",2012,"V","anual","CHORITO",NA
"aquiculture",2012,"V","anual","CHORO",NA
"aquiculture",2012,"V","anual","OSTION DEL NORTE",NA
"aquiculture",2012,"V","anual","OSTRA CHILENA",NA
"aquiculture",2012,"V","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2012,"VI","anual","HAEMATOCOCCUS",NA
"aquiculture",2012,"VI","anual","LUGA-ROJA",NA
"aquiculture",2012,"VI","anual","PELILLO",NA
"aquiculture",2012,"VI","anual","SPIRULINA",NA
"aquiculture",2012,"VI","anual","CORVINA",NA
"aquiculture",2012,"VI","anual","SALMON DEL ATLANTICO",NA
"aquiculture",2012,"VI","anual","SALMON PLATEADO",NA
"aquiculture",2012,"VI","anual","SALMON REY",NA
"aquiculture",2012,"VI","anual","TRUCHA ARCO IRIS",NA
"aquiculture",2012,"VI","anual","TURBOT",NA
"aquiculture",2012,"VI","anual","ABALON JAPONES",NA
"aquiculture",2012,"VI","anual","ABALON ROJO",NA
"aquiculture",2012,"VI","anual","CHOLGA",NA
"aquiculture",2012,"VI","anual","CHORITO",NA
"aquiculture",2012,"VI","anual","CHORO",NA
"aquiculture",2012,"VI","anual","OSTION DEL NORTE",NA
"aquiculture",2012,"VI","anual","OSTRA CHILENA",NA
"aquiculture",2012,"VI","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2012,"VII","anual","HAEMATOCOCCUS",NA
"aquiculture",2012,"VII","anual","LUGA-ROJA",NA
"aquiculture",2012,"VII","anual","PELILLO",NA
"aquiculture",2012,"VII","anual","SPIRULINA",NA
"aquiculture",2012,"VII","anual","CORVINA",NA
"aquiculture",2012,"VII","anual","SALMON DEL ATLANTICO",2
"aquiculture",2012,"VII","anual","SALMON PLATEADO",NA
"aquiculture",2012,"VII","anual","SALMON REY",NA
"aquiculture",2012,"VII","anual","TRUCHA ARCO IRIS",NA
"aquiculture",2012,"VII","anual","TURBOT",NA
"aquiculture",2012,"VII","anual","ABALON JAPONES",NA
"aquiculture",2012,"VII","anual","ABALON ROJO",NA
"aquiculture",2012,"VII","anual","CHOLGA",NA
"aquiculture",2012,"VII","anual","CHORITO",NA
"aquiculture",2012,"VII","anual","CHORO",NA
"aquiculture",2012,"VII","anual","OSTION DEL NORTE",NA
"aquiculture",2012,"VII","anual","OSTRA CHILENA",NA
"aquiculture",2012,"VII","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2012,"VIII","anual","HAEMATOCOCCUS",NA
"aquiculture",2012,"VIII","anual","LUGA-ROJA",NA
"aquiculture",2012,"VIII","anual","PELILLO",NA
"aquiculture",2012,"VIII","anual","SPIRULINA",NA
"aquiculture",2012,"VIII","anual","CORVINA",NA
"aquiculture",2012,"VIII","anual","SALMON DEL ATLANTICO",7
"aquiculture",2012,"VIII","anual","SALMON PLATEADO",NA
"aquiculture",2012,"VIII","anual","SALMON REY",NA
"aquiculture",2012,"VIII","anual","TRUCHA ARCO IRIS",35
"aquiculture",2012,"VIII","anual","TURBOT",NA
"aquiculture",2012,"VIII","anual","ABALON JAPONES",NA
"aquiculture",2012,"VIII","anual","ABALON ROJO",NA
"aquiculture",2012,"VIII","anual","CHOLGA",2
"aquiculture",2012,"VIII","anual","CHORITO",7
"aquiculture",2012,"VIII","anual","CHORO",NA
"aquiculture",2012,"VIII","anual","OSTION DEL NORTE",NA
"aquiculture",2012,"VIII","anual","OSTRA CHILENA",NA
"aquiculture",2012,"VIII","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2012,"IX","anual","HAEMATOCOCCUS",NA
"aquiculture",2012,"IX","anual","LUGA-ROJA",NA
"aquiculture",2012,"IX","anual","PELILLO",NA
"aquiculture",2012,"IX","anual","SPIRULINA",NA
"aquiculture",2012,"IX","anual","CORVINA",NA
"aquiculture",2012,"IX","anual","SALMON DEL ATLANTICO",82
"aquiculture",2012,"IX","anual","SALMON PLATEADO",6
"aquiculture",2012,"IX","anual","SALMON REY",3
"aquiculture",2012,"IX","anual","TRUCHA ARCO IRIS",66
"aquiculture",2012,"IX","anual","TURBOT",NA
"aquiculture",2012,"IX","anual","ABALON JAPONES",NA
"aquiculture",2012,"IX","anual","ABALON ROJO",NA
"aquiculture",2012,"IX","anual","CHOLGA",NA
"aquiculture",2012,"IX","anual","CHORITO",NA
"aquiculture",2012,"IX","anual","CHORO",3
"aquiculture",2012,"IX","anual","OSTION DEL NORTE",NA
"aquiculture",2012,"IX","anual","OSTRA CHILENA",NA
"aquiculture",2012,"IX","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2012,"XIV","anual","HAEMATOCOCCUS",NA
"aquiculture",2012,"XIV","anual","LUGA-ROJA",NA
"aquiculture",2012,"XIV","anual","PELILLO",NA
"aquiculture",2012,"XIV","anual","SPIRULINA",NA
"aquiculture",2012,"XIV","anual","CORVINA",NA
"aquiculture",2012,"XIV","anual","SALMON DEL ATLANTICO",22
"aquiculture",2012,"XIV","anual","SALMON PLATEADO",NA
"aquiculture",2012,"XIV","anual","SALMON REY",NA
"aquiculture",2012,"XIV","anual","TRUCHA ARCO IRIS",1905
"aquiculture",2012,"XIV","anual","TURBOT",NA
"aquiculture",2012,"XIV","anual","ABALON JAPONES",NA
"aquiculture",2012,"XIV","anual","ABALON ROJO",12
"aquiculture",2012,"XIV","anual","CHOLGA",NA
"aquiculture",2012,"XIV","anual","CHORITO",39
"aquiculture",2012,"XIV","anual","CHORO",1
"aquiculture",2012,"XIV","anual","OSTION DEL NORTE",NA
"aquiculture",2012,"XIV","anual","OSTRA CHILENA",NA
"aquiculture",2012,"XIV","anual","OSTRA DEL PACIFICO",NA
"aquiculture",2012,"X","anual","HAEMATOCOCCUS",NA
"aquiculture",2012,"X","anual","LUGA-ROJA",18
"aquiculture",2012,"X","anual","PELILLO",7592
"aquiculture",2012,"X","anual","SPIRULINA",NA
"aquiculture",2012,"X","anual","CORVINA",NA
"aquiculture",2012,"X","anual","SALMON DEL ATLANTICO",127998
"aquiculture",2012,"X","anual","SALMON PLATEADO",115827
"aquiculture",2012,"X","anual","SALMON REY",1688
"aquiculture",2012,"X","anual","TRUCHA ARCO IRIS",141018
"aquiculture",2012,"X","anual","TURBOT",NA
"aquiculture",2012,"X","anual","ABALON JAPONES",NA
"aquiculture",2012,"X","anual","ABALON ROJO",309
"aquiculture",2012,"X","anual","CHOLGA",2177
"aquiculture",2012,"X","anual","CHORITO",257742
"aquiculture",2012,"X","anual","CHORO",376
"aquiculture",2012,"X","anual","OSTION DEL NORTE",NA
"aquiculture",2012,"X","anual","OSTRA CHILENA",214
"aquiculture",2012,"X","anual","OSTRA DEL PACIFICO",58
"aquiculture",2012,"XI","anual","HAEMATOCOCCUS",NA
"aquiculture",2012,"XI","anual","LUGA-ROJA",NA
"aquiculture",2012,"XI","anual","PELILLO",NA
"aquiculture",2012,"XI","anual","SPIRULINA",NA
"aquiculture",2012,"XI","anual","CORVINA",NA
"aquiculture",2012,"XI","anual","SALMON DEL ATLANTICO",243091
"aquiculture",2012,"XI","anual","SALMON PLATEADO",46980
"aquiculture",2012,"XI","anual","SALMON REY",NA
"aquiculture",2012,"XI","anual","TRUCHA ARCO IRIS",113382
"aquiculture",2012,"XI","anual","TURBOT",NA
"aquiculture",2012,"XI","anual","ABALON JAPONES",NA
"aquiculture",2012,"XI","anual","ABALON ROJO",NA
"aquiculture",2012,"XI","anual","CHOLGA",NA
"aquiculture",2012,"XI","anual","CHORITO",NA
"aquiculture",2012,"XI","anual","CHORO",NA
"aquiculture",2012,"XI","anual","OSTION DEL NORTE",NA
