"year","region","grupo_exportacion","tons","value"
2017,7,"jurel",23.622,36772
2017,7,"salmon",23.41526,138322
2017,7,"salmones",17.623,185550.21
2017,7,"trucha",24.75,197770
2017,8,"algas",6300.07128,15018186.09
2017,8,"bacalado_profundo",355.09703,10494272.06
2017,8,"caballas",2028.5155,2272884.15
2017,8,"calamar",53.3765,87609.86
2017,8,"caracol",16.77323,126681.5
2017,8,"centolla",66.42315,1588742.17
2017,8,"cojinobas",4.186,17078.88
2017,8,"culengues",163.39898,1415073.33
2017,8,"erizo",15.45938,351909.43
2017,8,"jaiba",26.24894,118576.4
2017,8,"jibias",38428.52013,55115493.24
2017,8,"jurel",84111.28669,81565450.94
2017,8,"langostinos",440.285,8288287.54
2017,8,"loco",188.02539,2948040.71
2017,8,"mejillones",275.21677,583529.27
2017,8,"merluza",3649.02852,10263880.4
2017,8,"navajas",457.16209,3818916.34
2017,8,"navajuelas",385.02968,1916099.49
2017,8,"pejerreyes",8.122,13929.07
2017,8,"pepino",62.708,347817
2017,8,"pez espada",344.27726,1932436.08
2017,8,"pulpo",10.634,76182.73
2017,8,"rayas",4.371,6466.47
2017,8,"reineta",597.38326,380460.14
2017,8,"salmon",23.99122,304911.61
2017,8,"salmones",2400.02327,18293161.36
2017,9,"algas",25.312,34491.51
2017,9,"almejas",0.96,3371.8
2017,9,"jibias",36.68284,53029.9
2017,9,"loco",15.444,244030
2017,9,"salmones",16.314,169093.45
2017,10,"abalones",15.64993,413331.91
2017,10,"algas",1112.314,3048995.57
2017,10,"almejas",2459.68023,3578371.76
2017,10,"atun",24.0735,103606.75
2017,10,"bacalado_profundo",243.81382,7993100.87
2017,10,"caballas",444.05,363691.7
2017,10,"calamar",62.71098,80574.36
2017,10,"caracol",19.7064,129806.81
2017,10,"centolla",767.96248,9721489.86
2017,10,"congrio",0.103,1252.5
2017,10,"culengues",177.1597,1514350.89
2017,10,"erizo",1162.85633,30125320.78
2017,10,"hirame",87,78660
2017,10,"jaiba",627.12453,3474021.04
2017,10,"jibias",3957.17611,5892079.5
2017,10,"jurel",32245.9494,27094701.34
2017,10,"langostinos",220.78806,4174609.23
2017,10,"loco",208.29574,3423834.12
2017,10,"macha",101.59019,688944.93
2017,10,"mejillones",84472.20459,206285631.89
2017,10,"merluza",3532.37911,13935878.05
2017,10,"navajas",292.57864,2316800.43
2017,10,"navajuelas",1426.84799,6040359.97
2017,10,"ostion",12.57837,170570.57
2017,10,"pejerreyes",293.84465,560250.22
2017,10,"pepino",42.30038,519741.23
2017,10,"pez espada",608.43694,3434948.08
2017,10,"pulpo",426.97233,2237985.67
2017,10,"rayas",27.9409,114321.63
2017,10,"reineta",67.055,108110
2017,10,"salmon",115112.62707,745854784.3
2017,10,"salmones",323900.18906,2674985787.61
2017,10,"sardinas",3.09644,14356.94
2017,10,"trucha",36299.50065,379959713.17
2017,10,"tumbaos",6.06,32377.65
2017,10,"varios_pescados",9.107,162103.46
2017,11,"almejas",1.59259,10425
2017,11,"bacalado_profundo",8.804,253460.52
2017,11,"brotula",58.01685,83114.71
2017,11,"centolla",33.11304,455800.18
2017,11,"cojinobas",680.96868,2071284.38
2017,11,"congrio",224.71694,877409.64
2017,11,"erizo",0.458,7491
2017,11,"jaiba",102.4166,610795.69
2017,11,"mejillones",57.07248,161425.82
2017,11,"merluza",6542.0266,22344928.45
2017,11,"navajuelas",2.65756,15500
2017,11,"pulpo",0.52877,2960.1
2017,11,"reineta",1.996,2105.86
2017,11,"salmon",4352.67014,27156003.92
2017,11,"salmones",48179.06648,349825941.39
2017,11,"trucha",533.99287,5532592.24
2017,11,"varios_pescados",2.49705,1338.88
2017,12,"algas",204.031,404428.75
2017,12,"bacalado_profundo",1199.10481,30774562.34
2017,12,"brotula",173.1485,313651.07
2017,12,"calamar",1.628,4256.69
2017,12,"centolla",2636.14478,37796936.64
2017,12,"cojinobas",1858.84832,4693147.94
2017,12,"congrio",297.8028,1573604.39
2017,12,"erizo",1707.02572,43317087.83
2017,12,"jaiba",48.74276,450368.82
2017,12,"jibias",772.57554,1092343.82
2017,12,"langostas",0.4,13455
2017,12,"loco",1.158,26000
2017,12,"mejillones",28.30186,94476.14
2017,12,"merluza",7883.22263,25157190.11
2017,12,"ostion",56.81411,680645.14
2017,12,"pez espada",155.38737,795032.91
2017,12,"reineta",72.0955,145160.64
2017,12,"salmon",47.88672,278332.79
2017,12,"salmones",31217.51125,236951419.6
2017,12,"trucha",6841.78795,53975284.63
2017,12,"varios_pescados",91.775,100960.18
2017,13,"algas",788.4166,1220459.02
2017,13,"atun",0.061,1152
2017,13,"bacalado_profundo",68.51794,2138557.19
2017,13,"camaron",164.361,1919646.06
2017,13,"centolla",1038.50474,15330688.77
2017,13,"erizo",36.33,797965.8
2017,13,"jaiba",349.75841,944875.81
2017,13,"jibias",323.5433,478872.49
2017,13,"jurel",2072.13,2058228.57
2017,13,"langostinos",181.452,3655301.67
2017,13,"lapa",0.95361,118455.77
2017,13,"loco",42.27769,744132.99
2017,13,"mejillones",123.87109,231805.65
2017,13,"merluza",46.93407,156164.89
2017,13,"navajuelas",18.75,87720
2017,13,"ostion",50.76863,736158.91
2017,13,"pejerreyes",22.02473,81191
2017,13,"pez espada",174.39981,1097069.25
2017,13,"pulpo",5.70432,34884.62
2017,13,"salmon",3.893,36307.66
2017,13,"salmones",86.4377,695718.57
2017,13,"trucha",296.433,3171396.19
2017,13,"varios_pescados",0.196,4609.73
2017,14,"bacalado_profundo",9.585,280476.85
2017,14,"centolla",23.39274,325819.43
2017,14,"jaiba",9.9385,117550
2017,14,"jibias",24.7688,36162.4
2017,14,"loco",70.27362,1316778.19
2017,14,"mejillones",551.957,1239349.85
2017,14,"merluza",2.56399,9861
2017,14,"salmon",648.57704,4835298.77
2017,14,"salmones",384.70154,3090285.5
2017,14,"trucha",2724.84762,21877181.38
2017,15,"algas",0.372,20749.36
2017,15,"erizo",0.297,5072
2017,15,"jibias",25.2,34110
2017,15,"pulpo",6.3,33477.95
2017,15,"salmones",66.38911,479449.6
2017,15,"trucha",24.39475,177250
2017,20,"bacalado_profundo",89.75807,2902335.52
2017,20,"erizo",0.534,12674.05
2017,20,"mejillones",20.28475,21419.68
2017,20,"salmones",32.01644,316656.58
2017,NA,"abalones",0.0142,199.5
2017,NA,"algas",0.278,3154
2017,NA,"atun",0.005,22
2017,NA,"bacalado_profundo",0.057,202.83
2017,NA,"bacalao_jf",0.016,280
2017,NA,"caballas",0.127,720
2017,NA,"camaron",0.28,593
2017,NA,"centolla",1.402,4613.73
2017,NA,"erizo",0.335,3247.53
2017,NA,"jaiba",0.58182,1920.19
2017,NA,"jibias",0.074,150.4
2017,NA,"loco",0.01,92
2017,NA,"mejillones",0.27283,274.75
2017,NA,"merluza",0.4398,915.6
2017,NA,"ostion",0.0262,18
2017,NA,"pepino",0.00835,90
2017,NA,"pulpo",0.23559,2212
2017,NA,"salmon",0.1892,2205.29
2017,NA,"salmones",1.0408,9366.24
2017,NA,"trucha",0.095,1696.31
2018,0,"abalones",0.01,1
2018,0,"algas",0.204,0.5
2018,0,"almejas",0.06,1.4
2018,0,"atun",0.0426,4.267
2018,0,"bacalado_profundo",0.0095,0.1
2018,0,"camaron",0.4888,6.25
2018,0,"caracol",0.016,0.1
2018,0,"centolla",0.1815,2.189
2018,0,"erizo",0.196,11.2899
2018,0,"jaiba",0.183,21.7628
2018,0,"jurel",0.1035,0.2818
2018,0,"langostinos",0.08288,2
2018,0,"mejillones",0.65767,7.7775
2018,0,"merluza",0.04893,0.6347
2018,0,"ostion",0.098,3.3375
2018,0,"pez espada",0.162,1.274
2018,0,"salmon",0.49298,13.9769
2018,0,"salmones",7.42496,279.4595
2018,0,"trucha",0.16396,2.9618
2018,1,"algas",2254.677,34994.326
2018,1,"camaron",2.75,25
2018,1,"caracol",25.75802,1591.13
2018,1,"centolla",1.1,5
2018,1,"erizo",18.733,4623.5001
2018,1,"pez espada",70.75,4092
2018,1,"pulpo",25.028,2395.75
2018,1,"salmones",6.3515,100.1002
2018,2,"algas",7633.0786,119995.1529
2018,2,"almejas",2.12,45.325
2018,2,"mejillones",4.47174,100.523
2018,2,"pulpo",320.52113,31739.1679
2018,2,"salmon",24.09944,1338.0877
2018,2,"salmones",21.762,1468.5619
2018,3,"abalones",64.7811,13339.2005
2018,3,"algas",15137.4447,237329.9175
2018,3,"centolla",12.22753,1675.5478
2018,3,"erizo",3.257,619.0785
2018,3,"jibias",24.96,677.24
2018,3,"lapa",65.8398,7180.1167
2018,3,"loco",4.131,883.1433
2018,3,"pulpo",25.2,2264.8
2018,3,"salmones",204.42046,9312.9701
2018,4,"abalones",2.683,871.2103
2018,4,"algas",7822.5532,147525.9972
2018,4,"bacalado_profundo",18.40184,5006.7666
2018,4,"caballas",56.16,486
2018,4,"camaron",223.74,26967.2191
2018,4,"caracol",17.852,1117.5938
2018,4,"centolla",0.39707,60.755
2018,4,"cojinobas",28.08,867.93
2018,4,"jaiba",0.108,21
2018,4,"jibias",4864.7252,120774.386
2018,4,"jurel",964.758,13480.71
2018,4,"langostas",19.41025,7944.0704
2018,4,"langostinos",89.956,18628.07
2018,4,"loco",71.48684,13469.982
2018,4,"ostion",540.8709,61651.1728
2018,4,"ostras",4.85,8484.2271
2018,4,"pejerreyes",6.835,375.0505
2018,4,"pez espada",88.778,7588.4433
2018,4,"pulpo",8.17,675.5359
2018,4,"salmones",95.75899,5079.6227
2018,4,"tiburones",1.187,133.27
2018,5,"algas",77.908,2094.599
2018,5,"almejas",3.155,46.05
2018,5,"bacalado_profundo",160.9277,50927.1158
2018,5,"camaron",220.0695,26195.1083
2018,5,"centolla",326.21102,39355.4758
2018,5,"jaiba",9.808,1095.8022
2018,5,"jibias",9796.94762,244820.0027
2018,5,"langostas",20.66185,9215.8574
2018,5,"langostinos",0.011,0.3
2018,5,"loco",66.769,12253.0445
2018,5,"mejillones",135.798,3152.1558
2018,5,"merluza",6.656,175.7271
2018,5,"ostion",59.22945,7410.7034
2018,5,"pez espada",542.1708,43565.0207
2018,5,"pulpo",114.253,10907.9552
2018,5,"salmon",3.708,291.2176
2018,5,"salmones",105.81089,9135.742
2018,5,"trucha",21.49921,1034.2
2018,6,"algas",346.971,7882.1993
2018,6,"jurel",19,761.25
2018,6,"salmon",238.42363,12059.2219
2018,6,"salmones",244.30864,18631.428
2018,6,"trucha",66.243,4300.4376
2018,7,"algas",14.6,301
2018,7,"jaiba",9,397.8
2018,7,"jibias",557.698,14142.6689
2018,7,"salmones",23.03279,1307.0956
2018,8,"abalones",2.888,533.5292
2018,8,"algas",5536.4056,128028.3114
2018,8,"bacalado_profundo",96.72435,28572.6257
2018,8,"caballas",3060.6154,28954.4088
2018,8,"caracol",5.31477,463.731
2018,8,"centolla",83.49568,7174.3412
2018,8,"congrio",6.123,378.5472
2018,8,"culengues",80.10376,7115.7198
2018,8,"erizo",3.08,558.4361
2018,8,"jaiba",44.50469,4049.1497
2018,8,"jibias",25710.76241,622383.2474
2018,8,"jurel",102488.6767,938571.3326
2018,8,"langostinos",438.502,86232.3808
2018,8,"loco",69.4858,11767.0709
2018,8,"mejillones",1196.66756,27467.4355
2018,8,"merluza",3112.476,88196.3163
2018,8,"navajas",352.23682,32444.6846
2018,8,"navajuelas",245.41656,13059.2989
2018,8,"pepino",12.599,511.6524
2018,8,"pez espada",120.64125,6084.5694
2018,8,"reineta",354.332,2108.78
2018,8,"robalos",6.403,171.3843
2018,8,"salmones",8852.95596,820709.9489
2018,8,"tiburones",18.6562,554.4344
2018,8,"trucha",2.22804,162.53
2018,9,"merluza",23.8,892.7823
2018,9,"salmones",7.45,666.0703
2018,10,"abalones",22.218,4791.0704
2018,10,"algas",1165.2795,32116.3992
2018,10,"almejas",1039.39462,16175.4606
2018,10,"bacalado_profundo",239.96754,79157.0988
2018,10,"caballas",298.23462,2253.906
2018,10,"caracol",6.072,453.5809
2018,10,"centolla",347.23509,49224.3747
2018,10,"culengues",82.7179,7503.9837
2018,10,"erizo",416.40864,119378.7802
2018,10,"jaiba",303.09316,17680.0472
2018,10,"jibias",5498.9937,134960.029
2018,10,"jurel",9063.986,86011.3991
2018,10,"loco",127.96957,21829.435
2018,10,"macha",5.05527,541.8673
2018,10,"mejillones",57318.88771,1411654.2371
2018,10,"merluza",2235.65936,95676.8212
2018,10,"navajas",167.67621,13329.8879
2018,10,"navajuelas",350.32108,15659.3258
2018,10,"ostion",3.716,636.197
2018,10,"pejerreyes",18.568,392.5309
2018,10,"pepino",8.5637,660.5676
2018,10,"pez espada",168.95588,9324.5589
2018,10,"pulpo",179.41021,16485.3904
2018,10,"rayas",280.36988,12900.5381
2018,10,"reineta",7.73505,256.6263
2018,10,"salmon",73005.92576,4325301.5796
2018,10,"salmones",234974.21306,17835652.3984
2018,10,"trucha",29261.84813,2661539.2162
2018,10,"tumbaos",12,689.0925
2018,10,"varios_pescados",3.946,997.3293
2018,11,"algas",51.417,1312.6552
2018,11,"bacalado_profundo",12.8858,4046.8514
2018,11,"brotula",2.857,49.6079
2018,11,"centolla",0.23484,57.4446
2018,11,"cojinobas",291.716,9330.2091
2018,11,"congrio",20.22119,1207.1378
2018,11,"culengues",7.17,650.94
2018,11,"jaiba",46.62314,2511.0774
2018,11,"mejillones",23.1,330
2018,11,"merluza",2655.44303,97730.1
2018,11,"salmon",129.56206,7890.1626
2018,11,"salmones",23883.13709,1617214.3956
2018,11,"trucha",34.993,2513.2354
2018,11,"varios_pescados",7.4531,91.4425
2018,12,"algas",25.21,958.265
2018,12,"almejas",6.061,78.1183
2018,12,"bacalado_profundo",802.5473,202904.4901
2018,12,"brotula",90.6829,1861.9026
2018,12,"calamar",143.544,4131.9908
2018,12,"centolla",1098.48987,138774.5625
2018,12,"cojinobas",1017.3564,35497.7804
2018,12,"congrio",109.6613,6147.4255
2018,12,"draco_rayado",37.55753,2412.6582
2018,12,"erizo",743.45151,202269.4083
2018,12,"jaiba",58.36003,5737.0104
2018,12,"jibias",54.634,1350.5017
2018,12,"loco",0.374,95.3264
2018,12,"merluza",3055.00364,99868.1842
2018,12,"navajas",23.863,567.9833
2018,12,"ostion",85.5638,10957.0253
2018,12,"pez espada",50.48325,2976.8796
2018,12,"reineta",1.4246,34.4455
2018,12,"salmones",21633.65657,1633927.8829
2018,12,"trucha",436.13075,32732.2243
2018,12,"varios_pescados",84.35628,1099.6886
2018,13,"algas",239.5794,7470.473
2018,13,"almejas",19.591,286.3703
2018,13,"atun",0.053,11.52
2018,13,"bacalado_profundo",331.81776,103925.844
2018,13,"centolla",305.37978,45117.3394
2018,13,"erizo",0.195,43.1752
2018,13,"jaiba",193.4819,7790.1944
2018,13,"jibias",224.68945,5545.3429
2018,13,"jurel",925.751,9196.6362
2018,13,"loco",0.4679,579.9883
2018,13,"mejillones",135.89294,2374.4685
2018,13,"merluza",4.661,318.5537
2018,13,"ostion",621.68612,71941.8569
2018,13,"pez espada",127.69157,10127.6116
2018,13,"pulpo",2.231,167.8666
2018,13,"salmon",25.649,1531.8513
2018,13,"salmones",157.23984,13913.334
2018,13,"trucha",7.202,581.3014
2018,13,"varios_pescados",0.012,6.5
2018,14,"mejillones",186.006,4817.1502
2018,14,"salmon",216.39872,18104.5867
2018,14,"salmones",999.05046,71840.4594
2018,14,"trucha",565.44795,40123.2036
2018,15,"algas",37.626,3795.87
2018,15,"bacalado_profundo",8.08631,2497.0668
2018,15,"centolla",0.57766,117.2568
2018,15,"salmones",14.56611,1322.0101
2018,20,"bacalado_profundo",3.07093,894.512
2018,20,"salmones",8.442,927.7114
2018,20,"sardinas",2.18032,83.896
2018,NA,"bacalado_profundo",0.096,6.4431
2018,NA,"camaron",0.022,0.5
2018,NA,"centolla",0.298,5.3614
2018,NA,"erizo",0.044,1
2018,NA,"jaiba",0.175,2.24
2018,NA,"jibias",0.0645,5.4
2018,NA,"jurel",0.027,0.13
2018,NA,"loco",0.03,3
2018,NA,"mejillones",0.51188,13.1676
2018,NA,"merluza",0.00476,0.5
2018,NA,"navajas",0.025,0.2943
2018,NA,"ostion",0.0026,1.71
2018,NA,"pepino",0.0612,1.2
2018,NA,"pulpo",0.081,18
2018,NA,"salmon",0.104,3.04
2018,NA,"salmones",0.23772,6.7521
2018,NA,"varios_pescados",0.005,0.5
NA,NA,"abalones",0,NA
NA,NA,"alfonsino",0,NA
NA,NA,"almejas",0,NA
NA,NA,"anchoas",0,NA
NA,NA,"anguilas",0,NA
NA,NA,"atun",0,NA
NA,NA,"bacalado_profundo",0,NA
NA,NA,"bacalao_jf",0,NA
NA,NA,"bagre",0,NA
NA,NA,"besugo",0,NA
NA,NA,"brotula",0,NA
NA,NA,"caballas",0,NA
NA,NA,"calamar",0,NA
NA,NA,"camaron",0,NA
NA,NA,"caracol",0,NA
NA,NA,"centolla",0,NA
NA,NA,"cojinobas",0,NA
NA,NA,"congrio",0,NA
NA,NA,"corvina",0,NA
NA,NA,"esturiones",0,NA
NA,NA,"fletanes",0,NA
NA,NA,"gamba",0,NA
NA,NA,"hirame",0,NA
NA,NA,"jurel",0,NA
NA,NA,"langostas",0,NA
NA,NA,"langostinos",0,NA
NA,NA,"lenguados",0,NA
NA,NA,"macha",0,NA
NA,NA,"mahi_mahi",0,NA
NA,NA,"medusas",0,NA
NA,NA,"merluza",0,NA
NA,NA,"navajas",0,NA
NA,NA,"orange_roughy",0,NA
NA,NA,"ostion",0,NA
NA,NA,"ostras",0,NA
NA,NA,"pulpo",0,NA
NA,NA,"rayas",0,NA
NA,NA,"reineta",0,NA
NA,NA,"robalos",0,NA
NA,NA,"salmon",0,NA
NA,NA,"salmones",0,NA
NA,NA,"sarda",0,NA
NA,NA,"sardinas",0,NA
NA,NA,"sargo",0,NA
NA,NA,"tiburones",0,NA
NA,NA,"trucha",0,NA
NA,NA,"turbot",0,NA
NA,NA,"varios_pescados",0,NA
