"chl_name","m_p","region","tons","product","year","use"
"ANCHOVETA","M","I",4,"canned",2016,"HC"
"ANCHOVETA","P","I",4,"canned",2016,"HC"
"BONITO","M","I",1,"canned",2016,"HC"
"BONITO","P","I",0,"canned",2016,"HC"
"CABALLA","M","I",1,"canned",2016,"HC"
"CABALLA","P","I",1,"canned",2016,"HC"
"JUREL","M","I",26,"canned",2016,"HC"
"JUREL","P","I",18,"canned",2016,"HC"
"ABALON ROJO","M","I",0,"canned",2016,"HC"
"ABALON ROJO","P","I",0,"canned",2016,"HC"
"ALMEJA","M","I",0,"canned",2016,"HC"
"ALMEJA","P","I",0,"canned",2016,"HC"
"CARACOL LOCATE","M","I",0,"canned",2016,"HC"
"CARACOL LOCATE","P","I",0,"canned",2016,"HC"
"CARACOL PALO PALO","M","I",0,"canned",2016,"HC"
"CARACOL PALO PALO","P","I",0,"canned",2016,"HC"
"CARACOL TRUMULCO","M","I",0,"canned",2016,"HC"
"CARACOL TRUMULCO","P","I",0,"canned",2016,"HC"
"CHOLGA","M","I",0,"canned",2016,"HC"
"CHOLGA","P","I",0,"canned",2016,"HC"
"CHORITO","M","I",0,"canned",2016,"HC"
"CHORITO","P","I",0,"canned",2016,"HC"
"CULENGUE","M","I",0,"canned",2016,"HC"
"CULENGUE","P","I",0,"canned",2016,"HC"
"HUEPO O NAVAJA DE MAR","M","I",0,"canned",2016,"HC"
"HUEPO O NAVAJA DE MAR","P","I",0,"canned",2016,"HC"
"JIBIA O CALAMAR ROJO","M","I",0,"canned",2016,"HC"
"JIBIA O CALAMAR ROJO","P","I",0,"canned",2016,"HC"
"LAPA NEGRA","M","I",0,"canned",2016,"HC"
"LAPA NEGRA","P","I",0,"canned",2016,"HC"
"LOCO","M","I",0,"canned",2016,"HC"
"LOCO","P","I",0,"canned",2016,"HC"
"MACHA","M","I",0,"canned",2016,"HC"
"MACHA","P","I",0,"canned",2016,"HC"
"NAVAJUELA","M","I",0,"canned",2016,"HC"
"NAVAJUELA","P","I",0,"canned",2016,"HC"
"OSTRA DEL PACIFICO","M","I",0,"canned",2016,"HC"
"OSTRA DEL PACIFICO","P","I",0,"canned",2016,"HC"
"PULPO DEL NORTE","M","I",0,"canned",2016,"HC"
"PULPO DEL NORTE","P","I",0,"canned",2016,"HC"
"PULPO DEL SUR","M","I",0,"canned",2016,"HC"
"PULPO DEL SUR","P","I",0,"canned",2016,"HC"
"TAQUILLA","M","I",0,"canned",2016,"HC"
"TAQUILLA","P","I",0,"canned",2016,"HC"
"CENTOLLA","M","I",0,"canned",2016,"HC"
"CENTOLLA","P","I",0,"canned",2016,"HC"
"CENTOLLON","M","I",0,"canned",2016,"HC"
"CENTOLLON","P","I",0,"canned",2016,"HC"
"JAIBA MARMOLA","M","I",0,"canned",2016,"HC"
"JAIBA MARMOLA","P","I",0,"canned",2016,"HC"
"ERIZO","M","I",0,"canned",2016,"HC"
"ERIZO","P","I",0,"canned",2016,"HC"
"ANCHOVETA","M","II",0,"canned",2016,"HC"
"ANCHOVETA","P","II",0,"canned",2016,"HC"
"BONITO","M","II",0,"canned",2016,"HC"
"BONITO","P","II",0,"canned",2016,"HC"
"CABALLA","M","II",0,"canned",2016,"HC"
"CABALLA","P","II",0,"canned",2016,"HC"
"JUREL","M","II",0,"canned",2016,"HC"
"JUREL","P","II",0,"canned",2016,"HC"
"ABALON ROJO","M","II",0,"canned",2016,"HC"
"ABALON ROJO","P","II",0,"canned",2016,"HC"
"ALMEJA","M","II",0,"canned",2016,"HC"
"ALMEJA","P","II",0,"canned",2016,"HC"
"CARACOL LOCATE","M","II",0,"canned",2016,"HC"
"CARACOL LOCATE","P","II",0,"canned",2016,"HC"
"CARACOL PALO PALO","M","II",0,"canned",2016,"HC"
"CARACOL PALO PALO","P","II",0,"canned",2016,"HC"
"CARACOL TRUMULCO","M","II",0,"canned",2016,"HC"
"CARACOL TRUMULCO","P","II",0,"canned",2016,"HC"
"CHOLGA","M","II",0,"canned",2016,"HC"
"CHOLGA","P","II",0,"canned",2016,"HC"
"CHORITO","M","II",0,"canned",2016,"HC"
"CHORITO","P","II",0,"canned",2016,"HC"
"CULENGUE","M","II",0,"canned",2016,"HC"
"CULENGUE","P","II",0,"canned",2016,"HC"
"HUEPO O NAVAJA DE MAR","M","II",0,"canned",2016,"HC"
"HUEPO O NAVAJA DE MAR","P","II",0,"canned",2016,"HC"
"JIBIA O CALAMAR ROJO","M","II",0,"canned",2016,"HC"
"JIBIA O CALAMAR ROJO","P","II",0,"canned",2016,"HC"
"LAPA NEGRA","M","II",0,"canned",2016,"HC"
"LAPA NEGRA","P","II",0,"canned",2016,"HC"
"LOCO","M","II",0,"canned",2016,"HC"
"LOCO","P","II",0,"canned",2016,"HC"
"MACHA","M","II",0,"canned",2016,"HC"
"MACHA","P","II",0,"canned",2016,"HC"
"NAVAJUELA","M","II",0,"canned",2016,"HC"
"NAVAJUELA","P","II",0,"canned",2016,"HC"
"OSTRA DEL PACIFICO","M","II",0,"canned",2016,"HC"
"OSTRA DEL PACIFICO","P","II",0,"canned",2016,"HC"
"PULPO DEL NORTE","M","II",0,"canned",2016,"HC"
"PULPO DEL NORTE","P","II",0,"canned",2016,"HC"
"PULPO DEL SUR","M","II",0,"canned",2016,"HC"
"PULPO DEL SUR","P","II",0,"canned",2016,"HC"
"TAQUILLA","M","II",0,"canned",2016,"HC"
"TAQUILLA","P","II",0,"canned",2016,"HC"
"CENTOLLA","M","II",0,"canned",2016,"HC"
"CENTOLLA","P","II",0,"canned",2016,"HC"
"CENTOLLON","M","II",0,"canned",2016,"HC"
"CENTOLLON","P","II",0,"canned",2016,"HC"
"JAIBA MARMOLA","M","II",0,"canned",2016,"HC"
"JAIBA MARMOLA","P","II",0,"canned",2016,"HC"
"ERIZO","M","II",0,"canned",2016,"HC"
"ERIZO","P","II",0,"canned",2016,"HC"
"ANCHOVETA","M","III",0,"canned",2016,"HC"
"ANCHOVETA","P","III",0,"canned",2016,"HC"
"BONITO","M","III",0,"canned",2016,"HC"
"BONITO","P","III",0,"canned",2016,"HC"
"CABALLA","M","III",0,"canned",2016,"HC"
"CABALLA","P","III",0,"canned",2016,"HC"
"JUREL","M","III",0,"canned",2016,"HC"
"JUREL","P","III",0,"canned",2016,"HC"
"ABALON ROJO","M","III",0,"canned",2016,"HC"
"ABALON ROJO","P","III",0,"canned",2016,"HC"
"ALMEJA","M","III",0,"canned",2016,"HC"
"ALMEJA","P","III",0,"canned",2016,"HC"
"CARACOL LOCATE","M","III",0,"canned",2016,"HC"
"CARACOL LOCATE","P","III",0,"canned",2016,"HC"
"CARACOL PALO PALO","M","III",0,"canned",2016,"HC"
"CARACOL PALO PALO","P","III",0,"canned",2016,"HC"
"CARACOL TRUMULCO","M","III",0,"canned",2016,"HC"
"CARACOL TRUMULCO","P","III",0,"canned",2016,"HC"
"CHOLGA","M","III",0,"canned",2016,"HC"
"CHOLGA","P","III",0,"canned",2016,"HC"
"CHORITO","M","III",0,"canned",2016,"HC"
"CHORITO","P","III",0,"canned",2016,"HC"
"CULENGUE","M","III",0,"canned",2016,"HC"
"CULENGUE","P","III",0,"canned",2016,"HC"
"HUEPO O NAVAJA DE MAR","M","III",0,"canned",2016,"HC"
"HUEPO O NAVAJA DE MAR","P","III",0,"canned",2016,"HC"
"JIBIA O CALAMAR ROJO","M","III",0,"canned",2016,"HC"
"JIBIA O CALAMAR ROJO","P","III",0,"canned",2016,"HC"
"LAPA NEGRA","M","III",0,"canned",2016,"HC"
"LAPA NEGRA","P","III",0,"canned",2016,"HC"
"LOCO","M","III",0,"canned",2016,"HC"
"LOCO","P","III",0,"canned",2016,"HC"
"MACHA","M","III",0,"canned",2016,"HC"
"MACHA","P","III",0,"canned",2016,"HC"
"NAVAJUELA","M","III",0,"canned",2016,"HC"
"NAVAJUELA","P","III",0,"canned",2016,"HC"
"OSTRA DEL PACIFICO","M","III",0,"canned",2016,"HC"
"OSTRA DEL PACIFICO","P","III",0,"canned",2016,"HC"
"PULPO DEL NORTE","M","III",0,"canned",2016,"HC"
"PULPO DEL NORTE","P","III",0,"canned",2016,"HC"
"PULPO DEL SUR","M","III",0,"canned",2016,"HC"
"PULPO DEL SUR","P","III",0,"canned",2016,"HC"
"TAQUILLA","M","III",0,"canned",2016,"HC"
"TAQUILLA","P","III",0,"canned",2016,"HC"
"CENTOLLA","M","III",0,"canned",2016,"HC"
"CENTOLLA","P","III",0,"canned",2016,"HC"
"CENTOLLON","M","III",0,"canned",2016,"HC"
"CENTOLLON","P","III",0,"canned",2016,"HC"
"JAIBA MARMOLA","M","III",0,"canned",2016,"HC"
"JAIBA MARMOLA","P","III",0,"canned",2016,"HC"
"ERIZO","M","III",0,"canned",2016,"HC"
"ERIZO","P","III",0,"canned",2016,"HC"
"ANCHOVETA","M","IV",0,"canned",2016,"HC"
"ANCHOVETA","P","IV",0,"canned",2016,"HC"
"BONITO","M","IV",0,"canned",2016,"HC"
"BONITO","P","IV",0,"canned",2016,"HC"
"CABALLA","M","IV",0,"canned",2016,"HC"
"CABALLA","P","IV",0,"canned",2016,"HC"
"JUREL","M","IV",0,"canned",2016,"HC"
"JUREL","P","IV",0,"canned",2016,"HC"
"ABALON ROJO","M","IV",106,"canned",2016,"HC"
"ABALON ROJO","P","IV",51,"canned",2016,"HC"
"ALMEJA","M","IV",0,"canned",2016,"HC"
"ALMEJA","P","IV",0,"canned",2016,"HC"
"CARACOL LOCATE","M","IV",20,"canned",2016,"HC"
"CARACOL LOCATE","P","IV",4,"canned",2016,"HC"
"CARACOL PALO PALO","M","IV",0,"canned",2016,"HC"
"CARACOL PALO PALO","P","IV",0,"canned",2016,"HC"
"CARACOL TRUMULCO","M","IV",0,"canned",2016,"HC"
"CARACOL TRUMULCO","P","IV",0,"canned",2016,"HC"
"CHOLGA","M","IV",0,"canned",2016,"HC"
"CHOLGA","P","IV",0,"canned",2016,"HC"
"CHORITO","M","IV",0,"canned",2016,"HC"
"CHORITO","P","IV",0,"canned",2016,"HC"
"CULENGUE","M","IV",0,"canned",2016,"HC"
"CULENGUE","P","IV",0,"canned",2016,"HC"
"HUEPO O NAVAJA DE MAR","M","IV",0,"canned",2016,"HC"
"HUEPO O NAVAJA DE MAR","P","IV",0,"canned",2016,"HC"
"JIBIA O CALAMAR ROJO","M","IV",465,"canned",2016,"HC"
"JIBIA O CALAMAR ROJO","P","IV",342,"canned",2016,"HC"
"LAPA NEGRA","M","IV",0,"canned",2016,"HC"
"LAPA NEGRA","P","IV",0,"canned",2016,"HC"
"LOCO","M","IV",0,"canned",2016,"HC"
"LOCO","P","IV",0,"canned",2016,"HC"
"MACHA","M","IV",0,"canned",2016,"HC"
"MACHA","P","IV",0,"canned",2016,"HC"
"NAVAJUELA","M","IV",0,"canned",2016,"HC"
"NAVAJUELA","P","IV",0,"canned",2016,"HC"
"OSTRA DEL PACIFICO","M","IV",0,"canned",2016,"HC"
"OSTRA DEL PACIFICO","P","IV",0,"canned",2016,"HC"
"PULPO DEL NORTE","M","IV",0,"canned",2016,"HC"
"PULPO DEL NORTE","P","IV",0,"canned",2016,"HC"
"PULPO DEL SUR","M","IV",0,"canned",2016,"HC"
"PULPO DEL SUR","P","IV",0,"canned",2016,"HC"
"TAQUILLA","M","IV",0,"canned",2016,"HC"
"TAQUILLA","P","IV",0,"canned",2016,"HC"
"CENTOLLA","M","IV",0,"canned",2016,"HC"
"CENTOLLA","P","IV",0,"canned",2016,"HC"
"CENTOLLON","M","IV",0,"canned",2016,"HC"
"CENTOLLON","P","IV",0,"canned",2016,"HC"
"JAIBA MARMOLA","M","IV",0,"canned",2016,"HC"
"JAIBA MARMOLA","P","IV",0,"canned",2016,"HC"
"ERIZO","M","IV",0,"canned",2016,"HC"
"ERIZO","P","IV",0,"canned",2016,"HC"
"ANCHOVETA","M","V",0,"canned",2016,"HC"
"ANCHOVETA","P","V",0,"canned",2016,"HC"
"BONITO","M","V",0,"canned",2016,"HC"
"BONITO","P","V",0,"canned",2016,"HC"
"CABALLA","M","V",0,"canned",2016,"HC"
"CABALLA","P","V",0,"canned",2016,"HC"
"JUREL","M","V",0,"canned",2016,"HC"
"JUREL","P","V",0,"canned",2016,"HC"
"ABALON ROJO","M","V",90,"canned",2016,"HC"
"ABALON ROJO","P","V",25,"canned",2016,"HC"
"ALMEJA","M","V",0,"canned",2016,"HC"
"ALMEJA","P","V",0,"canned",2016,"HC"
"CARACOL LOCATE","M","V",0,"canned",2016,"HC"
"CARACOL LOCATE","P","V",0,"canned",2016,"HC"
"CARACOL PALO PALO","M","V",0,"canned",2016,"HC"
"CARACOL PALO PALO","P","V",0,"canned",2016,"HC"
"CARACOL TRUMULCO","M","V",0,"canned",2016,"HC"
"CARACOL TRUMULCO","P","V",0,"canned",2016,"HC"
"CHOLGA","M","V",0,"canned",2016,"HC"
"CHOLGA","P","V",0,"canned",2016,"HC"
"CHORITO","M","V",0,"canned",2016,"HC"
"CHORITO","P","V",0,"canned",2016,"HC"
"CULENGUE","M","V",0,"canned",2016,"HC"
"CULENGUE","P","V",0,"canned",2016,"HC"
"HUEPO O NAVAJA DE MAR","M","V",0,"canned",2016,"HC"
"HUEPO O NAVAJA DE MAR","P","V",0,"canned",2016,"HC"
"JIBIA O CALAMAR ROJO","M","V",0,"canned",2016,"HC"
"JIBIA O CALAMAR ROJO","P","V",0,"canned",2016,"HC"
"LAPA NEGRA","M","V",0,"canned",2016,"HC"
"LAPA NEGRA","P","V",0,"canned",2016,"HC"
"LOCO","M","V",0,"canned",2016,"HC"
"LOCO","P","V",0,"canned",2016,"HC"
"MACHA","M","V",0,"canned",2016,"HC"
"MACHA","P","V",0,"canned",2016,"HC"
"NAVAJUELA","M","V",0,"canned",2016,"HC"
"NAVAJUELA","P","V",0,"canned",2016,"HC"
"OSTRA DEL PACIFICO","M","V",0,"canned",2016,"HC"
"OSTRA DEL PACIFICO","P","V",0,"canned",2016,"HC"
"PULPO DEL NORTE","M","V",0,"canned",2016,"HC"
"PULPO DEL NORTE","P","V",0,"canned",2016,"HC"
"PULPO DEL SUR","M","V",0,"canned",2016,"HC"
"PULPO DEL SUR","P","V",0,"canned",2016,"HC"
"TAQUILLA","M","V",0,"canned",2016,"HC"
"TAQUILLA","P","V",0,"canned",2016,"HC"
"CENTOLLA","M","V",0,"canned",2016,"HC"
"CENTOLLA","P","V",0,"canned",2016,"HC"
"CENTOLLON","M","V",0,"canned",2016,"HC"
"CENTOLLON","P","V",0,"canned",2016,"HC"
"JAIBA MARMOLA","M","V",0,"canned",2016,"HC"
"JAIBA MARMOLA","P","V",0,"canned",2016,"HC"
"ERIZO","M","V",0,"canned",2016,"HC"
"ERIZO","P","V",0,"canned",2016,"HC"
"ANCHOVETA","M","VI",0,"canned",2016,"HC"
"ANCHOVETA","P","VI",0,"canned",2016,"HC"
"BONITO","M","VI",0,"canned",2016,"HC"
"BONITO","P","VI",0,"canned",2016,"HC"
"CABALLA","M","VI",0,"canned",2016,"HC"
"CABALLA","P","VI",0,"canned",2016,"HC"
"JUREL","M","VI",0,"canned",2016,"HC"
"JUREL","P","VI",0,"canned",2016,"HC"
"ABALON ROJO","M","VI",0,"canned",2016,"HC"
"ABALON ROJO","P","VI",0,"canned",2016,"HC"
"ALMEJA","M","VI",0,"canned",2016,"HC"
"ALMEJA","P","VI",0,"canned",2016,"HC"
"CARACOL LOCATE","M","VI",0,"canned",2016,"HC"
"CARACOL LOCATE","P","VI",0,"canned",2016,"HC"
"CARACOL PALO PALO","M","VI",0,"canned",2016,"HC"
"CARACOL PALO PALO","P","VI",0,"canned",2016,"HC"
"CARACOL TRUMULCO","M","VI",0,"canned",2016,"HC"
"CARACOL TRUMULCO","P","VI",0,"canned",2016,"HC"
"CHOLGA","M","VI",0,"canned",2016,"HC"
"CHOLGA","P","VI",0,"canned",2016,"HC"
"CHORITO","M","VI",0,"canned",2016,"HC"
"CHORITO","P","VI",0,"canned",2016,"HC"
"CULENGUE","M","VI",0,"canned",2016,"HC"
"CULENGUE","P","VI",0,"canned",2016,"HC"
"HUEPO O NAVAJA DE MAR","M","VI",0,"canned",2016,"HC"
"HUEPO O NAVAJA DE MAR","P","VI",0,"canned",2016,"HC"
"JIBIA O CALAMAR ROJO","M","VI",0,"canned",2016,"HC"
"JIBIA O CALAMAR ROJO","P","VI",0,"canned",2016,"HC"
"LAPA NEGRA","M","VI",0,"canned",2016,"HC"
"LAPA NEGRA","P","VI",0,"canned",2016,"HC"
"LOCO","M","VI",0,"canned",2016,"HC"
"LOCO","P","VI",0,"canned",2016,"HC"
"MACHA","M","VI",0,"canned",2016,"HC"
"MACHA","P","VI",0,"canned",2016,"HC"
"NAVAJUELA","M","VI",0,"canned",2016,"HC"
"NAVAJUELA","P","VI",0,"canned",2016,"HC"
"OSTRA DEL PACIFICO","M","VI",0,"canned",2016,"HC"
"OSTRA DEL PACIFICO","P","VI",0,"canned",2016,"HC"
"PULPO DEL NORTE","M","VI",0,"canned",2016,"HC"
"PULPO DEL NORTE","P","VI",0,"canned",2016,"HC"
"PULPO DEL SUR","M","VI",0,"canned",2016,"HC"
"PULPO DEL SUR","P","VI",0,"canned",2016,"HC"
"TAQUILLA","M","VI",0,"canned",2016,"HC"
"TAQUILLA","P","VI",0,"canned",2016,"HC"
"CENTOLLA","M","VI",0,"canned",2016,"HC"
"CENTOLLA","P","VI",0,"canned",2016,"HC"
"CENTOLLON","M","VI",0,"canned",2016,"HC"
"CENTOLLON","P","VI",0,"canned",2016,"HC"
"JAIBA MARMOLA","M","VI",0,"canned",2016,"HC"
"JAIBA MARMOLA","P","VI",0,"canned",2016,"HC"
"ERIZO","M","VI",0,"canned",2016,"HC"
"ERIZO","P","VI",0,"canned",2016,"HC"
"ANCHOVETA","M","VII",0,"canned",2016,"HC"
"ANCHOVETA","P","VII",0,"canned",2016,"HC"
"BONITO","M","VII",0,"canned",2016,"HC"
"BONITO","P","VII",0,"canned",2016,"HC"
"CABALLA","M","VII",0,"canned",2016,"HC"
"CABALLA","P","VII",0,"canned",2016,"HC"
"JUREL","M","VII",0,"canned",2016,"HC"
"JUREL","P","VII",0,"canned",2016,"HC"
"ABALON ROJO","M","VII",0,"canned",2016,"HC"
"ABALON ROJO","P","VII",0,"canned",2016,"HC"
"ALMEJA","M","VII",0,"canned",2016,"HC"
"ALMEJA","P","VII",0,"canned",2016,"HC"
"CARACOL LOCATE","M","VII",0,"canned",2016,"HC"
"CARACOL LOCATE","P","VII",0,"canned",2016,"HC"
"CARACOL PALO PALO","M","VII",0,"canned",2016,"HC"
"CARACOL PALO PALO","P","VII",0,"canned",2016,"HC"
"CARACOL TRUMULCO","M","VII",0,"canned",2016,"HC"
"CARACOL TRUMULCO","P","VII",0,"canned",2016,"HC"
"CHOLGA","M","VII",0,"canned",2016,"HC"
"CHOLGA","P","VII",0,"canned",2016,"HC"
"CHORITO","M","VII",0,"canned",2016,"HC"
"CHORITO","P","VII",0,"canned",2016,"HC"
"CULENGUE","M","VII",0,"canned",2016,"HC"
"CULENGUE","P","VII",0,"canned",2016,"HC"
"HUEPO O NAVAJA DE MAR","M","VII",0,"canned",2016,"HC"
"HUEPO O NAVAJA DE MAR","P","VII",0,"canned",2016,"HC"
"JIBIA O CALAMAR ROJO","M","VII",0,"canned",2016,"HC"
"JIBIA O CALAMAR ROJO","P","VII",0,"canned",2016,"HC"
"LAPA NEGRA","M","VII",0,"canned",2016,"HC"
"LAPA NEGRA","P","VII",0,"canned",2016,"HC"
"LOCO","M","VII",0,"canned",2016,"HC"
"LOCO","P","VII",0,"canned",2016,"HC"
"MACHA","M","VII",0,"canned",2016,"HC"
"MACHA","P","VII",0,"canned",2016,"HC"
"NAVAJUELA","M","VII",0,"canned",2016,"HC"
"NAVAJUELA","P","VII",0,"canned",2016,"HC"
"OSTRA DEL PACIFICO","M","VII",0,"canned",2016,"HC"
"OSTRA DEL PACIFICO","P","VII",0,"canned",2016,"HC"
"PULPO DEL NORTE","M","VII",0,"canned",2016,"HC"
"PULPO DEL NORTE","P","VII",0,"canned",2016,"HC"
"PULPO DEL SUR","M","VII",0,"canned",2016,"HC"
"PULPO DEL SUR","P","VII",0,"canned",2016,"HC"
"TAQUILLA","M","VII",0,"canned",2016,"HC"
"TAQUILLA","P","VII",0,"canned",2016,"HC"
"CENTOLLA","M","VII",0,"canned",2016,"HC"
"CENTOLLA","P","VII",0,"canned",2016,"HC"
"CENTOLLON","M","VII",0,"canned",2016,"HC"
"CENTOLLON","P","VII",0,"canned",2016,"HC"
"JAIBA MARMOLA","M","VII",0,"canned",2016,"HC"
"JAIBA MARMOLA","P","VII",0,"canned",2016,"HC"
"ERIZO","M","VII",0,"canned",2016,"HC"
"ERIZO","P","VII",0,"canned",2016,"HC"
"ANCHOVETA","M","VIII",0,"canned",2016,"HC"
"ANCHOVETA","P","VIII",0,"canned",2016,"HC"
"BONITO","M","VIII",0,"canned",2016,"HC"
"BONITO","P","VIII",0,"canned",2016,"HC"
"CABALLA","M","VIII",1610,"canned",2016,"HC"
"CABALLA","P","VIII",1572,"canned",2016,"HC"
"JUREL","M","VIII",34340,"canned",2016,"HC"
"JUREL","P","VIII",33979,"canned",2016,"HC"
"ABALON ROJO","M","VIII",79,"canned",2016,"HC"
"ABALON ROJO","P","VIII",40,"canned",2016,"HC"
"ALMEJA","M","VIII",584,"canned",2016,"HC"
"ALMEJA","P","VIII",107,"canned",2016,"HC"
"CARACOL LOCATE","M","VIII",0,"canned",2016,"HC"
"CARACOL LOCATE","P","VIII",0,"canned",2016,"HC"
"CARACOL PALO PALO","M","VIII",0,"canned",2016,"HC"
"CARACOL PALO PALO","P","VIII",0,"canned",2016,"HC"
"CARACOL TRUMULCO","M","VIII",144,"canned",2016,"HC"
"CARACOL TRUMULCO","P","VIII",49,"canned",2016,"HC"
"CHOLGA","M","VIII",0,"canned",2016,"HC"
"CHOLGA","P","VIII",0,"canned",2016,"HC"
"CHORITO","M","VIII",0,"canned",2016,"HC"
"CHORITO","P","VIII",0,"canned",2016,"HC"
"CULENGUE","M","VIII",11,"canned",2016,"HC"
"CULENGUE","P","VIII",4,"canned",2016,"HC"
"HUEPO O NAVAJA DE MAR","M","VIII",596,"canned",2016,"HC"
"HUEPO O NAVAJA DE MAR","P","VIII",269,"canned",2016,"HC"
"JIBIA O CALAMAR ROJO","M","VIII",5,"canned",2016,"HC"
"JIBIA O CALAMAR ROJO","P","VIII",3,"canned",2016,"HC"
"LAPA NEGRA","M","VIII",0,"canned",2016,"HC"
"LAPA NEGRA","P","VIII",0,"canned",2016,"HC"
"LOCO","M","VIII",235,"canned",2016,"HC"
"LOCO","P","VIII",107,"canned",2016,"HC"
"MACHA","M","VIII",12,"canned",2016,"HC"
"MACHA","P","VIII",4,"canned",2016,"HC"
"NAVAJUELA","M","VIII",763,"canned",2016,"HC"
"NAVAJUELA","P","VIII",386,"canned",2016,"HC"
"OSTRA DEL PACIFICO","M","VIII",0,"canned",2016,"HC"
"OSTRA DEL PACIFICO","P","VIII",0,"canned",2016,"HC"
"PULPO DEL NORTE","M","VIII",0,"canned",2016,"HC"
"PULPO DEL NORTE","P","VIII",0,"canned",2016,"HC"
"PULPO DEL SUR","M","VIII",7,"canned",2016,"HC"
"PULPO DEL SUR","P","VIII",1,"canned",2016,"HC"
"TAQUILLA","M","VIII",771,"canned",2016,"HC"
"TAQUILLA","P","VIII",153,"canned",2016,"HC"
"CENTOLLA","M","VIII",0,"canned",2016,"HC"
"CENTOLLA","P","VIII",0,"canned",2016,"HC"
"CENTOLLON","M","VIII",0,"canned",2016,"HC"
"CENTOLLON","P","VIII",0,"canned",2016,"HC"
"JAIBA MARMOLA","M","VIII",0,"canned",2016,"HC"
"JAIBA MARMOLA","P","VIII",0,"canned",2016,"HC"
"ERIZO","M","VIII",204,"canned",2016,"HC"
"ERIZO","P","VIII",31,"canned",2016,"HC"
"ANCHOVETA","M","IX",0,"canned",2016,"HC"
"ANCHOVETA","P","IX",0,"canned",2016,"HC"
"BONITO","M","IX",0,"canned",2016,"HC"
"BONITO","P","IX",0,"canned",2016,"HC"
"CABALLA","M","IX",0,"canned",2016,"HC"
"CABALLA","P","IX",0,"canned",2016,"HC"
"JUREL","M","IX",0,"canned",2016,"HC"
"JUREL","P","IX",0,"canned",2016,"HC"
"ABALON ROJO","M","IX",0,"canned",2016,"HC"
"ABALON ROJO","P","IX",0,"canned",2016,"HC"
"ALMEJA","M","IX",0,"canned",2016,"HC"
"ALMEJA","P","IX",0,"canned",2016,"HC"
"CARACOL LOCATE","M","IX",0,"canned",2016,"HC"
"CARACOL LOCATE","P","IX",0,"canned",2016,"HC"
"CARACOL PALO PALO","M","IX",0,"canned",2016,"HC"
"CARACOL PALO PALO","P","IX",0,"canned",2016,"HC"
"CARACOL TRUMULCO","M","IX",0,"canned",2016,"HC"
"CARACOL TRUMULCO","P","IX",0,"canned",2016,"HC"
"CHOLGA","M","IX",0,"canned",2016,"HC"
"CHOLGA","P","IX",0,"canned",2016,"HC"
"CHORITO","M","IX",0,"canned",2016,"HC"
"CHORITO","P","IX",0,"canned",2016,"HC"
"CULENGUE","M","IX",0,"canned",2016,"HC"
"CULENGUE","P","IX",0,"canned",2016,"HC"
"HUEPO O NAVAJA DE MAR","M","IX",0,"canned",2016,"HC"
"HUEPO O NAVAJA DE MAR","P","IX",0,"canned",2016,"HC"
"JIBIA O CALAMAR ROJO","M","IX",0,"canned",2016,"HC"
"JIBIA O CALAMAR ROJO","P","IX",0,"canned",2016,"HC"
"LAPA NEGRA","M","IX",0,"canned",2016,"HC"
"LAPA NEGRA","P","IX",0,"canned",2016,"HC"
"LOCO","M","IX",0,"canned",2016,"HC"
"LOCO","P","IX",0,"canned",2016,"HC"
"MACHA","M","IX",0,"canned",2016,"HC"
"MACHA","P","IX",0,"canned",2016,"HC"
"NAVAJUELA","M","IX",0,"canned",2016,"HC"
"NAVAJUELA","P","IX",0,"canned",2016,"HC"
"OSTRA DEL PACIFICO","M","IX",0,"canned",2016,"HC"
"OSTRA DEL PACIFICO","P","IX",0,"canned",2016,"HC"
"PULPO DEL NORTE","M","IX",0,"canned",2016,"HC"
"PULPO DEL NORTE","P","IX",0,"canned",2016,"HC"
"PULPO DEL SUR","M","IX",0,"canned",2016,"HC"
"PULPO DEL SUR","P","IX",0,"canned",2016,"HC"
"TAQUILLA","M","IX",0,"canned",2016,"HC"
"TAQUILLA","P","IX",0,"canned",2016,"HC"
"CENTOLLA","M","IX",0,"canned",2016,"HC"
"CENTOLLA","P","IX",0,"canned",2016,"HC"
"CENTOLLON","M","IX",0,"canned",2016,"HC"
"CENTOLLON","P","IX",0,"canned",2016,"HC"
"JAIBA MARMOLA","M","IX",0,"canned",2016,"HC"
"JAIBA MARMOLA","P","IX",0,"canned",2016,"HC"
"ERIZO","M","IX",0,"canned",2016,"HC"
"ERIZO","P","IX",0,"canned",2016,"HC"
"ANCHOVETA","M","XIV",0,"canned",2016,"HC"
"ANCHOVETA","P","XIV",0,"canned",2016,"HC"
"BONITO","M","XIV",0,"canned",2016,"HC"
"BONITO","P","XIV",0,"canned",2016,"HC"
"CABALLA","M","XIV",0,"canned",2016,"HC"
"CABALLA","P","XIV",0,"canned",2016,"HC"
"JUREL","M","XIV",0,"canned",2016,"HC"
"JUREL","P","XIV",0,"canned",2016,"HC"
"ABALON ROJO","M","XIV",0,"canned",2016,"HC"
"ABALON ROJO","P","XIV",0,"canned",2016,"HC"
"ALMEJA","M","XIV",0,"canned",2016,"HC"
"ALMEJA","P","XIV",0,"canned",2016,"HC"
"CARACOL LOCATE","M","XIV",0,"canned",2016,"HC"
"CARACOL LOCATE","P","XIV",0,"canned",2016,"HC"
"CARACOL PALO PALO","M","XIV",0,"canned",2016,"HC"
