"chl_name","m_p","region","tons","product","year","use"
"AGUJILLA","M","XV",0,"oil",2013,"NHC"
"AGUJILLA","P","XV",0,"oil",2013,"NHC"
"ANCHOVETA","M","XV",0,"oil",2013,"NHC"
"ANCHOVETA","P","XV",1340,"oil",2013,"NHC"
"BACALADILLO O MOTE","M","XV",0,"oil",2013,"NHC"
"BACALADILLO O MOTE","P","XV",0,"oil",2013,"NHC"
"CABALLA","M","XV",0,"oil",2013,"NHC"
"CABALLA","P","XV",14,"oil",2013,"NHC"
"JUREL","M","XV",0,"oil",2013,"NHC"
"JUREL","P","XV",46,"oil",2013,"NHC"
"MACHUELO O TRITRE","M","XV",0,"oil",2013,"NHC"
"MACHUELO O TRITRE","P","XV",24,"oil",2013,"NHC"
"MERLUZA DE COLA","M","XV",0,"oil",2013,"NHC"
"MERLUZA DE COLA","P","XV",0,"oil",2013,"NHC"
"PAMPANITO","M","XV",0,"oil",2013,"NHC"
"PAMPANITO","P","XV",0,"oil",2013,"NHC"
"PESCADO NO CLASIFICADO","M","XV",0,"oil",2013,"NHC"
"PESCADO NO CLASIFICADO","P","XV",0,"oil",2013,"NHC"
"SARDINA AUSTRAL","M","XV",0,"oil",2013,"NHC"
"SARDINA AUSTRAL","P","XV",0,"oil",2013,"NHC"
"SARDINA COMUN","M","XV",0,"oil",2013,"NHC"
"SARDINA COMUN","P","XV",0,"oil",2013,"NHC"
"JIBIA O CALAMAR ROJO","M","XV",0,"oil",2013,"NHC"
"JIBIA O CALAMAR ROJO","P","XV",0,"oil",2013,"NHC"
"AGUJILLA","M","I",0,"oil",2013,"NHC"
"AGUJILLA","P","I",131,"oil",2013,"NHC"
"ANCHOVETA","M","I",0,"oil",2013,"NHC"
"ANCHOVETA","P","I",5540,"oil",2013,"NHC"
"BACALADILLO O MOTE","M","I",0,"oil",2013,"NHC"
"BACALADILLO O MOTE","P","I",7,"oil",2013,"NHC"
"CABALLA","M","I",0,"oil",2013,"NHC"
"CABALLA","P","I",80,"oil",2013,"NHC"
"JUREL","M","I",0,"oil",2013,"NHC"
"JUREL","P","I",115,"oil",2013,"NHC"
"MACHUELO O TRITRE","M","I",0,"oil",2013,"NHC"
"MACHUELO O TRITRE","P","I",0,"oil",2013,"NHC"
"MERLUZA DE COLA","M","I",0,"oil",2013,"NHC"
"MERLUZA DE COLA","P","I",0,"oil",2013,"NHC"
"PAMPANITO","M","I",0,"oil",2013,"NHC"
"PAMPANITO","P","I",0,"oil",2013,"NHC"
"PESCADO NO CLASIFICADO","M","I",0,"oil",2013,"NHC"
"PESCADO NO CLASIFICADO","P","I",0,"oil",2013,"NHC"
"SARDINA AUSTRAL","M","I",0,"oil",2013,"NHC"
"SARDINA AUSTRAL","P","I",0,"oil",2013,"NHC"
"SARDINA COMUN","M","I",0,"oil",2013,"NHC"
"SARDINA COMUN","P","I",0,"oil",2013,"NHC"
"JIBIA O CALAMAR ROJO","M","I",0,"oil",2013,"NHC"
"JIBIA O CALAMAR ROJO","P","I",0,"oil",2013,"NHC"
"AGUJILLA","M","II",0,"oil",2013,"NHC"
"AGUJILLA","P","II",2,"oil",2013,"NHC"
"ANCHOVETA","M","II",0,"oil",2013,"NHC"
"ANCHOVETA","P","II",2000,"oil",2013,"NHC"
"BACALADILLO O MOTE","M","II",0,"oil",2013,"NHC"
"BACALADILLO O MOTE","P","II",0,"oil",2013,"NHC"
"CABALLA","M","II",0,"oil",2013,"NHC"
"CABALLA","P","II",8,"oil",2013,"NHC"
"JUREL","M","II",0,"oil",2013,"NHC"
"JUREL","P","II",47,"oil",2013,"NHC"
"MACHUELO O TRITRE","M","II",0,"oil",2013,"NHC"
"MACHUELO O TRITRE","P","II",0,"oil",2013,"NHC"
"MERLUZA DE COLA","M","II",0,"oil",2013,"NHC"
"MERLUZA DE COLA","P","II",0,"oil",2013,"NHC"
"PAMPANITO","M","II",0,"oil",2013,"NHC"
"PAMPANITO","P","II",0,"oil",2013,"NHC"
"PESCADO NO CLASIFICADO","M","II",0,"oil",2013,"NHC"
"PESCADO NO CLASIFICADO","P","II",0,"oil",2013,"NHC"
"SARDINA AUSTRAL","M","II",0,"oil",2013,"NHC"
"SARDINA AUSTRAL","P","II",0,"oil",2013,"NHC"
"SARDINA COMUN","M","II",0,"oil",2013,"NHC"
"SARDINA COMUN","P","II",0,"oil",2013,"NHC"
"JIBIA O CALAMAR ROJO","M","II",0,"oil",2013,"NHC"
"JIBIA O CALAMAR ROJO","P","II",0,"oil",2013,"NHC"
"AGUJILLA","M","III",0,"oil",2013,"NHC"
"AGUJILLA","P","III",0,"oil",2013,"NHC"
"ANCHOVETA","M","III",0,"oil",2013,"NHC"
"ANCHOVETA","P","III",289,"oil",2013,"NHC"
"BACALADILLO O MOTE","M","III",0,"oil",2013,"NHC"
"BACALADILLO O MOTE","P","III",152,"oil",2013,"NHC"
"CABALLA","M","III",0,"oil",2013,"NHC"
"CABALLA","P","III",119,"oil",2013,"NHC"
"JUREL","M","III",0,"oil",2013,"NHC"
"JUREL","P","III",38,"oil",2013,"NHC"
"MACHUELO O TRITRE","M","III",0,"oil",2013,"NHC"
"MACHUELO O TRITRE","P","III",0,"oil",2013,"NHC"
"MERLUZA DE COLA","M","III",0,"oil",2013,"NHC"
"MERLUZA DE COLA","P","III",0,"oil",2013,"NHC"
"PAMPANITO","M","III",0,"oil",2013,"NHC"
"PAMPANITO","P","III",0,"oil",2013,"NHC"
"PESCADO NO CLASIFICADO","M","III",0,"oil",2013,"NHC"
"PESCADO NO CLASIFICADO","P","III",0,"oil",2013,"NHC"
"SARDINA AUSTRAL","M","III",0,"oil",2013,"NHC"
"SARDINA AUSTRAL","P","III",0,"oil",2013,"NHC"
"SARDINA COMUN","M","III",0,"oil",2013,"NHC"
"SARDINA COMUN","P","III",0,"oil",2013,"NHC"
"JIBIA O CALAMAR ROJO","M","III",0,"oil",2013,"NHC"
"JIBIA O CALAMAR ROJO","P","III",0,"oil",2013,"NHC"
"AGUJILLA","M","IV",0,"oil",2013,"NHC"
"AGUJILLA","P","IV",0,"oil",2013,"NHC"
"ANCHOVETA","M","IV",0,"oil",2013,"NHC"
"ANCHOVETA","P","IV",0,"oil",2013,"NHC"
"BACALADILLO O MOTE","M","IV",0,"oil",2013,"NHC"
"BACALADILLO O MOTE","P","IV",0,"oil",2013,"NHC"
"CABALLA","M","IV",0,"oil",2013,"NHC"
"CABALLA","P","IV",0,"oil",2013,"NHC"
"JUREL","M","IV",0,"oil",2013,"NHC"
"JUREL","P","IV",0,"oil",2013,"NHC"
"MACHUELO O TRITRE","M","IV",0,"oil",2013,"NHC"
"MACHUELO O TRITRE","P","IV",0,"oil",2013,"NHC"
"MERLUZA DE COLA","M","IV",0,"oil",2013,"NHC"
"MERLUZA DE COLA","P","IV",0,"oil",2013,"NHC"
"PAMPANITO","M","IV",0,"oil",2013,"NHC"
"PAMPANITO","P","IV",0,"oil",2013,"NHC"
"PESCADO NO CLASIFICADO","M","IV",0,"oil",2013,"NHC"
"PESCADO NO CLASIFICADO","P","IV",0,"oil",2013,"NHC"
"SARDINA AUSTRAL","M","IV",0,"oil",2013,"NHC"
"SARDINA AUSTRAL","P","IV",0,"oil",2013,"NHC"
"SARDINA COMUN","M","IV",0,"oil",2013,"NHC"
"SARDINA COMUN","P","IV",0,"oil",2013,"NHC"
"JIBIA O CALAMAR ROJO","M","IV",0,"oil",2013,"NHC"
"JIBIA O CALAMAR ROJO","P","IV",0,"oil",2013,"NHC"
"AGUJILLA","M","V",0,"oil",2013,"NHC"
"AGUJILLA","P","V",0,"oil",2013,"NHC"
"ANCHOVETA","M","V",0,"oil",2013,"NHC"
"ANCHOVETA","P","V",356,"oil",2013,"NHC"
"BACALADILLO O MOTE","M","V",0,"oil",2013,"NHC"
"BACALADILLO O MOTE","P","V",261,"oil",2013,"NHC"
"CABALLA","M","V",0,"oil",2013,"NHC"
"CABALLA","P","V",0,"oil",2013,"NHC"
"JUREL","M","V",0,"oil",2013,"NHC"
"JUREL","P","V",0,"oil",2013,"NHC"
"MACHUELO O TRITRE","M","V",0,"oil",2013,"NHC"
"MACHUELO O TRITRE","P","V",8,"oil",2013,"NHC"
"MERLUZA DE COLA","M","V",0,"oil",2013,"NHC"
"MERLUZA DE COLA","P","V",0,"oil",2013,"NHC"
"PAMPANITO","M","V",0,"oil",2013,"NHC"
"PAMPANITO","P","V",0,"oil",2013,"NHC"
"PESCADO NO CLASIFICADO","M","V",0,"oil",2013,"NHC"
"PESCADO NO CLASIFICADO","P","V",0,"oil",2013,"NHC"
"SARDINA AUSTRAL","M","V",0,"oil",2013,"NHC"
"SARDINA AUSTRAL","P","V",0,"oil",2013,"NHC"
"SARDINA COMUN","M","V",0,"oil",2013,"NHC"
"SARDINA COMUN","P","V",423,"oil",2013,"NHC"
"JIBIA O CALAMAR ROJO","M","V",0,"oil",2013,"NHC"
"JIBIA O CALAMAR ROJO","P","V",0,"oil",2013,"NHC"
"AGUJILLA","M","VI",0,"oil",2013,"NHC"
"AGUJILLA","P","VI",0,"oil",2013,"NHC"
"ANCHOVETA","M","VI",0,"oil",2013,"NHC"
"ANCHOVETA","P","VI",0,"oil",2013,"NHC"
"BACALADILLO O MOTE","M","VI",0,"oil",2013,"NHC"
"BACALADILLO O MOTE","P","VI",0,"oil",2013,"NHC"
"CABALLA","M","VI",0,"oil",2013,"NHC"
"CABALLA","P","VI",0,"oil",2013,"NHC"
"JUREL","M","VI",0,"oil",2013,"NHC"
"JUREL","P","VI",0,"oil",2013,"NHC"
"MACHUELO O TRITRE","M","VI",0,"oil",2013,"NHC"
"MACHUELO O TRITRE","P","VI",0,"oil",2013,"NHC"
"MERLUZA DE COLA","M","VI",0,"oil",2013,"NHC"
"MERLUZA DE COLA","P","VI",0,"oil",2013,"NHC"
"PAMPANITO","M","VI",0,"oil",2013,"NHC"
"PAMPANITO","P","VI",0,"oil",2013,"NHC"
"PESCADO NO CLASIFICADO","M","VI",0,"oil",2013,"NHC"
"PESCADO NO CLASIFICADO","P","VI",0,"oil",2013,"NHC"
"SARDINA AUSTRAL","M","VI",0,"oil",2013,"NHC"
"SARDINA AUSTRAL","P","VI",0,"oil",2013,"NHC"
"SARDINA COMUN","M","VI",0,"oil",2013,"NHC"
"SARDINA COMUN","P","VI",0,"oil",2013,"NHC"
"JIBIA O CALAMAR ROJO","M","VI",0,"oil",2013,"NHC"
"JIBIA O CALAMAR ROJO","P","VI",0,"oil",2013,"NHC"
"AGUJILLA","M","VII",0,"oil",2013,"NHC"
"AGUJILLA","P","VII",0,"oil",2013,"NHC"
"ANCHOVETA","M","VII",0,"oil",2013,"NHC"
"ANCHOVETA","P","VII",0,"oil",2013,"NHC"
"BACALADILLO O MOTE","M","VII",0,"oil",2013,"NHC"
"BACALADILLO O MOTE","P","VII",0,"oil",2013,"NHC"
"CABALLA","M","VII",0,"oil",2013,"NHC"
"CABALLA","P","VII",0,"oil",2013,"NHC"
"JUREL","M","VII",0,"oil",2013,"NHC"
"JUREL","P","VII",0,"oil",2013,"NHC"
"MACHUELO O TRITRE","M","VII",0,"oil",2013,"NHC"
"MACHUELO O TRITRE","P","VII",0,"oil",2013,"NHC"
"MERLUZA DE COLA","M","VII",0,"oil",2013,"NHC"
"MERLUZA DE COLA","P","VII",0,"oil",2013,"NHC"
"PAMPANITO","M","VII",0,"oil",2013,"NHC"
"PAMPANITO","P","VII",0,"oil",2013,"NHC"
"PESCADO NO CLASIFICADO","M","VII",0,"oil",2013,"NHC"
"PESCADO NO CLASIFICADO","P","VII",0,"oil",2013,"NHC"
"SARDINA AUSTRAL","M","VII",0,"oil",2013,"NHC"
"SARDINA AUSTRAL","P","VII",0,"oil",2013,"NHC"
"SARDINA COMUN","M","VII",0,"oil",2013,"NHC"
"SARDINA COMUN","P","VII",0,"oil",2013,"NHC"
"JIBIA O CALAMAR ROJO","M","VII",0,"oil",2013,"NHC"
"JIBIA O CALAMAR ROJO","P","VII",0,"oil",2013,"NHC"
"AGUJILLA","M","VIII",0,"oil",2013,"NHC"
"AGUJILLA","P","VIII",0,"oil",2013,"NHC"
"ANCHOVETA","M","VIII",0,"oil",2013,"NHC"
"ANCHOVETA","P","VIII",2378,"oil",2013,"NHC"
"BACALADILLO O MOTE","M","VIII",0,"oil",2013,"NHC"
"BACALADILLO O MOTE","P","VIII",1724,"oil",2013,"NHC"
"CABALLA","M","VIII",0,"oil",2013,"NHC"
"CABALLA","P","VIII",309,"oil",2013,"NHC"
"JUREL","M","VIII",0,"oil",2013,"NHC"
"JUREL","P","VIII",1615,"oil",2013,"NHC"
"MACHUELO O TRITRE","M","VIII",0,"oil",2013,"NHC"
"MACHUELO O TRITRE","P","VIII",142,"oil",2013,"NHC"
"MERLUZA DE COLA","M","VIII",0,"oil",2013,"NHC"
"MERLUZA DE COLA","P","VIII",129,"oil",2013,"NHC"
"PAMPANITO","M","VIII",0,"oil",2013,"NHC"
"PAMPANITO","P","VIII",65,"oil",2013,"NHC"
"PESCADO NO CLASIFICADO","M","VIII",0,"oil",2013,"NHC"
"PESCADO NO CLASIFICADO","P","VIII",3,"oil",2013,"NHC"
"SARDINA AUSTRAL","M","VIII",0,"oil",2013,"NHC"
"SARDINA AUSTRAL","P","VIII",0,"oil",2013,"NHC"
"SARDINA COMUN","M","VIII",0,"oil",2013,"NHC"
"SARDINA COMUN","P","VIII",12079,"oil",2013,"NHC"
"JIBIA O CALAMAR ROJO","M","VIII",0,"oil",2013,"NHC"
"JIBIA O CALAMAR ROJO","P","VIII",76,"oil",2013,"NHC"
"AGUJILLA","M","IX",0,"oil",2013,"NHC"
"AGUJILLA","P","IX",0,"oil",2013,"NHC"
"ANCHOVETA","M","IX",0,"oil",2013,"NHC"
"ANCHOVETA","P","IX",0,"oil",2013,"NHC"
"BACALADILLO O MOTE","M","IX",0,"oil",2013,"NHC"
"BACALADILLO O MOTE","P","IX",0,"oil",2013,"NHC"
"CABALLA","M","IX",0,"oil",2013,"NHC"
"CABALLA","P","IX",0,"oil",2013,"NHC"
"JUREL","M","IX",0,"oil",2013,"NHC"
"JUREL","P","IX",0,"oil",2013,"NHC"
"MACHUELO O TRITRE","M","IX",0,"oil",2013,"NHC"
"MACHUELO O TRITRE","P","IX",0,"oil",2013,"NHC"
"MERLUZA DE COLA","M","IX",0,"oil",2013,"NHC"
"MERLUZA DE COLA","P","IX",0,"oil",2013,"NHC"
"PAMPANITO","M","IX",0,"oil",2013,"NHC"
"PAMPANITO","P","IX",0,"oil",2013,"NHC"
"PESCADO NO CLASIFICADO","M","IX",0,"oil",2013,"NHC"
"PESCADO NO CLASIFICADO","P","IX",0,"oil",2013,"NHC"
"SARDINA AUSTRAL","M","IX",0,"oil",2013,"NHC"
"SARDINA AUSTRAL","P","IX",0,"oil",2013,"NHC"
"SARDINA COMUN","M","IX",0,"oil",2013,"NHC"
"SARDINA COMUN","P","IX",0,"oil",2013,"NHC"
"JIBIA O CALAMAR ROJO","M","IX",0,"oil",2013,"NHC"
"JIBIA O CALAMAR ROJO","P","IX",0,"oil",2013,"NHC"
"AGUJILLA","M","XIV",0,"oil",2013,"NHC"
"AGUJILLA","P","XIV",0,"oil",2013,"NHC"
"ANCHOVETA","M","XIV",0,"oil",2013,"NHC"
"ANCHOVETA","P","XIV",284,"oil",2013,"NHC"
"BACALADILLO O MOTE","M","XIV",0,"oil",2013,"NHC"
"BACALADILLO O MOTE","P","XIV",619,"oil",2013,"NHC"
"CABALLA","M","XIV",0,"oil",2013,"NHC"
"CABALLA","P","XIV",0,"oil",2013,"NHC"
"JUREL","M","XIV",0,"oil",2013,"NHC"
"JUREL","P","XIV",0,"oil",2013,"NHC"
"MACHUELO O TRITRE","M","XIV",0,"oil",2013,"NHC"
"MACHUELO O TRITRE","P","XIV",0,"oil",2013,"NHC"
"MERLUZA DE COLA","M","XIV",0,"oil",2013,"NHC"
"MERLUZA DE COLA","P","XIV",0,"oil",2013,"NHC"
"PAMPANITO","M","XIV",0,"oil",2013,"NHC"
"PAMPANITO","P","XIV",57,"oil",2013,"NHC"
"PESCADO NO CLASIFICADO","M","XIV",0,"oil",2013,"NHC"
"PESCADO NO CLASIFICADO","P","XIV",0,"oil",2013,"NHC"
"SARDINA AUSTRAL","M","XIV",0,"oil",2013,"NHC"
"SARDINA AUSTRAL","P","XIV",0,"oil",2013,"NHC"
"SARDINA COMUN","M","XIV",0,"oil",2013,"NHC"
"SARDINA COMUN","P","XIV",4454,"oil",2013,"NHC"
"JIBIA O CALAMAR ROJO","M","XIV",0,"oil",2013,"NHC"
"JIBIA O CALAMAR ROJO","P","XIV",0,"oil",2013,"NHC"
"AGUJILLA","M","X",0,"oil",2013,"NHC"
"AGUJILLA","P","X",0,"oil",2013,"NHC"
"ANCHOVETA","M","X",0,"oil",2013,"NHC"
"ANCHOVETA","P","X",26,"oil",2013,"NHC"
"BACALADILLO O MOTE","M","X",0,"oil",2013,"NHC"
"BACALADILLO O MOTE","P","X",6,"oil",2013,"NHC"
"CABALLA","M","X",0,"oil",2013,"NHC"
"CABALLA","P","X",0,"oil",2013,"NHC"
"JUREL","M","X",0,"oil",2013,"NHC"
"JUREL","P","X",1,"oil",2013,"NHC"
"MACHUELO O TRITRE","M","X",0,"oil",2013,"NHC"
"MACHUELO O TRITRE","P","X",0,"oil",2013,"NHC"
"MERLUZA DE COLA","M","X",0,"oil",2013,"NHC"
"MERLUZA DE COLA","P","X",0,"oil",2013,"NHC"
"PAMPANITO","M","X",0,"oil",2013,"NHC"
"PAMPANITO","P","X",0,"oil",2013,"NHC"
"PESCADO NO CLASIFICADO","M","X",0,"oil",2013,"NHC"
"PESCADO NO CLASIFICADO","P","X",0,"oil",2013,"NHC"
"SARDINA AUSTRAL","M","X",0,"oil",2013,"NHC"
"SARDINA AUSTRAL","P","X",2610,"oil",2013,"NHC"
"SARDINA COMUN","M","X",0,"oil",2013,"NHC"
"SARDINA COMUN","P","X",607,"oil",2013,"NHC"
"JIBIA O CALAMAR ROJO","M","X",0,"oil",2013,"NHC"
"JIBIA O CALAMAR ROJO","P","X",0,"oil",2013,"NHC"
"AGUJILLA","M","XI",0,"oil",2013,"NHC"
"AGUJILLA","P","XI",0,"oil",2013,"NHC"
"ANCHOVETA","M","XI",0,"oil",2013,"NHC"
"ANCHOVETA","P","XI",0,"oil",2013,"NHC"
"BACALADILLO O MOTE","M","XI",0,"oil",2013,"NHC"
"BACALADILLO O MOTE","P","XI",0,"oil",2013,"NHC"
"CABALLA","M","XI",0,"oil",2013,"NHC"
"CABALLA","P","XI",0,"oil",2013,"NHC"
"JUREL","M","XI",0,"oil",2013,"NHC"
"JUREL","P","XI",0,"oil",2013,"NHC"
"MACHUELO O TRITRE","M","XI",0,"oil",2013,"NHC"
"MACHUELO O TRITRE","P","XI",0,"oil",2013,"NHC"
"MERLUZA DE COLA","M","XI",0,"oil",2013,"NHC"
"MERLUZA DE COLA","P","XI",0,"oil",2013,"NHC"
"PAMPANITO","M","XI",0,"oil",2013,"NHC"
"PAMPANITO","P","XI",0,"oil",2013,"NHC"
"PESCADO NO CLASIFICADO","M","XI",0,"oil",2013,"NHC"
"PESCADO NO CLASIFICADO","P","XI",0,"oil",2013,"NHC"
"SARDINA AUSTRAL","M","XI",0,"oil",2013,"NHC"
"SARDINA AUSTRAL","P","XI",0,"oil",2013,"NHC"
"SARDINA COMUN","M","XI",0,"oil",2013,"NHC"
"SARDINA COMUN","P","XI",0,"oil",2013,"NHC"
"JIBIA O CALAMAR ROJO","M","XI",0,"oil",2013,"NHC"
"JIBIA O CALAMAR ROJO","P","XI",0,"oil",2013,"NHC"
"AGUJILLA","M","XII",0,"oil",2013,"NHC"
"AGUJILLA","P","XII",0,"oil",2013,"NHC"
"ANCHOVETA","M","XII",0,"oil",2013,"NHC"
"ANCHOVETA","P","XII",0,"oil",2013,"NHC"
"BACALADILLO O MOTE","M","XII",0,"oil",2013,"NHC"
"BACALADILLO O MOTE","P","XII",0,"oil",2013,"NHC"
"CABALLA","M","XII",0,"oil",2013,"NHC"
"CABALLA","P","XII",0,"oil",2013,"NHC"
"JUREL","M","XII",0,"oil",2013,"NHC"
"JUREL","P","XII",0,"oil",2013,"NHC"
"MACHUELO O TRITRE","M","XII",0,"oil",2013,"NHC"
"MACHUELO O TRITRE","P","XII",0,"oil",2013,"NHC"
"MERLUZA DE COLA","M","XII",0,"oil",2013,"NHC"
"MERLUZA DE COLA","P","XII",0,"oil",2013,"NHC"
"PAMPANITO","M","XII",0,"oil",2013,"NHC"
"PAMPANITO","P","XII",0,"oil",2013,"NHC"
"PESCADO NO CLASIFICADO","M","XII",0,"oil",2013,"NHC"
"PESCADO NO CLASIFICADO","P","XII",0,"oil",2013,"NHC"
"SARDINA AUSTRAL","M","XII",0,"oil",2013,"NHC"
"SARDINA AUSTRAL","P","XII",0,"oil",2013,"NHC"
"SARDINA COMUN","M","XII",0,"oil",2013,"NHC"
"SARDINA COMUN","P","XII",0,"oil",2013,"NHC"
"JIBIA O CALAMAR ROJO","M","XII",0,"oil",2013,"NHC"
"JIBIA O CALAMAR ROJO","P","XII",0,"oil",2013,"NHC"
"AGUJILLA","M","RM",0,"oil",2013,"NHC"
"AGUJILLA","P","RM",0,"oil",2013,"NHC"
"ANCHOVETA","M","RM",0,"oil",2013,"NHC"
"ANCHOVETA","P","RM",0,"oil",2013,"NHC"
"BACALADILLO O MOTE","M","RM",0,"oil",2013,"NHC"
"BACALADILLO O MOTE","P","RM",0,"oil",2013,"NHC"
"CABALLA","M","RM",0,"oil",2013,"NHC"
"CABALLA","P","RM",0,"oil",2013,"NHC"
"JUREL","M","RM",0,"oil",2013,"NHC"
"JUREL","P","RM",0,"oil",2013,"NHC"
"MACHUELO O TRITRE","M","RM",0,"oil",2013,"NHC"
"MACHUELO O TRITRE","P","RM",0,"oil",2013,"NHC"
"MERLUZA DE COLA","M","RM",0,"oil",2013,"NHC"
"MERLUZA DE COLA","P","RM",0,"oil",2013,"NHC"
"PAMPANITO","M","RM",0,"oil",2013,"NHC"
"PAMPANITO","P","RM",0,"oil",2013,"NHC"
"PESCADO NO CLASIFICADO","M","RM",0,"oil",2013,"NHC"
"PESCADO NO CLASIFICADO","P","RM",0,"oil",2013,"NHC"
"SARDINA AUSTRAL","M","RM",0,"oil",2013,"NHC"
"SARDINA AUSTRAL","P","RM",0,"oil",2013,"NHC"
"SARDINA COMUN","M","RM",0,"oil",2013,"NHC"
"SARDINA COMUN","P","RM",0,"oil",2013,"NHC"
"JIBIA O CALAMAR ROJO","M","RM",0,"oil",2013,"NHC"
"JIBIA O CALAMAR ROJO","P","RM",0,"oil",2013,"NHC"
"AGUJILLA","M","XV",0,"oil",2014,"NHC"
"AGUJILLA","P","XV",0,"oil",2014,"NHC"
"ANCHOVETA","M","XV",0,"oil",2014,"NHC"
"ANCHOVETA","P","XV",3886,"oil",2014,"NHC"
"BACALADILLO O MOTE","M","XV",0,"oil",2014,"NHC"
"BACALADILLO O MOTE","P","XV",0,"oil",2014,"NHC"
"CABALLA","M","XV",0,"oil",2014,"NHC"
"CABALLA","P","XV",8,"oil",2014,"NHC"
"JUREL","M","XV",0,"oil",2014,"NHC"
"JUREL","P","XV",29,"oil",2014,"NHC"
"MACHUELO O TRITRE","M","XV",0,"oil",2014,"NHC"
"MACHUELO O TRITRE","P","XV",20,"oil",2014,"NHC"
"MERLUZA DE COLA","M","XV",0,"oil",2014,"NHC"
"MERLUZA DE COLA","P","XV",0,"oil",2014,"NHC"
"PAMPANITO","M","XV",0,"oil",2014,"NHC"
"PAMPANITO","P","XV",0,"oil",2014,"NHC"
"PEJERREY DE MAR","M","XV",0,"oil",2014,"NHC"
"PEJERREY DE MAR","P","XV",0,"oil",2014,"NHC"
"PESCADO NO CLASIFICADO","M","XV",0,"oil",2014,"NHC"
"PESCADO NO CLASIFICADO","P","XV",0,"oil",2014,"NHC"
"REINETA","M","XV",0,"oil",2014,"NHC"
"REINETA","P","XV",0,"oil",2014,"NHC"
"SARDINA AUSTRAL","M","XV",0,"oil",2014,"NHC"
"SARDINA AUSTRAL","P","XV",0,"oil",2014,"NHC"
"SARDINA COMUN","M","XV",0,"oil",2014,"NHC"
"SARDINA COMUN","P","XV",0,"oil",2014,"NHC"
"CALAMAR","M","XV",0,"oil",2014,"NHC"
"CALAMAR","P","XV",0,"oil",2014,"NHC"
"JIBIA O CALAMAR ROJO","M","XV",0,"oil",2014,"NHC"
"JIBIA O CALAMAR ROJO","P","XV",0,"oil",2014,"NHC"
"LANGOSTINO COLORADO","M","XV",0,"oil",2014,"NHC"
"LANGOSTINO COLORADO","P","XV",0,"oil",2014,"NHC"
"LANGOSTINO ENANO","M","XV",0,"oil",2014,"NHC"
"LANGOSTINO ENANO","P","XV",0,"oil",2014,"NHC"
"AGUJILLA","M","I",0,"oil",2014,"NHC"
"AGUJILLA","P","I",6,"oil",2014,"NHC"
"ANCHOVETA","M","I",0,"oil",2014,"NHC"
"ANCHOVETA","P","I",6845,"oil",2014,"NHC"
"BACALADILLO O MOTE","M","I",0,"oil",2014,"NHC"
"BACALADILLO O MOTE","P","I",0,"oil",2014,"NHC"
"CABALLA","M","I",0,"oil",2014,"NHC"
"CABALLA","P","I",128,"oil",2014,"NHC"
"JUREL","M","I",0,"oil",2014,"NHC"
"JUREL","P","I",357,"oil",2014,"NHC"
"MACHUELO O TRITRE","M","I",0,"oil",2014,"NHC"
"MACHUELO O TRITRE","P","I",0,"oil",2014,"NHC"
"MERLUZA DE COLA","M","I",0,"oil",2014,"NHC"
"MERLUZA DE COLA","P","I",0,"oil",2014,"NHC"
"PAMPANITO","M","I",0,"oil",2014,"NHC"
"PAMPANITO","P","I",0,"oil",2014,"NHC"
"PEJERREY DE MAR","M","I",0,"oil",2014,"NHC"
"PEJERREY DE MAR","P","I",0,"oil",2014,"NHC"
"PESCADO NO CLASIFICADO","M","I",0,"oil",2014,"NHC"
"PESCADO NO CLASIFICADO","P","I",0,"oil",2014,"NHC"
"REINETA","M","I",0,"oil",2014,"NHC"
"REINETA","P","I",0,"oil",2014,"NHC"
"SARDINA AUSTRAL","M","I",0,"oil",2014,"NHC"
"SARDINA AUSTRAL","P","I",0,"oil",2014,"NHC"
"SARDINA COMUN","M","I",0,"oil",2014,"NHC"
"SARDINA COMUN","P","I",0,"oil",2014,"NHC"
"CALAMAR","M","I",0,"oil",2014,"NHC"
"CALAMAR","P","I",0,"oil",2014,"NHC"
"JIBIA O CALAMAR ROJO","M","I",0,"oil",2014,"NHC"
"JIBIA O CALAMAR ROJO","P","I",2,"oil",2014,"NHC"
"LANGOSTINO COLORADO","M","I",0,"oil",2014,"NHC"
"LANGOSTINO COLORADO","P","I",0,"oil",2014,"NHC"
"LANGOSTINO ENANO","M","I",0,"oil",2014,"NHC"
"LANGOSTINO ENANO","P","I",3,"oil",2014,"NHC"
"AGUJILLA","M","II",0,"oil",2014,"NHC"
"AGUJILLA","P","II",0,"oil",2014,"NHC"
"ANCHOVETA","M","II",0,"oil",2014,"NHC"
"ANCHOVETA","P","II",1241,"oil",2014,"NHC"
"BACALADILLO O MOTE","M","II",0,"oil",2014,"NHC"
"BACALADILLO O MOTE","P","II",0,"oil",2014,"NHC"
"CABALLA","M","II",0,"oil",2014,"NHC"
"CABALLA","P","II",19,"oil",2014,"NHC"
"JUREL","M","II",0,"oil",2014,"NHC"
"JUREL","P","II",48,"oil",2014,"NHC"
"MACHUELO O TRITRE","M","II",0,"oil",2014,"NHC"
"MACHUELO O TRITRE","P","II",0,"oil",2014,"NHC"
"MERLUZA DE COLA","M","II",0,"oil",2014,"NHC"
"MERLUZA DE COLA","P","II",0,"oil",2014,"NHC"
"PAMPANITO","M","II",0,"oil",2014,"NHC"
