"","year","code","fresh","frozen","surimi","dried","wet","smoked","canned","fish_meal","oil","agar","dried_algae","dehid","alginato","carragenina","colagar"
"1","2013",1075,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA
"2","2013",1082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"3","2013",1085,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2013",1101,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA
"5","2013",1102,"1",NA,NA,NA,NA,NA,"1","1","1",NA,NA,NA,NA,NA,NA
"6","2013",1109,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2013",1115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"8","2013",1116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"9","2013",1120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"10","2013",1122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"11","2013",1123,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2013",1126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"13","2013",1128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"14","2013",1135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"15","2013",1136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"16","2013",1138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"17","2013",1140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"18","2013",1141,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"19","2013",1142,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"20","2013",1143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"21","2013",1144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"22","2013",1145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"23","2013",1147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"24","2013",1148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"25","2013",1149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"26","2013",1150,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2013",1152,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2013",1153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"29","2013",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"30","2013",2005,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2013",2011,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2013",2042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"33","2013",2046,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2013",2066,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2013",2071,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2013",2074,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2013",2080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"38","2013",2086,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2013",2092,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA
"40","2013",2098,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2013",2103,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2013",2115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"43","2013",2119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"44","2013",2124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"45","2013",2125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"46","2013",2130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"47","2013",2133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"48","2013",2137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"49","2013",2138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"50","2013",2140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"51","2013",2142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"52","2013",2147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"53","2013",2149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"54","2013",2151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"55","2013",2155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"56","2013",2156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"57","2013",2157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"58","2013",2158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"59","2013",2161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"60","2013",2165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"61","2013",2167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"62","2013",2170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"63","2013",2173,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2013",2174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"65","2013",2175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"66","2013",2176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"67","2013",2178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"68","2013",2179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"69","2013",2180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"70","2013",2181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"71","2013",2185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"72","2013",2188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"73","2013",2189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"74","2013",2191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"75","2013",2192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"76","2013",2193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"77","2013",2194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"78","2013",2196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"79","2013",2197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"80","2013",2199,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2013",2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"82","2013",2201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"83","2013",2202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"84","2013",2204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"85","2013",2206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"86","2013",2208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"87","2013",2210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"88","2013",2212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"89","2013",2213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"90","2013",3061,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
"91","2013",3086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"92","2013",3087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"93","2013",3088,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2013",3092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"95","2013",3113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"96","2013",3122,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2013",3123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"98","2013",3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"99","2013",3128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"100","2013",3129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"101","2013",3130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"102","2013",3133,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA
"103","2013",3134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"104","2013",3143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"105","2013",3144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"106","2013",3146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"107","2013",3148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"108","2013",3150,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2013",3152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"110","2013",3154,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2013",3157,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2013",3159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"113","2013",3163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"114","2013",3164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"115","2013",3166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"116","2013",3170,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2013",3171,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2013",3173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"119","2013",3176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"120","2013",3178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"121","2013",3179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"122","2013",3185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"123","2013",3186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"124","2013",3187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"125","2013",3192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"126","2013",3193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"127","2013",3194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"128","2013",3196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"129","2013",3197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"130","2013",3205,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2013",3208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"132","2013",3215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"133","2013",3216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"134","2013",3218,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2013",3220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"136","2013",3221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"137","2013",3222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"138","2013",3225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"139","2013",3228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"140","2013",4004,"1","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
"141","2013",4007,"1","1",NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA
"142","2013",4040,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2013",4042,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA
"144","2013",4053,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2013",4054,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2013",4057,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2013",4059,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2013",4074,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2013",4078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"150","2013",4080,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2013",4085,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2013",4086,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"153","2013",4089,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2013",4090,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2013",4091,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2013",4092,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2013",4094,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2013",4095,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2013",4102,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2013",4109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"161","2013",4114,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2013",4115,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2013",4117,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2013",4120,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2013",4122,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2013",4123,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2013",4124,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2013",4126,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA
"169","2013",4127,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2013",4130,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2013",4131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"172","2013",4132,"1","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
"173","2013",4133,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"174","2013",4136,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2013",4139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"176","2013",4140,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2013",4141,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2013",4144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"179","2013",4145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"180","2013",4146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"181","2013",4148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"182","2013",4149,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2013",4153,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
"184","2013",4154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"185","2013",4158,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2013",4159,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2013",4160,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2013",4161,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2013",4162,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2013",4163,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2013",4165,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2013",4166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"193","2013",4167,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2013",4168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"195","2013",4169,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2013",4172,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2013",4173,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2013",4176,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2013",4177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"200","2013",4182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"201","2013",4184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"202","2013",4185,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2013",4189,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2013",4191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"205","2013",4192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"206","2013",4193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"207","2013",4194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"208","2013",4195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"209","2013",4196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"210","2013",4197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"211","2013",4198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"212","2013",4204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"213","2013",4205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"214","2013",4206,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2013",4209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"216","2013",5002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA
"217","2013",5003,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2013",5004,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2013",5072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"220","2013",5200,"1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA
"221","2013",5229,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA
"222","2013",5235,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2013",5239,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2013",5242,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2013",5244,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2013",5251,"1","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
"227","2013",5256,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2013",5260,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2013",5265,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2013",5269,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2013",5276,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2013",5277,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2013",5278,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2013",5279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"235","2013",5281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"236","2013",5282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"237","2013",5284,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2013",5285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"239","2013",5286,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2013",5287,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2013",5289,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2013",5292,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2013",5293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"244","2013",5294,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2013",5295,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2013",5296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"247","2013",5298,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2013",5299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"249","2013",5300,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2013",5301,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2013",5302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"252","2013",5303,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2013",5307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"254","2013",5308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"255","2013",5309,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2013",5311,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2013",5313,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2013",5314,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2013",5316,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
