year,species,region,price,tons
2017,Jibia o calamar rojo,7,465.081943009006,NA
2017,Jibia o calamar rojo,8,395.241354934253,NA
2017,Juliana o tawera,10,280.525616418131,10.52
2017,Juliana o tawera,8,261.495808520761,267.29
2017,Jurel,15,2279.27063339731,1.2
2017,Jurel,3,2586.42509122356,NA
2017,Jurel,7,437.22624144889,NA
2017,Jurel,8,1002.50996604164,167
2017,Lapa,10,147.6450612727,0.1
2017,Lapa negra,1,1771.74073527241,0.27
2017,Lapa negra,15,2636.51895129822,0.53
2017,Lapa negra,2,1033.5154289089,NA
2017,Lapa negra,3,1356.48900044294,6.54
2017,Lapa negra,8,2214.67591909051,0.01
2017,Lenguado,15,4244.79551159014,0.15
2017,Lenguado,3,5167.57714454452,0.44
2017,Lenguado de ojos chicos,1,7382.25306363502,0.06
2017,Lenguado de ojos chicos,2,5867.28634796731,NA
2017,Lenguado de ojos chicos,3,5798.42422452787,NA
2017,Lenguado de ojos chicos,7,4429.35183818101,0.01
2017,Lenguado de ojos chicos,9,3322.01387863576,2
2017,Lisa,14,2952.90122545401,18.1
2017,Lisa,15,2952.90122545401,0.31
2017,Lisa,7,2362.32098036321,NA
2017,Loco,12,3990.84600620109,1.49
2017,Loco,14,2903.68620502978,10.49
2017,Luga cuchara o corta,14,590.580245090802,1.32
2017,Luga cuchara o corta,8,516.757714454452,NA
2017,Luga luga,5,590.580245090802,NA
2017,Luga negra o crespa,10,501.993208327181,55.7
2017,Luga negra o crespa,14,812.047836999853,10.67
2017,Luga negra o crespa,8,479.846449136276,12
2017,Luga roja,10,459.340190626179,72.6
2017,Luga roja,11,398.641665436291,NA
2017,Marlin,1,2657.61110290861,0.42
2017,Marlin,3,3346.62138884788,1.34
2017,Merluza comun,3,2241.52047568554,2.62
2017,Merluza comun,5,2416.01009355328,NA
2017,Merluza comun,6,790.955263546434,0.14
2017,Merluza comun,7,1272.24363706572,NA
2017,Merluza comun,8,1119.14956444707,NA
2017,Merluza de tres aletas,15,5167.57714454452,0.4
2017,Merluza del sur o austral,10,1650.94023059474,4.05
2017,Merluza del sur o austral,11,1624.0956739997,NA
2017,Merluza del sur o austral,12,2633.00359269649,7.73
2017,Navajuela,10,706.419152971641,23.03
2017,Navajuela,14,1181.1604901816,98.02
2017,Navajuela,8,851.793887494463,1134.48
2017,Ostion del sur,12,853.388454156209,162.24
2017,Palometa,15,5167.57714454452,0.1
2017,Palometa,3,2952.90122545401,0.1
2017,Pejegallo,10,810.993229419333,7.54
2017,Pejegallo,14,1513.36187804518,54.23
2017,Pejegallo,15,4429.35183818101,0.06
2017,Pejegallo,3,2648.92609930433,1.49
2017,Pejegallo,7,1345.21055826238,NA
2017,Pejegallo,9,1138.14208823806,NA
2017,Pejeperro,2,6459.47143068064,NA
2017,Pejeperro,3,4060.23918499926,0.16
2017,Pejerrey de mar,1,4429.35183818101,0.06
2017,Pejerrey de mar,14,1033.5154289089,162.2
2017,Pejerrey de mar,15,1845.56326590876,0.45
2017,Pejesapo,3,2952.90122545401,0.04
2017,Pejezorro,1,2952.90122545401,0.54
2017,Pelillo,10,93.5085388060436,41.58
2017,Pelillo,8,590.580245090802,0.4
2017,Pepino de mar,10,516.757714454452,10.19
2017,Pepino de mar,14,479.846449136276,5.5
2017,Pez sol,1,1476.450612727,0.18
2017,Pichibueno,15,3137.45755204488,0.19
2017,Picoroco,8,563.048783665245,NA
2017,Piure,10,147.6450612727,0.45
2017,Piure,14,487.228702199911,0.12
2017,Piure,15,516.757714454452,0.15
2017,Piure,3,178.516301356992,22.46
2017,Piure,8,330.497791002737,NA
2017,Pulpo,1,2641.20609610053,4.19
2017,Pulpo,15,3691.12653181751,0.07
2017,Pulpo,2,3047.90761270775,NA
2017,Pulpo,3,4576.99689945371,2.74
2017,Pulpo del sur ,10,1734.82946995423,8.59
2017,Puye,11,12549.8302081795,NA
2017,Raya espinosa,15,2952.90122545401,0.1
2017,Raya volantin,15,1476.450612727,0.6
2017,Reineta,10,2571.4848171662,41.41
2017,Reineta,14,2214.67591909051,207
2017,Reineta,5,2952.90122545401,NA
2017,Reineta,7,1226.6351690536,NA
2017,Reineta,8,3315.302739487,527.49
2017,Reineta,9,2524.08861271417,NA
2017,Robalo,10,664.402775727152,0.47
2017,Robalo,11,1033.5154289089,NA
2017,Robalo,12,2320.13667714244,2.4
2017,Robalo,8,1291.89428613613,0.18
2017,Rococo,15,2509.96604163591,0.77
2017,Rollizo,10,1845.56326590876,0.34
2017,Rollizo,15,2214.67591909051,0.06
2017,Rollizo,3,3395.83640927211,0.59
2017,Roncacho,15,2042.42334760569,0.29
2017,Sardina austral o del sur,10,88.5870367636203,30
2017,Sardina austral o del sur,11,83.6655347211969,NA
2017,Sardina comun,8,164.476598257788,NA
2017,Sargo,1,2952.90122545401,0.1
2017,Sargo,15,3691.12653181751,0.13
2017,Sargo,2,2362.32098036321,0.02
2017,Sargo,3,2583.78857227226,0.03
2017,Sierra,10,1550.27314336335,3.23
2017,Sierra,14,822.593912805045,761.96
2017,Sierra,3,1882.47453122693,NA
2017,Sierra,8,848.959102318028,6.26
2017,Sierra,9,353.005919224729,NA
2017,Taquilla,10,418.606230621586,31.23
2017,Tiburon o marrajo,1,3322.01387863576,0.84
2017,Tiburon o marrajo,15,3322.01387863576,0.82
2017,Tiburon o marrajo,3,2952.90122545401,1.57
2017,Tiburon o marrajo,5,1653.62468625425,NA
2017,Tollo,1,2214.67591909051,0.06
2017,Tollo,15,2067.03085781781,0.17
2017,Tollo,3,2552.15034485668,0.41
2017,Tollo,7,1365.71681677248,NA
2017,Tollo,9,1117.55954071029,NA
2017,Tomoyo,15,5905.80245090802,0.12
2017,Toremo,9,413.406171563561,1
2017,Tumbao,10,322.709919638902,9.64
2017,Vidriola,3,3322.01387863576,0.42
2017,Vidriola,5,2362.32098036321,NA
2017,Vieja o mulata,2,5167.57714454452,NA
2017,Vieja o mulata,3,3906.44224617353,NA
